,Gemeinte_Source:_Experiencer,Gemeinte_Source:_Zuschreibende_Instanz,Gemeintes_Target:_Charakter,Gemeintes_Target:_Nicht-Charakter,Polarität,annotator,base_polarity,end,id,length_in_tokens,main_emotion_class,polarity,start,tag_type,text,tokens
10,,,,,,LS,negativ,5251,CATMA_9A2994C9-E1E8-49A0-BBF8-19DCAF162273,68,Emotionen des Leids,negativ,4853,Leid,"Ich vergieße heimlich Tränen über ihren lärmenden Beifall, wenn
              sie vielleicht glauben, daß ich darüber entzückt bin. Freund, Freund, welcher
              Unterschied zwischen einem Manne, den die Welt lobet und dem sein Herz saget, daß er
              dies Lob verdienet, und dem, der es fühlt, daß sie ihn nur bloß deswegen lobet, weil
              sie seine Schande nicht weiß.
","['Ich', 'vergieße', 'heimlich', 'Tränen', 'über', 'ihren', 'lärmenden', 'Beifall', ',', 'wenn', 'sie', 'vielleicht', 'glauben', ',', 'daß', 'ich', 'darüber', 'entzückt', 'bin', '.', 'Freund', ',', 'Freund', ',', 'welcher', 'Unterschied', 'zwischen', 'einem', 'Manne', ',', 'den', 'die', 'Welt', 'lobet', 'und', 'dem', 'sein', 'Herz', 'saget', ',', 'daß', 'er', 'dies', 'Lob', 'verdienet', ',', 'und', 'dem', ',', 'der', 'es', 'fühlt', ',', 'daß', 'sie', 'ihn', 'nur', 'bloß', 'deswegen', 'lobet', ',', 'weil', 'sie', 'seine', 'Schande', 'nicht', 'weiß', '.']"
11,robert,,willhelm,,,LS,positiv,5340,CATMA_C9FA1E38-2E0E-42CA-B0ED-44574F315C7B,14,Emotionen der Zuneigung,positiv,5260,Verehrung,"Dein allzu zärtliches Herz überläßt sich einem Kummer, den es entbehren könnte.
","['Dein', 'allzu', 'zärtliches', 'Herz', 'überläßt', 'sich', 'einem', 'Kummer', ',', 'den', 'es', 'entbehren', 'könnte', '.']"
12,,,,,,LS,positiv,5836,CATMA_4A036130-BA1D-4669-99B9-0D029C101ED0,19,Emotionen der Zuneigung,positiv,5717,Verehrung,"Ich will Lucien nicht durch diese Rede beleidigen. Bisher habe ich ihr Herz noch
              jederzeit edel gefunden.","['Ich', 'will', 'Lucien', 'nicht', 'durch', 'diese', 'Rede', 'beleidigen', '.', 'Bisher', 'habe', 'ich', 'ihr', 'Herz', 'noch', 'jederzeit', 'edel', 'gefunden', '.']"
13,,,,,,LS,negativ,6643,CATMA_4182E184-45BD-4681-964E-78D4C01FEFCD,131,Emotionen des Leids,negativ,5837,Mitleid,"Aber, Freund! was für eine quälende Entdeckung für mich habe
              ich gemachet! Ihr Auge verrät seit einiger Zeit einen heimlichen Gram. Konnte mir, der
              ich sie mehr als mich selbst liebe, dieser Gram unbemerket bleiben? Selbst dieser ihr
              so natürliche Stolz, dieser einzige Fehler, den ich an ihr zu verbessern suche,
              scheint bisweilen gänzlich aus ihren Mienen verbannet zu sein. Sie hat gewisse
              Ahndungen in mir rege gemachet, die meine ganze Seele erschüttern. Ich, der ich die
              Liebe aus der unglücklichen Erfahrung kenne, weiß  alle die verborgenen
              Krümmen, durch welche sie sich in das Herz einschleicht und zuerst wieder ausbricht.
              Gott! ich zittere für die Tugend der Lucie, wenn sie liebet.","['Aber', ',', 'Freund', '!', 'was', 'für', 'eine', 'quälende', 'Entdeckung', 'für', 'mich', 'habe', 'ich', 'gemachet', '!', 'Ihr', 'Auge', 'verrät', 'seit', 'einiger', 'Zeit', 'einen', 'heimlichen', 'Gram', '.', 'Konnte', 'mir', ',', 'der', 'ich', 'sie', 'mehr', 'als', 'mich', 'selbst', 'liebe', ',', 'dieser', 'Gram', 'unbemerket', 'bleiben', '?', 'Selbst', 'dieser', 'ihr', 'so', 'natürliche', 'Stolz', ',', 'dieser', 'einzige', 'Fehler', ',', 'den', 'ich', 'an', 'ihr', 'zu', 'verbessern', 'suche', ',', 'scheint', 'bisweilen', 'gänzlich', 'aus', 'ihren', 'Mienen', 'verbannet', 'zu', 'sein', '.', 'Sie', 'hat', 'gewisse', 'Ahndungen', 'in', 'mir', 'rege', 'gemachet', ',', 'die', 'meine', 'ganze', 'Seele', 'erschüttern', '.', 'Ich', ',', 'der', 'ich', 'die', 'Liebe', 'aus', 'der', 'unglücklichen', 'Erfahrung', 'kenne', ',', 'weiß', 'alle', 'die', 'verborgenen', 'Krümmen', ',', 'durch', 'welche', 'sie', 'sich', 'in', 'das', 'Herz', 'einschleicht', 'und', 'zuerst', 'wieder', 'ausbricht', '.', 'Gott', '!', 'ich', 'zittere', 'für', 'die', 'Tugend', 'der', 'Lucie', ',', 'wenn', 'sie', 'liebet', '.']"
14,,,,,,LS,positiv,6704,CATMA_548225D0-2506-40AE-9F68-89B166AB6ABD,14,Emotionen der Zuneigung,positiv,6627,Liebe,"wenn sie liebet. Wen könnte sie sonst
              lieben, als meinen Sohn?
","['wenn', 'sie', 'liebet', '.', 'Wen', 'könnte', 'sie', 'sonst', 'lieben', ',', 'als', 'meinen', 'Sohn', '?']"
15,,,,,,LS,negativ,6762,CATMA_B7CDEDC2-EC45-467B-B46A-305052F6A872,10,Emotionen der Angst,negativ,6713,Angst,"Deinen Sohn, Willhelm, wie erschreckest du mich?
","['Deinen', 'Sohn', ',', 'Willhelm', ',', 'wie', 'erschreckest', 'du', 'mich', '?']"
16,,willhelm,,,,LS,positiv,7147,CATMA_3F8421B1-A3A3-48F2-95B1-54FBC20CFBB3,61,Emotionen der Zuneigung,positiv,6773,Liebe,"Was können diese öftern Seufzer in seiner Gegenwart, diese Augen, die oft schmachtend
              auf die seinigen geheftet sind, dieser Ton der Zärtlichkeit, der die gemeinsten Reden
              an ihn begleitet, diese Schamröte, mit der sie ihn anblickt, und die ihr ein
              heimlicher Zeuge ihrer Verbrechen wird; was können diese weiter zu bedeuten haben?
","['Was', 'können', 'diese', 'öftern', 'Seufzer', 'in', 'seiner', 'Gegenwart', ',', 'diese', 'Augen', ',', 'die', 'oft', 'schmachtend', 'auf', 'die', 'seinigen', 'geheftet', 'sind', ',', 'dieser', 'Ton', 'der', 'Zärtlichkeit', ',', 'der', 'die', 'gemeinsten', 'Reden', 'an', 'ihn', 'begleitet', ',', 'diese', 'Schamröte', ',', 'mit', 'der', 'sie', 'ihn', 'anblickt', ',', 'und', 'die', 'ihr', 'ein', 'heimlicher', 'Zeuge', 'ihrer', 'Verbrechen', 'wird', ';', 'was', 'können', 'diese', 'weiter', 'zu', 'bedeuten', 'haben', '?']"
17,lucie,willhelm,karl,,,LS,Emotionale Bewegtheit,7217,CATMA_B83B9ED3-E16C-4861-BF6F-AFD0B444C24F,3,Emotionale Bewegtheit,Emotionale Bewegtheit,7197,Emotionale Bewegtheit,Mit Kaltsinnigkeit. ,"['Mit', 'Kaltsinnigkeit', '.']"
18,,,,,,LS,negativ,7553,CATMA_8BE7F7D0-5266-41D6-A461-28136C2BA8EA,57,Emotionen des Leids,negativ,7217,Leid,"Dies ist noch der einzige Trost, den mein Herz dabei empfindet.
              Aber ach! wie kurz kann er vielleicht dauern. Wie leicht kann Karl wankend werden,
              zumal wenn Amaliens Sprödigkeit noch länger währet. Dieser heutige Tag soll mich
              lehren, ob ich noch unglücklicher werden kann, als ich schon bin. ","['Dies', 'ist', 'noch', 'der', 'einzige', 'Trost', ',', 'den', 'mein', 'Herz', 'dabei', 'empfindet', '.', 'Aber', 'ach', '!', 'wie', 'kurz', 'kann', 'er', 'vielleicht', 'dauern', '.', 'Wie', 'leicht', 'kann', 'Karl', 'wankend', 'werden', ',', 'zumal', 'wenn', 'Amaliens', 'Sprödigkeit', 'noch', 'länger', 'währet', '.', 'Dieser', 'heutige', 'Tag', 'soll', 'mich', 'lehren', ',', 'ob', 'ich', 'noch', 'unglücklicher', 'werden', 'kann', ',', 'als', 'ich', 'schon', 'bin', '.']"
19,,,,,,LS,Emotionale Bewegtheit,8069,CATMA_49440F83-6678-4ABE-91B8-178721E96163,56,Emotionale Bewegtheit,Emotionale Bewegtheit,7766,Emotionale Bewegtheit,"Ich
              habe ihr gesaget, daß ich sie hier erwarte, und ich wundere mich, daß sie nicht schon
              hier ist. Gott! schütze Luciens Tugend wider ihr eigenes Herz und laß mich dereinst,
              wenn ich sterbe, sie noch tugendhaft in meine Arme schließen! Sie kömmt, Robert. Ach!
","['Ich', 'habe', 'ihr', 'gesaget', ',', 'daß', 'ich', 'sie', 'hier', 'erwarte', ',', 'und', 'ich', 'wundere', 'mich', ',', 'daß', 'sie', 'nicht', 'schon', 'hier', 'ist', '.', 'Gott', '!', 'schütze', 'Luciens', 'Tugend', 'wider', 'ihr', 'eigenes', 'Herz', 'und', 'laß', 'mich', 'dereinst', ',', 'wenn', 'ich', 'sterbe', ',', 'sie', 'noch', 'tugendhaft', 'in', 'meine', 'Arme', 'schließen', '!', 'Sie', 'kömmt', ',', 'Robert', '.', 'Ach', '!']"
20,robert,,willhelm,,,LS,positiv,8303,CATMA_FE540F3D-2F87-46D8-AEF9-8AF7532BC6D0,14,Emotionen der Zuneigung,positiv,8219,Verehrung,"Der Himmel segne deine und Luciens Tugend und lasse deinen Argwohn vergeblich sein!
","['Der', 'Himmel', 'segne', 'deine', 'und', 'Luciens', 'Tugend', 'und', 'lasse', 'deinen', 'Argwohn', 'vergeblich', 'sein', '!']"
21,,,,,,LS,negativ,8593,CATMA_171920ED-3EA2-4781-8FBA-5ACD3FBE18E1,31,Emotionen des Leids,negativ,8396,Mitleid,"War es nicht eine Träne, meine Lucie, die ich Sie diesen Augenblick von Ihren Wangen
              abtrocknen sah? Verbergen Sie das Geheimnis dieser Träne vor Ihrem Southwell
              nicht.
","['War', 'es', 'nicht', 'eine', 'Träne', ',', 'meine', 'Lucie', ',', 'die', 'ich', 'Sie', 'diesen', 'Augenblick', 'von', 'Ihren', 'Wangen', 'abtrocknen', 'sah', '?', 'Verbergen', 'Sie', 'das', 'Geheimnis', 'dieser', 'Träne', 'vor', 'Ihrem', 'Southwell', 'nicht', '.']"
22,,,,,,LS,positiv,8829,CATMA_9B9891C2-8EC5-48A9-AC48-42DC3083B380,41,Emotionen der Zuneigung,positiv,8601,Verehrung,"Sie irren sich, Sir Willhelm, und war es ja eine, so war es eine Träne der Freude,
              die mich Ihre Sorgfalt und Ihre Zärtlichkeit, womit Sie Ihre arme verlassene Lucie
              überhäufen, zu vergießen nötigte.
","['Sie', 'irren', 'sich', ',', 'Sir', 'Willhelm', ',', 'und', 'war', 'es', 'ja', 'eine', ',', 'so', 'war', 'es', 'eine', 'Träne', 'der', 'Freude', ',', 'die', 'mich', 'Ihre', 'Sorgfalt', 'und', 'Ihre', 'Zärtlichkeit', ',', 'womit', 'Sie', 'Ihre', 'arme', 'verlassene', 'Lucie', 'überhäufen', ',', 'zu', 'vergießen', 'nötigte', '.']"
23,,,,,,LS,negativ,9079,CATMA_628E45EB-79B4-49EF-9E63-D7C21763281D,40,Emotionen des Leids,negativ,8840,Mitleid,"Täuschen Sie mein Herz nicht. Es weiß die Tränen der Freude und des Grams voneinander
              zu unterscheiden. Wieviel Qual hat  mich nicht schon dieser Gram, den ich
              seit einiger Zeit in Ihrem Gesichte lese, gekostet!","['Täuschen', 'Sie', 'mein', 'Herz', 'nicht', '.', 'Es', 'weiß', 'die', 'Tränen', 'der', 'Freude', 'und', 'des', 'Grams', 'voneinander', 'zu', 'unterscheiden', '.', 'Wieviel', 'Qual', 'hat', 'mich', 'nicht', 'schon', 'dieser', 'Gram', ',', 'den', 'ich', 'seit', 'einiger', 'Zeit', 'in', 'Ihrem', 'Gesichte', 'lese', ',', 'gekostet', '!']"
24,,,,,,LS,negativ,9344,CATMA_704C046A-56E7-4CEE-AADC-5B93DC56858C,45,Emotionen des Leids,negativ,9080,Mitleid,"Können Sie empfinden, was das Herz
              Ihres Southwells, der Sie noch mehr als ein Vater seine Tochter lieben würde, wenn es
              möglich wäre, bei Ihren Leiden fühlen muß? Können Sie es empfinden, Lucie? Ohnmöglich
              können Sie es. ","['Können', 'Sie', 'empfinden', ',', 'was', 'das', 'Herz', 'Ihres', 'Southwells', ',', 'der', 'Sie', 'noch', 'mehr', 'als', 'ein', 'Vater', 'seine', 'Tochter', 'lieben', 'würde', ',', 'wenn', 'es', 'möglich', 'wäre', ',', 'bei', 'Ihren', 'Leiden', 'fühlen', 'muß', '?', 'Können', 'Sie', 'es', 'empfinden', ',', 'Lucie', '?', 'Ohnmöglich', 'können', 'Sie', 'es', '.']"
25,,,,,,LS,negativ,9781,CATMA_38E36E3B-D790-47DF-A83D-4645E5B490CB,18,Emotionen des Leids,negativ,9663,Leid,"Warum rauben Sie doch Ihrem besten Freunde
              das elende Vergnügen, mit Ihnen wenigstens klagen zu dürfen?
","['Warum', 'rauben', 'Sie', 'doch', 'Ihrem', 'besten', 'Freunde', 'das', 'elende', 'Vergnügen', ',', 'mit', 'Ihnen', 'wenigstens', 'klagen', 'zu', 'dürfen', '?']"
26,,,,,,LS,negativ,9925,CATMA_F343DF98-86B3-4708-85CD-CED786F75114,21,Emotionen des Leids,negativ,9789,Leid,"Sie töten mein Herz durch Ihre Gütigkeit. Verschwenden Sie solche nicht länger. Sie
              verschwenden sie an einer Unwürdigen.
","['Sie', 'töten', 'mein', 'Herz', 'durch', 'Ihre', 'Gütigkeit', '.', 'Verschwenden', 'Sie', 'solche', 'nicht', 'länger', '.', 'Sie', 'verschwenden', 'sie', 'an', 'einer', 'Unwürdigen', '.']"
27,lucie,,,,,LS,negativ,10019,CATMA_CECDBC77-56E8-48A7-9E99-7EBF1A39E4B3,5,Emotionen der Ablehnung,negativ,9995,Abscheu,"beiseite.
Elende Tugend!","['beiseite', '.', 'Elende', 'Tugend', '!']"
28,,,,,,LS,negativ,10150,CATMA_5D91E6E3-D789-4242-A3D1-2E37B0A7BE7F,17,Emotionen des Leids,negativ,10035,Mitleid,"Ihre Zärtlichkeit für mich läßt Ihnen
              vielleicht meinen Gram heftiger mutmaßen, als er wirklich ist. ","['Ihre', 'Zärtlichkeit', 'für', 'mich', 'läßt', 'Ihnen', 'vielleicht', 'meinen', 'Gram', 'heftiger', 'mutmaßen', ',', 'als', 'er', 'wirklich', 'ist', '.']"
29,,,,,,LS,negativ,11311,CATMA_1124C45C-7833-46FA-9E7E-18E6FDCBC918,130,Emotionen des Leids,negativ,10505,Mitleid,"Sie haben mit mir, die ich, von meinen Eltern verlassen,
              dem Elende und der Dürftigkeit ohne Sie zum Opfer geworden sein würde, Mitleiden
              gehabt. Sie haben mir Gütigkeiten erwiesen, ehe noch meine Lippen fähig gewesen, Ihnen
              dafür zu danken. Sie haben mich bei der Frau Norris in allem demjenigen, was das Leben
              eines Frauenzimmers nützlich und angenehm machen kann, erziehen lassen. Ich empfinde,
              seitdem ich in Ihrem Hause bin, jeden Augenblick einen neuen Beweis Ihrer
              Zärtlichkeit, und demungeachtet bin ich eine Undankbare gegen Sie. Eine Undankbare,
              die, da sie jede Minute ihres Lebens der Freude und dem Danke für Sie aufopfern
              sollte, sie sehr oft dem Grame und der Traurigkeit widmet.","['Sie', 'haben', 'mit', 'mir', ',', 'die', 'ich', ',', 'von', 'meinen', 'Eltern', 'verlassen', ',', 'dem', 'Elende', 'und', 'der', 'Dürftigkeit', 'ohne', 'Sie', 'zum', 'Opfer', 'geworden', 'sein', 'würde', ',', 'Mitleiden', 'gehabt', '.', 'Sie', 'haben', 'mir', 'Gütigkeiten', 'erwiesen', ',', 'ehe', 'noch', 'meine', 'Lippen', 'fähig', 'gewesen', ',', 'Ihnen', 'dafür', 'zu', 'danken', '.', 'Sie', 'haben', 'mich', 'bei', 'der', 'Frau', 'Norris', 'in', 'allem', 'demjenigen', ',', 'was', 'das', 'Leben', 'eines', 'Frauenzimmers', 'nützlich', 'und', 'angenehm', 'machen', 'kann', ',', 'erziehen', 'lassen', '.', 'Ich', 'empfinde', ',', 'seitdem', 'ich', 'in', 'Ihrem', 'Hause', 'bin', ',', 'jeden', 'Augenblick', 'einen', 'neuen', 'Beweis', 'Ihrer', 'Zärtlichkeit', ',', 'und', 'demungeachtet', 'bin', 'ich', 'eine', 'Undankbare', 'gegen', 'Sie', '.', 'Eine', 'Undankbare', ',', 'die', ',', 'da', 'sie', 'jede', 'Minute', 'ihres', 'Lebens', 'der', 'Freude', 'und', 'dem', 'Danke', 'für', 'Sie', 'aufopfern', 'sollte', ',', 'sie', 'sehr', 'oft', 'dem', 'Grame', 'und', 'der', 'Traurigkeit', 'widmet', '.']"
30,,,,,,LS,negativ,11689,CATMA_FF170FA4-4C96-46E2-B5E1-6DC9DB66377F,64,Emotionen des Leids,negativ,11312,Leid,"Aber ich weiß, Ihr gütiges
              Herz verzeihet mir, wenn es den Quell dieser Traurigkeit wissen wird. Was kann er
              anders sein, wenn Sie mir verzeihen sollen, als das Verlangen, meine Eltern zu kennen.
              Sie haben mir zwar oft gesaget, daß Sie dieselben nicht wissen; haben Sie wenigstens
              nicht einige Mutmaßungen, wer sie waren?","['Aber', 'ich', 'weiß', ',', 'Ihr', 'gütiges', 'Herz', 'verzeihet', 'mir', ',', 'wenn', 'es', 'den', 'Quell', 'dieser', 'Traurigkeit', 'wissen', 'wird', '.', 'Was', 'kann', 'er', 'anders', 'sein', ',', 'wenn', 'Sie', 'mir', 'verzeihen', 'sollen', ',', 'als', 'das', 'Verlangen', ',', 'meine', 'Eltern', 'zu', 'kennen', '.', 'Sie', 'haben', 'mir', 'zwar', 'oft', 'gesaget', ',', 'daß', 'Sie', 'dieselben', 'nicht', 'wissen', ';', 'haben', 'Sie', 'wenigstens', 'nicht', 'einige', 'Mutmaßungen', ',', 'wer', 'sie', 'waren', '?']"
