,Gemeinte_Source:_Experiencer,Gemeinte_Source:_Zuschreibende_Instanz,Gemeintes_Target:_Charakter,Gemeintes_Target:_Nicht-Charakter,Polarität,annotator,base_polarity,end,id,length_in_tokens,main_emotion_class,polarity,start,tag_type,text,tokens
12,,,,,,LS,negativ,5099,CATMA_E2DEFA14-A8E4-47F3-B8E3-F92BBC94C377,18,Emotionen der Ablehnung,negativ,4991,Abscheu,"mir scheinet, der Baron nimmt an dieser Heyrath nicht so warmen
              Antheil, wie seine Gemahlinn.
","['mir', 'scheinet', ',', 'der', 'Baron', 'nimmt', 'an', 'dieser', 'Heyrath', 'nicht', 'so', 'warmen', 'Antheil', ',', 'wie', 'seine', 'Gemahlinn', '.']"
13,,,,,,LS,negativ,5372,CATMA_610B032F-5FE6-4F87-B9D5-AA58C54251CF,11,Emotionen des Leids,negativ,5302,Mitleid,"Gewiß, ich betaure unser Fräulein vom Grunde
              der Seele.
","['Gewiß', ',', 'ich', 'betaure', 'unser', 'Fräulein', 'vom', 'Grunde', 'der', 'Seele', '.']"
14,,der_verwalter,,,,LS,positiv,5503,CATMA_DDDDB16F-89C1-4F78-8901-A7A0ADD6EED4,5,Emotionen der Zuneigung,positiv,5465,Liebe,"er liebt
              seine Tochter; ","['er', 'liebt', 'seine', 'Tochter', ';']"
15,der_verwalter,,,,,LS,negativ,5559,CATMA_61FD93FE-A051-4F52-8BAF-168926B01776,10,Emotionen des Leids,negativ,5503,Mitleid,"warum zwingt er sie denn zu einer unangenehmen Heyrath?
","['warum', 'zwingt', 'er', 'sie', 'denn', 'zu', 'einer', 'unangenehmen', 'Heyrath', '?']"
16,,lisette,,,,LS,positiv,5878,CATMA_23298A78-9078-4CCE-A440-216915AB646A,20,Emotionen der Zuneigung,positiv,5777,Freundschaft,"Seit einigen Tagen, da er mit ihm auf der Jagd herumläuft, ist er ihm so
              ziemlich hold.","['Seit', 'einigen', 'Tagen', ',', 'da', 'er', 'mit', 'ihm', 'auf', 'der', 'Jagd', 'herumläuft', ',', 'ist', 'er', 'ihm', 'so', 'ziemlich', 'hold', '.']"
17,,,,,,LS,positiv,6621,CATMA_FEB422BC-787A-4C87-966A-6F3BD80A1C42,27,Emotionen der Zuneigung,positiv,6453,Verehrung,"so bald es erlaubt
              seyn wird – mich wieder um das unschätzbare Vergnügen ihrer Gesellschaft bestreben.
                Er küßt ihr die Hand, und geht ab.
","['so', 'bald', 'es', 'erlaubt', 'seyn', 'wird', '–', 'mich', 'wieder', 'um', 'das', 'unschätzbare', 'Vergnügen', 'ihrer', 'Gesellschaft', 'bestreben', '.', 'Er', 'küßt', 'ihr', 'die', 'Hand', ',', 'und', 'geht', 'ab', '.']"
18,,,,,,LS,negativ,7129,CATMA_948FE9C8-6F0D-45E1-ACF6-BC379ED48F20,41,Emotionen der Ablehnung,negativ,6886,Ärger,"ist
              das nicht fatal? alle Anstalten zur Festivität sind gemacht, und ich schmeichle mir,
              gut gemacht; es ist Mittag, und noch kömmt weder Bräutigam aus der Stadt, noch mein
              Gemahl von der Jagd zurück.
","['ist', 'das', 'nicht', 'fatal', '?', 'alle', 'Anstalten', 'zur', 'Festivität', 'sind', 'gemacht', ',', 'und', 'ich', 'schmeichle', 'mir', ',', 'gut', 'gemacht', ';', 'es', 'ist', 'Mittag', ',', 'und', 'noch', 'kömmt', 'weder', 'Bräutigam', 'aus', 'der', 'Stadt', ',', 'noch', 'mein', 'Gemahl', 'von', 'der', 'Jagd', 'zurück', '.']"
19,,,,,,LS,negativ,7610,CATMA_6CD4329B-F087-4BEF-B5AF-94D9826F54A2,20,Emotionen der Angst,negativ,7498,Angst,"Ich versteh' es nicht. Wenn ihm nur kein Unglück begegnet ist! Er ist der
              scharmanteste Cavalier. ","['Ich', 'versteh', ""'"", 'es', 'nicht', '.', 'Wenn', 'ihm', 'nur', 'kein', 'Unglück', 'begegnet', 'ist', '!', 'Er', 'ist', 'der', 'scharmanteste', 'Cavalier', '.']"
20,,,,,,LS,negativ,8556,CATMA_E59B9686-188E-48DF-8139-5C8C785C119D,72,Emotionen der Ablehnung,negativ,8141,Abscheu,"Ein Cavalier, der seit vier Monaten, da er von Paris zurückkam, das größte Aufsehen
              in der Hauptstadt macht; der in allen Arten von Galanterie den Ton angibt; der seit
              Kurzem bey allen Männern andere Schuhschnallen, und bey allen Weibern andere Chignons
              einführte; ein Mensch, der alles kann, und weiß; und der, wie ich höre, so gar
              französische Verse macht.
","['Ein', 'Cavalier', ',', 'der', 'seit', 'vier', 'Monaten', ',', 'da', 'er', 'von', 'Paris', 'zurückkam', ',', 'das', 'größte', 'Aufsehen', 'in', 'der', 'Hauptstadt', 'macht', ';', 'der', 'in', 'allen', 'Arten', 'von', 'Galanterie', 'den', 'Ton', 'angibt', ';', 'der', 'seit', 'Kurzem', 'bey', 'allen', 'Männern', 'andere', 'Schuhschnallen', ',', 'und', 'bey', 'allen', 'Weibern', 'andere', 'Chignons', 'einführte', ';', 'ein', 'Mensch', ',', 'der', 'alles', 'kann', ',', 'und', 'weiß', ';', 'und', 'der', ',', 'wie', 'ich', 'höre', ',', 'so', 'gar', 'französische', 'Verse', 'macht', '.']"
21,,der_verwalter,,,,LS,positiv,9240,CATMA_BB36235B-501D-46A3-9B23-62FE1B14DA2B,17,Emotionen der Zuneigung,positiv,9111,Verehrung,"Euer hochfreyherrlichen Gnaden Art zu leben, wird endlich die längst
              verdiente Bewunderung eines Kenners erhalten.
","['Euer', 'hochfreyherrlichen', 'Gnaden', 'Art', 'zu', 'leben', ',', 'wird', 'endlich', 'die', 'längst', 'verdiente', 'Bewunderung', 'eines', 'Kenners', 'erhalten', '.']"
22,der_verwalter,,,,,LS,Emotionale Bewegtheit,10229,CATMA_03351C65-7FEE-4980-A4F8-FFD9CAE2B055_0,3,Emotionale Bewegtheit,Emotionale Bewegtheit,10223,Emotionale Bewegtheit,O ja! ,"['O', 'ja', '!']"
23,der_verwalter,,,,,LS,Emotionale Bewegtheit,10419,CATMA_03351C65-7FEE-4980-A4F8-FFD9CAE2B055_1,2,Emotionale Bewegtheit,Emotionale Bewegtheit,10410,Emotionale Bewegtheit,Element! ,"['Element', '!']"
24,,,,,,LS,positiv,11096,CATMA_0B58ED08-5AB5-49DB-A133-09B7FC23E0E2,15,Emotionen der Freude,positiv,10999,Freude,"sie hätten mich zum Tanzen gebracht, wenn
              mich nicht meine Geburt abgehalten hätte.","['sie', 'hätten', 'mich', 'zum', 'Tanzen', 'gebracht', ',', 'wenn', 'mich', 'nicht', 'meine', 'Geburt', 'abgehalten', 'hätte', '.']"
25,der_verwalter,,,,,LS,positiv,11325,CATMA_76FC64B9-D83E-49E2-B83A-DCE021BB2FC2,7,Emotionen der Freude,positiv,11281,Freude,"Das wird ein vortreffliches Concert werden!
","['Das', 'wird', 'ein', 'vortreffliches', 'Concert', 'werden', '!']"
26,,,,,,LS,positiv,11487,CATMA_835F4FA0-7D56-4BE1-993B-6844BD39E9FB_0,20,Emotionen der Freude,positiv,11400,Freude,"Nun Leonore! du glückliches Mädchen! komm her, laß dich betrachten – Gut! – recht  gut.","['Nun', 'Leonore', '!', 'du', 'glückliches', 'Mädchen', '!', 'komm', 'her', ',', 'laß', 'dich', 'betrachten', '–', 'Gut', '!', '–', 'recht', 'gut', '.']"
27,,,,,,LS,positiv,11620,CATMA_835F4FA0-7D56-4BE1-993B-6844BD39E9FB_1,23,Emotionen der Freude,positiv,11488,Freude,"Das sieht anders aus, als dein erster Anzug. Wenn ich nicht
              nachgesehen hätte, das wär ein lächerlicher Putz gewesen! ","['Das', 'sieht', 'anders', 'aus', ',', 'als', 'dein', 'erster', 'Anzug', '.', 'Wenn', 'ich', 'nicht', 'nachgesehen', 'hätte', ',', 'das', 'wär', 'ein', 'lächerlicher', 'Putz', 'gewesen', '!']"
28,,,,,,LS,negativ,11869,CATMA_E6BE1590-3830-40B3-9ABC-7BB05A4DBB65,15,Emotionen der Angst,negativ,11780,Angst,"und ich fürchte die Kritik des Grafen
              von Blumenkranz, wie den bösen Feind.","['und', 'ich', 'fürchte', 'die', 'Kritik', 'des', 'Grafen', 'von', 'Blumenkranz', ',', 'wie', 'den', 'bösen', 'Feind', '.']"
29,,die_baroninn,,,,LS,negativ,13448,CATMA_25D0A92C-CF15-4067-BD16-2D8AF5436BA0,29,Emotionen des Leids,negativ,13292,Leid,"Lisette! was steckt dem Mädchen im Kopfe, daß sie so betrübt aussieht – zu einer
              Zeit, da jeder Blick von Vergnügen und Freude zeugen sollte?
","['Lisette', '!', 'was', 'steckt', 'dem', 'Mädchen', 'im', 'Kopfe', ',', 'daß', 'sie', 'so', 'betrübt', 'aussieht', '–', 'zu', 'einer', 'Zeit', ',', 'da', 'jeder', 'Blick', 'von', 'Vergnügen', 'und', 'Freude', 'zeugen', 'sollte', '?']"
30,,,,,,LS,positiv,13802,CATMA_64A9F5CD-1FE7-48CF-872F-215389DA3578,43,Emotionen der Zuneigung,positiv,13537,Verehrung,"Hör Lisette! du weißt, daß ich dich eines vorzüglichen Zutrauens würdige – als eine
              Person, die allzeit in großen Häusern und sogar bey Hose gedient hat, folglich auch
              mehr Vernunft und Weltkenntniß besitzen muß als Andre ihres gleichen.","['Hör', 'Lisette', '!', 'du', 'weißt', ',', 'daß', 'ich', 'dich', 'eines', 'vorzüglichen', 'Zutrauens', 'würdige', '–', 'als', 'eine', 'Person', ',', 'die', 'allzeit', 'in', 'großen', 'Häusern', 'und', 'sogar', 'bey', 'Hose', 'gedient', 'hat', ',', 'folglich', 'auch', 'mehr', 'Vernunft', 'und', 'Weltkenntniß', 'besitzen', 'muß', 'als', 'Andre', 'ihres', 'gleichen', '.']"
31,,,,,,LS,negativ,13992,CATMA_A977D46E-0902-47CB-8A37-513909018AAF,20,Emotionen des Leids,negativ,13866,Leid,"Sag mir aufrichtig, warum meine Tochter so traurig
              ist. Ihre bevorstehende Heyrath kann nicht die Ursache seyn. ","['Sag', 'mir', 'aufrichtig', ',', 'warum', 'meine', 'Tochter', 'so', 'traurig', 'ist', '.', 'Ihre', 'bevorstehende', 'Heyrath', 'kann', 'nicht', 'die', 'Ursache', 'seyn', '.']"
32,,die_baroninn,,,,LS,positiv,14561,CATMA_C9C65C57-F933-470F-95FF-C4E2857D086B,6,Emotionen der Zuneigung,positiv,14527,Liebe,Der Hauptmann achtet sie gar nicht,"['Der', 'Hauptmann', 'achtet', 'sie', 'gar', 'nicht']"
33,,,,,,LS,positiv,14636,CATMA_EE30680F-6CD6-4F2A-9354-3C0711FF489F,14,Emotionen der Zuneigung,positiv,14563,Liebe,"ich
              merke nur zu wohl, daß er sich um Meine Gunst bestrebt.","['ich', 'merke', 'nur', 'zu', 'wohl', ',', 'daß', 'er', 'sich', 'um', 'Meine', 'Gunst', 'bestrebt', '.']"
34,,die_baroninn,,,,LS,positiv,14729,CATMA_874E6305-C386-49FC-A311-10B6B6AB8650,15,Emotionen der Zuneigung,positiv,14637,Liebe,"Und der abgeschmackte Major,
              der süße Herr, kann ihr doch unmöglich gefallen.
","['Und', 'der', 'abgeschmackte', 'Major', ',', 'der', 'süße', 'Herr', ',', 'kann', 'ihr', 'doch', 'unmöglich', 'gefallen', '.']"
35,,lisette,der_hauptmann,,,LS,positiv,15172,CATMA_F74A7A02-1B89-47BA-8787-C522DAF147B5,10,Emotionen der Zuneigung,positiv,15113,Verehrung,"Man lobt auch seine Verdienste, seinen Charakter ungemein.
","['Man', 'lobt', 'auch', 'seine', 'Verdienste', ',', 'seinen', 'Charakter', 'ungemein', '.']"
36,,,,Ereignis,,LS,negativ,16390,CATMA_4E1FCC11-DF11-4DC7-97E7-84E399A09E48_0,27,Emotionen der Angst,negativ,16234,Angst,"mein Bräutigam, dächt ich, könnte
              sich durch nichts in der Welt das Recht erwerben, mich weniger zu lieben, als ich ihn
              liebte.
","['mein', 'Bräutigam', ',', 'dächt', 'ich', ',', 'könnte', 'sich', 'durch', 'nichts', 'in', 'der', 'Welt', 'das', 'Recht', 'erwerben', ',', 'mich', 'weniger', 'zu', 'lieben', ',', 'als', 'ich', 'ihn', 'liebte', '.']"
37,,,,Ereignis,,LS,negativ,16610,CATMA_4E1FCC11-DF11-4DC7-97E7-84E399A09E48_1,7,Emotionen der Angst,negativ,16580,Angst,"Mir fängt an bange zu werden.
","['Mir', 'fängt', 'an', 'bange', 'zu', 'werden', '.']"
38,,leonore,,,,LS,positiv,16390,CATMA_DCC2E91B-7E68-4EC7-83F4-A843C6092A53,27,Emotionen der Zuneigung,positiv,16234,Liebe,"mein Bräutigam, dächt ich, könnte
              sich durch nichts in der Welt das Recht erwerben, mich weniger zu lieben, als ich ihn
              liebte.
","['mein', 'Bräutigam', ',', 'dächt', 'ich', ',', 'könnte', 'sich', 'durch', 'nichts', 'in', 'der', 'Welt', 'das', 'Recht', 'erwerben', ',', 'mich', 'weniger', 'zu', 'lieben', ',', 'als', 'ich', 'ihn', 'liebte', '.']"
39,,,,,,LS,negativ,16516,CATMA_2E1DFFEB-6E50-40E0-B62F-A038088432A8_0,22,Emotionen der Ablehnung,negativ,16405,Ärger,"Wie zweydeutig! Du foderst keine Liebe von dem Grafen? – Du weißt doch, daß er dein
              Gemahl wird?
","['Wie', 'zweydeutig', '!', 'Du', 'foderst', 'keine', 'Liebe', 'von', 'dem', 'Grafen', '?', '–', 'Du', 'weißt', 'doch', ',', 'daß', 'er', 'dein', 'Gemahl', 'wird', '?']"
40,,,,,,LS,negativ,16731,CATMA_2E1DFFEB-6E50-40E0-B62F-A038088432A8_1,18,Emotionen der Ablehnung,negativ,16625,Ärger,"Leonore! du sprichst heute so dumm, wie es kein Mensch von meiner Tochter vermuthen
              sollte.
","['Leonore', '!', 'du', 'sprichst', 'heute', 'so', 'dumm', ',', 'wie', 'es', 'kein', 'Mensch', 'von', 'meiner', 'Tochter', 'vermuthen', 'sollte', '.']"
41,,,,,,LS,negativ,16900,CATMA_2E1DFFEB-6E50-40E0-B62F-A038088432A8_2,7,Emotionen der Ablehnung,negativ,16865,Ärger,"Welcher Unordnung? – heraus damit!
","['Welcher', 'Unordnung', '?', '–', 'heraus', 'damit', '!']"
42,,,,,,LS,negativ,17242,CATMA_2E1DFFEB-6E50-40E0-B62F-A038088432A8_3,50,Emotionen der Ablehnung,negativ,16971,Ärger,"Dein Herz sollt aber in der besten Ordnung seyn – es wäre denn, allzuheftige Freude
              über dein Glück brächt' es aus seiner Fassung. Sag mir doch: bist du denn nicht
              vollkommen mit der Wahl zufrieden, die ich für dich getroffen habe? – sprich –
","['Dein', 'Herz', 'sollt', 'aber', 'in', 'der', 'besten', 'Ordnung', 'seyn', '–', 'es', 'wäre', 'denn', ',', 'allzuheftige', 'Freude', 'über', 'dein', 'Glück', 'brächt', ""'"", 'es', 'aus', 'seiner', 'Fassung', '.', 'Sag', 'mir', 'doch', ':', 'bist', 'du', 'denn', 'nicht', 'vollkommen', 'mit', 'der', 'Wahl', 'zufrieden', ',', 'die', 'ich', 'für', 'dich', 'getroffen', 'habe', '?', '–', 'sprich', '–']"
43,,,,,,LS,negativ,17468,CATMA_2E1DFFEB-6E50-40E0-B62F-A038088432A8_4,18,Emotionen der Ablehnung,negativ,17364,Ärger,"Du mußt? – freylich mußt du – Seitwärts.
 wahrhaftig, da stecken
              Geheimnisse verborgen. – ","['Du', 'mußt', '?', '–', 'freylich', 'mußt', 'du', '–', 'Seitwärts', '.', 'wahrhaftig', ',', 'da', 'stecken', 'Geheimnisse', 'verborgen', '.', '–']"
44,,,,,,LS,negativ,17743,CATMA_2E1DFFEB-6E50-40E0-B62F-A038088432A8_5,19,Emotionen der Ablehnung,negativ,17642,Ärger,"Wen denn sonst? Kennest du jemanden, der dir anständiger wäre? – Keine Umstände!
              rede!
","['Wen', 'denn', 'sonst', '?', 'Kennest', 'du', 'jemanden', ',', 'der', 'dir', 'anständiger', 'wäre', '?', '–', 'Keine', 'Umstände', '!', 'rede', '!']"
45,,,,,,LS,negativ,16850,CATMA_1C497B6F-F7A5-4477-A51B-B94D8F6083F4_0,17,Emotionen des Leids,negativ,16741,Leid,"Ich weiß nicht gnädige Mama – diese Dummheit – sie ist vielleicht eine Folge der
              Unordnung ...
","['Ich', 'weiß', 'nicht', 'gnädige', 'Mama', '–', 'diese', 'Dummheit', '–', 'sie', 'ist', 'vielleicht', 'eine', 'Folge', 'der', 'Unordnung', '...']"
46,,,,,,LS,negativ,16956,CATMA_1C497B6F-F7A5-4477-A51B-B94D8F6083F4_1,9,Emotionen des Leids,negativ,16910,Leid,"Der Unordnung, worin sich mein Herz befindet.
","['Der', 'Unordnung', ',', 'worin', 'sich', 'mein', 'Herz', 'befindet', '.']"
47,,,,,,LS,negativ,17349,CATMA_1C497B6F-F7A5-4477-A51B-B94D8F6083F4_2,18,Emotionen des Leids,negativ,17252,Leid,"Gnädige Mama! – ich werde – ich muß mit allem zufrieden seyn, was Sie
              beschließen.
","['Gnädige', 'Mama', '!', '–', 'ich', 'werde', '–', 'ich', 'muß', 'mit', 'allem', 'zufrieden', 'seyn', ',', 'was', 'Sie', 'beschließen', '.']"
48,,,,,,LS,negativ,17627,CATMA_1C497B6F-F7A5-4477-A51B-B94D8F6083F4_3,4,Emotionen des Leids,negativ,17609,Leid,"Ich zweifle sehr.
","['Ich', 'zweifle', 'sehr', '.']"
49,,,,,,LS,negativ,17886,CATMA_1C497B6F-F7A5-4477-A51B-B94D8F6083F4_4,24,Emotionen des Leids,negativ,17753,Leid,"Ach gnädig Mama! dürft' ich, ohne Sie gegen mich aufzubringen, mein Gefühl, nicht
              bloß meine Zunge sprechen lassen ...
","['Ach', 'gnädig', 'Mama', '!', 'dürft', ""'"", 'ich', ',', 'ohne', 'Sie', 'gegen', 'mich', 'aufzubringen', ',', 'mein', 'Gefühl', ',', 'nicht', 'bloß', 'meine', 'Zunge', 'sprechen', 'lassen', '...']"
50,,,,,,LS,positiv,18058,CATMA_D9A87627-14DF-476E-ADE2-810B0CAE3E58,21,Emotionen der Zuneigung,positiv,17943,Liebe,"So muß ich also sagen, daß mir der Herr – Major von Rheinberg weit besser gefällt als
              Graf Reitbahn.
","['So', 'muß', 'ich', 'also', 'sagen', ',', 'daß', 'mir', 'der', 'Herr', '–', 'Major', 'von', 'Rheinberg', 'weit', 'besser', 'gefällt', 'als', 'Graf', 'Reitbahn', '.']"
51,die_baroninn,,,,,LS,negativ,18207,CATMA_B0AA37BB-47BB-4A81-BCF7-79EB6AC2D4D7_0,21,Emotionen der Ablehnung,negativ,18073,Abscheu,"Der Major von Rheinberg? Ein allerliebster Gedanke! Da würdest du eine schöne
              Narrheit begehen. Eine charmante Parthie!
","['Der', 'Major', 'von', 'Rheinberg', '?', 'Ein', 'allerliebster', 'Gedanke', '!', 'Da', 'würdest', 'du', 'eine', 'schöne', 'Narrheit', 'begehen', '.', 'Eine', 'charmante', 'Parthie', '!']"
52,die_baroninn,,,,,LS,negativ,18410,CATMA_B0AA37BB-47BB-4A81-BCF7-79EB6AC2D4D7_1,13,Emotionen der Ablehnung,negativ,18346,Abscheu,"Ein süßer Coridon, ein empfindsamer Narr ist er; nichts anders. ","['Ein', 'süßer', 'Coridon', ',', 'ein', 'empfindsamer', 'Narr', 'ist', 'er', ';', 'nichts', 'anders', '.']"
53,leonore,,,,,LS,positiv,18331,CATMA_8D306A86-F015-44EB-B79E-48E00836F10B,14,Emotionen der Zuneigung,positiv,18231,Liebe,"nach dem Ausspruche meines unerfahrnen Herzens, ist er ein sehr
              liebenswürdiger Mann.
","['nach', 'dem', 'Ausspruche', 'meines', 'unerfahrnen', 'Herzens', ',', 'ist', 'er', 'ein', 'sehr', 'liebenswürdiger', 'Mann', '.']"
54,,,,,,LS,negativ,18783,CATMA_B9A213B8-CB56-4A83-8D7A-6D300B827495,21,Emotionen des Leids,negativ,18670,Mitleid,"O ihr Mädchen! wie sehr solltet ihr dem Himmel danken,
              wann er euch kluge und sorgsame Mütter gibt!","['O', 'ihr', 'Mädchen', '!', 'wie', 'sehr', 'solltet', 'ihr', 'dem', 'Himmel', 'danken', ',', 'wann', 'er', 'euch', 'kluge', 'und', 'sorgsame', 'Mütter', 'gibt', '!']"
