,Gemeinte_Source:_Experiencer,Gemeinte_Source:_Zuschreibende_Instanz,Gemeintes_Target:_Charakter,Gemeintes_Target:_Nicht-Charakter,Polarität,annotator,base_polarity,end,id,length_in_tokens,main_emotion_class,polarity,start,tag_type,text,tokens
10,,,,,,CE,positiv,4187,CATMA_0675F6D4-D532-472A-94A9-46BAB14450EF,20,Emotionen der Zuneigung,positiv,4061,Verehrung,"Wir strebten beide nach der Gunst der Schwester des Granville, einer
              Schönheit, die damals aller Wünsche reizte.","['Wir', 'strebten', 'beide', 'nach', 'der', 'Gunst', 'der', 'Schwester', 'des', 'Granville', ',', 'einer', 'Schönheit', ',', 'die', 'damals', 'aller', 'Wünsche', 'reizte', '.']"
11,,,,,,CE,negativ,4321,CATMA_CD387F44-E40F-4A39-8B36-E630ED97BA70,19,Emotionen der Ablehnung,negativ,4225,Abscheu,"doch
              verabscheuet sey das Lob, das ich ihr gebe, ihr, die ich itzt tödtlich hasse!","['doch', 'verabscheuet', 'sey', 'das', 'Lob', ',', 'das', 'ich', 'ihr', 'gebe', ',', 'ihr', ',', 'die', 'ich', 'itzt', 'tödtlich', 'hasse', '!']"
12,,,,,,CE,negativ,4421,CATMA_171BF83C-755A-463D-93EF-A9C3ED43BE61_0,3,Emotionen der Ablehnung,negativ,4405,Ärger,Sie verwarf mich,"['Sie', 'verwarf', 'mich']"
13,,,,,,CE,negativ,4638,CATMA_171BF83C-755A-463D-93EF-A9C3ED43BE61_1,13,Emotionen der Ablehnung,negativ,4567,Ärger,"Sie zog mir den Klerdon vor, und versprach ihm
              ihre Hand.","['Sie', 'zog', 'mir', 'den', 'Klerdon', 'vor', ',', 'und', 'versprach', 'ihm', 'ihre', 'Hand', '.']"
14,widston,,,,,CE,Emotionale Bewegtheit,4747,CATMA_6CCEA8E5-0A6C-47F2-AE00-FC55ABACCEE4,17,Emotionale Bewegtheit,Emotionale Bewegtheit,4649,Emotionale Bewegtheit,"Klerdon ist Ihr Nebenbuhler und, noch mehr, ein begünstigter? und Klerdon lebt
              noch?","['Klerdon', 'ist', 'Ihr', 'Nebenbuhler', 'und', ',', 'noch', 'mehr', ',', 'ein', 'begünstigter', '?', 'und', 'Klerdon', 'lebt', 'noch', '?']"
15,,,,,,CE,negativ,5517,CATMA_D3CFB2D1-823D-45E4-B4BA-1EB3EC4A5E3F,91,Emotionen der Ablehnung,negativ,4975,Abscheu,"Nein, eine empfindlichere, eine langwierige Strafe, eine Strafe,
              die mir selbst, da ich sie ausdachte, einen Schauer einjagte, soll meine Schmach
              ahnden. Eben diese glänzenden Vorzüge, diese so gerühmten Tugenden, durch die er mir
              überlegen ward, beschloß ich ihm zu rauben: aus dieser erhabenen Sphäre ihn
              herabzustoßen, ihn zum Lasterhaften, zum Frevler, ja, wo möglich, zum Ungeheuer zu
              erniedrigen, ihn mit eben so viel Schande zu überhäufen, als ihn zuvor Ehre krönte","['Nein', ',', 'eine', 'empfindlichere', ',', 'eine', 'langwierige', 'Strafe', ',', 'eine', 'Strafe', ',', 'die', 'mir', 'selbst', ',', 'da', 'ich', 'sie', 'ausdachte', ',', 'einen', 'Schauer', 'einjagte', ',', 'soll', 'meine', 'Schmach', 'ahnden', '.', 'Eben', 'diese', 'glänzenden', 'Vorzüge', ',', 'diese', 'so', 'gerühmten', 'Tugenden', ',', 'durch', 'die', 'er', 'mir', 'überlegen', 'ward', ',', 'beschloß', 'ich', 'ihm', 'zu', 'rauben', ':', 'aus', 'dieser', 'erhabenen', 'Sphäre', 'ihn', 'herabzustoßen', ',', 'ihn', 'zum', 'Lasterhaften', ',', 'zum', 'Frevler', ',', 'ja', ',', 'wo', 'möglich', ',', 'zum', 'Ungeheuer', 'zu', 'erniedrigen', ',', 'ihn', 'mit', 'eben', 'so', 'viel', 'Schande', 'zu', 'überhäufen', ',', 'als', 'ihn', 'zuvor', 'Ehre', 'krönte']"
16,,,,,,CE,positiv,5775,CATMA_C75F2FCE-CCAC-497C-88B4-F45E91B443C4,41,Emotionen der Freude,positiv,5532,Schadenfreude," und endlich, wenn ich ihn zu den schwärzesten Verbrechen hingerissen, ihn noch
              vielleicht jenseit des Grabes – o! wie schwellt mein Herz der stolze Gedanke auf! –
              beseufzen zu lassen, daß er mich jemals beleidigte:","['und', 'endlich', ',', 'wenn', 'ich', 'ihn', 'zu', 'den', 'schwärzesten', 'Verbrechen', 'hingerissen', ',', 'ihn', 'noch', 'vielleicht', 'jenseit', 'des', 'Grabes', '–', 'o', '!', 'wie', 'schwellt', 'mein', 'Herz', 'der', 'stolze', 'Gedanke', 'auf', '!', '–', 'beseufzen', 'zu', 'lassen', ',', 'daß', 'er', 'mich', 'jemals', 'beleidigte', ':']"
17,,,,,,CE,Emotionale Bewegtheit,6397,CATMA_B748C3BF-D808-4549-A4BE-A218E2F6950B,17,Emotionale Bewegtheit,Emotionale Bewegtheit,6271,Emotionale Bewegtheit," Ich verstrickte ihn in unendliche Zerstreuungen. Ich
              verführte ihn zu kleinen Vergehungen, die ihn beunruhigten","['Ich', 'verstrickte', 'ihn', 'in', 'unendliche', 'Zerstreuungen', '.', 'Ich', 'verführte', 'ihn', 'zu', 'kleinen', 'Vergehungen', ',', 'die', 'ihn', 'beunruhigten']"
18,,,,,,CE,positiv,8201,CATMA_608A2EA7-30B3-43BC-89F2-2CFB470F5489,288,Emotionen der Freude,positiv,6272,Schadenfreude,"Ich verstrickte ihn in unendliche Zerstreuungen. Ich
              verführte ihn zu kleinen Vergehungen, die ihn beunruhigten, und bald in ihm einen
              heimlichen Widerwillen gegen die Religion, die ihn deswegen bestrafete. Ich hatte
              gewonnen, ich bestritt ihn mit einem Heere von Zweifeln; ich empörte seinen Ehrgeiz;
              mit dem Pöbel einerley zu denken, stellte ich ihm als schimpflich vor: er ward ein
              Freygeist. In diesem Augenblicke war meine Rache gesichert. Umsonst führte er in
              seinen Gedanken das hinfällige Gebäude der Religion eines rechtschaffenen Mannes auf.
              Ich lobte diesen Vorsatz. Doch bald riß ich ihn von Verbrechen zu Verbrechen hin.
              Seine stärkste Rüstung schützte ihn nicht mehr. Er ergab  sich den
              zügellosesten Verschwendungen. Stürzten ihn seine Laster in den Abgrund eines
              fürchterlichen Mangels, so bewog ich ihn, sich durch neue daraus zu retten. Er
              erpreßte auf die grausamste Weise von seinem Vater die ansehnlichsten Summen; dieser
              opferte alles für einen Sohn auf, der bisher seine ganze Freude gewesen war. Dieser
              gutwillige Greis litte bald die Strafe, die Klerdons Ausschweifungen verdienten; er
              versank in die schmählichste Dürftigkeit. Ich wußte ihn mit seinem besten Freunde dem
              Granville, und, – dieß war mein vorzüglichster Triumph! – mit seiner Geliebten zu
              entzweyen. Itzt entwich die Scham, die ihn noch bisher zurück gehalten hatte; itzt
              fieng er an, sich öffentlich wider die Religion aufzulehnen, die er schon lange
              heimlich gehaßt hatte. Seine Schulden nöthigten ihn endlich London zu verlassen, mit
              dem letzten Raube seines unglücklichen Vaters beladen: Er kam mit mir in diesen
              nordlichen Theil Englands, wo er unbekannt","['Ich', 'verstrickte', 'ihn', 'in', 'unendliche', 'Zerstreuungen', '.', 'Ich', 'verführte', 'ihn', 'zu', 'kleinen', 'Vergehungen', ',', 'die', 'ihn', 'beunruhigten', ',', 'und', 'bald', 'in', 'ihm', 'einen', 'heimlichen', 'Widerwillen', 'gegen', 'die', 'Religion', ',', 'die', 'ihn', 'deswegen', 'bestrafete', '.', 'Ich', 'hatte', 'gewonnen', ',', 'ich', 'bestritt', 'ihn', 'mit', 'einem', 'Heere', 'von', 'Zweifeln', ';', 'ich', 'empörte', 'seinen', 'Ehrgeiz', ';', 'mit', 'dem', 'Pöbel', 'einerley', 'zu', 'denken', ',', 'stellte', 'ich', 'ihm', 'als', 'schimpflich', 'vor', ':', 'er', 'ward', 'ein', 'Freygeist', '.', 'In', 'diesem', 'Augenblicke', 'war', 'meine', 'Rache', 'gesichert', '.', 'Umsonst', 'führte', 'er', 'in', 'seinen', 'Gedanken', 'das', 'hinfällige', 'Gebäude', 'der', 'Religion', 'eines', 'rechtschaffenen', 'Mannes', 'auf', '.', 'Ich', 'lobte', 'diesen', 'Vorsatz', '.', 'Doch', 'bald', 'riß', 'ich', 'ihn', 'von', 'Verbrechen', 'zu', 'Verbrechen', 'hin', '.', 'Seine', 'stärkste', 'Rüstung', 'schützte', 'ihn', 'nicht', 'mehr', '.', 'Er', 'ergab', 'sich', 'den', 'zügellosesten', 'Verschwendungen', '.', 'Stürzten', 'ihn', 'seine', 'Laster', 'in', 'den', 'Abgrund', 'eines', 'fürchterlichen', 'Mangels', ',', 'so', 'bewog', 'ich', 'ihn', ',', 'sich', 'durch', 'neue', 'daraus', 'zu', 'retten', '.', 'Er', 'erpreßte', 'auf', 'die', 'grausamste', 'Weise', 'von', 'seinem', 'Vater', 'die', 'ansehnlichsten', 'Summen', ';', 'dieser', 'opferte', 'alles', 'für', 'einen', 'Sohn', 'auf', ',', 'der', 'bisher', 'seine', 'ganze', 'Freude', 'gewesen', 'war', '.', 'Dieser', 'gutwillige', 'Greis', 'litte', 'bald', 'die', 'Strafe', ',', 'die', 'Klerdons', 'Ausschweifungen', 'verdienten', ';', 'er', 'versank', 'in', 'die', 'schmählichste', 'Dürftigkeit', '.', 'Ich', 'wußte', 'ihn', 'mit', 'seinem', 'besten', 'Freunde', 'dem', 'Granville', ',', 'und', ',', '–', 'dieß', 'war', 'mein', 'vorzüglichster', 'Triumph', '!', '–', 'mit', 'seiner', 'Geliebten', 'zu', 'entzweyen', '.', 'Itzt', 'entwich', 'die', 'Scham', ',', 'die', 'ihn', 'noch', 'bisher', 'zurück', 'gehalten', 'hatte', ';', 'itzt', 'fieng', 'er', 'an', ',', 'sich', 'öffentlich', 'wider', 'die', 'Religion', 'aufzulehnen', ',', 'die', 'er', 'schon', 'lange', 'heimlich', 'gehaßt', 'hatte', '.', 'Seine', 'Schulden', 'nöthigten', 'ihn', 'endlich', 'London', 'zu', 'verlassen', ',', 'mit', 'dem', 'letzten', 'Raube', 'seines', 'unglücklichen', 'Vaters', 'beladen', ':', 'Er', 'kam', 'mit', 'mir', 'in', 'diesen', 'nordlichen', 'Theil', 'Englands', ',', 'wo', 'er', 'unbekannt']"
19,,,,,,CE,negativ,7619,CATMA_EE120E8B-1EFE-4981-B6D3-CDFDDB252BF8,19,Emotionen des Leids,negativ,7460,Leid,"Dieser
              gutwillige Greis litte bald die Strafe, die Klerdons Ausschweifungen verdienten; er
              versank in die schmählichste Dürftigkeit","['Dieser', 'gutwillige', 'Greis', 'litte', 'bald', 'die', 'Strafe', ',', 'die', 'Klerdons', 'Ausschweifungen', 'verdienten', ';', 'er', 'versank', 'in', 'die', 'schmählichste', 'Dürftigkeit']"
20,,,,,,CE,Emotionale Bewegtheit,8268,CATMA_88850C6C-E528-47EB-9AC1-266A21E94B21,12,Emotionale Bewegtheit,Emotionale Bewegtheit,8204,Emotionale Bewegtheit,"doch was sehe ich? Du entfärbst dich? du
              zitterst?","['doch', 'was', 'sehe', 'ich', '?', 'Du', 'entfärbst', 'dich', '?', 'du', 'zitterst', '?']"
21,widston,henley,,Ereignis,,CE,negativ,8314,CATMA_81BEC1B9-CF8A-476F-A6C8-0013D515A627,7,Emotionen der Ablehnung,negativ,8269,Abscheu,deine Blicke verrathen Abscheu und Entsetzen?,"['deine', 'Blicke', 'verrathen', 'Abscheu', 'und', 'Entsetzen', '?']"
22,,,,,,CE,negativ,8668,CATMA_C79A1936-E754-4F2A-B310-E60AC6394856,56,Emotionen der Ablehnung,negativ,8317,Ärger,"Feiger! Wie sehr habe ich
              mich betrogen: Gewöhnt an das, was der Pöbel  Frevel nennt, bebst du vor
              diesem? – Treibe deine Beleidigung nicht weiter; deine mir erwiesnen Dienste
              vertheidigen dich noch. Hüte dich die Zaghaftigkeit bis zur Verrätherey zu treiben,
              sonst lerne für dein Leben zittern!","['Feiger', '!', 'Wie', 'sehr', 'habe', 'ich', 'mich', 'betrogen', ':', 'Gewöhnt', 'an', 'das', ',', 'was', 'der', 'Pöbel', 'Frevel', 'nennt', ',', 'bebst', 'du', 'vor', 'diesem', '?', '–', 'Treibe', 'deine', 'Beleidigung', 'nicht', 'weiter', ';', 'deine', 'mir', 'erwiesnen', 'Dienste', 'vertheidigen', 'dich', 'noch', '.', 'Hüte', 'dich', 'die', 'Zaghaftigkeit', 'bis', 'zur', 'Verrätherey', 'zu', 'treiben', ',', 'sonst', 'lerne', 'für', 'dein', 'Leben', 'zittern', '!']"
23,,,,,,CE,Emotionale Bewegtheit,8846,CATMA_0B0C67A6-1336-4869-81CF-C7984848640F_0,1,Emotionale Bewegtheit,Emotionale Bewegtheit,8839,Emotionale Bewegtheit,unruhig,['unruhig']
24,,,,,,CE,Emotionale Bewegtheit,8999,CATMA_0B0C67A6-1336-4869-81CF-C7984848640F_1,14,Emotionale Bewegtheit,Emotionale Bewegtheit,8908,Emotionale Bewegtheit,"Eine tödtende Unruhe jagt
              mich überall herum; – meine ganze Seele ist Aufruhr","['Eine', 'tödtende', 'Unruhe', 'jagt', 'mich', 'überall', 'herum', ';', '–', 'meine', 'ganze', 'Seele', 'ist', 'Aufruhr']"
25,,,,,,CE,positiv,8905,CATMA_0506B206-7D42-44E5-83AF-678CCC04147B,12,Emotionen der Zuneigung,positiv,8848,Freundschaft,"Ich muß zu Ihnen, liebster Freund, meine Zuflucht nehmen.","['Ich', 'muß', 'zu', 'Ihnen', ',', 'liebster', 'Freund', ',', 'meine', 'Zuflucht', 'nehmen', '.']"
26,,,,,,CE,negativ,9474,CATMA_4ACE5AF5-0072-4C3B-A1FA-80C59F22C925,65,Emotionen des Leids,negativ,9080,Leid,"Nicht plötzliche, Henley! Schon seit einiger Zeit haben die oft erwachenden – – – wie
              soll ich sie nennen? – – Vorurtheile der Kindheit – – ja, diese mögen es zu meiner
              Beruhigung seyn! – – – mein Innres in eine qualvolle  Zerrüttung gesetzt;
              schon lange hat das Andenken meines unglücklichen Vaters alle Ruhe aus meiner Seele
              verwiesen.
","['Nicht', 'plötzliche', ',', 'Henley', '!', 'Schon', 'seit', 'einiger', 'Zeit', 'haben', 'die', 'oft', 'erwachenden', '–', '–', '–', 'wie', 'soll', 'ich', 'sie', 'nennen', '?', '–', '–', 'Vorurtheile', 'der', 'Kindheit', '–', '–', 'ja', ',', 'diese', 'mögen', 'es', 'zu', 'meiner', 'Beruhigung', 'seyn', '!', '–', '–', '–', 'mein', 'Innres', 'in', 'eine', 'qualvolle', 'Zerrüttung', 'gesetzt', ';', 'schon', 'lange', 'hat', 'das', 'Andenken', 'meines', 'unglücklichen', 'Vaters', 'alle', 'Ruhe', 'aus', 'meiner', 'Seele', 'verwiesen', '.']"
27,,,,,,CE,negativ,9558,CATMA_98B6664E-60F9-42C4-9EA1-EBD171FDF5E0,10,Emotionen des Leids,negativ,9496,Leid,"ich kenne die unmännliche Schwermuth, die Sie manchmal befällt","['ich', 'kenne', 'die', 'unmännliche', 'Schwermuth', ',', 'die', 'Sie', 'manchmal', 'befällt']"
28,,,,,,CE,negativ,9717,CATMA_6A30D72D-F767-483E-9C81-0E8EE4EF8600,16,Emotionen der Angst,negativ,9611,Angst,"Aber ein so wildes Entsetzen, eine so außerordentliche
              Bangigkeit nahm ich nie an Ihnen wahr","['Aber', 'ein', 'so', 'wildes', 'Entsetzen', ',', 'eine', 'so', 'außerordentliche', 'Bangigkeit', 'nahm', 'ich', 'nie', 'an', 'Ihnen', 'wahr']"
29,,,,,,CE,negativ,9803,CATMA_F8675FB7-E14D-4867-A2B3-77139F62D583,14,Emotionen der Angst,negativ,9729,Angst,"Nein, ich darf Ihnen die Ursache nicht eröffnen. Sie würden meiner spotten","['Nein', ',', 'ich', 'darf', 'Ihnen', 'die', 'Ursache', 'nicht', 'eröffnen', '.', 'Sie', 'würden', 'meiner', 'spotten']"
30,,,,,,CE,negativ,10442,CATMA_B1B6FFC0-5398-4E00-B990-8A351E28F5DF,33,Emotionen des Leids,negativ,10236,Leid,"Was werden Sie sagen, wenn ich Ihnen gestehe, daß ich unmännlich, daß ich klein genug
              bin, mich durch die nächtliche Geburt einer beunruhigten Einbildung so aufbringen zu
              lassen?","['Was', 'werden', 'Sie', 'sagen', ',', 'wenn', 'ich', 'Ihnen', 'gestehe', ',', 'daß', 'ich', 'unmännlich', ',', 'daß', 'ich', 'klein', 'genug', 'bin', ',', 'mich', 'durch', 'die', 'nächtliche', 'Geburt', 'einer', 'beunruhigten', 'Einbildung', 'so', 'aufbringen', 'zu', 'lassen', '?']"
31,,,,,,CE,negativ,11988,CATMA_10A498E4-4FA7-4485-828C-A478652AB034,241,Emotionen des Leids,negativ,10486,Leid,"Ja, meine Schande ist Ihnen nunmehr bekannt; o! könnte ich sie vor mir selbst
              verbergen! Haben Sie Mitleiden mit meiner Schwachheit – Doch lassen Sie mir
              Gerechtigkeit wiederfahren; nicht das fürchterliche Schicksal, das mir verkündigt zu
              werden scheint, schrecket mich: Diese Drohungen, die eiteln Geschöpfe eines
              aufgebrachten Blutes, war ich nie zu achten gewohnt; nur das Andenken meines Vaters,
              das so stark in mir rege gemacht worden, quälet mich. Mir kam es vor, als sähe ich ihn
              diese Nacht, und wie? – peinigende Vorstellung! – sterbend zu meinen Füßen liegen.
              Schon hatte eine tödtliche Blässe sich über sein ehrwürdiges Gesicht gezogen. Seine
              Augen, die in Thränen schwammen, richteten sich flehend nach mir empor. Kein Unwille
              flammte in ihnen; sie kündigten nur den gütigen, den versöhnten Vater an. Er breitete
              seine zitternden Hände gegen mich aus, und bat mich mit gebrochner und sterbender,
              doch, Henley, mit so rührender Stimme, daß mein Innerstes sie hörte: – mich einem
              fürchterlichen Abgrunde nicht zu nähern, zu  welchem nicht fern von uns
              ein lockendes Ungeheuer (das Schrecken hat gemacht, daß ich seine Gestalt vergessen)
              mich hinrief. Er fiel endlich todt zu meinen Füßen nieder. Ganz außer mir, ward ich
              von Empfindungen, die allen Ausdruck übersteigen, durchstürmt","['Ja', ',', 'meine', 'Schande', 'ist', 'Ihnen', 'nunmehr', 'bekannt', ';', 'o', '!', 'könnte', 'ich', 'sie', 'vor', 'mir', 'selbst', 'verbergen', '!', 'Haben', 'Sie', 'Mitleiden', 'mit', 'meiner', 'Schwachheit', '–', 'Doch', 'lassen', 'Sie', 'mir', 'Gerechtigkeit', 'wiederfahren', ';', 'nicht', 'das', 'fürchterliche', 'Schicksal', ',', 'das', 'mir', 'verkündigt', 'zu', 'werden', 'scheint', ',', 'schrecket', 'mich', ':', 'Diese', 'Drohungen', ',', 'die', 'eiteln', 'Geschöpfe', 'eines', 'aufgebrachten', 'Blutes', ',', 'war', 'ich', 'nie', 'zu', 'achten', 'gewohnt', ';', 'nur', 'das', 'Andenken', 'meines', 'Vaters', ',', 'das', 'so', 'stark', 'in', 'mir', 'rege', 'gemacht', 'worden', ',', 'quälet', 'mich.', 'Mir', 'kam', 'es', 'vor', ',', 'als', 'sähe', 'ich', 'ihn', 'diese', 'Nacht', ',', 'und', 'wie', '?', '–', 'peinigende', 'Vorstellung', '!', '–', 'sterbend', 'zu', 'meinen', 'Füßen', 'liegen', '.', 'Schon', 'hatte', 'eine', 'tödtliche', 'Blässe', 'sich', 'über', 'sein', 'ehrwürdiges', 'Gesicht', 'gezogen', '.', 'Seine', 'Augen', ',', 'die', 'in', 'Thränen', 'schwammen', ',', 'richteten', 'sich', 'flehend', 'nach', 'mir', 'empor', '.', 'Kein', 'Unwille', 'flammte', 'in', 'ihnen', ';', 'sie', 'kündigten', 'nur', 'den', 'gütigen', ',', 'den', 'versöhnten', 'Vater', 'an', '.', 'Er', 'breitete', 'seine', 'zitternden', 'Hände', 'gegen', 'mich', 'aus', ',', 'und', 'bat', 'mich', 'mit', 'gebrochner', 'und', 'sterbender', ',', 'doch', ',', 'Henley', ',', 'mit', 'so', 'rührender', 'Stimme', ',', 'daß', 'mein', 'Innerstes', 'sie', 'hörte', ':', '–', 'mich', 'einem', 'fürchterlichen', 'Abgrunde', 'nicht', 'zu', 'nähern', ',', 'zu', 'welchem', 'nicht', 'fern', 'von', 'uns', 'ein', 'lockendes', 'Ungeheuer', '(', 'das', 'Schrecken', 'hat', 'gemacht', ',', 'daß', 'ich', 'seine', 'Gestalt', 'vergessen', ')', 'mich', 'hinrief', '.', 'Er', 'fiel', 'endlich', 'todt', 'zu', 'meinen', 'Füßen', 'nieder', '.', 'Ganz', 'außer', 'mir', ',', 'ward', 'ich', 'von', 'Empfindungen', ',', 'die', 'allen', 'Ausdruck', 'übersteigen', ',', 'durchstürmt']"
32,,klerdon,klerdon,,,CE,negativ,10631,CATMA_27671149-0185-4996-A7BA-DD5705FFA4AB,6,Emotionen des Leids,negativ,10589,Mitleid,Haben Sie Mitleiden mit meiner Schwachheit,"['Haben', 'Sie', 'Mitleiden', 'mit', 'meiner', 'Schwachheit']"
33,,,,,,CE,negativ,10797,CATMA_A0F7498F-1740-4C15-8155-1E5C5E264BE4,14,Emotionen der Angst,negativ,10696,Angst,"nicht das fürchterliche Schicksal, das mir verkündigt zu
              werden scheint, schrecket mich","['nicht', 'das', 'fürchterliche', 'Schicksal', ',', 'das', 'mir', 'verkündigt', 'zu', 'werden', 'scheint', ',', 'schrecket', 'mich']"
