,Gemeinte_Source:_Experiencer,Gemeinte_Source:_Zuschreibende_Instanz,Gemeintes_Target:_Charakter,Gemeintes_Target:_Nicht-Charakter,Polarität,annotator,base_polarity,end,id,length_in_tokens,main_emotion_class,polarity,start,tag_type,text,tokens
10,,,,Zustand,,LS,negativ,6062,CATMA_4E03F55D-2795-445D-8119-50D1750B2CA0_0,163,Emotionen der Ablehnung,negativ,5057,Ärger,"Hui da! Betet! Du hast den Witz davon. Die rohe Kraftbrühen der Natur sind Ihro
              Gnaden zartem Makronenmagen noch zu hart. – Er muß sie erst in der höllischen
              Pestilenzküche der Bellatristen künstlich aufkochen lassen. Ins Feuer mit dem Quark.
              Da saugt mir das Mädel – weiß Gott was als für? – überhimmlische Alfanzereien ein, das
              läuft dann wie spanische Mucken ins Blut und wirft mir die Handvoll Christentum noch
              gar auseinander, die der Vater mit knapper Not so so noch zusammenhielt. Ins Feuer sag
              ich. Das Mädel setzt sich alles Teufelsgezeug in den Kopf; über all dem Herumschwänzen
              in der Schlaraffenwelt findets zuletzt seine  Heimat nicht mehr, vergißt,
              schämt sich, daß sein Vater Miller der Geiger ist, und verschlägt mir am End einen
              wackern ehrbaren Schwiegersohn, der sich so warm in meine Kundschaft hinein, gesetzt
              hätte – – Nein! Gott verdamm mich.","['Hui', 'da', '!', 'Betet', '!', 'Du', 'hast', 'den', 'Witz', 'davon', '.', 'Die', 'rohe', 'Kraftbrühen', 'der', 'Natur', 'sind', 'Ihro', 'Gnaden', 'zartem', 'Makronenmagen', 'noch', 'zu', 'hart', '.', '–', 'Er', 'muß', 'sie', 'erst', 'in', 'der', 'höllischen', 'Pestilenzküche', 'der', 'Bellatristen', 'künstlich', 'aufkochen', 'lassen', '.', 'Ins', 'Feuer', 'mit', 'dem', 'Quark', '.', 'Da', 'saugt', 'mir', 'das', 'Mädel', '–', 'weiß', 'Gott', 'was', 'als', 'für', '?', '–', 'überhimmlische', 'Alfanzereien', 'ein', ',', 'das', 'läuft', 'dann', 'wie', 'spanische', 'Mucken', 'ins', 'Blut', 'und', 'wirft', 'mir', 'die', 'Handvoll', 'Christentum', 'noch', 'gar', 'auseinander', ',', 'die', 'der', 'Vater', 'mit', 'knapper', 'Not', 'so', 'so', 'noch', 'zusammenhielt', '.', 'Ins', 'Feuer', 'sag', 'ich', '.', 'Das', 'Mädel', 'setzt', 'sich', 'alles', 'Teufelsgezeug', 'in', 'den', 'Kopf', ';', 'über', 'all', 'dem', 'Herumschwänzen', 'in', 'der', 'Schlaraffenwelt', 'findets', 'zuletzt', 'seine', 'Heimat', 'nicht', 'mehr', ',', 'vergißt', ',', 'schämt', 'sich', ',', 'daß', 'sein', 'Vater', 'Miller', 'der', 'Geiger', 'ist', ',', 'und', 'verschlägt', 'mir', 'am', 'End', 'einen', 'wackern', 'ehrbaren', 'Schwiegersohn', ',', 'der', 'sich', 'so', 'warm', 'in', 'meine', 'Kundschaft', 'hinein', ',', 'gesetzt', 'hätte', '–', '–', 'Nein', '!', 'Gott', 'verdamm', 'mich', '.']"
11,,,,Zustand,,LS,negativ,6260,CATMA_4E03F55D-2795-445D-8119-50D1750B2CA0_1,32,Emotionen der Ablehnung,negativ,6088,Ärger,"Gleich muß
              die Pastete auf den Herd, und dem Major – ja ja dem Major will ich weisen, wo Meister
              Zimmermann das Loch gemacht hat. Er will fort.
","['Gleich', 'muß', 'die', 'Pastete', 'auf', 'den', 'Herd', ',', 'und', 'dem', 'Major', '–', 'ja', 'ja', 'dem', 'Major', 'will', 'ich', 'weisen', ',', 'wo', 'Meister', 'Zimmermann', 'das', 'Loch', 'gemacht', 'hat', '.', 'Er', 'will', 'fort', '.']"
12,millerin,,,,,LS,positiv,6348,CATMA_4D1FF033-4C4E-494C-9F98-81E0A39707D1,16,Emotionen der Freude,positiv,6268,Freude,"Sei artig, Miller. Wie manchen schönen Groschen haben uns nur die Präsenter – –
","['Sei', 'artig', ',', 'Miller', '.', 'Wie', 'manchen', 'schönen', 'Groschen', 'haben', 'uns', 'nur', 'die', 'Präsenter', '–', '–']"
13,,,,,,LS,negativ,7101,CATMA_CA253594-D61E-4D81-B785-855388336AE2,116,Emotionen der Ablehnung,negativ,6396,Ärger,"Das Blutgeld meiner Tochter? – Schier dich zum Satan, infame Kupplerin! – Eh will ich
              mit meiner Geig auf den Bettel herumziehen, und das Konzert um was Warmes geben – eh
              will ich mein Violonzello zerschlagen, und Mist im Sonanzboden führen, eh ich mirs
              schmecken laß von dem Geld, das mein einziges Kind mit Seel und Seligkeit abverdient.
              – Stell den vermaledeiten Kaffee ein, und das Tobakschnupfen, so brauchst du deiner
              Tochter Gesicht nicht zu Markt zu treiben. Ich hab mich satt gefressen, und immer ein
              gutes Hemd auf dem Leib gehabt, eh so ein vertrackter Tausendsasa in meine Stube
              geschmeckt hat.
","['Das', 'Blutgeld', 'meiner', 'Tochter', '?', '–', 'Schier', 'dich', 'zum', 'Satan', ',', 'infame', 'Kupplerin', '!', '–', 'Eh', 'will', 'ich', 'mit', 'meiner', 'Geig', 'auf', 'den', 'Bettel', 'herumziehen', ',', 'und', 'das', 'Konzert', 'um', 'was', 'Warmes', 'geben', '–', 'eh', 'will', 'ich', 'mein', 'Violonzello', 'zerschlagen', ',', 'und', 'Mist', 'im', 'Sonanzboden', 'führen', ',', 'eh', 'ich', 'mirs', 'schmecken', 'laß', 'von', 'dem', 'Geld', ',', 'das', 'mein', 'einziges', 'Kind', 'mit', 'Seel', 'und', 'Seligkeit', 'abverdient', '.', '–', 'Stell', 'den', 'vermaledeiten', 'Kaffee', 'ein', ',', 'und', 'das', 'Tobakschnupfen', ',', 'so', 'brauchst', 'du', 'deiner', 'Tochter', 'Gesicht', 'nicht', 'zu', 'Markt', 'zu', 'treiben', '.', 'Ich', 'hab', 'mich', 'satt', 'gefressen', ',', 'und', 'immer', 'ein', 'gutes', 'Hemd', 'auf', 'dem', 'Leib', 'gehabt', ',', 'eh', 'so', 'ein', 'vertrackter', 'Tausendsasa', 'in', 'meine', 'Stube', 'geschmeckt', 'hat', '.']"
14,,millerin,,,,LS,negativ,7217,CATMA_000A90DE-549E-4552-A74B-CB2C8E1E1E53,11,Emotionen der Ablehnung,negativ,7147,Ärger,"Wie du doch den Augenblick in Feuer und
              Flammen stehst! ","['Wie', 'du', 'doch', 'den', 'Augenblick', 'in', 'Feuer', 'und', 'Flammen', 'stehst', '!']"
15,,,,,,LS,Emotionale Bewegtheit,7944,CATMA_55669B7B-0B07-4CFC-99FB-E627DB294215,102,Emotionale Bewegtheit,Emotionale Bewegtheit,7341,Emotionale Bewegtheit,"Da liegt der Has im Pfeffer. Darum, just eben darum, muß die Sach noch heut
              auseinander. Der Präsident muß es mir Dank wissen, wenn er ein rechtschaffener Vater
              ist. Du wirst mir meinen roten plüschenen Rock ausbürsten, und ich werde mich bei
              Seiner Exzellenz anmelden lassen. Ich werde sprechen zu Seiner Exzellenz: Dero Herr
              Sohn haben ein Aug auf meine Tochter; meine Tochter ist zu schlecht zu Dero Herrn
              Sohnes Frau, aber zu Dero Herrn Sohnes Hure ist meine Tochter zu kostbar, und damit
              basta! – Ich heiße Miller
","['Da', 'liegt', 'der', 'Has', 'im', 'Pfeffer', '.', 'Darum', ',', 'just', 'eben', 'darum', ',', 'muß', 'die', 'Sach', 'noch', 'heut', 'auseinander', '.', 'Der', 'Präsident', 'muß', 'es', 'mir', 'Dank', 'wissen', ',', 'wenn', 'er', 'ein', 'rechtschaffener', 'Vater', 'ist', '.', 'Du', 'wirst', 'mir', 'meinen', 'roten', 'plüschenen', 'Rock', 'ausbürsten', ',', 'und', 'ich', 'werde', 'mich', 'bei', 'Seiner', 'Exzellenz', 'anmelden', 'lassen', '.', 'Ich', 'werde', 'sprechen', 'zu', 'Seiner', 'Exzellenz', ':', 'Dero', 'Herr', 'Sohn', 'haben', 'ein', 'Aug', 'auf', 'meine', 'Tochter', ';', 'meine', 'Tochter', 'ist', 'zu', 'schlecht', 'zu', 'Dero', 'Herrn', 'Sohnes', 'Frau', ',', 'aber', 'zu', 'Dero', 'Herrn', 'Sohnes', 'Hure', 'ist', 'meine', 'Tochter', 'zu', 'kostbar', ',', 'und', 'damit', 'basta', '!', '–', 'Ich', 'heiße', 'Miller']"
16,miller,impliziter Autor,,,,LS,negativ,8861,CATMA_10391A0E-6B29-43CA-8BDD-D07FA6322BD1,8,Emotionen der Ablehnung,negativ,8821,Ärger,"ärgerlich, stößt sie mit dem Ellnbogen.
","['ärgerlich', ',', 'stößt', 'sie', 'mit', 'dem', 'Ellnbogen', '.']"
17,miller,,,,,LS,negativ,8867,CATMA_51F0E57E-411A-4E17-BBEF-910EE09DE4DE,2,Emotionen der Ablehnung,negativ,8861,Ärger,"Weib!
","['Weib', '!']"
18,,,,,,LS,positiv,9107,CATMA_43006F47-0D70-48E8-A2A6-528EDDEA17AE,17,Emotionen der Zuneigung,positiv,9006,Liebe,"Das freut mich, freut mich. Ich werd einmal eine fromme christliche Frau an ihr
              haben.
","['Das', 'freut', 'mich', ',', 'freut', 'mich.', 'Ich', 'werd', 'einmal', 'eine', 'fromme', 'christliche', 'Frau', 'an', 'ihr', 'haben', '.']"
19,miller,,,,,LS,negativ,9229,CATMA_801B9847-4707-443F-9BC1-004EFDB6F6B1,2,Emotionen der Ablehnung,negativ,9223,Ärger,"Weib!
","['Weib', '!']"
20,miller,impliziter Autor,,,,LS,negativ,9551,CATMA_384759CA-6009-41E2-8AE4-1621AF2D2765,9,Emotionen der Ablehnung,negativ,9506,Ärger,voll Zorn seine Frau vor den Hintern stoßend.,"['voll', 'Zorn', 'seine', 'Frau', 'vor', 'den', 'Hintern', 'stoßend', '.']"
21,,,,,,LS,negativ,9558,CATMA_38F5E734-75A9-46FA-B392-72924FDBEB84,2,Emotionen der Ablehnung,negativ,9552,Ärger,"Weib!
","['Weib', '!']"
22,,,,,,LS,positiv,9686,CATMA_87F6A68A-A8C4-4B97-95C3-7C6F8A3A8A2C,23,Emotionen der Freude,positiv,9565,Freude,"Gut ist gut, und besser ist besser, und einem einzigen Kind mag man doch auch nicht
              vor seinem Glück sein. ","['Gut', 'ist', 'gut', ',', 'und', 'besser', 'ist', 'besser', ',', 'und', 'einem', 'einzigen', 'Kind', 'mag', 'man', 'doch', 'auch', 'nicht', 'vor', 'seinem', 'Glück', 'sein', '.']"
23,wurm,impliziter Autor,,,,LS,Emotionale Bewegtheit,9862,CATMA_06B2D6E4-5FE7-40EF-B9C1-22B8624848AA,16,Emotionale Bewegtheit,Emotionale Bewegtheit,9776,Emotionale Bewegtheit,"rückt unruhig im Sessel, kratzt hinter den Ohren und zupft an Manschetten  und Jabot.
","['rückt', 'unruhig', 'im', 'Sessel', ',', 'kratzt', 'hinter', 'den', 'Ohren', 'und', 'zupft', 'an', 'Manschetten', 'und', 'Jabot', '.']"
24,wurm,,,,,LS,Emotionale Bewegtheit,9910,CATMA_1D4F7A45-272F-4BF0-860C-E3ED20D916FC,13,Emotionale Bewegtheit,Emotionale Bewegtheit,9862,Emotionale Bewegtheit,Merken? Nicht doch – O ja – wie meinen sie denn?,"['Merken', '?', 'Nicht', 'doch', '–', 'O', 'ja', '–', 'wie', 'meinen', 'sie', 'denn', '?']"
25,,,,,,LS,positiv,9954,CATMA_DF6D732A-5FE9-49E2-A65D-824E41ADD8EF_0,10,Emotionen der Zuneigung,positiv,9918,Liebe,Nu – nu – ich dächte nur – ich meine,"['Nu', '–', 'nu', '–', 'ich', 'dächte', 'nur', '–', 'ich', 'meine']"
26,,,,,,LS,positiv,9989,CATMA_DF6D732A-5FE9-49E2-A65D-824E41ADD8EF_1,5,Emotionen der Zuneigung,positiv,9963,Liebe," weil eben halt der liebe
","['weil', 'eben', 'halt', 'der', 'liebe']"
27,,,,,,LS,positiv,10061,CATMA_DF6D732A-5FE9-49E2-A65D-824E41ADD8EF_2,15,Emotionen der Zuneigung,positiv,9965,Liebe,"eil eben halt der liebe
              Gott meine Tochter barrdu zur gnädigen Madam will haben –
","['eil', 'eben', 'halt', 'der', 'liebe', 'Gott', 'meine', 'Tochter', 'barrdu', 'zur', 'gnädigen', 'Madam', 'will', 'haben', '–']"
28,miller,,,,,LS,negativ,10325,CATMA_D833CF7F-1CA0-42AB-AF53-DFBA144984D5,34,Emotionen der Ablehnung,negativ,10117,Ärger,"leiben sitzen! Bleiben sitzen, Herr Sekretarius! Das Weib ist eine alberne Gans. Wo
              soll eine gnädige Madam herkommen? Was für ein Esel streckt sein Langohr aus diesem
              Geschwätze?
","['leiben', 'sitzen', '!', 'Bleiben', 'sitzen', ',', 'Herr', 'Sekretarius', '!', 'Das', 'Weib', 'ist', 'eine', 'alberne', 'Gans', '.', 'Wo', 'soll', 'eine', 'gnädige', 'Madam', 'herkommen', '?', 'Was', 'für', 'ein', 'Esel', 'streckt', 'sein', 'Langohr', 'aus', 'diesem', 'Geschwätze', '?']"
29,,,,,,LS,negativ,10918,CATMA_3E5184C9-5FA8-49C9-851C-8EB23F326569,72,Emotionen der Ablehnung,negativ,10499,Ärger,"Willst du dein Maul halten? Willst das Violonzello am Hirnkasten wissen? – Was kannst
              du wissen? Was kann er gesagt haben? – Kehren sich an das Geklatsch nicht, Herr Vetter
              – Marsch du in deine Küche – Werden mich doch nicht für des Dummkopfs leiblichen
              Schwager halten, daß ich obenaus woll mit dem Mädel? Werden doch das nicht von mir
              denken, Herr Sekretarius?
","['Willst', 'du', 'dein', 'Maul', 'halten', '?', 'Willst', 'das', 'Violonzello', 'am', 'Hirnkasten', 'wissen', '?', '–', 'Was', 'kannst', 'du', 'wissen', '?', 'Was', 'kann', 'er', 'gesagt', 'haben', '?', '–', 'Kehren', 'sich', 'an', 'das', 'Geklatsch', 'nicht', ',', 'Herr', 'Vetter', '–', 'Marsch', 'du', 'in', 'deine', 'Küche', '–', 'Werden', 'mich', 'doch', 'nicht', 'für', 'des', 'Dummkopfs', 'leiblichen', 'Schwager', 'halten', ',', 'daß', 'ich', 'obenaus', 'woll', 'mit', 'dem', 'Mädel', '?', 'Werden', 'doch', 'das', 'nicht', 'von', 'mir', 'denken', ',', 'Herr', 'Sekretarius', '?']"
30,,,,,,LS,negativ,11576,CATMA_87A96CEB-5B6A-432E-9336-A9FEBB73B503,7,Emotionen der Ablehnung,negativ,11549,Ärger,"Halt du dein Maul, sag ich ","['Halt', 'du', 'dein', 'Maul', ',', 'sag', 'ich']"
31,,miller,,,,LS,positiv,12472,CATMA_F83D2605-EE16-411C-86D1-C78FF6278DEC,75,Emotionen der Zuneigung,positiv,12050,Liebe,"Das Mädel muß mit Ihnen leben – ich nicht – warum soll ich ihr einen Mann, den
              sie nicht schmecken kann, aus purem klarem Eigensinn an den Hals werfen? – Daß mich
              der böse Feind in meinen eisgrauen Tagen noch  wie sein Wildbret
              herumhetze – daß ichs in jedem Glas Wein zu saufen – in jeder Suppe zu fressen kriege:
              Du bist der Spitzbube, der sein Kind ruiniert hat!
","['Das', 'Mädel', 'muß', 'mit', 'Ihnen', 'leben', '–', 'ich', 'nicht', '–', 'warum', 'soll', 'ich', 'ihr', 'einen', 'Mann', ',', 'den', 'sie', 'nicht', 'schmecken', 'kann', ',', 'aus', 'purem', 'klarem', 'Eigensinn', 'an', 'den', 'Hals', 'werfen', '?', '–', 'Daß', 'mich', 'der', 'böse', 'Feind', 'in', 'meinen', 'eisgrauen', 'Tagen', 'noch', 'wie', 'sein', 'Wildbret', 'herumhetze', '–', 'daß', 'ichs', 'in', 'jedem', 'Glas', 'Wein', 'zu', 'saufen', '–', 'in', 'jeder', 'Suppe', 'zu', 'fressen', 'kriege', ':', 'Du', 'bist', 'der', 'Spitzbube', ',', 'der', 'sein', 'Kind', 'ruiniert', 'hat', '!']"
32,miller,,,,,LS,negativ,12717,CATMA_9218FFCD-89B2-4A93-94B5-C83B915C8662,10,Emotionen der Ablehnung,negativ,12667,Ärger,"Willst du Arm und Bein entzwei haben, Wettermaul?
","['Willst', 'du', 'Arm', 'und', 'Bein', 'entzwei', 'haben', ',', 'Wettermaul', '?']"
