,Gemeinte_Source:_Experiencer,Gemeinte_Source:_Zuschreibende_Instanz,Gemeintes_Target:_Charakter,Gemeintes_Target:_Nicht-Charakter,Polarität,annotator,base_polarity,end,id,length_in_tokens,main_emotion_class,polarity,start,tag_type,text,tokens
17,,,,,,ER,Emotionale Bewegtheit,3318,CATMA_2E183652-99A8-4D0F-9B18-C697A7591997,39,Emotionale Bewegtheit,Emotionale Bewegtheit,3091,Emotionale Bewegtheit,"itzt seht doch einmal, den moralischen Schwätzer an – will mir der mein eig-nes inneres Gefühl meines Glückes abdisputiren3 – Dumkopf – gieb mir Unsterblichkeit, und frage mich dann, welcher Wunsch mir noch übrig bleibt. ","['itzt', 'seht', 'doch', 'einmal', ',', 'den', 'moralischen', 'Schwätzer', 'an', '–', 'will', 'mir', 'der', 'mein', 'eig-nes', 'inneres', 'Gefühl', 'meines', 'Glückes', 'abdisputiren3', '–', 'Dumkopf', '–', 'gieb', 'mir', 'Unsterblichkeit', ',', 'und', 'frage', 'mich', 'dann', ',', 'welcher', 'Wunsch', 'mir', 'noch', 'übrig', 'bleibt', '.']"
18,,,,,,ER,positiv,3507,CATMA_2B596715-765D-434C-AB8C-BE8652E25DD2,23,Emotionen der Freude,positiv,3377,Freude,"Aber keinen lasse ich unbefriedigt, und das ist gerade das, was mich glücklich macht – Ab-wechslung ist die Würze des Vergnügens","['Aber', 'keinen', 'lasse', 'ich', 'unbefriedigt', ',', 'und', 'das', 'ist', 'gerade', 'das', ',', 'was', 'mich', 'glücklich', 'macht', '–', 'Ab-wechslung', 'ist', 'die', 'Würze', 'des', 'Vergnügens']"
19,,,,,,ER,positiv,3708,CATMA_C143383A-8E10-48BC-B287-BC80545C3A0D,23,Emotionen der Zuneigung,positiv,3586,Verehrung, wer kann im Besitz solch eines Meisterstückes der Natur (er zeigt ihm das Portrait) für etwas andres noch Sinne haben? ,"['wer', 'kann', 'im', 'Besitz', 'solch', 'eines', 'Meisterstückes', 'der', 'Natur', '(', 'er', 'zeigt', 'ihm', 'das', 'Portrait', ')', 'für', 'etwas', 'andres', 'noch', 'Sinne', 'haben', '?']"
20,PAUL,,WELLBACH_Lindenthal,,,ER,positiv,3807,CATMA_EF6ECD5D-60F7-4D32-82E0-FF0F02B0D0DA,14,Emotionen der Freude,positiv,3745,Schadenfreude,"schön! – wahrlich schön – fast so schön, als ihre Gemahlin! ","['schön', '!', '–', 'wahrlich', 'schön', '–', 'fast', 'so', 'schön', ',', 'als', 'ihre', 'Gemahlin', '!']"
21,,,,,,ER,negativ,4053,CATMA_CA174774-868C-432F-8A20-DA6E3F3B72C5,46,Emotionen der Ablehnung,negativ,3816,Ärger,"Dumkopf mit deiner Vergleichung – fast so schön als ihre Gemahlin – fast! – hab ich’s dir nicht ein für allemal verboten, nicht die geringste Erwähnung von ihr  zu machen, gar nicht daran zu denken, daß ich verheurathet sey. ","['Dumkopf', 'mit', 'deiner', 'Vergleichung', '–', 'fast', 'so', 'schön', 'als', 'ihre', 'Gemahlin', '–', 'fast', '!', '–', 'hab', 'ich', '’', 's', 'dir', 'nicht', 'ein', 'für', 'allemal', 'verboten', ',', 'nicht', 'die', 'geringste', 'Erwähnung', 'von', 'ihr', 'zu', 'machen', ',', 'gar', 'nicht', 'daran', 'zu', 'denken', ',', 'daß', 'ich', 'verheurathet', 'sey', '.']"
22,,,AMALIA_Blande,,,ER,negativ,4051,CATMA_49B0D60A-5D97-4F63-A987-04068CFF7FE5,20,Emotionen der Ablehnung,negativ,3940,Abscheu,"nicht die geringste Erwähnung von ihr  zu machen, gar nicht daran zu denken, daß ich verheurathet sey. ","['nicht', 'die', 'geringste', 'Erwähnung', 'von', 'ihr', 'zu', 'machen', ',', 'gar', 'nicht', 'daran', 'zu', 'denken', ',', 'daß', 'ich', 'verheurathet', 'sey', '.']"
23,,,,,,ER,positiv,4137,CATMA_2F38ADF1-30F1-4B5F-ACD2-FCACDB24DE3E,15,Emotionen der Freude,positiv,4066,Schadenfreude,"aber was kann ich dafür, daß ich ein besser Gedächtniß habe als Sie! ","['aber', 'was', 'kann', 'ich', 'dafür', ',', 'daß', 'ich', 'ein', 'besser', 'Gedächtniß', 'habe', 'als', 'Sie', '!']"
24,WELLBACH_Lindenthal,,,,,ER,Emotionale Bewegtheit,4170,CATMA_6CFD6061-FB37-4332-A057-948D595DC899,5,Emotionale Bewegtheit,Emotionale Bewegtheit,4145,Emotionale Bewegtheit, Du sollst aber nicht! ,"['Du', 'sollst', 'aber', 'nicht', '!']"
25,,,,,,ER,positiv,4320,CATMA_424F5E19-087D-4A75-90EE-4C52E7560B7F,17,Emotionen der Freude,positiv,4219,Freude,"an meinem Glücke Theil nehmen – dich mit mir freuen, mit mir diese zauberische Schönheit bewundern ","['an', 'meinem', 'Glücke', 'Theil', 'nehmen', '–', 'dich', 'mit', 'mir', 'freuen', ',', 'mit', 'mir', 'diese', 'zauberische', 'Schönheit', 'bewundern']"
26,,,,,,ER,positiv,4680,CATMA_F9359D5F-8BFC-46FD-BB22-6FB48D0082FD,44,Emotionen der Zuneigung,positiv,4493,Verehrung," Und doch geb ich dir mein Wort – daß dies das non plus ultra der Liebe für mich ist – schwör dir’s, daß ich diesen Engel ewig, wohl – wohl gemerkt – ich sage ewig – treu bleiben will –","['Und', 'doch', 'geb', 'ich', 'dir', 'mein', 'Wort', '–', 'daß', 'dies', 'das', 'non', 'plus', 'ultra', 'der', 'Liebe', 'für', 'mich', 'ist', '–', 'schwör', 'dir', '’', 's', ',', 'daß', 'ich', 'diesen', 'Engel', 'ewig', ',', 'wohl', '–', 'wohl', 'gemerkt', '–', 'ich', 'sage', 'ewig', '–', 'treu', 'bleiben', 'will', '–']"
27,,,,,,ER,positiv,4976,CATMA_B974183B-C253-4273-A179-B1D6B5D5DCDE,55,Emotionen der Freude,positiv,4691,Schadenfreude,"Ewig – also Ewig – nu dazu wünsch ich Glück – aber so Gott will, wird das wohl eine von jenen Ewigkeiten seyn, womit wir immer in Frankreich und Italien, von Morgen bis Mittag handelten – Sie werden sich ja wohl noch all der glücklichen Ewigkeiten erinnern – es waren deren zwar ","['Ewig', '–', 'also', 'Ewig', '–', 'nu', 'dazu', 'wünsch', 'ich', 'Glück', '–', 'aber', 'so', 'Gott', 'will', ',', 'wird', 'das', 'wohl', 'eine', 'von', 'jenen', 'Ewigkeiten', 'seyn', ',', 'womit', 'wir', 'immer', 'in', 'Frankreich', 'und', 'Italien', ',', 'von', 'Morgen', 'bis', 'Mittag', 'handelten', '–', 'Sie', 'werden', 'sich', 'ja', 'wohl', 'noch', 'all', 'der', 'glücklichen', 'Ewigkeiten', 'erinnern', '–', 'es', 'waren', 'deren', 'zwar']"
28,,,,,,ER,positiv,5066,CATMA_DB223024-ED42-40C7-B0FA-D4CB1D34D212,15,Emotionen der Freude,positiv,4985,Freude,"Sieh Paul dies Bild ruft alle die glücklichsten Augenblicke, die ich je hatte, ","['Sieh', 'Paul', 'dies', 'Bild', 'ruft', 'alle', 'die', 'glücklichsten', 'Augenblicke', ',', 'die', 'ich', 'je', 'hatte', ',']"
29,,,,,,ER,positiv,5402,CATMA_5A7B1682-EA5A-4724-B0DC-983619698D37,60,Emotionen der Freude,positiv,5071,Freude,"zurück – aber nur darum, um sie durch das wonnentrunkenste Vorgefühl der bezaubersten Erwar-tung – auf ewig aus meiner Seele zu verwischen, dieses Aug von Feuer der Liebe flammend, wie schön muß es seyn, wenn es die schmachtende Thräne der Wollust umfliert. Erinnerst du dich noch an das schöne blaue Auge der Mirabilia4? – ","['zurück', '–', 'aber', 'nur', 'darum', ',', 'um', 'sie', 'durch', 'das', 'wonnentrunkenste', 'Vorgefühl', 'der', 'bezaubersten', 'Erwar-tung', '–', 'auf', 'ewig', 'aus', 'meiner', 'Seele', 'zu', 'verwischen', ',', 'dieses', 'Aug', 'von', 'Feuer', 'der', 'Liebe', 'flammend', ',', 'wie', 'schön', 'muß', 'es', 'seyn', ',', 'wenn', 'es', 'die', 'schmachtende', 'Thräne', 'der', 'Wollust', 'umfliert', '.', 'Erinnerst', 'du', 'dich', 'noch', 'an', 'das', 'schöne', 'blaue', 'Auge', 'der', 'Mirabilia4', '?', '–']"
30,WELLBACH_Lindenthal,,,,,ER,positiv,5403,CATMA_063077D3-C13A-4E61-8481-2D2BDB4B3C42,44,Emotionen der Zuneigung,positiv,5171,Liebe," auf ewig aus meiner Seele zu verwischen, dieses Aug von Feuer der Liebe flammend, wie schön muß es seyn, wenn es die schmachtende Thräne der Wollust umfliert. Erinnerst du dich noch an das schöne blaue Auge der Mirabilia4? – ","['auf', 'ewig', 'aus', 'meiner', 'Seele', 'zu', 'verwischen', ',', 'dieses', 'Aug', 'von', 'Feuer', 'der', 'Liebe', 'flammend', ',', 'wie', 'schön', 'muß', 'es', 'seyn', ',', 'wenn', 'es', 'die', 'schmachtende', 'Thräne', 'der', 'Wollust', 'umfliert', '.', 'Erinnerst', 'du', 'dich', 'noch', 'an', 'das', 'schöne', 'blaue', 'Auge', 'der', 'Mirabilia4', '?', '–']"
31,,,,,,ER,Emotionale Bewegtheit,5516,CATMA_833C548F-2AFA-4ACE-AAF3-B743C0E89076,10,Emotionale Bewegtheit,Emotionale Bewegtheit,5474,Emotionale Bewegtheit,Was ich machen will – was ich machen will?,"['Was', 'ich', 'machen', 'will', '–', 'was', 'ich', 'machen', 'will', '?']"
32,,,,,,ER,positiv,5543,CATMA_14AF2E7E-16F2-4093-86A7-8C398172E481,5,Emotionen der Zuneigung,positiv,5519,Liebe,lieben will ich sie – ,"['lieben', 'will', 'ich', 'sie', '–']"
33,,,,,,ER,negativ,5824,CATMA_05303C54-B748-4267-AB72-C5D6502A75B9,52,Emotionen der Ablehnung,negativ,5576,Ärger," Je zum Teufel fängst du schon wieder damit an – Meine Frau! sie mag nach Venedig reisen – und wenn sie da keinen Zeitvertreib findet, so wird es wohl nirgends als im Kloster welche für sie geben! Und nun kein Wort mehr – das rath ich dir! – ","['Je', 'zum', 'Teufel', 'fängst', 'du', 'schon', 'wieder', 'damit', 'an', '–', 'Meine', 'Frau', '!', 'sie', 'mag', 'nach', 'Venedig', 'reisen', '–', 'und', 'wenn', 'sie', 'da', 'keinen', 'Zeitvertreib', 'findet', ',', 'so', 'wird', 'es', 'wohl', 'nirgends', 'als', 'im', 'Kloster', 'welche', 'für', 'sie', 'geben', '!', 'Und', 'nun', 'kein', 'Wort', 'mehr', '–', 'das', 'rath', 'ich', 'dir', '!', '–']"
34,WELLBACH_Lindenthal,,,,,ER,negativ,5776,CATMA_AFE9AF73-FADC-42B2-897E-D0E24A4CB031,30,Emotionen der Ablehnung,negativ,5625,Abscheu,"Meine Frau! sie mag nach Venedig reisen – und wenn sie da keinen Zeitvertreib findet, so wird es wohl nirgends als im Kloster welche für sie geben!","['Meine', 'Frau', '!', 'sie', 'mag', 'nach', 'Venedig', 'reisen', '–', 'und', 'wenn', 'sie', 'da', 'keinen', 'Zeitvertreib', 'findet', ',', 'so', 'wird', 'es', 'wohl', 'nirgends', 'als', 'im', 'Kloster', 'welche', 'für', 'sie', 'geben', '!']"
35,PAUL,,WELLBACH_Lindenthal,,,ER,positiv,6377,CATMA_E1157FC1-3B41-4740-8DD8-83161DDD1117,33,Emotionen der Freude,positiv,6179,Freude,"vorgestern hier angelangt, und heute schon zum sterben verliebt – und die Schöne nicht einmal kennen, wahrlich da fehlt nur noch die Windmühle – um des Donquichott leibhaftes Contrefait5 zu seyn","['vorgestern', 'hier', 'angelangt', ',', 'und', 'heute', 'schon', 'zum', 'sterben', 'verliebt', '–', 'und', 'die', 'Schöne', 'nicht', 'einmal', 'kennen', ',', 'wahrlich', 'da', 'fehlt', 'nur', 'noch', 'die', 'Windmühle', '–', 'um', 'des', 'Donquichott', 'leibhaftes', 'Contrefait5', 'zu', 'seyn']"
36,,,,,,ER,positiv,6648,CATMA_9F925B47-090F-4084-A66E-280885107224,37,Emotionen der Zuneigung,positiv,6451,Liebe, Ja dir holde Zauberin – dir will ich ewig dienstbar seyn – jeder deiner Winke soll mir ein süsses Gebot – jeder deiner Blicke tausendfaches Leben – und ein Kuß von dir Wonne des Himmels seyn! ,"['Ja', 'dir', 'holde', 'Zauberin', '–', 'dir', 'will', 'ich', 'ewig', 'dienstbar', 'seyn', '–', 'jeder', 'deiner', 'Winke', 'soll', 'mir', 'ein', 'süsses', 'Gebot', '–', 'jeder', 'deiner', 'Blicke', 'tausendfaches', 'Leben', '–', 'und', 'ein', 'Kuß', 'von', 'dir', 'Wonne', 'des', 'Himmels', 'seyn', '!']"
37,,,,,,ER,Emotionale Bewegtheit,6912,CATMA_866E8940-5825-4687-A4BB-7B5B195384F6,52,Emotionale Bewegtheit,Emotionale Bewegtheit,6683,Emotionale Bewegtheit,"es ist mir bey alle dem etwas son-derbahr – da bin ich nun schon so ganz in dies todte Gemählde verliebt, daß ich durch und durch glühe – und weiß noch nicht einmal wer – was – wo sie ist – ob sie denn auch für mich ist – hm!","['es', 'ist', 'mir', 'bey', 'alle', 'dem', 'etwas', 'son-derbahr', '–', 'da', 'bin', 'ich', 'nun', 'schon', 'so', 'ganz', 'in', 'dies', 'todte', 'Gemählde', 'verliebt', ',', 'daß', 'ich', 'durch', 'und', 'durch', 'glühe', '–', 'und', 'weiß', 'noch', 'nicht', 'einmal', 'wer', '–', 'was', '–', 'wo', 'sie', 'ist', '–', 'ob', 'sie', 'denn', 'auch', 'für', 'mich', 'ist', '–', 'hm', '!']"
38,WELLBACH_Lindenthal,,,,,ER,positiv,7486,CATMA_7AD1F14B-FED5-4232-8357-24C52CD6B9E3_0,13,Emotionen der Zuneigung,positiv,7422,Verehrung," Ha! sieh welch ein artiges Geschöpf, wahrlich zum mahlen schön!","['Ha', '!', 'sieh', 'welch', 'ein', 'artiges', 'Geschöpf', ',', 'wahrlich', 'zum', 'mahlen', 'schön', '!']"
39,WELLBACH_Lindenthal,,,,,ER,positiv,7549,CATMA_7AD1F14B-FED5-4232-8357-24C52CD6B9E3_1,7,Emotionen der Zuneigung,positiv,7510,Verehrung,komm sie näher liebes schönes Kind! ,"['komm', 'sie', 'näher', 'liebes', 'schönes', 'Kind', '!']"
40,EVERL,,,,,ER,positiv,7631,CATMA_91E4D0EB-857E-466D-AF1E-6C2232D579A7,3,Emotionen der Zuneigung,positiv,7611,Verehrung,Befehlen Ihro Gnaden,"['Befehlen', 'Ihro', 'Gnaden']"
41,WELLBACH_Lindenthal,,,,,ER,positiv,7796,CATMA_0CB9AD68-3D45-40DD-A1D0-E0F831354456,12,Emotionen der Zuneigung,positiv,7739,Lust,"alles in allem, und dich noch obendrein selbst dazu! – ","['alles', 'in', 'allem', ',', 'und', 'dich', 'noch', 'obendrein', 'selbst', 'dazu', '!', '–']"
42,EVERL,,,,,ER,Emotionale Bewegtheit,7872,CATMA_D43AB75E-6A62-453C-BBF8-3CB01D8E932D,15,Emotionale Bewegtheit,Emotionale Bewegtheit,7804,Emotionale Bewegtheit, Ey ey Sie loser Herr – das möchte wohl ihr Ernst nicht so ganz seyn,"['Ey', 'ey', 'Sie', 'loser', 'Herr', '–', 'das', 'möchte', 'wohl', 'ihr', 'Ernst', 'nicht', 'so', 'ganz', 'seyn']"
43,EVERL,,,,,ER,positiv,7927,CATMA_5473A099-0DE3-41B4-B7F4-DC3EC3E93306,8,Emotionen der Zuneigung,positiv,7886,Verehrung, Ey was das für ein hübscher Pursch ist,"['Ey', 'was', 'das', 'für', 'ein', 'hübscher', 'Pursch', 'ist']"
44,,,,,,ER,positiv,8016,CATMA_BEB6C627-5769-4A0A-8E2A-C137266FC281,14,Emotionen der Zuneigung,positiv,7951,Lust," Holl’ mich der Teufel, ich bin schon wieder durch und durch warm","['Holl', '’', 'mich', 'der', 'Teufel', ',', 'ich', 'bin', 'schon', 'wieder', 'durch', 'und', 'durch', 'warm']"
45,,,,,,ER,positiv,8130,CATMA_9E3B4A1B-075C-4B75-B904-5AD6F6D6AB8D,27,Emotionen der Zuneigung,positiv,8018,Verehrung,(zu Evgen) indem er sie sanft bey der Hand nimmt) wer ist sie denn mein schönes Kind – wo wohnt sie denn? – ,"['(', 'zu', 'Evgen', ')', 'indem', 'er', 'sie', 'sanft', 'bey', 'der', 'Hand', 'nimmt', ')', 'wer', 'ist', 'sie', 'denn', 'mein', 'schönes', 'Kind', '–', 'wo', 'wohnt', 'sie', 'denn', '?', '–']"
46,EVERL,,WELLBACH_Lindenthal,,,ER,positiv,8160,CATMA_828A3D71-E50A-4121-8E54-3D76FDB8C10E,5,Emotionen der Zuneigung,positiv,8142,Verehrung,(mit einem Knicks),"['(', 'mit', 'einem', 'Knicks', ')']"
47,EVERL,,,Zustand,,ER,negativ,9585,CATMA_AF7FFB2B-BF8D-4AC8-8D56-F36D75A13883,3,Emotionen des Leids,negativ,9572,Leid, Leider Gott!,"['Leider', 'Gott', '!']"
48,EVERL,,,,,ER,negativ,9700,CATMA_117AEEF4-3CDF-4715-8F5D-DE9A2CAA74E5,12,Emotionen des Leids,negativ,9646,Leid,"Je nun, wer soll wohl nicht über den Ehestand seufzen?","['Je', 'nun', ',', 'wer', 'soll', 'wohl', 'nicht', 'über', 'den', 'Ehestand', 'seufzen', '?']"
49,WELLBACH_Lindenthal,,,,,ER,Emotionale Bewegtheit,9822,CATMA_0C169A8B-1A12-47C4-8917-5A283E219AC0,8,Emotionale Bewegtheit,Emotionale Bewegtheit,9781,Emotionale Bewegtheit, du liebst also deinem Mann nicht? – ,"['du', 'liebst', 'also', 'deinem', 'Mann', 'nicht', '?', '–']"
50,,WELLBACH_Lindenthal,,,,ER,positiv,9822,CATMA_DB876289-76FF-4C3A-BE2D-36795EBAA07B,8,Emotionen der Zuneigung,positiv,9782,Liebe,du liebst also deinem Mann nicht? – ,"['du', 'liebst', 'also', 'deinem', 'Mann', 'nicht', '?', '–']"
51,,,,,,ER,positiv,9967,CATMA_42558024-6543-4F55-9A84-21C6E2446DA5,22,Emotionen der Zuneigung,positiv,9855,Liebe,"ich liebe meinen Mann, denn ich muß ihn ja lieben – das hat mir unser geistlicher Herr gar mächtig aufgeboten!","['ich', 'liebe', 'meinen', 'Mann', ',', 'denn', 'ich', 'muß', 'ihn', 'ja', 'lieben', '–', 'das', 'hat', 'mir', 'unser', 'geistlicher', 'Herr', 'gar', 'mächtig', 'aufgeboten', '!']"
52,,,,,,ER,positiv,9967,CATMA_97CCA2BD-F5CE-4F05-AD6A-FD109F0F72D3,10,Emotionen der Zuneigung,positiv,9907,Verehrung,das hat mir unser geistlicher Herr gar mächtig aufgeboten!,"['das', 'hat', 'mir', 'unser', 'geistlicher', 'Herr', 'gar', 'mächtig', 'aufgeboten', '!']"
53,WELLBACH_Lindenthal,,,,,ER,negativ,10127,CATMA_3B038D39-BAFE-41BB-81FE-B90962364D6F_0,3,Emotionen der Ablehnung,negativ,10119,Abscheu,. O pfui,"['.', 'O', 'pfui']"
54,WELLBACH_Lindenthal,,,,,ER,negativ,10191,CATMA_3B038D39-BAFE-41BB-81FE-B90962364D6F_1,6,Emotionen der Ablehnung,negativ,10154,Abscheu,und von einem häßlichen Manne geplagt,"['und', 'von', 'einem', 'häßlichen', 'Manne', 'geplagt']"
55,WELLBACH_Lindenthal,,,,,ER,positiv,10151,CATMA_629B64B7-56F2-49A8-A23A-F25B26C90ED5,5,Emotionen der Zuneigung,positiv,10130,Verehrung, so ein schönes Kind!,"['so', 'ein', 'schönes', 'Kind', '!']"
56,WELLBACH_Lindenthal,,EVERL,,,ER,negativ,10238,CATMA_FA4A0521-1041-4538-AE57-9931B46600D5,8,Emotionen des Leids,negativ,10193,Mitleid, das sollte nicht – das soll wahrlich nicht,"['das', 'sollte', 'nicht', '–', 'das', 'soll', 'wahrlich', 'nicht']"
57,EVERL,,,,,ER,Emotionale Bewegtheit,10305,CATMA_C4F8F2E3-67BD-4C2D-8EB9-4F87E02EC99D,5,Emotionale Bewegtheit,Emotionale Bewegtheit,10285,Emotionale Bewegtheit, Wie – was sagen sie,"['Wie', '–', 'was', 'sagen', 'sie']"
58,EVERL,,,,,ER,Emotionale Bewegtheit,10385,CATMA_525438BF-3B34-4A52-86FE-EB54C76ACC0E,9,Emotionale Bewegtheit,Emotionale Bewegtheit,10362,Emotionale Bewegtheit,Sie? – jetzt geh’n sie?,"['Sie', '?', '–', 'jetzt', 'geh', '’', 'n', 'sie', '?']"
59,,,,,,ER,positiv,10472,CATMA_CFB5B7B4-8358-4835-880D-19513CE24B12_0,4,Emotionen der Zuneigung,positiv,10450,Verehrung, ein so vornehmer Herr,"['ein', 'so', 'vornehmer', 'Herr']"
60,,,,,,ER,positiv,10592,CATMA_CFB5B7B4-8358-4835-880D-19513CE24B12_1,12,Emotionen der Zuneigung,positiv,10529,Verehrung," wenn ich mirs gleich erlaubte, daß Sie mir gefallen dürften?","['wenn', 'ich', 'mirs', 'gleich', 'erlaubte', ',', 'daß', 'Sie', 'mir', 'gefallen', 'dürften', '?']"
