,Gemeinte_Source:_Experiencer,Gemeinte_Source:_Zuschreibende_Instanz,Gemeintes_Target:_Charakter,Gemeintes_Target:_Nicht-Charakter,Polarität,annotator,base_polarity,end,id,length_in_tokens,main_emotion_class,polarity,start,tag_type,text,tokens
22,franz,,,,,ER,positiv,10968,CATMA_B2283BB7-D6B0-4A4F-B5CC-CEE09FA37C26,6,Emotionen der Freude,positiv,10928,Freude,"sie ist eine
              schöne Frau.
","['sie', 'ist', 'eine', 'schöne', 'Frau', '.']"
23,unbekannter,,eulalia,,,ER,negativ,11019,CATMA_908AA27A-FA6F-4393-A803-828CE3A13368,7,Emotionen der Ablehnung,negativ,10982,Abscheu,Desto schlimmer! Schönheit ist Larve.,"['Desto', 'schlimmer', '!', 'Schönheit', 'ist', 'Larve', '.']"
24,franz,,,,,ER,positiv,11065,CATMA_AC2CFAE5-00C1-4DE5-8766-8427DC1585FE_0,7,Emotionen der Freude,positiv,11028,Freude,Bei ihr scheint sie Spiegel der Seele,"['Bei', 'ihr', 'scheint', 'sie', 'Spiegel', 'der', 'Seele']"
25,franz,,,,,ER,positiv,11083,CATMA_AC2CFAE5-00C1-4DE5-8766-8427DC1585FE_1,3,Emotionen der Freude,positiv,11067,Freude,Ihre Wohltaten –,"['Ihre', 'Wohltaten', '–']"
26,,,,,,ER,negativ,11352,CATMA_9BDA2903-9E73-46DA-B156-029B358AD422,47,Emotionen der Ablehnung,negativ,11098,Ärger,"Ach, rede mir nicht von ihren Wohltaten! Glänzen und schimmern wollen sie alle; eine
              Frau in der Stadt durch ihren Witz, eine Frau auf dem Lande durch ihr Herz. Oder sie
              ist eine Betschwester, und dann ist es eitel Gleißnerei.","['Ach', ',', 'rede', 'mir', 'nicht', 'von', 'ihren', 'Wohltaten', '!', 'Glänzen', 'und', 'schimmern', 'wollen', 'sie', 'alle', ';', 'eine', 'Frau', 'in', 'der', 'Stadt', 'durch', 'ihren', 'Witz', ',', 'eine', 'Frau', 'auf', 'dem', 'Lande', 'durch', 'ihr', 'Herz', '.', 'Oder', 'sie', 'ist', 'eine', 'Betschwester', ',', 'und', 'dann', 'ist', 'es', 'eitel', 'Gleißnerei', '.']"
27,franz,,,,,ER,positiv,11653,CATMA_DE26302D-DBFA-45A7-989A-DC254F767C98,7,Emotionen der Freude,positiv,11593,Freude,Seinen dringendsten Bedürfnissen hat Madam Müller abgeholfen,"['Seinen', 'dringendsten', 'Bedürfnissen', 'hat', 'Madam', 'Müller', 'abgeholfen']"
28,unbekannter,,franz,,,ER,negativ,11796,CATMA_B91AF249-05DD-4C2D-A88C-E1A43B4FFC8F,2,Emotionen der Ablehnung,negativ,11788,Ärger,Schweig!,"['Schweig', '!']"
29,unbekannter,,greis,,,ER,negativ,11822,CATMA_9DED077D-666D-44D7-9F56-7DB3D9326F91,5,Emotionen der Ablehnung,negativ,11797,Ärger,ich will ihm nichts geben,"['ich', 'will', 'ihm', 'nichts', 'geben']"
30,unbekannter,,franz,,,ER,positiv,11929,CATMA_9ECB4CC9-753F-48D2-9A35-9F742B86FD77,16,Emotionen der Freude,positiv,11834,Schadenfreude,"Du intressierst dich ja
              recht warm für ihn? Willst du vielleicht mit ihm teilen?
","['Du', 'intressierst', 'dich', 'ja', 'recht', 'warm', 'für', 'ihn', '?', 'Willst', 'du', 'vielleicht', 'mit', 'ihm', 'teilen', '?']"
31,franz,,,,,ER,negativ,11974,CATMA_97084DF6-1B4D-4C59-BDC4-2EABC3899447,9,Emotionen der Ablehnung,negativ,11937,Abscheu,Pfui! Das kam nicht aus Ihrem Herzen.,"['Pfui', '!', 'Das', 'kam', 'nicht', 'aus', 'Ihrem', 'Herzen', '.']"
32,,,franz,,,ER,negativ,12037,CATMA_1A627C86-2A0A-4EB0-B497-D2D9520CDE91,3,Emotionen des Leids,negativ,12025,Mitleid,"Vergib mir!
","['Vergib', 'mir', '!']"
33,franz,,,,,ER,negativ,12271,CATMA_A1D4A858-1A76-40B1-AD7A-232EDFDE34E8,33,Emotionen des Leids,negativ,12054,Mitleid,"Armer Herr! wie muß Ihnen mitgespielt worden sein, ehe es der Welt gelang, diesen
              fürchterlichen Menschenhaß, diese schauerlichen Zweifel an Tugend und Redlichkeit in
              Ihr Herz zu pflanzen.
","['Armer', 'Herr', '!', 'wie', 'muß', 'Ihnen', 'mitgespielt', 'worden', 'sein', ',', 'ehe', 'es', 'der', 'Welt', 'gelang', ',', 'diesen', 'fürchterlichen', 'Menschenhaß', ',', 'diese', 'schauerlichen', 'Zweifel', 'an', 'Tugend', 'und', 'Redlichkeit', 'in', 'Ihr', 'Herz', 'zu', 'pflanzen', '.']"
34,franz,,,,,ER,negativ,13144,CATMA_2B5C1F5E-83FF-42E1-ACDD-2017AAE2EF2F,119,Emotionen des Leids,negativ,12486,Mitleid,"Nun wieder gelesen. So geht es den ganzen Tag. Für ihn hat die schöne Natur keine
              Freude und das Leben keinen Reiz. Ich hab ihn in drei Jahren nicht ein einziges Mal
              lachen sehen. Was soll daraus werden? ein Selbstmörder! – Wenn er sich doch nur an
              irgendein lebendes Wesen in der Welt kettete, und wär' es auch nur ein Hund, ein
              Kanarienvogel! Denn etwas muß der Mensch doch lieben. Oder wenn er Blumen zöge, oder
              Schmetterlinge sammelte! – Nein, er tut nichts, als lesen. Und wenn er einmal den Mund
              öffnet, so sprudelt ein Fluch über das ganze Menschengeschlecht heraus.
","['Nun', 'wieder', 'gelesen', '.', 'So', 'geht', 'es', 'den', 'ganzen', 'Tag', '.', 'Für', 'ihn', 'hat', 'die', 'schöne', 'Natur', 'keine', 'Freude', 'und', 'das', 'Leben', 'keinen', 'Reiz', '.', 'Ich', 'hab', 'ihn', 'in', 'drei', 'Jahren', 'nicht', 'ein', 'einziges', 'Mal', 'lachen', 'sehen', '.', 'Was', 'soll', 'daraus', 'werden', '?', 'ein', 'Selbstmörder', '!', '–', 'Wenn', 'er', 'sich', 'doch', 'nur', 'an', 'irgendein', 'lebendes', 'Wesen', 'in', 'der', 'Welt', 'kettete', ',', 'und', 'wär', ""'"", 'es', 'auch', 'nur', 'ein', 'Hund', ',', 'ein', 'Kanarienvogel', '!', 'Denn', 'etwas', 'muß', 'der', 'Mensch', 'doch', 'lieben', '.', 'Oder', 'wenn', 'er', 'Blumen', 'zöge', ',', 'oder', 'Schmetterlinge', 'sammelte', '!', '–', 'Nein', ',', 'er', 'tut', 'nichts', ',', 'als', 'lesen', '.', 'Und', 'wenn', 'er', 'einmal', 'den', 'Mund', 'öffnet', ',', 'so', 'sprudelt', 'ein', 'Fluch', 'über', 'das', 'ganze', 'Menschengeschlecht', 'heraus', '.']"
35,,franz,,,,ER,negativ,13143,CATMA_939B5181-4B7E-4434-9B85-1FEFB713979F,18,Emotionen der Ablehnung,negativ,13030,Ärger,"Und wenn er einmal den Mund
              öffnet, so sprudelt ein Fluch über das ganze Menschengeschlecht heraus.","['Und', 'wenn', 'er', 'einmal', 'den', 'Mund', 'öffnet', ',', 'so', 'sprudelt', 'ein', 'Fluch', 'über', 'das', 'ganze', 'Menschengeschlecht', 'heraus', '.']"
36,greis,,,Ereignis,,ER,positiv,13850,CATMA_51664126-B65C-4F03-B235-9342ADDA65F4,21,Emotionen der Freude,positiv,13730,Freude,"O wie wohl das tut, sich so nach sieben langen Wochen einmal wieder von Gottes Sonne
              bescheinen zu lassen!","['O', 'wie', 'wohl', 'das', 'tut', ',', 'sich', 'so', 'nach', 'sieben', 'langen', 'Wochen', 'einmal', 'wieder', 'von', 'Gottes', 'Sonne', 'bescheinen', 'zu', 'lassen', '!']"
37,,,,,,ER,positiv,13933,CATMA_DF8A9206-CDE1-44A5-AFA0-286BCA918164,13,Emotionen der Zuneigung,positiv,13851,Verehrung,"Fast hätt' ich im Rausch der Freude dem Schöpfer zu danken
              vergessen","['Fast', 'hätt', ""'"", 'ich', 'im', 'Rausch', 'der', 'Freude', 'dem', 'Schöpfer', 'zu', 'danken', 'vergessen']"
38,franz,,,,,ER,negativ,14228,CATMA_053957E4-EE45-461A-9B2E-E4CA2424D599,21,Emotionen des Leids,negativ,14116,Mitleid,"Dem Alten ist wohl wenig Freude in der Welt beschert, und doch dankt er Gott auch für
              das wenige.
","['Dem', 'Alten', 'ist', 'wohl', 'wenig', 'Freude', 'in', 'der', 'Welt', 'beschert', ',', 'und', 'doch', 'dankt', 'er', 'Gott', 'auch', 'für', 'das', 'wenige', '.']"
39,unbekannter,,,,,ER,positiv,14305,CATMA_1DA28994-70D8-475C-865F-4A4F9BE12F9C,11,Emotionen der Freude,positiv,14242,Schadenfreude,"Weil die Hoffnung ihn noch immer an ihrem Gängelbande leitet.

","['Weil', 'die', 'Hoffnung', 'ihn', 'noch', 'immer', 'an', 'ihrem', 'Gängelbande', 'leitet', '.']"
40,franz,,,Zustand,,ER,positiv,14356,CATMA_23EEDD66-A546-42E2-9DA9-742027879EEF,9,Emotionen der Freude,positiv,14312,Freude,"Desto besser! Hoffnung ist des Lebens Amme.
","['Desto', 'besser', '!', 'Hoffnung', 'ist', 'des', 'Lebens', 'Amme', '.']"
41,unbekannter,,,,,ER,negativ,14416,CATMA_DDABBF70-9059-4EEE-A0A3-A826FF3B0AB8,8,Emotionen der Ablehnung,negativ,14370,Abscheu,Die größte Betrügerin auf dem weiten Erdboden.,"['Die', 'größte', 'Betrügerin', 'auf', 'dem', 'weiten', 'Erdboden', '.']"
42,,,,,,ER,positiv,14551,CATMA_AA8E2723-387A-4890-8432-B6E0FDE4AD43,16,Emotionen der Freude,positiv,14491,Freude,"Glück zu, Alter! Du bist, wie ich sehe, dem Tode entronnen.
","['Glück', 'zu', ',', 'Alter', '!', 'Du', 'bist', ',', 'wie', 'ich', 'sehe', ',', 'dem', 'Tode', 'entronnen', '.']"
43,,,,,,ER,positiv,14680,CATMA_5DFE98D9-C4F5-4D47-B946-03BAF343EEF3,23,Emotionen der Freude,positiv,14559,Freude,"Für dieses Mal, ja. Gott und die Hülfe jener braven Frau haben mir auf ein paar Jahre
              das Leben gefristet.
","['Für', 'dieses', 'Mal', ',', 'ja', '.', 'Gott', 'und', 'die', 'Hülfe', 'jener', 'braven', 'Frau', 'haben', 'mir', 'auf', 'ein', 'paar', 'Jahre', 'das', 'Leben', 'gefristet', '.']"
44,greis,,,Zustand,,ER,negativ,14862,CATMA_F1EC9C0B-9F89-4AD2-8CF4-D209E2F5E515,9,Emotionen des Leids,negativ,14815,Leid,Habe auch wohl nicht viel Freude mehr zu hoffen,"['Habe', 'auch', 'wohl', 'nicht', 'viel', 'Freude', 'mehr', 'zu', 'hoffen']"
45,greis,,,,,ER,positiv,14923,CATMA_014197E2-9EDD-4782-877E-61ABD32917AE,11,Emotionen der Freude,positiv,14866,Freude,"Je nun, es
              gibt ja noch ein anderes Leben!
","['Je', 'nun', ',', 'es', 'gibt', 'ja', 'noch', 'ein', 'anderes', 'Leben', '!']"
46,franz,,,,,ER,negativ,15089,CATMA_A5458C6B-3DC6-4A2D-9657-6EE3DE95B6DC,30,Emotionen des Leids,negativ,14931,Mitleid,"Du solltest mit dem Schicksal zürnen, das dich, so nahe dem Grabe, wieder in die Welt
              zurückwirft. Für den Unglücklichen ist der Tod kein Übel.
","['Du', 'solltest', 'mit', 'dem', 'Schicksal', 'zürnen', ',', 'das', 'dich', ',', 'so', 'nahe', 'dem', 'Grabe', ',', 'wieder', 'in', 'die', 'Welt', 'zurückwirft', '.', 'Für', 'den', 'Unglücklichen', 'ist', 'der', 'Tod', 'kein', 'Übel', '.']"
47,,,,,,ER,positiv,15392,CATMA_904C588E-D7BC-4100-B1A4-9A3D6654EABB,50,Emotionen der Freude,positiv,15097,Freude,"Bin ich denn so unglücklich? Genieß ich nicht diesen schönen Morgen? Bin ich nicht
              wieder gesund? – Glaubt mir, Herr, ein Geneseter, der zum ersten Male wieder in die
              freie Luft tritt, ist in diesem Augenblick das glücklichste Geschöpf unter der
              Sonne.
","['Bin', 'ich', 'denn', 'so', 'unglücklich', '?', 'Genieß', 'ich', 'nicht', 'diesen', 'schönen', 'Morgen', '?', 'Bin', 'ich', 'nicht', 'wieder', 'gesund', '?', '–', 'Glaubt', 'mir', ',', 'Herr', ',', 'ein', 'Geneseter', ',', 'der', 'zum', 'ersten', 'Male', 'wieder', 'in', 'die', 'freie', 'Luft', 'tritt', ',', 'ist', 'in', 'diesem', 'Augenblick', 'das', 'glücklichste', 'Geschöpf', 'unter', 'der', 'Sonne', '.']"
48,,,,,,ER,positiv,16041,CATMA_705CFC9D-0348-482E-84A2-58736F92E9D7,38,Emotionen der Freude,positiv,15796,Freude,"Als mir vor vierzig Jahren
              mein Vater diese Hütte hinterließ, da war ich ein junger rascher Kerl, nahm ein gutes
              flinkes Weib; Gott segnete meine Wirtschaft reichlich, und mein Ehebette mit fünf
              Kindern.","['Als', 'mir', 'vor', 'vierzig', 'Jahren', 'mein', 'Vater', 'diese', 'Hütte', 'hinterließ', ',', 'da', 'war', 'ich', 'ein', 'junger', 'rascher', 'Kerl', ',', 'nahm', 'ein', 'gutes', 'flinkes', 'Weib', ';', 'Gott', 'segnete', 'meine', 'Wirtschaft', 'reichlich', ',', 'und', 'mein', 'Ehebette', 'mit', 'fünf', 'Kindern', '.']"
49,,,,,,ER,negativ,16450,CATMA_EC883DB0-0B29-4085-ACB1-AD472AF1B42C,63,Emotionen des Leids,negativ,16078,Leid,"Ein paar von meinen Kindern starben; ich
              verschmerzte das; es kam die große Hungersnot; mein Weib half sie mir ehrlich tragen.
              Aber vier Jahre darauf nahm Gott sie zu sich, und auch von meinen fünf Kindern blieb
              mir bald nachher nur ein einziger Sohn. Das war Schlag auf Schlag. Ich konnte mich
              lange nicht erholen. ","['Ein', 'paar', 'von', 'meinen', 'Kindern', 'starben', ';', 'ich', 'verschmerzte', 'das', ';', 'es', 'kam', 'die', 'große', 'Hungersnot', ';', 'mein', 'Weib', 'half', 'sie', 'mir', 'ehrlich', 'tragen', '.', 'Aber', 'vier', 'Jahre', 'darauf', 'nahm', 'Gott', 'sie', 'zu', 'sich', ',', 'und', 'auch', 'von', 'meinen', 'fünf', 'Kindern', 'blieb', 'mir', 'bald', 'nachher', 'nur', 'ein', 'einziger', 'Sohn', '.', 'Das', 'war', 'Schlag', 'auf', 'Schlag', '.', 'Ich', 'konnte', 'mich', 'lange', 'nicht', 'erholen', '.']"
50,,,,,,ER,positiv,16590,CATMA_03F4EB4A-BF81-49FE-916D-6CDA58CF4B12,16,Emotionen der Freude,positiv,16499,Freude,"ch gewann das
              Leben wieder lieb. Mein Sohn wuchs heran und half mir arbeiten.","['ch', 'gewann', 'das', 'Leben', 'wieder', 'lieb', '.', 'Mein', 'Sohn', 'wuchs', 'heran', 'und', 'half', 'mir', 'arbeiten', '.']"
51,,,,,,ER,negativ,16796,CATMA_DD273FD6-AE6D-40CA-929C-1400FADC6011,35,Emotionen des Leids,negativ,16591,Leid,"Nun hat mir der Fürst
              auch diesen einzigen Sohn weggenommen und ihm eine Muskete zu tragen gegeben. Das ist
              freilich hart. Arbeiten kann ich nicht mehr; ich bin alt und schwach.","['Nun', 'hat', 'mir', 'der', 'Fürst', 'auch', 'diesen', 'einzigen', 'Sohn', 'weggenommen', 'und', 'ihm', 'eine', 'Muskete', 'zu', 'tragen', 'gegeben', '.', 'Das', 'ist', 'freilich', 'hart', '.', 'Arbeiten', 'kann', 'ich', 'nicht', 'mehr', ';', 'ich', 'bin', 'alt', 'und', 'schwach', '.']"
52,,,,,,ER,positiv,16873,CATMA_C868279F-0F7B-4B26-9B16-3106C1534275,11,Emotionen der Freude,positiv,16797,Freude,"Wäre Madam
              Müller nicht gewesen, ich hätte verhungern müssen.
","['Wäre', 'Madam', 'Müller', 'nicht', 'gewesen', ',', 'ich', 'hätte', 'verhungern', 'müssen', '.']"
53,,,,,,ER,positiv,17711,CATMA_6682B46B-5F2A-4EAF-85CF-591643C6EAE9,105,Emotionen der Freude,positiv,17185,Freude,"Ach warum nicht gar! Und wenn auch; solange ich dessen nicht gewiß bin, solange lebt
              er in meinen Gedanken, und das erhält mir mein eigenes Leben. Ja, Herr, selbst wenn
              mein Sohn tot wäre, so würd' ich darum doch nicht gern sterben. Denn hier ist noch
              eine Hütte, in der ich geboren und erzogen bin; hier ist noch eine alte Linde, die mit
              mir aufwuchs, und – fast schäm' ich mich, es zu bekennen: ich hab' auch noch einen
              alten treuen Hund, den ich liebe.
","['Ach', 'warum', 'nicht', 'gar', '!', 'Und', 'wenn', 'auch', ';', 'solange', 'ich', 'dessen', 'nicht', 'gewiß', 'bin', ',', 'solange', 'lebt', 'er', 'in', 'meinen', 'Gedanken', ',', 'und', 'das', 'erhält', 'mir', 'mein', 'eigenes', 'Leben', '.', 'Ja', ',', 'Herr', ',', 'selbst', 'wenn', 'mein', 'Sohn', 'tot', 'wäre', ',', 'so', 'würd', ""'"", 'ich', 'darum', 'doch', 'nicht', 'gern', 'sterben', '.', 'Denn', 'hier', 'ist', 'noch', 'eine', 'Hütte', ',', 'in', 'der', 'ich', 'geboren', 'und', 'erzogen', 'bin', ';', 'hier', 'ist', 'noch', 'eine', 'alte', 'Linde', ',', 'die', 'mit', 'mir', 'aufwuchs', ',', 'und', '–', 'fast', 'schäm', ""'"", 'ich', 'mich', ',', 'es', 'zu', 'bekennen', ':', 'ich', 'hab', ""'"", 'auch', 'noch', 'einen', 'alten', 'treuen', 'Hund', ',', 'den', 'ich', 'liebe', '.']"
54,,,,,,ER,positiv,17711,CATMA_3DFDACDC-5124-4A60-9692-01FAB977E465,14,Emotionen der Zuneigung,positiv,17638,Liebe,"ich hab' auch noch einen
              alten treuen Hund, den ich liebe.
","['ich', 'hab', ""'"", 'auch', 'noch', 'einen', 'alten', 'treuen', 'Hund', ',', 'den', 'ich', 'liebe', '.']"
55,franz,,greis,,,ER,positiv,17731,CATMA_D95C9E76-8FA7-491F-A752-9AB36F6707B7,3,Emotionen der Freude,positiv,17719,Schadenfreude,"Einen Hund?
","['Einen', 'Hund', '?']"
56,greis,,,,,ER,negativ,17777,CATMA_61A1A27F-D960-4FA7-82C8-8BC7CF55C0DD,13,Emotionen der Ablehnung,negativ,17739,Ärger,"Ja, einen Hund. Lach' Er, wie Er will!","['Ja', ',', 'einen', 'Hund', '.', 'Lach', ""'"", 'Er', ',', 'wie', 'Er', 'will', '!']"
57,greis,,,,,ER,positiv,17813,CATMA_ED4A8AB7-C407-4F40-8F6D-9BDE395083BB,7,Emotionen der Freude,positiv,17778,Freude,"Madam Müller, die herzensgute Frau,","['Madam', 'Müller', ',', 'die', 'herzensgute', 'Frau', ',']"
58,eulalia,,,,,ER,negativ,17968,CATMA_384081C8-84CD-4FAE-9E8B-5ADDA891A7B7_0,10,Emotionen der Ablehnung,negativ,17901,Abscheu,"Warum schafft Er den
              garstigen großen Hund nicht ab? ","['Warum', 'schafft', 'Er', 'den', 'garstigen', 'großen', 'Hund', 'nicht', 'ab', '?']"
59,eulalia,,,,,ER,negativ,18013,CATMA_384081C8-84CD-4FAE-9E8B-5ADDA891A7B7_1,7,Emotionen der Ablehnung,negativ,17985,Abscheu,Er hat ja kaum Brot für sich,"['Er', 'hat', 'ja', 'kaum', 'Brot', 'für', 'sich']"
60,,,,,,ER,positiv,18119,CATMA_1954BFD0-D621-4D7F-BCA3-F890515F4990,20,Emotionen der Zuneigung,positiv,18016,Liebe,"Lieber
              Gott! gab ich ihr zur Antwort: wenn ich ihn abschaffe, wer wird mich dann lieben?
","['Lieber', 'Gott', '!', 'gab', 'ich', 'ihr', 'zur', 'Antwort', ':', 'wenn', 'ich', 'ihn', 'abschaffe', ',', 'wer', 'wird', 'mich', 'dann', 'lieben', '?']"
61,,,,,,ER,positiv,18595,CATMA_C75FB2D7-51A1-48AE-9BAD-038E7A633C36,22,Emotionen der Freude,positiv,18470,Freude,"Ach! die gute, englische Seele hat mir so viel gegeben, daß ich dem kommenden Winter
              ruhig entgegensehen darf.
","['Ach', '!', 'die', 'gute', ',', 'englische', 'Seele', 'hat', 'mir', 'so', 'viel', 'gegeben', ',', 'daß', 'ich', 'dem', 'kommenden', 'Winter', 'ruhig', 'entgegensehen', 'darf', '.']"
62,greis,,unbekannter,,,ER,positiv,18995,CATMA_00E3EAC9-F59E-4224-8D32-B7BF3ED0DAFC,3,Emotionen der Freude,positiv,18985,Freude,Ach Gott! ,"['Ach', 'Gott', '!']"
