,Gemeinte_Source:_Experiencer,Gemeinte_Source:_Zuschreibende_Instanz,Gemeintes_Target:_Charakter,Gemeintes_Target:_Nicht-Charakter,Polarität,annotator,base_polarity,end,id,length_in_tokens,main_emotion_class,polarity,start,tag_type,text,tokens
15,fraeulein_amalie,,fraeulein_karoline,,,ER,negativ,4797,CATMA_28399654-F47B-492A-843D-CF7DB57D63D7,13,Emotionen der Ablehnung,negativ,4733,Ärger,"Meinethalben! wer eine alte Jungfer werden will, der kann es tun","['Meinethalben', '!', 'wer', 'eine', 'alte', 'Jungfer', 'werden', 'will', ',', 'der', 'kann', 'es', 'tun']"
16,fraeulein_karoline,,,,,ER,positiv,4888,CATMA_120D06F4-CC9D-446E-B632-2691A9FBEF00,15,Emotionen der Freude,positiv,4818,Freude,"lächelnd.
Nein, das können wir nicht werden: denn wir sind Fräuleins.
","['lächelnd', '.', 'Nein', ',', 'das', 'können', 'wir', 'nicht', 'werden', ':', 'denn', 'wir', 'sind', 'Fräuleins', '.']"
17,,,fraeulein_karoline,,,ER,negativ,5024,CATMA_910BD080-7BC9-45DC-8F45-D0519F7A10C9,23,Emotionen der Ablehnung,negativ,4905,Ärger,"höhnisch.
Je nun! ich meinte, wer keinen Mann zu kriegen wüßte. Der Unterschied wird zu groß
              nicht sein!
","['höhnisch', '.', 'Je', 'nun', '!', 'ich', 'meinte', ',', 'wer', 'keinen', 'Mann', 'zu', 'kriegen', 'wüßte', '.', 'Der', 'Unterschied', 'wird', 'zu', 'groß', 'nicht', 'sein', '!']"
18,,,,,,ER,negativ,5338,CATMA_07661CA9-9A02-42AB-A597-8D9F713CB3E5_0,12,Emotionen des Leids,negativ,5280,Leid,"Ich weiß, wie ich von Freiern und Werbern gequälet werde!
","['Ich', 'weiß', ',', 'wie', 'ich', 'von', 'Freiern', 'und', 'Werbern', 'gequälet', 'werde', '!']"
19,,,,,,ER,negativ,5409,CATMA_07661CA9-9A02-42AB-A597-8D9F713CB3E5_1,14,Emotionen des Leids,negativ,5354,Leid,"Sie seufzt.
 Ich sehe aber keine, der es auch so geht?
","['Sie', 'seufzt', '.', 'Ich', 'sehe', 'aber', 'keine', ',', 'der', 'es', 'auch', 'so', 'geht', '?']"
20,,,,,,ER,positiv,5538,CATMA_AF3B7DEC-E47E-4B71-8701-048D2D3884B6,22,Emotionen der Freude,positiv,5429,Freude,"Ja, das glaube ich wohl! Denn wer dich nur einmal ansieht, der ist gleich dein
              Freier. Sie lach","['Ja', ',', 'das', 'glaube', 'ich', 'wohl', '!', 'Denn', 'wer', 'dich', 'nur', 'einmal', 'ansieht', ',', 'der', 'ist', 'gleich', 'dein', 'Freier', '.', 'Sie', 'lach']"
21,fraeulein_amalie,,fraeulein_karoline,,,ER,negativ,5577,CATMA_85BF5E72-9C9C-48B1-9895-CFDDAA8586EE,6,Emotionen der Ablehnung,negativ,5560,Ärger,"Ja, ja, lache nur","['Ja', ',', 'ja', ',', 'lache', 'nur']"
22,,,,,,ER,positiv,5638,CATMA_23B5A5B4-5744-4369-8074-0881DBFD9367,10,Emotionen der Freude,positiv,5579,Freude,"der Berghauptmann hat mich nur noch gestern grüßen lassen.
","['der', 'Berghauptmann', 'hat', 'mich', 'nur', 'noch', 'gestern', 'grüßen', 'lassen', '.']"
23,fraeulein_karoline,,,Ereignis,,ER,Emotionale Bewegtheit,5706,CATMA_4835CF2B-D85F-4866-8CC4-FB10709C2277,9,Emotionale Bewegtheit,Emotionale Bewegtheit,5658,Emotionale Bewegtheit,"Der Berghauptmann von Quarzdorf? und durch wen?
","['Der', 'Berghauptmann', 'von', 'Quarzdorf', '?', 'und', 'durch', 'wen', '?']"
24,fraeulein_karoline,,,,,ER,Emotionale Bewegtheit,5911,CATMA_B70C1843-B9B9-4876-B6E2-4E64318274E0,14,Emotionale Bewegtheit,Emotionale Bewegtheit,5841,Emotionale Bewegtheit,"Wie? untersteht sich denn die alte Hexe, solche Gewerbe zu bestellen?
","['Wie', '?', 'untersteht', 'sich', 'denn', 'die', 'alte', 'Hexe', ',', 'solche', 'Gewerbe', 'zu', 'bestellen', '?']"
25,fraeulein_karoline,,,,,ER,Emotionale Bewegtheit,6091,CATMA_00DCB241-E40F-491F-A693-A4EC1E511B54,7,Emotionale Bewegtheit,Emotionale Bewegtheit,6062,Emotionale Bewegtheit,Wie kannst du das aber sagen?,"['Wie', 'kannst', 'du', 'das', 'aber', 'sagen', '?']"
26,fraeulein_amalie,,,,,ER,negativ,6335,CATMA_70943E2D-C7B6-40B3-93B0-13194FC195EC,16,Emotionen der Ablehnung,negativ,6250,Ärger,"Höhnisch.
 Hätte er dir's nur gesagt: so
              würdest du es ihm wohl glauben","['Höhnisch', '.', 'Hätte', 'er', 'dir', ""'s"", 'nur', 'gesagt', ':', 'so', 'würdest', 'du', 'es', 'ihm', 'wohl', 'glauben']"
27,,,fraeulein_amalie,,,ER,negativ,6777,CATMA_0A5D8A62-A61F-4143-A4F8-B867FB572243,22,Emotionen der Ablehnung,negativ,6651,Ärger,"Zum mindesten glaubte ich ihm nicht eher, daß er bloß meinetwegen herkäme, als bis er
              alle Tage wieder hier wäre","['Zum', 'mindesten', 'glaubte', 'ich', 'ihm', 'nicht', 'eher', ',', 'daß', 'er', 'bloß', 'meinetwegen', 'herkäme', ',', 'als', 'bis', 'er', 'alle', 'Tage', 'wieder', 'hier', 'wäre']"
28,fraeulein_karoline,,fraeulein_amalie,,,ER,positiv,6947,CATMA_414728EF-7165-4564-9C4E-0782CC77E7DE,25,Emotionen der Freude,positiv,6778,Schadenfreude," Der Berghauptmann aber war den Tag in seinem Leben zum
              erstenmal hier und ist auch seit der Zeit in zween Monaten nicht wieder
              hergekommen.
","['Der', 'Berghauptmann', 'aber', 'war', 'den', 'Tag', 'in', 'seinem', 'Leben', 'zum', 'erstenmal', 'hier', 'und', 'ist', 'auch', 'seit', 'der', 'Zeit', 'in', 'zween', 'Monaten', 'nicht', 'wieder', 'hergekommen', '.']"
29,fraeulein_karoline,,,,,ER,negativ,7171,CATMA_BABD6F87-E194-4EAF-9BE6-A4F7F2C8D4A9,19,Emotionen des Leids,negativ,7060,Mitleid,"ernsthaft.
Aber, Amalie, schämst du dich nicht, dein Herz gegen solche alte Weiber
              auszuschütten?","['ernsthaft', '.', 'Aber', ',', 'Amalie', ',', 'schämst', 'du', 'dich', 'nicht', ',', 'dein', 'Herz', 'gegen', 'solche', 'alte', 'Weiber', 'auszuschütten', '?']"
30,,,,,,ER,negativ,7428,CATMA_F81DDFC5-0186-4100-9258-54B3A39D1B45,38,Emotionen der Ablehnung,negativ,7207,Ärger,"fällt ihr ins Wort.
Ich bitte sehr, mein gnädiges Fräulein, belieben Sie Ihre Morale für sich zu
              behalten. Es schickt sich nicht gar zu gut, daß die jüngern Schwestern den ältern
              vorpredigen.

","['fällt', 'ihr', 'ins', 'Wort', '.', 'Ich', 'bitte', 'sehr', ',', 'mein', 'gnädiges', 'Fräulein', ',', 'belieben', 'Sie', 'Ihre', 'Morale', 'für', 'sich', 'zu', 'behalten', '.', 'Es', 'schickt', 'sich', 'nicht', 'gar', 'zu', 'gut', ',', 'daß', 'die', 'jüngern', 'Schwestern', 'den', 'ältern', 'vorpredigen', '.']"
31,,,fraeulein_amalie,,,ER,positiv,7489,CATMA_4CDD2DCC-7F15-42AE-B0D7-CCA01A883457,11,Emotionen der Freude,positiv,7447,Freude,"achend.
Nun, nun! Ich bin schon wieder gut","['achend', '.', 'Nun', ',', 'nun', '!', 'Ich', 'bin', 'schon', 'wieder', 'gut']"
32,,,,,,ER,negativ,7840,CATMA_7D69A871-1E6C-4533-8122-815DED8D3872,24,Emotionen des Leids,negativ,7709,Leid,"Ja, wenn ich nur erst wüßte, wieviel die Oberstin mir vermachen will: so würden sie
              sich schon noch häufiger melden.
","['Ja', ',', 'wenn', 'ich', 'nur', 'erst', 'wüßte', ',', 'wieviel', 'die', 'Oberstin', 'mir', 'vermachen', 'will', ':', 'so', 'würden', 'sie', 'sich', 'schon', 'noch', 'häufiger', 'melden', '.']"
33,fraeulein_karoline,,,,,ER,Emotionale Bewegtheit,8000,CATMA_449E87D7-03E0-4172-AE82-F41CE295E822,26,Emotionale Bewegtheit,Emotionale Bewegtheit,7860,Emotionale Bewegtheit,"Sollen sich ihrer noch mehr melden? Hilf Himmel! wo willst du zuletzt mit allen
              Freiern hin? Einen kannst du doch nur nehmen?
","['Sollen', 'sich', 'ihrer', 'noch', 'mehr', 'melden', '?', 'Hilf', 'Himmel', '!', 'wo', 'willst', 'du', 'zuletzt', 'mit', 'allen', 'Freiern', 'hin', '?', 'Einen', 'kannst', 'du', 'doch', 'nur', 'nehmen', '?']"
34,fraeulein_karoline,,,,,ER,positiv,8321,CATMA_83CB7326-972D-4B3E-89D6-C7AFFCA79562,11,Emotionen der Freude,positiv,8269,Freude,"lächelnd.
Frage du nur die Kammerfrau, die wird ...
","['lächelnd', '.', 'Frage', 'du', 'nur', 'die', 'Kammerfrau', ',', 'die', 'wird', '...']"
35,fraeulein_amalie,,,,,ER,negativ,8368,CATMA_47A57708-9AC4-4D0F-93A1-D8FBD9E0BD6E,7,Emotionen der Ablehnung,negativ,8338,Ärger,"droht ihr.
Schweige, Karoline!","['droht', 'ihr', '.', 'Schweige', ',', 'Karoline', '!']"
36,,,,,,ER,negativ,8597,CATMA_20C5AFDB-59AF-4E9E-95EA-2D324ED477B3,14,Emotionen der Angst,negativ,8535,Angst,"erschrickt heftig.
Was sagst du, Karoline? Ich bin des Todes!
","['erschrickt', 'heftig', '.', 'Was', 'sagst', 'du', ',', 'Karoline', '?', 'Ich', 'bin', 'des', 'Todes', '!']"
37,fraeulein_karoline,,,,,ER,Emotionale Bewegtheit,8926,CATMA_DC274BF2-EA41-49F3-A6F0-C5F37155E98C,52,Emotionale Bewegtheit,Emotionale Bewegtheit,8616,Emotionale Bewegtheit,"verwundernd.
Ist es auch möglich, daß ein leerer Dunst, eine bloße Hoffnung das menschliche Herz
              so sehr einnehmen kann, daß man denkt, es entgehe einem ein wirklich besessenes Gut;
              wenn ein bloßes Hirngespinst, das man sich in den Kopf gesetzet hat, zuschanden
              geht?
","['verwundernd', '.', 'Ist', 'es', 'auch', 'möglich', ',', 'daß', 'ein', 'leerer', 'Dunst', ',', 'eine', 'bloße', 'Hoffnung', 'das', 'menschliche', 'Herz', 'so', 'sehr', 'einnehmen', 'kann', ',', 'daß', 'man', 'denkt', ',', 'es', 'entgehe', 'einem', 'ein', 'wirklich', 'besessenes', 'Gut', ';', 'wenn', 'ein', 'bloßes', 'Hirngespinst', ',', 'das', 'man', 'sich', 'in', 'den', 'Kopf', 'gesetzet', 'hat', ',', 'zuschanden', 'geht', '?']"
38,fraeulein_amalie,,,Ereignis,,ER,negativ,8965,CATMA_A0E8A940-2B55-48CF-AE76-857D76AF2E71,5,Emotionen der Ablehnung,negativ,8944,Ärger,"Ei was, Hirngespinst!","['Ei', 'was', ',', 'Hirngespinst', '!']"
39,,,,,,ER,negativ,9204,CATMA_0353BE30-781A-425C-BCF0-BDC7B1C52ED6,39,Emotionen der Ablehnung,negativ,8966,Abscheu,"Ich werde der Frau Muhme nicht umsonst zwanzig Jahre lang ums
              Maul gegangen sein und mich so vor ihr geschmieget und gebückt haben. Das ist
              wahrhaftig keine Kleinigkeit, wenn es einem ganz anders ums Herz ist!
","['Ich', 'werde', 'der', 'Frau', 'Muhme', 'nicht', 'umsonst', 'zwanzig', 'Jahre', 'lang', 'ums', 'Maul', 'gegangen', 'sein', 'und', 'mich', 'so', 'vor', 'ihr', 'geschmieget', 'und', 'gebückt', 'haben', '.', 'Das', 'ist', 'wahrhaftig', 'keine', 'Kleinigkeit', ',', 'wenn', 'es', 'einem', 'ganz', 'anders', 'ums', 'Herz', 'ist', '!']"
40,fraeulein_karoline,,,,,ER,negativ,9402,CATMA_125836FD-66D7-4826-A7C4-C32E6347A1A6,28,Emotionen der Ablehnung,negativ,9224,Ärger,"Und ebendarum, weil dir deine Freundlichkeit gegen sie nicht von Herzen gegangen ist:
              so solltest du von Rechts wegen keinen Heller aus ihrer Verlassenschaft haben.","['Und', 'ebendarum', ',', 'weil', 'dir', 'deine', 'Freundlichkeit', 'gegen', 'sie', 'nicht', 'von', 'Herzen', 'gegangen', 'ist', ':', 'so', 'solltest', 'du', 'von', 'Rechts', 'wegen', 'keinen', 'Heller', 'aus', 'ihrer', 'Verlassenschaft', 'haben', '.']"
41,,fraeulein_karoline,,,,ER,negativ,9309,CATMA_BD27AB56-BF0B-4DEE-8432-6C96FF5C33F9,12,Emotionen der Ablehnung,negativ,9238,Abscheu, weil dir deine Freundlichkeit gegen sie nicht von Herzen gegangen ist:,"['weil', 'dir', 'deine', 'Freundlichkeit', 'gegen', 'sie', 'nicht', 'von', 'Herzen', 'gegangen', 'ist', ':']"
42,fraeulein_amalie,,,,,ER,negativ,10024,CATMA_10AACFC0-4A96-4DF1-B8F8-8E68CA5898F8,103,Emotionen der Ablehnung,negativ,9421,Abscheu,"Wer kann es doch mit einer so wunderlichen, verdrießlichen Frauen gut meinen? Bald
              ist sie krank; da muß man sie pflegen und warten und bewachen wie einen gichtbrüchigen
              Mann. Bald plagt sie der Hochmut: da macht ihr kein Mensch die Reverenze tief genug
              und nennt sie nicht oft genug Eure Gnaden. Bald redet sie von ihrem großen Vermögen
              und tut, als wenn sie der große Mogol wäre. Bald fällt ihr ihr verstorbener Mann ein:
              da red't sie, wie zärtlich sie sich einander geliebt hätten,  wie schön er
              mit ihr getan hätte.","['Wer', 'kann', 'es', 'doch', 'mit', 'einer', 'so', 'wunderlichen', ',', 'verdrießlichen', 'Frauen', 'gut', 'meinen', '?', 'Bald', 'ist', 'sie', 'krank', ';', 'da', 'muß', 'man', 'sie', 'pflegen', 'und', 'warten', 'und', 'bewachen', 'wie', 'einen', 'gichtbrüchigen', 'Mann', '.', 'Bald', 'plagt', 'sie', 'der', 'Hochmut', ':', 'da', 'macht', 'ihr', 'kein', 'Mensch', 'die', 'Reverenze', 'tief', 'genug', 'und', 'nennt', 'sie', 'nicht', 'oft', 'genug', 'Eure', 'Gnaden', '.', 'Bald', 'redet', 'sie', 'von', 'ihrem', 'großen', 'Vermögen', 'und', 'tut', ',', 'als', 'wenn', 'sie', 'der', 'große', 'Mogol', 'wäre', '.', 'Bald', 'fällt', 'ihr', 'ihr', 'verstorbener', 'Mann', 'ein', ':', 'da', ""red't"", 'sie', ',', 'wie', 'zärtlich', 'sie', 'sich', 'einander', 'geliebt', 'hätten', ',', 'wie', 'schön', 'er', 'mit', 'ihr', 'getan', 'hätte', '.']"
43,,,,Ereignis,,ER,positiv,10155,CATMA_6A875575-CA4A-4E2E-90AC-E65C9AEA62E2,25,Emotionen der Freude,positiv,10025,Freude,"Sie lacht.
 Ich und die Wärterin, wir beißen uns
              oft die Lippen ganz wund, daß wir nur nicht überlaut lachen wollen.","['Sie', 'lacht', '.', 'Ich', 'und', 'die', 'Wärterin', ',', 'wir', 'beißen', 'uns', 'oft', 'die', 'Lippen', 'ganz', 'wund', ',', 'daß', 'wir', 'nur', 'nicht', 'überlaut', 'lachen', 'wollen', '.']"
44,,,fraeulein_karoline,,,ER,negativ,10568,CATMA_52E594B1-C6C0-40DC-8121-39BBC53811F2,10,Emotionen der Ablehnung,negativ,10517,Ärger,"spöttisch.
Die Morale habe ich schon lange gewußt!
","['spöttisch', '.', 'Die', 'Morale', 'habe', 'ich', 'schon', 'lange', 'gewußt', '!']"
45,fraeulein_karoline,,,,,ER,positiv,10907,CATMA_B26A2853-E1B0-4825-93C0-EE83E0F7464E,35,Emotionen der Zuneigung,positiv,10651,Verehrung,"Indessen ist es nicht
              gar fein von uns, daß wir uns hier über die Schwachheiten unsrer Wohltäterin
              aufhalten, die uns von Kindheit an verpflegt und alle Unbequemlichkeiten und Unarten
              unserer Jugend überstanden hat","['Indessen', 'ist', 'es', 'nicht', 'gar', 'fein', 'von', 'uns', ',', 'daß', 'wir', 'uns', 'hier', 'über', 'die', 'Schwachheiten', 'unsrer', 'Wohltäterin', 'aufhalten', ',', 'die', 'uns', 'von', 'Kindheit', 'an', 'verpflegt', 'und', 'alle', 'Unbequemlichkeiten', 'und', 'Unarten', 'unserer', 'Jugend', 'überstanden', 'hat']"
46,fraeulein_karoline,,,,,ER,negativ,11014,CATMA_1BB356B4-DF3A-4FBB-BF47-4723A2EF2D75,54,Emotionen der Ablehnung,negativ,10651,Abscheu,"Indessen ist es nicht
              gar fein von uns, daß wir uns hier über die Schwachheiten unsrer Wohltäterin
              aufhalten, die uns von Kindheit an verpflegt und alle Unbequemlichkeiten und Unarten
              unserer Jugend überstanden hat: geschweige denn, daß man sich so gar vergehen und mit
              dem Gesinde über sie spotten wollte.
","['Indessen', 'ist', 'es', 'nicht', 'gar', 'fein', 'von', 'uns', ',', 'daß', 'wir', 'uns', 'hier', 'über', 'die', 'Schwachheiten', 'unsrer', 'Wohltäterin', 'aufhalten', ',', 'die', 'uns', 'von', 'Kindheit', 'an', 'verpflegt', 'und', 'alle', 'Unbequemlichkeiten', 'und', 'Unarten', 'unserer', 'Jugend', 'überstanden', 'hat', ':', 'geschweige', 'denn', ',', 'daß', 'man', 'sich', 'so', 'gar', 'vergehen', 'und', 'mit', 'dem', 'Gesinde', 'über', 'sie', 'spotten', 'wollte', '.']"
47,fraeulein_amalie,,,,,ER,negativ,11079,CATMA_088639FE-A232-443A-B473-4443485A50C1,9,Emotionen der Ablehnung,negativ,11031,Ärger,"spöttisch.
Haben Sie ausgeredet, mein Fräulein?
","['spöttisch', '.', 'Haben', 'Sie', 'ausgeredet', ',', 'mein', 'Fräulein', '?']"
48,,,,,,ER,positiv,11517,CATMA_91BAB687-E5C7-4765-A196-79CFC68ABD48,21,Emotionen der Zuneigung,positiv,11395,Verehrung,"Mich wundert aber nur, daß eine so große
              Verteidigerin der Ehrfurcht, die wir der Frau Muhme schuldig sind, ","['Mich', 'wundert', 'aber', 'nur', ',', 'daß', 'eine', 'so', 'große', 'Verteidigerin', 'der', 'Ehrfurcht', ',', 'die', 'wir', 'der', 'Frau', 'Muhme', 'schuldig', 'sind', ',']"
49,fraeulein_karoline,fraeulein_amalie,,,,ER,negativ,11621,CATMA_61661AD3-931F-4217-9EFC-E8F030FB566D,16,Emotionen der Ablehnung,negativ,11517,Abscheu,"ihr doch zuweilen
              solche bittere Pillen ins Gesicht wirft, als ein gewisses Fräulein tut.
","['ihr', 'doch', 'zuweilen', 'solche', 'bittere', 'Pillen', 'ins', 'Gesicht', 'wirft', ',', 'als', 'ein', 'gewisses', 'Fräulein', 'tut', '.']"
50,,,,,,ER,positiv,12242,CATMA_8DB9351F-3165-4D5E-B0BC-1A5DE5AAB7FA,70,Emotionen der Zuneigung,positiv,11842,Verehrung,"wenn ich nämlich meine, daß sie unrecht hat. Aber was ich von ihr denke, das
              sage ich ihr selbst; und sie weiß es. Allein hinter ihrem Rücken über sie zu spotten,
              das ist mir nicht möglich. Und die Magd oder der Bediente sollte unglücklich werden,
              der sich unterstünde, in meiner Gegenwart nur eine spöttische Miene über die Oberstin
              zu machen!","['wenn', 'ich', 'nämlich', 'meine', ',', 'daß', 'sie', 'unrecht', 'hat', '.', 'Aber', 'was', 'ich', 'von', 'ihr', 'denke', ',', 'das', 'sage', 'ich', 'ihr', 'selbst', ';', 'und', 'sie', 'weiß', 'es', '.', 'Allein', 'hinter', 'ihrem', 'Rücken', 'über', 'sie', 'zu', 'spotten', ',', 'das', 'ist', 'mir', 'nicht', 'möglich', '.', 'Und', 'die', 'Magd', 'oder', 'der', 'Bediente', 'sollte', 'unglücklich', 'werden', ',', 'der', 'sich', 'unterstünde', ',', 'in', 'meiner', 'Gegenwart', 'nur', 'eine', 'spöttische', 'Miene', 'über', 'die', 'Oberstin', 'zu', 'machen', '!']"
51,,fraeulein_amalie,,,,ER,negativ,13319,CATMA_167E43CA-EACC-480D-98BD-57DF3A6D5545,8,Emotionen der Ablehnung,negativ,13281,Ärger,"Sie wird dir's aber gewiß übelnehmen?
","['Sie', 'wird', 'dir', ""'s"", 'aber', 'gewiß', 'übelnehmen', '?']"
52,,,,,,ER,positiv,14707,CATMA_DB81DE61-984B-4538-890A-57C037B0F92A,41,Emotionen der Freude,positiv,14497,Freude,"lacht.
O ja! Ich werde meiner Muhme sagen, daß sie recht gut geschlafen hat. Daß ihre Natur
              so frisch ist, als ich sie mir selbst wünschte. Und daß sie uns noch alle überleben
              wird.
","['lacht', '.', 'O', 'ja', '!', 'Ich', 'werde', 'meiner', 'Muhme', 'sagen', ',', 'daß', 'sie', 'recht', 'gut', 'geschlafen', 'hat', '.', 'Daß', 'ihre', 'Natur', 'so', 'frisch', 'ist', ',', 'als', 'ich', 'sie', 'mir', 'selbst', 'wünschte', '.', 'Und', 'daß', 'sie', 'uns', 'noch', 'alle', 'überleben', 'wird', '.']"
