,Gemeinte_Source:_Experiencer,Gemeinte_Source:_Zuschreibende_Instanz,Gemeintes_Target:_Charakter,Gemeintes_Target:_Nicht-Charakter,Polarität,Sprachebene,annotator,base_polarity,end,id,length_in_tokens,main_emotion_class,polarity,start,tag_type,text,tokens
10,,,,,,,VH,negativ,2431,CATMA_35297FFA-00CD-4142-8ABA-2D3536397999,5,Emotionen der Angst,negativ,2403,Angst,"Ein Vice-Re entsetzet sich.
","['Ein', 'Vice-Re', 'entsetzet', 'sich', '.']"
11,,,,,,,VH,positiv,2528,CATMA_54954188-6222-4557-BCEE-659B51241ABE,6,Emotionen der Zuneigung,positiv,2493,Liebe,"Der Adel fühlt den Hertzens-Stich.
","['Der', 'Adel', 'fühlt', 'den', 'Hertzens-Stich', '.']"
12,,,,,,,VH,positiv,2715,CATMA_B2633A69-69AD-4533-9C5B-11713E12EBA7,8,Emotionen der Freude,positiv,2681,Freude,"Ach selig / wem der Sieg gefällt.
","['Ach', 'selig', '/', 'wem', 'der', 'Sieg', 'gefällt', '.']"
13,,,,,,,VH,negativ,3144,CATMA_528B81DE-DBAB-4AD8-957C-94EECFA2EB6E,28,Emotionen der Angst,negativ,2970,Angst,"Es ist eine Furcht / die von Weiblicher Schwachheit entstehet. Wer seinen Halß einmahl der Regiments-Last unterworffen hat / der muß ein solches Ungewitter verachten können.
","['Es', 'ist', 'eine', 'Furcht', '/', 'die', 'von', 'Weiblicher', 'Schwachheit', 'entstehet', '.', 'Wer', 'seinen', 'Halß', 'einmahl', 'der', 'Regiments-Last', 'unterworffen', 'hat', '/', 'der', 'muß', 'ein', 'solches', 'Ungewitter', 'verachten', 'können', '.']"
14,,,,,,,VH,negativ,3518,CATMA_87B75FDC-C851-4D63-AAC9-924CA07AAE3A,63,Emotionen der Angst,negativ,3155,Angst,"Ich wolte wünschen / daß meine Furcht aus Weiblicher Schwachheit entstanden wäre; allein / ich höre solche Zeitung / darüber ich vor Angst zerspringen möchte: ach wer wil dem rasenden Volcke wiederstehen! Ist uns und unserer Familie der unglückselige Tod zu Neapolis bestirnt / und sollen wir das jenige / was andere verschuldet haben / mit unserm Blute büssen ?
","['Ich', 'wolte', 'wünschen', '/', 'daß', 'meine', 'Furcht', 'aus', 'Weiblicher', 'Schwachheit', 'entstanden', 'wäre', ';', 'allein', '/', 'ich', 'höre', 'solche', 'Zeitung', '/', 'darüber', 'ich', 'vor', 'Angst', 'zerspringen', 'möchte', ':', 'ach', 'wer', 'wil', 'dem', 'rasenden', 'Volcke', 'wiederstehen', '!', 'Ist', 'uns', 'und', 'unserer', 'Familie', 'der', 'unglückselige', 'Tod', 'zu', 'Neapolis', 'bestirnt', '/', 'und', 'sollen', 'wir', 'das', 'jenige', '/', 'was', 'andere', 'verschuldet', 'haben', '/', 'mit', 'unserm', 'Blute', 'büssen', '?']"
15,,,,,,,VH,negativ,3583,CATMA_7D083DA8-7B74-47FD-B619-DEFA2D2B2339,9,Emotionen des Leids,negativ,3529,Leid,"Ihr Liebden beschämen mich mit der unzeitigen Furcht.
","['Ihr', 'Liebden', 'beschämen', 'mich', 'mit', 'der', 'unzeitigen', 'Furcht', '.']"
16,,,,,,,VH,negativ,4035,CATMA_6F7764A7-80F3-4B13-8C77-364B5AFE93F7,80,Emotionen der Angst,negativ,3594,Angst,"Ihr Liebden halten mir es zu Gnaden / daß ich spreche / die Furcht sey etwas langsam: Ach! ich sehe mein Verderben schon vor Augen! und weil doch so viel hundert tausend Menschen nach unserm Blute durstig sind / so gebe doch der barmhertzige Himmel / daß ich zu erst einen tödlichen Stoß bekommen möge / ehe ich den Tod meiner hertzliebsten Kinder / und so dan auch das euserste Unglück meines Hertzgeliebtesten Ehe-Gemahls anschauen müsse.
","['Ihr', 'Liebden', 'halten', 'mir', 'es', 'zu', 'Gnaden', '/', 'daß', 'ich', 'spreche', '/', 'die', 'Furcht', 'sey', 'etwas', 'langsam', ':', 'Ach', '!', 'ich', 'sehe', 'mein', 'Verderben', 'schon', 'vor', 'Augen', '!', 'und', 'weil', 'doch', 'so', 'viel', 'hundert', 'tausend', 'Menschen', 'nach', 'unserm', 'Blute', 'durstig', 'sind', '/', 'so', 'gebe', 'doch', 'der', 'barmhertzige', 'Himmel', '/', 'daß', 'ich', 'zu', 'erst', 'einen', 'tödlichen', 'Stoß', 'bekommen', 'möge', '/', 'ehe', 'ich', 'den', 'Tod', 'meiner', 'hertzliebsten', 'Kinder', '/', 'und', 'so', 'dan', 'auch', 'das', 'euserste', 'Unglück', 'meines', 'Hertzgeliebtesten', 'Ehe-Gemahls', 'anschauen', 'müsse', '.']"
17,,,,,,,VH,positiv,4425,CATMA_A70441E6-9166-4864-812A-0834AAE53D34,19,Emotionen der Zuneigung,positiv,4311,Liebe,Nun weiß ich wohl / wie mein Stand / meine Ehre und meine inbrünstige Liebe gegen den Hertzgeliebtesten Ehegemahl ,"['Nun', 'weiß', 'ich', 'wohl', '/', 'wie', 'mein', 'Stand', '/', 'meine', 'Ehre', 'und', 'meine', 'inbrünstige', 'Liebe', 'gegen', 'den', 'Hertzgeliebtesten', 'Ehegemahl']"
18,,,,,,,VH,negativ,5023,CATMA_AA53601C-B55D-4B92-B938-16D94A3683EA,67,Emotionen der Angst,negativ,4653,Angst,"Eben dieses besorge ich / das Volck werde sich ins künfftige mit solchen Versprechungen nicht abweisen lassen. Es ist wahr / wir haben unsern Leuthen zu viel nachgesehen; wir haben dem Volcke manche unnöthige Last auf dem Rücken gelassen / nun wird die Rache zugleich auf uns hereinstürmen / und so werden wir so wohl die eigene / als die fremde Schuld ertragen müssen.
","['Eben', 'dieses', 'besorge', 'ich', '/', 'das', 'Volck', 'werde', 'sich', 'ins', 'künfftige', 'mit', 'solchen', 'Versprechungen', 'nicht', 'abweisen', 'lassen', '.', 'Es', 'ist', 'wahr', '/', 'wir', 'haben', 'unsern', 'Leuthen', 'zu', 'viel', 'nachgesehen', ';', 'wir', 'haben', 'dem', 'Volcke', 'manche', 'unnöthige', 'Last', 'auf', 'dem', 'Rücken', 'gelassen', '/', 'nun', 'wird', 'die', 'Rache', 'zugleich', 'auf', 'uns', 'hereinstürmen', '/', 'und', 'so', 'werden', 'wir', 'so', 'wohl', 'die', 'eigene', '/', 'als', 'die', 'fremde', 'Schuld', 'ertragen', 'müssen', '.']"
19,,,,Ereignis,,,VH,negativ,5718,CATMA_B6E56B3F-BB96-40A2-BEDB-EAFED4CE067C,43,Emotionen der Angst,negativ,5490,Angst,"Ich sehe wohl / die Furcht ist eine Kranckheit / die sich so bald nicht vertreiben läst. Wir haben das neue Castell in der Nähe / ihre Liebden machen sich bereit / daß sie mit den furchtsamen Personen daselbst verwahret werden.
","['Ich', 'sehe', 'wohl', '/', 'die', 'Furcht', 'ist', 'eine', 'Kranckheit', '/', 'die', 'sich', 'so', 'bald', 'nicht', 'vertreiben', 'läst', '.', 'Wir', 'haben', 'das', 'neue', 'Castell', 'in', 'der', 'Nähe', '/', 'ihre', 'Liebden', 'machen', 'sich', 'bereit', '/', 'daß', 'sie', 'mit', 'den', 'furchtsamen', 'Personen', 'daselbst', 'verwahret', 'werden', '.']"
20,,,,,,,VH,negativ,6689,CATMA_386D3A18-B10C-4D6E-8E01-4D45C6A8124F,42,Emotionen der Ablehnung,negativ,6448,Ärger, Ich habe vor wenig Tagen Spott und Verdruß genung empfinden müssen / als mich die kleinen Knaben mit faulen Aepffeln / Feigen und Pflaumen von dem Marckte weg steinigten / also daß ich die Früchte nothwendig ohne Zoll muste PASSiren lassen:,"['Ich', 'habe', 'vor', 'wenig', 'Tagen', 'Spott', 'und', 'Verdruß', 'genung', 'empfinden', 'müssen', '/', 'als', 'mich', 'die', 'kleinen', 'Knaben', 'mit', 'faulen', 'Aepffeln', '/', 'Feigen', 'und', 'Pflaumen', 'von', 'dem', 'Marckte', 'weg', 'steinigten', '/', 'also', 'daß', 'ich', 'die', 'Früchte', 'nothwendig', 'ohne', 'Zoll', 'muste', 'PASSiren', 'lassen', ':']"
21,,,,,,,VH,negativ,7012,CATMA_D0561AFE-4F3E-4421-8213-B980C379B79A,62,Emotionen des Leids,negativ,6690,Leid,"Ach! nun muß ich etwas erfahren / dagegen ich viel zu schwach bin. Denn die Zoll- hütten stehen allenthalben in lichter Flammen / die Rechnungen werden zurissen / und wo ein Hauffen Bürger beysammen stehen / so ist dieses die Losung: GOtt gebe dem Könige in Spanien langes Leben / und das böse Regiment hole der Teuf fei.
","['Ach', '!', 'nun', 'muß', 'ich', 'etwas', 'erfahren', '/', 'dagegen', 'ich', 'viel', 'zu', 'schwach', 'bin', '.', 'Denn', 'die', 'Zoll-', 'hütten', 'stehen', 'allenthalben', 'in', 'lichter', 'Flammen', '/', 'die', 'Rechnungen', 'werden', 'zurissen', '/', 'und', 'wo', 'ein', 'Hauffen', 'Bürger', 'beysammen', 'stehen', '/', 'so', 'ist', 'dieses', 'die', 'Losung', ':', 'GOtt', 'gebe', 'dem', 'Könige', 'in', 'Spanien', 'langes', 'Leben', '/', 'und', 'das', 'böse', 'Regiment', 'hole', 'der', 'Teuf', 'fei', '.']"
22,anaclerio,,,,,,VH,negativ,7231,CATMA_EA339B88-2997-4C5C-A12C-C01AB7F4692F,8,Emotionen des Leids,negativ,7186,Leid,Ach das Unglück hat schon ein Haupt gefunden ,"['Ach', 'das', 'Unglück', 'hat', 'schon', 'ein', 'Haupt', 'gefunden']"
23,roderigo,,,,,,VH,negativ,8129,CATMA_6386C397-0EB5-4940-A625-C3CD9CB35470,15,Emotionen der Ablehnung,negativ,8038,Ärger,"Eine eitele Vergleichung / davor sein boßhafftiger Hals an dem Galgen sol belohnet werden.
","['Eine', 'eitele', 'Vergleichung', '/', 'davor', 'sein', 'boßhafftiger', 'Hals', 'an', 'dem', 'Galgen', 'sol', 'belohnet', 'werden', '.']"
24,ferrante,,,,,,VH,negativ,10016,CATMA_DC3BD9EA-9DA0-4632-93C6-82A95A4739D2,36,Emotionen der Angst,negativ,9783,Angst,"Ihr ExcELLENtz werden um dero eigenen Wohlfarth willen gebeten / des Unglücks in diesem Pallaste nicht zu erwarten. Ein verdamter Fischer-Knecht unternimt sich einer That / darüber gantz Neapolis zu einem Steinhauffen werden möchte.
","['Ihr', 'ExcELLENtz', 'werden', 'um', 'dero', 'eigenen', 'Wohlfarth', 'willen', 'gebeten', '/', 'des', 'Unglücks', 'in', 'diesem', 'Pallaste', 'nicht', 'zu', 'erwarten', '.', 'Ein', 'verdamter', 'Fischer-Knecht', 'unternimt', 'sich', 'einer', 'That', '/', 'darüber', 'gantz', 'Neapolis', 'zu', 'einem', 'Steinhauffen', 'werden', 'möchte', '.']"
25,,,,,,,VH,negativ,10220,CATMA_52A79D52-9E38-4CA0-B53E-B4A074DF963C,33,Emotionen der Ablehnung,negativ,10027,Ärger,"Es ist mir schon gesagt worden / daß ein närrischer Fischer-Bube durch ungeschickte Reden den Strang verdienen wil: vielleicht eh dieser Tag vergehet / so kan ihm nach seinen Willen geschehen.
","['Es', 'ist', 'mir', 'schon', 'gesagt', 'worden', '/', 'daß', 'ein', 'närrischer', 'Fischer-Bube', 'durch', 'ungeschickte', 'Reden', 'den', 'Strang', 'verdienen', 'wil', ':', 'vielleicht', 'eh', 'dieser', 'Tag', 'vergehet', '/', 'so', 'kan', 'ihm', 'nach', 'seinen', 'Willen', 'geschehen', '.']"
26,,,,,,,VH,negativ,11136,CATMA_5A1EFDCF-5E5E-4679-99A0-38ADF1D61FC8,29,Emotionen der Angst,negativ,10965,Angst," der bringet den Feind erstlich in Verwunderung / hernach in einen Zweifel / endlich in eine Furcht / daß er sich der angefangenen Frevelthat nicht unbillich schämen mus.
","['der', 'bringet', 'den', 'Feind', 'erstlich', 'in', 'Verwunderung', '/', 'hernach', 'in', 'einen', 'Zweifel', '/', 'endlich', 'in', 'eine', 'Furcht', '/', 'daß', 'er', 'sich', 'der', 'angefangenen', 'Frevelthat', 'nicht', 'unbillich', 'schämen', 'mus', '.']"
27,,,,,,,VH,negativ,11842,CATMA_B905C193-390D-4164-9D86-5FCE5D2F6907,43,Emotionen der Angst,negativ,11620,Angst,"Was wil ich thun? der Vice-Roy verachtet die Gefahr / er trotzet auf seine Autorität, also wil er den Pallast nicht verlassen / das heist / er wil sich und seine Freunde dem Tode gleichsam zu einem Opffer entgegen führen.
","['Was', 'wil', 'ich', 'thun', '?', 'der', 'Vice-Roy', 'verachtet', 'die', 'Gefahr', '/', 'er', 'trotzet', 'auf', 'seine', 'Autorität', ',', 'also', 'wil', 'er', 'den', 'Pallast', 'nicht', 'verlassen', '/', 'das', 'heist', '/', 'er', 'wil', 'sich', 'und', 'seine', 'Freunde', 'dem', 'Tode', 'gleichsam', 'zu', 'einem', 'Opffer', 'entgegen', 'führen', '.']"
28,,,,,,,VH,negativ,12397,CATMA_4ED99086-A224-44EB-AD97-4923EBA9274B,27,Emotionen der Angst,negativ,12246,Angst,"Wenn es in der Nacht einem furchtsamen Menschen begegnete / so würde er das Creutze vor sich schlagen; denn es siehet einen Gespenste nicht unähnlich.
","['Wenn', 'es', 'in', 'der', 'Nacht', 'einem', 'furchtsamen', 'Menschen', 'begegnete', '/', 'so', 'würde', 'er', 'das', 'Creutze', 'vor', 'sich', 'schlagen', ';', 'denn', 'es', 'siehet', 'einen', 'Gespenste', 'nicht', 'unähnlich', '.']"
29,,,,,,,VH,negativ,12825,CATMA_2F0D62B6-8187-48C4-8D40-A9803CE6956B,38,Emotionen der Ablehnung,negativ,12604,Ärger,"Ehrvergeßner Ertz-Bube / hastu noch Zeit solche Possen anzufangen / da es immer an Dienern gebrechen wil / welche das Einpacken beschleunigen: Weiche mir aus dem Gesichte / oder ich wil dich TRACTiren als einen Rebellen.
","['Ehrvergeßner', 'Ertz-Bube', '/', 'hastu', 'noch', 'Zeit', 'solche', 'Possen', 'anzufangen', '/', 'da', 'es', 'immer', 'an', 'Dienern', 'gebrechen', 'wil', '/', 'welche', 'das', 'Einpacken', 'beschleunigen', ':', 'Weiche', 'mir', 'aus', 'dem', 'Gesichte', '/', 'oder', 'ich', 'wil', 'dich', 'TRACTiren', 'als', 'einen', 'Rebellen', '.']"
30,,,,,,,VH,negativ,13146,CATMA_94EC2160-4C47-45A5-B9FA-0AC135554D39,34,Emotionen der Ablehnung,negativ,12968,Ärger,"Ein schöner Beruffs-Weg / der in den Sack hinein geht. Wir hätten die Wege besser finden wollen / wenn der Sack mit dem unnützen Fleische wäre in das Wasser ge- schicket worden.
","['Ein', 'schöner', 'Beruffs-Weg', '/', 'der', 'in', 'den', 'Sack', 'hinein', 'geht', '.', 'Wir', 'hätten', 'die', 'Wege', 'besser', 'finden', 'wollen', '/', 'wenn', 'der', 'Sack', 'mit', 'dem', 'unnützen', 'Fleische', 'wäre', 'in', 'das', 'Wasser', 'ge-', 'schicket', 'worden', '.']"
31,roccella,,,,,,VH,negativ,13617,CATMA_EEA1CFCD-08D5-4063-A519-E2AC262F5F41,24,Emotionen der Ablehnung,negativ,13475,Ärger,"Höhnischer Bube / diese Invention stincket nach einem Rebellen. Weistu auch / daß man dergleichen Worte mit dem Strange zu bezahlen pfleget ?
","['Höhnischer', 'Bube', '/', 'diese', 'Invention', 'stincket', 'nach', 'einem', 'Rebellen', '.', 'Weistu', 'auch', '/', 'daß', 'man', 'dergleichen', 'Worte', 'mit', 'dem', 'Strange', 'zu', 'bezahlen', 'pfleget', '?']"
32,,,,,,,VH,negativ,14434,CATMA_43F9C887-6BC1-4C30-A571-03F7C3307779,42,Emotionen der Ablehnung,negativ,14220,Abscheu,"Und ich mercke / daß ihr nunmehr klug seyd: Ach wer das Werck mit den hohen Zöllen etwas niedriger ge- spannet hätte / der dürffte sich nicht in das Castell / als wie eine arme Bestie in ihr Fuchsloch verkriechen.
","['Und', 'ich', 'mercke', '/', 'daß', 'ihr', 'nunmehr', 'klug', 'seyd', ':', 'Ach', 'wer', 'das', 'Werck', 'mit', 'den', 'hohen', 'Zöllen', 'etwas', 'niedriger', 'ge-', 'spannet', 'hätte', '/', 'der', 'dürffte', 'sich', 'nicht', 'in', 'das', 'Castell', '/', 'als', 'wie', 'eine', 'arme', 'Bestie', 'in', 'ihr', 'Fuchsloch', 'verkriechen', '.']"
33,roccella,,,,,,VH,negativ,14503,CATMA_33D89317-9875-4D61-9674-A7422F50B82F,11,Emotionen der Ablehnung,negativ,14445,Ärger,"Du hörest noch nicht auf hohe Personen zu be- schimpffen.
","['Du', 'hörest', 'noch', 'nicht', 'auf', 'hohe', 'Personen', 'zu', 'be-', 'schimpffen', '.']"
34,,,,,,,VH,negativ,15148,CATMA_38D23E2E-6C35-4C76-9EDC-DF2865E72BE6,45,Emotionen der Ablehnung,negativ,14926,Abscheu,"Legt euer Geld an Ketten / das ihr ins künfftige haben solt / es möchte sonst so viel Beine kriegen / als Personen in Neapolis sind. Doch wenn ich keinen Danck davon kriege / so kan ich den Sack wohl wieder aufheben.
Tiger","['Legt', 'euer', 'Geld', 'an', 'Ketten', '/', 'das', 'ihr', 'ins', 'künfftige', 'haben', 'solt', '/', 'es', 'möchte', 'sonst', 'so', 'viel', 'Beine', 'kriegen', '/', 'als', 'Personen', 'in', 'Neapolis', 'sind', '.', 'Doch', 'wenn', 'ich', 'keinen', 'Danck', 'davon', 'kriege', '/', 'so', 'kan', 'ich', 'den', 'Sack', 'wohl', 'wieder', 'aufheben', '.', 'Tiger']"
35,,,,,,,VH,positiv,15496,CATMA_00567E83-D6A4-4080-8E43-62660DE07060,22,Emotionen der Zuneigung,positiv,15373,Liebe,"Meine Gebieterin / wofern ich die Ehre habe / die wunderschöne Celinde zu begleiten / so wird gewiß nichts vergessen seyn.
","['Meine', 'Gebieterin', '/', 'wofern', 'ich', 'die', 'Ehre', 'habe', '/', 'die', 'wunderschöne', 'Celinde', 'zu', 'begleiten', '/', 'so', 'wird', 'gewiß', 'nichts', 'vergessen', 'seyn', '.']"
36,,,,,,,VH,negativ,15658,CATMA_4BCAE765-4E24-448A-8F1D-FDB95C0B1780,15,Emotionen des Leids,negativ,15574,Leid,Es ist kein Wunder / daß ich bey dem allgemeinen Unglück gleichfals unglücklich bin:,"['Es', 'ist', 'kein', 'Wunder', '/', 'daß', 'ich', 'bey', 'dem', 'allgemeinen', 'Unglück', 'gleichfals', 'unglücklich', 'bin', ':']"
37,,,,,,,VH,positiv,15815,CATMA_2FE5D28E-0050-42DA-B1B5-03085AA98A1D,27,Emotionen der Zuneigung,positiv,15657,Liebe,": Indessen sag ich nochmahls / ich werde den Rebellischen Unterthanen dancken / daß sie mir Gelegenheit geben eine schöne Person in das Castell zu begleiten.
","[':', 'Indessen', 'sag', 'ich', 'nochmahls', '/', 'ich', 'werde', 'den', 'Rebellischen', 'Unterthanen', 'dancken', '/', 'daß', 'sie', 'mir', 'Gelegenheit', 'geben', 'eine', 'schöne', 'Person', 'in', 'das', 'Castell', 'zu', 'begleiten', '.']"
38,,,,,,,VH,positiv,15917,CATMA_2C3DD6DF-C70A-4CA9-A677-1624E88A4D77,15,Emotionen der Freude,positiv,15825,Freude,"Wären die Zeiten glückseliger / so würde mir diese Begleitung auch etwas annehmlicher seyn.
","['Wären', 'die', 'Zeiten', 'glückseliger', '/', 'so', 'würde', 'mir', 'diese', 'Begleitung', 'auch', 'etwas', 'annehmlicher', 'seyn', '.']"
39,,,,,,,VH,positiv,16039,CATMA_932F73E8-0843-49BA-B599-8D5996245C66,20,Emotionen der Freude,positiv,15928,Freude,"Meine Gebieterin / wer sich vor keinen Anlauff entsetzen darff / der ist auch mitten in der Gefahr glückselig.
","['Meine', 'Gebieterin', '/', 'wer', 'sich', 'vor', 'keinen', 'Anlauff', 'entsetzen', 'darff', '/', 'der', 'ist', 'auch', 'mitten', 'in', 'der', 'Gefahr', 'glückselig', '.']"
40,,,celinde,,,,VH,positiv,16262,CATMA_302D5BED-88EE-4EB2-89B2-CB725686021F_0,18,Emotionen der Zuneigung,positiv,16175,Liebe,"Aber unsere Vergnügung soll - - - ach! darff ich so kühne seyn die Rede fortzusetzen ?
","['Aber', 'unsere', 'Vergnügung', 'soll', '-', '-', '-', 'ach', '!', 'darff', 'ich', 'so', 'kühne', 'seyn', 'die', 'Rede', 'fortzusetzen', '?']"
41,,,celinde,,,,VH,positiv,16437,CATMA_302D5BED-88EE-4EB2-89B2-CB725686021F_1,17,Emotionen der Zuneigung,positiv,16366,Liebe,"Ich wil inne halten: aber / es wäre mir lieber / wenn ich reden solte.
","['Ich', 'wil', 'inne', 'halten', ':', 'aber', '/', 'es', 'wäre', 'mir', 'lieber', '/', 'wenn', 'ich', 'reden', 'solte', '.']"
42,,,celinde,,,,VH,positiv,16750,CATMA_302D5BED-88EE-4EB2-89B2-CB725686021F_2,40,Emotionen der Zuneigung,positiv,16562,Liebe,"Ach / ein starcker Wall kan mich wenig vergnügen / das Gesetze der - - Ach! wie sauer kömt mich die Sprache an! ich hätte bald gesagt / das Gesetze der Liebe muß die beste Wirckung haben.
","['Ach', '/', 'ein', 'starcker', 'Wall', 'kan', 'mich', 'wenig', 'vergnügen', '/', 'das', 'Gesetze', 'der', '-', '-', 'Ach', '!', 'wie', 'sauer', 'kömt', 'mich', 'die', 'Sprache', 'an', '!', 'ich', 'hätte', 'bald', 'gesagt', '/', 'das', 'Gesetze', 'der', 'Liebe', 'muß', 'die', 'beste', 'Wirckung', 'haben', '.']"
43,,,celinde,,,,VH,positiv,17160,CATMA_302D5BED-88EE-4EB2-89B2-CB725686021F_3,22,Emotionen der Zuneigung,positiv,17039,Liebe,"Genung / daß ich die Kammer meines Hertzens an keine andere vermieten darff / und also wil ich dennoch unverrathen seyn.
","['Genung', '/', 'daß', 'ich', 'die', 'Kammer', 'meines', 'Hertzens', 'an', 'keine', 'andere', 'vermieten', 'darff', '/', 'und', 'also', 'wil', 'ich', 'dennoch', 'unverrathen', 'seyn', '.']"
44,,,,,,,VH,negativ,17314,CATMA_A379323B-D1DF-4574-9146-801D684D16D0,19,Emotionen der Angst,negativ,17227,Angst,"Ach! ist es nun gewiß / daß uns die bösen Leute in dem Pallaste wollen todt schlagen ?
","['Ach', '!', 'ist', 'es', 'nun', 'gewiß', '/', 'daß', 'uns', 'die', 'bösen', 'Leute', 'in', 'dem', 'Pallaste', 'wollen', 'todt', 'schlagen', '?']"
45,,,,,,,VH,negativ,18255,CATMA_39B8308B-C4E9-46FE-BB54-3C12C9D841D1,36,Emotionen des Leids,negativ,18064,Leid,"or kurtzer Zeit haben wir die Warheit von einem Narren gehöret / itzt muß ein kleines Kind den Dis curs coNTiNuiren : Ach! unglückselige Zeit / da solche Per sonen über uns urtheilen müssen.
","['or', 'kurtzer', 'Zeit', 'haben', 'wir', 'die', 'Warheit', 'von', 'einem', 'Narren', 'gehöret', '/', 'itzt', 'muß', 'ein', 'kleines', 'Kind', 'den', 'Dis', 'curs', 'coNTiNuiren', ':', 'Ach', '!', 'unglückselige', 'Zeit', '/', 'da', 'solche', 'Per', 'sonen', 'über', 'uns', 'urtheilen', 'müssen', '.']"
46,,,,,,,VH,negativ,18679,CATMA_CFB0C529-67FC-4C7C-BDB8-B3CBB8ECA1E7,20,Emotionen der Angst,negativ,18546,Angst,"Allein warum bin ich so unglückselig / daß mein Hertzgeliebtester Ehe-Gemahl die Begleitung nicht in eigener Person verrichten wil ?
","['Allein', 'warum', 'bin', 'ich', 'so', 'unglückselig', '/', 'daß', 'mein', 'Hertzgeliebtester', 'Ehe-Gemahl', 'die', 'Begleitung', 'nicht', 'in', 'eigener', 'Person', 'verrichten', 'wil', '?']"
