,Unnamed: 0,Gemeinte_Source:_Experiencer,Gemeinte_Source:_Zuschreibende_Instanz,Gemeintes_Target:_Charakter,Gemeintes_Target:_Nicht-Charakter,Polarität,Sprachebene,annotator,base_polarity,end,id,length_in_tokens,main_emotion_class,polarity,start,tag_type,text,tokens
11,18,,,,,,,VH,negativ,5023.0,CATMA_AA53601C-B55D-4B92-B938-16D94A3683EA,67,Emotionen der Angst,negativ,4653.0,Angst,"Eben dieses besorge ich / das Volck werde sich ins künfftige mit solchen Versprechungen nicht abweisen lassen. Es ist wahr / wir haben unsern Leuthen zu viel nachgesehen; wir haben dem Volcke manche unnöthige Last auf dem Rücken gelassen / nun wird die Rache zugleich auf uns hereinstürmen / und so werden wir so wohl die eigene / als die fremde Schuld ertragen müssen.
","['Eben', 'dieses', 'besorge', 'ich', '/', 'das', 'Volck', 'werde', 'sich', 'ins', 'künfftige', 'mit', 'solchen', 'Versprechungen', 'nicht', 'abweisen', 'lassen', '.', 'Es', 'ist', 'wahr', '/', 'wir', 'haben', 'unsern', 'Leuthen', 'zu', 'viel', 'nachgesehen', ';', 'wir', 'haben', 'dem', 'Volcke', 'manche', 'unnöthige', 'Last', 'auf', 'dem', 'Rücken', 'gelassen', '/', 'nun', 'wird', 'die', 'Rache', 'zugleich', 'auf', 'uns', 'hereinstürmen', '/', 'und', 'so', 'werden', 'wir', 'so', 'wohl', 'die', 'eigene', '/', 'als', 'die', 'fremde', 'Schuld', 'ertragen', 'müssen', '.']"
12,19,,,,Ereignis,,,VH,negativ,5718.0,CATMA_B6E56B3F-BB96-40A2-BEDB-EAFED4CE067C,43,Emotionen der Angst,negativ,5490.0,Angst,"Ich sehe wohl / die Furcht ist eine Kranckheit / die sich so bald nicht vertreiben läst. Wir haben das neue Castell in der Nähe / ihre Liebden machen sich bereit / daß sie mit den furchtsamen Personen daselbst verwahret werden.
","['Ich', 'sehe', 'wohl', '/', 'die', 'Furcht', 'ist', 'eine', 'Kranckheit', '/', 'die', 'sich', 'so', 'bald', 'nicht', 'vertreiben', 'läst', '.', 'Wir', 'haben', 'das', 'neue', 'Castell', 'in', 'der', 'Nähe', '/', 'ihre', 'Liebden', 'machen', 'sich', 'bereit', '/', 'daß', 'sie', 'mit', 'den', 'furchtsamen', 'Personen', 'daselbst', 'verwahret', 'werden', '.']"
13,21,,,,,,,VH,negativ,7012.0,CATMA_D0561AFE-4F3E-4421-8213-B980C379B79A,62,Emotionen des Leids,negativ,6690.0,Leid,"Ach! nun muß ich etwas erfahren / dagegen ich viel zu schwach bin. Denn die Zoll- hütten stehen allenthalben in lichter Flammen / die Rechnungen werden zurissen / und wo ein Hauffen Bürger beysammen stehen / so ist dieses die Losung: GOtt gebe dem Könige in Spanien langes Leben / und das böse Regiment hole der Teuf fei.
","['Ach', '!', 'nun', 'muß', 'ich', 'etwas', 'erfahren', '/', 'dagegen', 'ich', 'viel', 'zu', 'schwach', 'bin', '.', 'Denn', 'die', 'Zoll-', 'hütten', 'stehen', 'allenthalben', 'in', 'lichter', 'Flammen', '/', 'die', 'Rechnungen', 'werden', 'zurissen', '/', 'und', 'wo', 'ein', 'Hauffen', 'Bürger', 'beysammen', 'stehen', '/', 'so', 'ist', 'dieses', 'die', 'Losung', ':', 'GOtt', 'gebe', 'dem', 'Könige', 'in', 'Spanien', 'langes', 'Leben', '/', 'und', 'das', 'böse', 'Regiment', 'hole', 'der', 'Teuf', 'fei', '.']"
14,26,,,,,,,VH,negativ,11136.0,CATMA_5A1EFDCF-5E5E-4679-99A0-38ADF1D61FC8,29,Emotionen der Angst,negativ,10965.0,Angst," der bringet den Feind erstlich in Verwunderung / hernach in einen Zweifel / endlich in eine Furcht / daß er sich der angefangenen Frevelthat nicht unbillich schämen mus.
","['der', 'bringet', 'den', 'Feind', 'erstlich', 'in', 'Verwunderung', '/', 'hernach', 'in', 'einen', 'Zweifel', '/', 'endlich', 'in', 'eine', 'Furcht', '/', 'daß', 'er', 'sich', 'der', 'angefangenen', 'Frevelthat', 'nicht', 'unbillich', 'schämen', 'mus', '.']"
15,28,,,,,,,VH,negativ,12397.0,CATMA_4ED99086-A224-44EB-AD97-4923EBA9274B,27,Emotionen der Angst,negativ,12246.0,Angst,"Wenn es in der Nacht einem furchtsamen Menschen begegnete / so würde er das Creutze vor sich schlagen; denn es siehet einen Gespenste nicht unähnlich.
","['Wenn', 'es', 'in', 'der', 'Nacht', 'einem', 'furchtsamen', 'Menschen', 'begegnete', '/', 'so', 'würde', 'er', 'das', 'Creutze', 'vor', 'sich', 'schlagen', ';', 'denn', 'es', 'siehet', 'einen', 'Gespenste', 'nicht', 'unähnlich', '.']"
16,29,,,,,,,VH,negativ,12825.0,CATMA_2F0D62B6-8187-48C4-8D40-A9803CE6956B,38,Emotionen der Ablehnung,negativ,12604.0,Ärger,"Ehrvergeßner Ertz-Bube / hastu noch Zeit solche Possen anzufangen / da es immer an Dienern gebrechen wil / welche das Einpacken beschleunigen: Weiche mir aus dem Gesichte / oder ich wil dich TRACTiren als einen Rebellen.
","['Ehrvergeßner', 'Ertz-Bube', '/', 'hastu', 'noch', 'Zeit', 'solche', 'Possen', 'anzufangen', '/', 'da', 'es', 'immer', 'an', 'Dienern', 'gebrechen', 'wil', '/', 'welche', 'das', 'Einpacken', 'beschleunigen', ':', 'Weiche', 'mir', 'aus', 'dem', 'Gesichte', '/', 'oder', 'ich', 'wil', 'dich', 'TRACTiren', 'als', 'einen', 'Rebellen', '.']"
17,30,,,,,,,VH,negativ,13146.0,CATMA_94EC2160-4C47-45A5-B9FA-0AC135554D39,34,Emotionen der Ablehnung,negativ,12968.0,Ärger,"Ein schöner Beruffs-Weg / der in den Sack hinein geht. Wir hätten die Wege besser finden wollen / wenn der Sack mit dem unnützen Fleische wäre in das Wasser ge- schicket worden.
","['Ein', 'schöner', 'Beruffs-Weg', '/', 'der', 'in', 'den', 'Sack', 'hinein', 'geht', '.', 'Wir', 'hätten', 'die', 'Wege', 'besser', 'finden', 'wollen', '/', 'wenn', 'der', 'Sack', 'mit', 'dem', 'unnützen', 'Fleische', 'wäre', 'in', 'das', 'Wasser', 'ge-', 'schicket', 'worden', '.']"
18,34,,,,,,,VH,negativ,15148.0,CATMA_38D23E2E-6C35-4C76-9EDC-DF2865E72BE6,45,Emotionen der Ablehnung,negativ,14926.0,Abscheu,"Legt euer Geld an Ketten / das ihr ins künfftige haben solt / es möchte sonst so viel Beine kriegen / als Personen in Neapolis sind. Doch wenn ich keinen Danck davon kriege / so kan ich den Sack wohl wieder aufheben.
Tiger","['Legt', 'euer', 'Geld', 'an', 'Ketten', '/', 'das', 'ihr', 'ins', 'künfftige', 'haben', 'solt', '/', 'es', 'möchte', 'sonst', 'so', 'viel', 'Beine', 'kriegen', '/', 'als', 'Personen', 'in', 'Neapolis', 'sind', '.', 'Doch', 'wenn', 'ich', 'keinen', 'Danck', 'davon', 'kriege', '/', 'so', 'kan', 'ich', 'den', 'Sack', 'wohl', 'wieder', 'aufheben', '.', 'Tiger']"
19,36,,,,,,,VH,negativ,15658.0,CATMA_4BCAE765-4E24-448A-8F1D-FDB95C0B1780,15,Emotionen des Leids,negativ,15574.0,Leid,Es ist kein Wunder / daß ich bey dem allgemeinen Unglück gleichfals unglücklich bin:,"['Es', 'ist', 'kein', 'Wunder', '/', 'daß', 'ich', 'bey', 'dem', 'allgemeinen', 'Unglück', 'gleichfals', 'unglücklich', 'bin', ':']"
20,39,,,,,,,VH,positiv,16039.0,CATMA_932F73E8-0843-49BA-B599-8D5996245C66,20,Emotionen der Freude,positiv,15928.0,Freude,"Meine Gebieterin / wer sich vor keinen Anlauff entsetzen darff / der ist auch mitten in der Gefahr glückselig.
","['Meine', 'Gebieterin', '/', 'wer', 'sich', 'vor', 'keinen', 'Anlauff', 'entsetzen', 'darff', '/', 'der', 'ist', 'auch', 'mitten', 'in', 'der', 'Gefahr', 'glückselig', '.']"
21,40,,,celinde,,,,VH,positiv,16262.0,CATMA_302D5BED-88EE-4EB2-89B2-CB725686021F_0,18,Emotionen der Zuneigung,positiv,16175.0,Liebe,"Aber unsere Vergnügung soll - - - ach! darff ich so kühne seyn die Rede fortzusetzen ?
","['Aber', 'unsere', 'Vergnügung', 'soll', '-', '-', '-', 'ach', '!', 'darff', 'ich', 'so', 'kühne', 'seyn', 'die', 'Rede', 'fortzusetzen', '?']"
22,41,,,celinde,,,,VH,positiv,16437.0,CATMA_302D5BED-88EE-4EB2-89B2-CB725686021F_1,17,Emotionen der Zuneigung,positiv,16366.0,Liebe,"Ich wil inne halten: aber / es wäre mir lieber / wenn ich reden solte.
","['Ich', 'wil', 'inne', 'halten', ':', 'aber', '/', 'es', 'wäre', 'mir', 'lieber', '/', 'wenn', 'ich', 'reden', 'solte', '.']"
23,42,,,celinde,,,,VH,positiv,16750.0,CATMA_302D5BED-88EE-4EB2-89B2-CB725686021F_2,40,Emotionen der Zuneigung,positiv,16562.0,Liebe,"Ach / ein starcker Wall kan mich wenig vergnügen / das Gesetze der - - Ach! wie sauer kömt mich die Sprache an! ich hätte bald gesagt / das Gesetze der Liebe muß die beste Wirckung haben.
","['Ach', '/', 'ein', 'starcker', 'Wall', 'kan', 'mich', 'wenig', 'vergnügen', '/', 'das', 'Gesetze', 'der', '-', '-', 'Ach', '!', 'wie', 'sauer', 'kömt', 'mich', 'die', 'Sprache', 'an', '!', 'ich', 'hätte', 'bald', 'gesagt', '/', 'das', 'Gesetze', 'der', 'Liebe', 'muß', 'die', 'beste', 'Wirckung', 'haben', '.']"
24,43,,,celinde,,,,VH,positiv,17160.0,CATMA_302D5BED-88EE-4EB2-89B2-CB725686021F_3,22,Emotionen der Zuneigung,positiv,17039.0,Liebe,"Genung / daß ich die Kammer meines Hertzens an keine andere vermieten darff / und also wil ich dennoch unverrathen seyn.
","['Genung', '/', 'daß', 'ich', 'die', 'Kammer', 'meines', 'Hertzens', 'an', 'keine', 'andere', 'vermieten', 'darff', '/', 'und', 'also', 'wil', 'ich', 'dennoch', 'unverrathen', 'seyn', '.']"
25,44,,,,,,,VH,negativ,17314.0,CATMA_A379323B-D1DF-4574-9146-801D684D16D0,19,Emotionen der Angst,negativ,17227.0,Angst,"Ach! ist es nun gewiß / daß uns die bösen Leute in dem Pallaste wollen todt schlagen ?
","['Ach', '!', 'ist', 'es', 'nun', 'gewiß', '/', 'daß', 'uns', 'die', 'bösen', 'Leute', 'in', 'dem', 'Pallaste', 'wollen', 'todt', 'schlagen', '?']"
26,45,,,,,,,VH,negativ,18255.0,CATMA_39B8308B-C4E9-46FE-BB54-3C12C9D841D1,36,Emotionen des Leids,negativ,18064.0,Leid,"or kurtzer Zeit haben wir die Warheit von einem Narren gehöret / itzt muß ein kleines Kind den Dis curs coNTiNuiren : Ach! unglückselige Zeit / da solche Per sonen über uns urtheilen müssen.
","['or', 'kurtzer', 'Zeit', 'haben', 'wir', 'die', 'Warheit', 'von', 'einem', 'Narren', 'gehöret', '/', 'itzt', 'muß', 'ein', 'kleines', 'Kind', 'den', 'Dis', 'curs', 'coNTiNuiren', ':', 'Ach', '!', 'unglückselige', 'Zeit', '/', 'da', 'solche', 'Per', 'sonen', 'über', 'uns', 'urtheilen', 'müssen', '.']"
27,48,,,,,,,VH,positiv,19201.0,CATMA_A002CAAA-9D98-444A-95BA-A19B880A89B5,39,Emotionen der Zuneigung,positiv,19001.0,Liebe,"So wil ich auch dem Gesetze der Liebe folgen / daß ist / ich wil auch in dem Pallaste bleiben / und wil das Glücke oder das Unglücke erwarten / welches über die Helffte meines Hertzens verhangen ist.
","['So', 'wil', 'ich', 'auch', 'dem', 'Gesetze', 'der', 'Liebe', 'folgen', '/', 'daß', 'ist', '/', 'ich', 'wil', 'auch', 'in', 'dem', 'Pallaste', 'bleiben', '/', 'und', 'wil', 'das', 'Glücke', 'oder', 'das', 'Unglücke', 'erwarten', '/', 'welches', 'über', 'die', 'Helffte', 'meines', 'Hertzens', 'verhangen', 'ist', '.']"
28,50,,,,,,,VH,negativ,19560.0,CATMA_6A6BAAD9-E807-4064-A68C-ECAC0AF79925,17,Emotionen der Ablehnung,negativ,19449.0,Ärger,"Die Zeit ist köstlich / durch dieses Bitten wird mir die Gelegenheit zu nöthigern Verrichtungen abgeschnitten.
","['Die', 'Zeit', 'ist', 'köstlich', '/', 'durch', 'dieses', 'Bitten', 'wird', 'mir', 'die', 'Gelegenheit', 'zu', 'nöthigern', 'Verrichtungen', 'abgeschnitten', '.']"
29,54,allegro,,,,,,VH,negativ,22224.0,CATMA_C2A15B17-FC62-4615-8B33-A5EF9D8EA6C8,27,Emotionen der Ablehnung,negativ,22086.0,Abscheu,"Nun hat das Volck auch einmahl die Ehre / daß sich der Vice-Roy an ein Fenster fodern läst: sonst waren die AuDiENtzen nicht so wohlfeil.
","['Nun', 'hat', 'das', 'Volck', 'auch', 'einmahl', 'die', 'Ehre', '/', 'daß', 'sich', 'der', 'Vice-Roy', 'an', 'ein', 'Fenster', 'fodern', 'läst', ':', 'sonst', 'waren', 'die', 'AuDiENtzen', 'nicht', 'so', 'wohlfeil', '.']"
30,55,ferrante,,,,,,VH,positiv,25528.0,CATMA_F25FD307-068A-4BD4-A774-0D7592DC8F0B,9,Emotionen der Freude,positiv,25462.0,Freude,"Hat gleichwohl ihre ExcELLENtz mit dero Autorität durchgedrungen?
","['Hat', 'gleichwohl', 'ihre', 'ExcELLENtz', 'mit', 'dero', 'Autorität', 'durchgedrungen', '?']"
31,56,,,roderigo,,,,VH,negativ,26257.0,CATMA_2EDF56A5-8ADD-44A3-9382-2AF7C5F3639C,5,Emotionen der Angst,negativ,26222.0,Angst,Das Volck ist gleichwohl furchtsam ,"['Das', 'Volck', 'ist', 'gleichwohl', 'furchtsam']"
32,57,,,,,,,VH,negativ,26878.0,CATMA_787386D3-D5C7-4D8B-9BA6-87BB1E73240D,19,Emotionen der Angst,negativ,26781.0,Angst,"Nur dieses werden wir in acht nehmen müssen / daß wir dem Land-Frieden nicht gar zu sehr trauen.
","['Nur', 'dieses', 'werden', 'wir', 'in', 'acht', 'nehmen', 'müssen', '/', 'daß', 'wir', 'dem', 'Land-Frieden', 'nicht', 'gar', 'zu', 'sehr', 'trauen', '.']"
33,62,,,,,,,VH,negativ,28004.0,CATMA_19F7824E-A237-4825-90F4-D9F76666513B,9,Emotionen der Angst,negativ,27960.0,Angst,"Mich dünckt / ich höre schon das Geräusche.
","['Mich', 'dünckt', '/', 'ich', 'höre', 'schon', 'das', 'Geräusche', '.']"
34,65,,,ferrante,,,,VH,negativ,28647.0,CATMA_46EC6ABE-D7F0-46C0-9F04-7BEB0565CFAE,14,Emotionen der Ablehnung,negativ,28576.0,Ärger,"Wie soll sich ein Sclave rühmen / daß er den Vice-Roy vertrieben hat ?
","['Wie', 'soll', 'sich', 'ein', 'Sclave', 'rühmen', '/', 'daß', 'er', 'den', 'Vice-Roy', 'vertrieben', 'hat', '?']"
35,68,,,,,,,VH,negativ,29829.0,CATMA_9E6832C0-D0DD-405D-A6D3-737DC02C17CA,42,Emotionen der Ablehnung,negativ,29596.0,Abscheu,"Wo wir keinen Vice-Roy haben / da ist uns auch kein Pallast von nöthen: man reisse den Plunder über den Hauffen: aus diesem verdamten Hause sind doch die meisten Bubenstücke / als aus einem schädlichen Wespen- Neste heraus geflogen.
","['Wo', 'wir', 'keinen', 'Vice-Roy', 'haben', '/', 'da', 'ist', 'uns', 'auch', 'kein', 'Pallast', 'von', 'nöthen', ':', 'man', 'reisse', 'den', 'Plunder', 'über', 'den', 'Hauffen', ':', 'aus', 'diesem', 'verdamten', 'Hause', 'sind', 'doch', 'die', 'meisten', 'Bubenstücke', '/', 'als', 'aus', 'einem', 'schädlichen', 'Wespen-', 'Neste', 'heraus', 'geflogen', '.']"
36,69,,,,,,,VH,negativ,29983.0,CATMA_3568B504-618D-476B-9EB9-F77068F78BC5,23,Emotionen der Ablehnung,negativ,29839.0,Abscheu,"Ich helfle mit zugreiffen. Der Stadt Neapolis wird doch niemahls besser geholffen / als wenn die Wohnungen dieser Mord-Geister zustöret werden.
","['Ich', 'helfle', 'mit', 'zugreiffen', '.', 'Der', 'Stadt', 'Neapolis', 'wird', 'doch', 'niemahls', 'besser', 'geholffen', '/', 'als', 'wenn', 'die', 'Wohnungen', 'dieser', 'Mord-Geister', 'zustöret', 'werden', '.']"
37,70,formaggio,,,,,,VH,negativ,30399.0,CATMA_7DED6049-2E2D-481F-BDD8-889D47E01D27,17,Emotionen der Ablehnung,negativ,30312.0,Abscheu,"Greifft zu / ihr Brüder / durchsuchet alle Gemächer / ein Schelm der etwas gantz läst.
","['Greifft', 'zu', '/', 'ihr', 'Brüder', '/', 'durchsuchet', 'alle', 'Gemächer', '/', 'ein', 'Schelm', 'der', 'etwas', 'gantz', 'läst', '.']"
38,71,bravo,,,,,,VH,negativ,30482.0,CATMA_85A9EE5E-8FDD-496A-B22F-DEFE45C107F7,15,Emotionen der Ablehnung,negativ,30407.0,Abscheu,"Ein Schelm / der nicht alles auf den Platz vor den Pallast hinaus schlept.
","['Ein', 'Schelm', '/', 'der', 'nicht', 'alles', 'auf', 'den', 'Platz', 'vor', 'den', 'Pallast', 'hinaus', 'schlept', '.']"
39,73,peronne,,,,,,VH,positiv,30634.0,CATMA_3FAACB11-7D4B-4BE2-AAAE-F7F3E91F5FE0,17,Emotionen der Freude,positiv,30556.0,Freude,"Auf ihr Brüder / wer das beste thut / soll den besten Lohn zu gewarten haben.
","['Auf', 'ihr', 'Brüder', '/', 'wer', 'das', 'beste', 'thut', '/', 'soll', 'den', 'besten', 'Lohn', 'zu', 'gewarten', 'haben', '.']"
40,82,piccone,,,,,,VH,positiv,34573.0,CATMA_D9B98844-91B7-41FF-934F-5B3FEDEA5D42_1,32,Emotionen der Freude,positiv,34386.0,Schadenfreude,"Und der Crystalline Spiegel / darin er sein unbarmherziges Gesichte offtmahls besehen hat / der ist um so weit gebessert / daß er sich in einem Blicke tausendmahl wird bespiegeln können.
","['Und', 'der', 'Crystalline', 'Spiegel', '/', 'darin', 'er', 'sein', 'unbarmherziges', 'Gesichte', 'offtmahls', 'besehen', 'hat', '/', 'der', 'ist', 'um', 'so', 'weit', 'gebessert', '/', 'daß', 'er', 'sich', 'in', 'einem', 'Blicke', 'tausendmahl', 'wird', 'bespiegeln', 'können', '.']"
41,83,piccone,,,,,,VH,positiv,34844.0,CATMA_D9B98844-91B7-41FF-934F-5B3FEDEA5D42_2,19,Emotionen der Freude,positiv,34719.0,Schadenfreude,"Wie stoben die köstlichen Polster und wie sollen die ungerechten Flocken in der freyen NEAPolitanischen Lufft herum fliegen.
","['Wie', 'stoben', 'die', 'köstlichen', 'Polster', 'und', 'wie', 'sollen', 'die', 'ungerechten', 'Flocken', 'in', 'der', 'freyen', 'NEAPolitanischen', 'Lufft', 'herum', 'fliegen', '.']"
42,84,piccone,,,,,,VH,positiv,35046.0,CATMA_D9B98844-91B7-41FF-934F-5B3FEDEA5D42_3,19,Emotionen der Freude,positiv,34948.0,Schadenfreude,"Faß an / das Feuer auff dem Platz ist fertig / dieser Sack soll eine ansehnliche Stelle bekommen.
","['Faß', 'an', '/', 'das', 'Feuer', 'auff', 'dem', 'Platz', 'ist', 'fertig', '/', 'dieser', 'Sack', 'soll', 'eine', 'ansehnliche', 'Stelle', 'bekommen', '.']"
43,85,,,,,,,VH,positiv,34376.0,CATMA_819D0A2E-E8C5-4C1D-A510-158831435288_0,38,Emotionen der Freude,positiv,34167.0,Schadenfreude,"Ich hätte nimmermehr gedacht / daß der harte Marmorstein in so viel stücke zerspringen solte: doch der rundte Tisch darüber der Vice-Roy unser Blut oftmahls in sich gesoffen hat / der gab mir eine gute Probe.
","['Ich', 'hätte', 'nimmermehr', 'gedacht', '/', 'daß', 'der', 'harte', 'Marmorstein', 'in', 'so', 'viel', 'stücke', 'zerspringen', 'solte', ':', 'doch', 'der', 'rundte', 'Tisch', 'darüber', 'der', 'Vice-Roy', 'unser', 'Blut', 'oftmahls', 'in', 'sich', 'gesoffen', 'hat', '/', 'der', 'gab', 'mir', 'eine', 'gute', 'Probe', '.']"
44,86,,,,,,,VH,positiv,34709.0,CATMA_819D0A2E-E8C5-4C1D-A510-158831435288_1,20,Emotionen der Freude,positiv,34585.0,Schadenfreude,"Wie hab ich die kostbaren Teppiche zerstümmeln helffen / damit sie ins künfftige so viel Bubenstücke nicht bedecken sollen.
","['Wie', 'hab', 'ich', 'die', 'kostbaren', 'Teppiche', 'zerstümmeln', 'helffen', '/', 'damit', 'sie', 'ins', 'künfftige', 'so', 'viel', 'Bubenstücke', 'nicht', 'bedecken', 'sollen', '.']"
45,87,,,,,,,VH,positiv,34938.0,CATMA_819D0A2E-E8C5-4C1D-A510-158831435288_2,15,Emotionen der Freude,positiv,34856.0,Schadenfreude,"Doch was liegt hier vor ein Karnier-Sack ? wir Werdens auch zu Contraband machen.
","['Doch', 'was', 'liegt', 'hier', 'vor', 'ein', 'Karnier-Sack', '?', 'wir', 'Werdens', 'auch', 'zu', 'Contraband', 'machen', '.']"
46,89,roderigo,,,,,,VH,negativ,37256.0,CATMA_887536BA-FC4E-4498-BE0B-1353BFC8E7FE,13,Emotionen der Ablehnung,negativ,37182.0,Ärger,"Ist dieses der Respect welchen ihr dem Könige in Hispanien schuldig seid?
","['Ist', 'dieses', 'der', 'Respect', 'welchen', 'ihr', 'dem', 'Könige', 'in', 'Hispanien', 'schuldig', 'seid', '?']"
47,90,,,,,,,VH,negativ,37416.0,CATMA_F7FEE7EE-D396-4CD7-88E1-9EE8F8E555FA,10,Emotionen der Ablehnung,negativ,37353.0,Ärger,"Auf diese masse wird einem Königlichen Minister Gewalt gethan.
","['Auf', 'diese', 'masse', 'wird', 'einem', 'Königlichen', 'Minister', 'Gewalt', 'gethan', '.']"
48,91,,,,,,,VH,negativ,38695.0,CATMA_E59616B6-CDBA-4839-BECC-72370D7955AD,12,Emotionen der Ablehnung,negativ,38615.0,Ärger,"Unglückseelige Herrschafft / da ein ScLAve über Standes Personen gebieten soll.
","['Unglückseelige', 'Herrschafft', '/', 'da', 'ein', 'ScLAve', 'über', 'Standes', 'Personen', 'gebieten', 'soll', '.']"
