,Unnamed: 0,Gemeinte_Source:_Experiencer,Gemeinte_Source:_Zuschreibende_Instanz,Gemeintes_Target:_Charakter,Gemeintes_Target:_Nicht-Charakter,Polarität,Sprachebene,annotator,base_polarity,end,id,length_in_tokens,main_emotion_class,polarity,start,tag_type,text,tokens
16,31,,,,,,,ER,negativ,7382.0,CATMA_1A31BC3E-1DCE-4127-8C9F-BC90755FED0D,6,Emotionen der Ablehnung,negativ,7360.0,Abscheu,"Vor mir, du MaulEsel?
","['Vor', 'mir', ',', 'du', 'MaulEsel', '?']"
17,32,golo,,,,,,ER,negativ,7415.0,CATMA_4FEDE1FF-B8DA-44DE-8CEE-40C29D78B9F7,6,Emotionen der Ablehnung,negativ,7389.0,Abscheu,"Vor dir du unbendige Kuh.
","['Vor', 'dir', 'du', 'unbendige', 'Kuh', '.']"
18,33,dirce,,,,,,ER,negativ,7577.0,CATMA_6E313EEA-702A-4260-909F-1FEAC24CC05E,13,Emotionen der Ablehnung,negativ,7497.0,Abscheu,"Du unmannierlicher und ungetreuer Mensch, gehestu also mit den Frauenzimmer um?
","['Du', 'unmannierlicher', 'und', 'ungetreuer', 'Mensch', ',', 'gehestu', 'also', 'mit', 'den', 'Frauenzimmer', 'um', '?']"
19,34,,,dirce,,,,ER,positiv,7607.0,CATMA_BE52B984-4EB7-4C28-9819-0E5E909D50BC,5,Emotionen der Freude,positiv,7584.0,Schadenfreude,Ich muß warlich lachen.,"['Ich', 'muß', 'warlich', 'lachen', '.']"
20,35,dirce,,,,,,ER,negativ,7721.0,CATMA_9B52DEAA-0A60-4FB9-89C8-A7D638219BA7,21,Emotionen der Ablehnung,negativ,7616.0,Abscheu,"Es wird dir dieß Gesichte, als ein erzürnter Himmel der Rießen, schon mit seinen blitz zu treffen wißen.
","['Es', 'wird', 'dir', 'dieß', 'Gesichte', ',', 'als', 'ein', 'erzürnter', 'Himmel', 'der', 'Rießen', ',', 'schon', 'mit', 'seinen', 'blitz', 'zu', 'treffen', 'wißen', '.']"
21,36,golo,,,,,,ER,negativ,7882.0,CATMA_588C0987-6F03-48AD-A91C-523574CAFC4F,28,Emotionen der Ablehnung,negativ,7728.0,Abscheu,"Schweig, du buckelichte, lenden lahme, unsinnige und ungestüme Narrin, du altes abgetragenes Halß Gehenck, gehe durch die hinter Thüre nach der Gällerey.
","['Schweig', ',', 'du', 'buckelichte', ',', 'lenden', 'lahme', ',', 'unsinnige', 'und', 'ungestüme', 'Narrin', ',', 'du', 'altes', 'abgetragenes', 'Halß', 'Gehenck', ',', 'gehe', 'durch', 'die', 'hinter', 'Thüre', 'nach', 'der', 'Gällerey', '.']"
22,37,,,,,,,ER,negativ,7979.0,CATMA_B5744B1D-65FD-481B-94CD-82FE6D682418_0,18,Emotionen der Ablehnung,negativ,7890.0,Abscheu,"Wann mans beÿm lichte besiehet, so gehöre ich auf die Gallerÿen und du auf die Galleere.
","['Wann', 'mans', 'beÿm', 'lichte', 'besiehet', ',', 'so', 'gehöre', 'ich', 'auf', 'die', 'Gallerÿen', 'und', 'du', 'auf', 'die', 'Galleere', '.']"
23,38,,,,,,,ER,negativ,8051.0,CATMA_B5744B1D-65FD-481B-94CD-82FE6D682418_1,5,Emotionen der Ablehnung,negativ,8024.0,Abscheu,"Du unhöfflicher Hoff Narr.
","['Du', 'unhöfflicher', 'Hoff', 'Narr', '.']"
24,39,,,,,,,ER,negativ,8100.0,CATMA_B5744B1D-65FD-481B-94CD-82FE6D682418_2,3,Emotionen der Ablehnung,negativ,8082.0,Abscheu,"Du verächtlicher.
","['Du', 'verächtlicher', '.']"
25,40,,,,,,,ER,negativ,8141.0,CATMA_B5744B1D-65FD-481B-94CD-82FE6D682418_3,3,Emotionen der Ablehnung,negativ,8128.0,Abscheu,"Du bößwicht.
","['Du', 'bößwicht', '.']"
26,41,,,,,,,ER,negativ,8182.0,CATMA_B5744B1D-65FD-481B-94CD-82FE6D682418_4,3,Emotionen der Ablehnung,negativ,8169.0,Abscheu,"Du Ehrloser.
","['Du', 'Ehrloser', '.']"
27,42,,,,,,,ER,negativ,8230.0,CATMA_B5744B1D-65FD-481B-94CD-82FE6D682418_5,3,Emotionen der Ablehnung,negativ,8215.0,Abscheu,"Du Aufsticher.
","['Du', 'Aufsticher', '.']"
28,43,,,,,,,ER,negativ,8297.0,CATMA_B5744B1D-65FD-481B-94CD-82FE6D682418_6,5,Emotionen der Ablehnung,negativ,8277.0,Abscheu,"Und ich den Prügel.
","['Und', 'ich', 'den', 'Prügel', '.']"
29,44,,,,,,,ER,negativ,8015.0,CATMA_B6FD2CDD-E909-4CA5-90D4-BFC0DA3C1256_0,5,Emotionen der Ablehnung,negativ,7986.0,Abscheu,Du vermaledeÿtes Schind Vieh.,"['Du', 'vermaledeÿtes', 'Schind', 'Vieh', '.']"
30,45,,,,,,,ER,negativ,8074.0,CATMA_B6FD2CDD-E909-4CA5-90D4-BFC0DA3C1256_1,3,Emotionen der Ablehnung,negativ,8058.0,Abscheu,"Du liederliche.
","['Du', 'liederliche', '.']"
31,46,,,,,,,ER,negativ,8120.0,CATMA_B6FD2CDD-E909-4CA5-90D4-BFC0DA3C1256_2,3,Emotionen der Ablehnung,negativ,8107.0,Abscheu,"Du trutzige.
","['Du', 'trutzige', '.']"
32,47,,,,,,,ER,negativ,8161.0,CATMA_B6FD2CDD-E909-4CA5-90D4-BFC0DA3C1256_3,3,Emotionen der Ablehnung,negativ,8148.0,Abscheu,"Du heÿlloße.
","['Du', 'heÿlloße', '.']"
33,48,,,,,,,ER,negativ,8207.0,CATMA_B6FD2CDD-E909-4CA5-90D4-BFC0DA3C1256_4,3,Emotionen der Ablehnung,negativ,8189.0,Abscheu,"Du Nichtswürdige.
","['Du', 'Nichtswürdige', '.']"
34,49,,,,,,,ER,negativ,8269.0,CATMA_B6FD2CDD-E909-4CA5-90D4-BFC0DA3C1256_5,6,Emotionen der Ablehnung,negativ,8238.0,Abscheu,"ch werde die Hände gebrauchen.
","['ch', 'werde', 'die', 'Hände', 'gebrauchen', '.']"
35,52,golo,,,,,,ER,positiv,8710.0,CATMA_7CDA21EA-95A8-40B4-9811-11A6E7545F6B,3,Emotionen der Zuneigung,positiv,8691.0,Verehrung,"Gnädigster Herr...
","['Gnädigster', 'Herr', '...']"
36,53,orontes,,golo,,,,ER,negativ,8729.0,CATMA_82E4CB0F-45D7-41EA-98C7-785537CF24C4,2,Emotionen der Ablehnung,negativ,8720.0,Ärger,"Schweig.
","['Schweig', '.']"
37,54,dirce,,,,,,ER,negativ,8752.0,CATMA_586CD95D-E6FF-463E-A7BD-CFF50A3CA5D2,3,Emotionen der Ablehnung,negativ,8737.0,Abscheu,"Dieser Kerl...
","['Dieser', 'Kerl', '...']"
38,55,orontes,,"['dirce', 'golo']",,,,ER,negativ,8772.0,CATMA_0F56231E-DDDB-4F93-8ECB-99CF0CE7EE8D,2,Emotionen der Ablehnung,negativ,8762.0,Ärger,"Schweiget,","['Schweiget', ',']"
39,57,,,orontes,,,,ER,positiv,9065.0,CATMA_C94C23EB-3532-4481-BE06-C1144C20EC5A,3,Emotionen der Zuneigung,positiv,9049.0,Verehrung,"Ich gehorsamme.
","['Ich', 'gehorsamme', '.']"
40,60,,,,,,,ER,negativ,10286.0,CATMA_CFCD871C-EAD7-4F65-908D-B916A274BCE7,48,Emotionen des Leids,negativ,10012.0,Leid,"mich düncket, daß ihr durch euer heimliches Anliegen aus dieser königlichen Burg, ein Trauer Theatrum vor eure Schmertzen machen wollet! Saget mir Orontes, was thut ihr? Ist euch vieleicht beschwehrlich, daß ihr durch einen heÿligen Knopf euch mit Arsinoë verbinden sollet? ","['mich', 'düncket', ',', 'daß', 'ihr', 'durch', 'euer', 'heimliches', 'Anliegen', 'aus', 'dieser', 'königlichen', 'Burg', ',', 'ein', 'Trauer', 'Theatrum', 'vor', 'eure', 'Schmertzen', 'machen', 'wollet', '!', 'Saget', 'mir', 'Orontes', ',', 'was', 'thut', 'ihr', '?', 'Ist', 'euch', 'vieleicht', 'beschwehrlich', ',', 'daß', 'ihr', 'durch', 'einen', 'heÿligen', 'Knopf', 'euch', 'mit', 'Arsinoë', 'verbinden', 'sollet', '?']"
41,61,artaxerxes,,,,,,ER,positiv,10397.0,CATMA_F8CCE0C1-8391-46B1-BBE6-FC16EBD861F4,21,Emotionen der Zuneigung,positiv,10286.0,Verehrung,"Mit Arsinoë, welche so schön ist als eine Göttin, die euch allein vom Himmel und ihren Vater versprochen worden","['Mit', 'Arsinoë', ',', 'welche', 'so', 'schön', 'ist', 'als', 'eine', 'Göttin', ',', 'die', 'euch', 'allein', 'vom', 'Himmel', 'und', 'ihren', 'Vater', 'versprochen', 'worden']"
42,62,,,,,,,ER,positiv,10922.0,CATMA_491225AA-937A-4C85-A8CC-F3856B870960,100,Emotionen der Freude,positiv,10399.0,Freude,"er übergiebt sie euch zu eigen, und mit ihr zu einer Morgen Gabe, die gewaltige Stadt und Landschafft Nicea. Die Persianische Crone halt sich an euch, glaubet mir sicherlich, wenn ihr es nicht selber wißet, daß es so gar leicht nicht seÿ, zu einer solchen Regierung eine rechtschaffene Gemahlin zu bekommen, und eine solche erwünschte Heÿrath zu treffen. Vieleicht verstehet ihr noch nicht, wie viel hieran gelegen ist, das Reich  erwartet es, die Zeit erfordert es, die Vernunfft befiehlet es, und der Himmel will es haben","['er', 'übergiebt', 'sie', 'euch', 'zu', 'eigen', ',', 'und', 'mit', 'ihr', 'zu', 'einer', 'Morgen', 'Gabe', ',', 'die', 'gewaltige', 'Stadt', 'und', 'Landschafft', 'Nicea', '.', 'Die', 'Persianische', 'Crone', 'halt', 'sich', 'an', 'euch', ',', 'glaubet', 'mir', 'sicherlich', ',', 'wenn', 'ihr', 'es', 'nicht', 'selber', 'wißet', ',', 'daß', 'es', 'so', 'gar', 'leicht', 'nicht', 'seÿ', ',', 'zu', 'einer', 'solchen', 'Regierung', 'eine', 'rechtschaffene', 'Gemahlin', 'zu', 'bekommen', ',', 'und', 'eine', 'solche', 'erwünschte', 'Heÿrath', 'zu', 'treffen', '.', 'Vieleicht', 'verstehet', 'ihr', 'noch', 'nicht', ',', 'wie', 'viel', 'hieran', 'gelegen', 'ist', ',', 'das', 'Reich', 'erwartet', 'es', ',', 'die', 'Zeit', 'erfordert', 'es', ',', 'die', 'Vernunfft', 'befiehlet', 'es', ',', 'und', 'der', 'Himmel', 'will', 'es', 'haben']"
43,63,,artaxerxes,,,,,ER,negativ,11196.0,CATMA_5FFF9028-8A33-451E-992D-EFBF025A71FB,41,Emotionen des Leids,negativ,10924.0,Leid,"Laßet diese betrübte Gedancken fahren Orontes, warumb wollet ihr eure Tugend mit solcher schwehren Traurigkeit plagen? Gebrauchet Großmüthiger Vetter eure durchdringende Vernunfft, und erleuchteten Verstandt, machet eures Kummers ein Ende, und der Regierung einen Anfang.
","['Laßet', 'diese', 'betrübte', 'Gedancken', 'fahren', 'Orontes', ',', 'warumb', 'wollet', 'ihr', 'eure', 'Tugend', 'mit', 'solcher', 'schwehren', 'Traurigkeit', 'plagen', '?', 'Gebrauchet', 'Großmüthiger', 'Vetter', 'eure', 'durchdringende', 'Vernunfft', ',', 'und', 'erleuchteten', 'Verstandt', ',', 'machet', 'eures', 'Kummers', 'ein', 'Ende', ',', 'und', 'der', 'Regierung', 'einen', 'Anfang', '.']"
44,70,orontes,,,,,,ER,negativ,12704.0,CATMA_F43EE7DE-329F-497B-8DE4-85C54711873C,9,Emotionen der Angst,negativ,12674.0,Verzweiflung,"Ach Doris, Doris, wo bist du?
","['Ach', 'Doris', ',', 'Doris', ',', 'wo', 'bist', 'du', '?']"
45,72,arsetes,,doris,,,,ER,negativ,12772.0,CATMA_4C235739-FA1F-481F-99A5-D9CD88E62A08,4,Emotionen der Ablehnung,negativ,12757.0,Ärger,"Eÿ, schweiget.
","['Eÿ', ',', 'schweiget', '.']"
46,73,,,,,,,ER,negativ,12934.0,CATMA_FDD95434-8DD9-42EC-B9A8-C5C45ECD9897,12,Emotionen der Angst,negativ,12879.0,Verzweiflung,"Wenn ich sie finden thäte, wie gerne wolt ich sterben.
","['Wenn', 'ich', 'sie', 'finden', 'thäte', ',', 'wie', 'gerne', 'wolt', 'ich', 'sterben', '.']"
47,79,orontes,,doris,,,,ER,positiv,13462.0,CATMA_37E7A706-EC43-4198-9D0A-E5299D6B3E1C,6,Emotionen der Zuneigung,positiv,13431.0,Liebe,"und seh ihr schönes Angesicht.
","['und', 'seh', 'ihr', 'schönes', 'Angesicht', '.']"
48,81,,,,,,,ER,negativ,13779.0,CATMA_9D92A6BD-6334-4C16-8E96-7D3CD2BD6633,9,Emotionen der Angst,negativ,13740.0,Verzweiflung,"ch bin leÿder kranck, mehr als zuviel.
","['ch', 'bin', 'leÿder', 'kranck', ',', 'mehr', 'als', 'zuviel', '.']"
49,82,,,,,,,ER,negativ,14035.0,CATMA_A467BA44-41D1-4B01-81F1-A4D98104780A,9,Emotionen der Angst,negativ,14002.0,Verzweiflung,"O ihr Götter, ich bin außer mir!
","['O', 'ihr', 'Götter', ',', 'ich', 'bin', 'außer', 'mir', '!']"
50,83,,,,,,,ER,negativ,14109.0,CATMA_022A09F1-6605-4C81-9CEA-A9332AA04C3D,6,Emotionen der Angst,negativ,14088.0,Verzweiflung,"Ach! ich kan nicht.

","['Ach', '!', 'ich', 'kan', 'nicht', '.']"
51,84,,,,,,,ER,negativ,14183.0,CATMA_D309502D-9276-42FE-A4CA-8D37F93A0647,6,Emotionen der Angst,negativ,14149.0,Verzweiflung,"Die Könige sind auch gebrechlich.
","['Die', 'Könige', 'sind', 'auch', 'gebrechlich', '.']"
52,85,,,,,,,ER,negativ,14294.0,CATMA_CCFDADB5-3929-4865-9A0B-1798761B98AE,6,Emotionen der Angst,negativ,14266.0,Verzweiflung,"Wer soll mir Rath schaffen?
","['Wer', 'soll', 'mir', 'Rath', 'schaffen', '?']"
53,86,orontes,,,,,,ER,negativ,14343.0,CATMA_55F6FE1F-9369-4FFE-A921-12D250894D35,3,Emotionen der Angst,negativ,14332.0,Verzweiflung,"Wann aber!
","['Wann', 'aber', '!']"
54,87,,,,,,,ER,negativ,14459.0,CATMA_20B494A5-24C9-47F2-8301-731BCCECB822,4,Emotionen der Angst,negativ,14443.0,Verzweiflung,"ch muß sterben.
","['ch', 'muß', 'sterben', '.']"
55,88,,,,,,,ER,Emotionale Bewegtheit,14597.0,CATMA_52EF0393-9106-4EC4-85CB-CD0EE5C63584,17,Emotionale Bewegtheit,Emotionale Bewegtheit,14500.0,Emotionale Bewegtheit,"Die Gemüths Bewegungen streiten in mir; aber ich befinde noch nicht welcher Theil obsiegen wird.
","['Die', 'Gemüths', 'Bewegungen', 'streiten', 'in', 'mir', ';', 'aber', 'ich', 'befinde', 'noch', 'nicht', 'welcher', 'Theil', 'obsiegen', 'wird', '.']"
56,90,orontes,,,,,,ER,negativ,15002.0,CATMA_DD9B8D52-775A-4C72-B05E-F659636E32BC,9,Emotionen der Angst,negativ,14974.0,Verzweiflung,"Ach! Doris, Doris, wo bistu?","['Ach', '!', 'Doris', ',', 'Doris', ',', 'wo', 'bistu', '?']"
