,Unnamed: 0,Gemeinte_Source:_Experiencer,Gemeinte_Source:_Zuschreibende_Instanz,Gemeintes_Target:_Charakter,Gemeintes_Target:_Nicht-Charakter,Polarität,annotator,base_polarity,end,id,length_in_tokens,main_emotion_class,polarity,start,tag_type,text,tokens
22,50,,,,,,CE,negativ,17441.0,CATMA_68306CE8-4B87-453A-A7EC-F1DCA5480D9B,77,Emotionen der Angst,negativ,16948.0,Angst,"Doch ich zittere, wenn ich bedenke, was
              für eine furchtbare Hinderniß meiner Absichten ich heute erblickt habe. Granvillen, –
              einst seinen besten Freund. Nun wird deine Verwunderung über meine Bestürzung
              aufhören. Dieser kömmt gewiß ihn zu retten. Was meine Furcht vergrößert, ist daß, wie
              man mir gemeldet, seine Schwester ihn begleitet, beide diese Nacht hier angekommen,
              und den untern Theil dieses Hauses bezogen haben.","['Doch', 'ich', 'zittere', ',', 'wenn', 'ich', 'bedenke', ',', 'was', 'für', 'eine', 'furchtbare', 'Hinderniß', 'meiner', 'Absichten', 'ich', 'heute', 'erblickt', 'habe', '.', 'Granvillen', ',', '–', 'einst', 'seinen', 'besten', 'Freund', '.', 'Nun', 'wird', 'deine', 'Verwunderung', 'über', 'meine', 'Bestürzung', 'aufhören', '.', 'Dieser', 'kömmt', 'gewiß', 'ihn', 'zu', 'retten', '.', 'Was', 'meine', 'Furcht', 'vergrößert', ',', 'ist', 'daß', ',', 'wie', 'man', 'mir', 'gemeldet', ',', 'seine', 'Schwester', 'ihn', 'begleitet', ',', 'beide', 'diese', 'Nacht', 'hier', 'angekommen', ',', 'und', 'den', 'untern', 'Theil', 'dieses', 'Hauses', 'bezogen', 'haben', '.']"
23,51,,,,,,CE,negativ,18217.0,CATMA_B01F238D-2ACD-4F69-8B74-DBF545195352,78,Emotionen der Ablehnung,negativ,17721.0,Abscheu,"Klerdon triumphire noch nicht!
              Himmel und Erden sollen ihn dafür nicht schützen können. Eher will ich seinen Freund,
              seine Geliebte – – Umsonst sind sie zu seiner Rettung gekommen; – – sie mögen für sich
              selbst zittern! meine Rache soll sie gemeinschaftlich ergreifen! ihr
              gemeinschaftliches Verderben soll meinen Triumph erhöhen! – Ja, Widston, ich werde ein
              Mittel finden, sie alle dreye, einen durch den andern aufzuopfern.","['Klerdon', 'triumphire', 'noch', 'nicht', '!', 'Himmel', 'und', 'Erden', 'sollen', 'ihn', 'dafür', 'nicht', 'schützen', 'können', '.', 'Eher', 'will', 'ich', 'seinen', 'Freund', ',', 'seine', 'Geliebte', '–', '–', 'Umsonst', 'sind', 'sie', 'zu', 'seiner', 'Rettung', 'gekommen', ';', '–', '–', 'sie', 'mögen', 'für', 'sich', 'selbst', 'zittern', '!', 'meine', 'Rache', 'soll', 'sie', 'gemeinschaftlich', 'ergreifen', '!', 'ihr', 'gemeinschaftliches', 'Verderben', 'soll', 'meinen', 'Triumph', 'erhöhen', '!', '–', 'Ja', ',', 'Widston', ',', 'ich', 'werde', 'ein', 'Mittel', 'finden', ',', 'sie', 'alle', 'dreye', ',', 'einen', 'durch', 'den', 'andern', 'aufzuopfern', '.']"
24,53,henley,widston,,,,CE,positiv,18286.0,CATMA_77BDE2FA-9187-45C2-A4B3-7E848A6B39C4,9,Emotionen der Zuneigung,positiv,18228.0,Liebe,Wird nicht Ihre Liebe zum mindsten Miß Granville ausnehmen,"['Wird', 'nicht', 'Ihre', 'Liebe', 'zum', 'mindsten', 'Miß', 'Granville', 'ausnehmen']"
25,54,,,,,,CE,positiv,18449.0,CATMA_DEBF18E4-21AF-4A2C-95FC-71B9E0B825FB,29,Emotionen der Zuneigung,positiv,18297.0,Liebe,"Was? Liebe? Wer mich beleidigt, und wäre er die Vollkommenheit selbst, und hätte ich
              ihm mein Leben zu danken, ich könnte ihn nicht lieben","['Was', '?', 'Liebe', '?', 'Wer', 'mich', 'beleidigt', ',', 'und', 'wäre', 'er', 'die', 'Vollkommenheit', 'selbst', ',', 'und', 'hätte', 'ich', 'ihm', 'mein', 'Leben', 'zu', 'danken', ',', 'ich', 'könnte', 'ihn', 'nicht', 'lieben']"
26,55,,,,,,CE,negativ,18578.0,CATMA_8B8DB63E-DB8B-400F-911A-1F3D23DC37D1,25,Emotionen der Ablehnung,negativ,18451.0,Abscheu,"Wünschte ich ja noch, sie zu
              besitzen, so wäre es, um ihr Henker zu seyn und sie unaussprechlich elend zu machen.","['Wünschte', 'ich', 'ja', 'noch', ',', 'sie', 'zu', 'besitzen', ',', 'so', 'wäre', 'es', ',', 'um', 'ihr', 'Henker', 'zu', 'seyn', 'und', 'sie', 'unaussprechlich', 'elend', 'zu', 'machen', '.']"
27,56,,henley,,,,CE,positiv,18665.0,CATMA_EDD0410F-1728-4A07-A5AE-567EE8F8DE13,4,Emotionen der Zuneigung,positiv,18643.0,Liebe,Klerdon liebt sie noch,"['Klerdon', 'liebt', 'sie', 'noch']"
28,57,henley,,klerdon,,,CE,negativ,18888.0,CATMA_B2FFA470-9EE4-4FAF-AA99-0E4CCB35CDB5,24,Emotionen der Ablehnung,negativ,18714.0,Abscheu,"Ehrgeiz und Eifersucht, beide tyrannisieren über sein
              Herz in gleich heftigem Grade. Beide sollen sein Verderben und die Diener meines
              Hasses seyn","['Ehrgeiz', 'und', 'Eifersucht', ',', 'beide', 'tyrannisieren', 'über', 'sein', 'Herz', 'in', 'gleich', 'heftigem', 'Grade', '.', 'Beide', 'sollen', 'sein', 'Verderben', 'und', 'die', 'Diener', 'meines', 'Hasses', 'seyn']"
29,59,,,,,,CE,Emotionale Bewegtheit,19569.0,CATMA_27521FAE-0E82-4CC0-ACF7-A61F7BE378E8,24,Emotionale Bewegtheit,Emotionale Bewegtheit,19420.0,Emotionale Bewegtheit,"Sie setzen mich in Verwunderung. Wie? Gedanken von jener Zukunft können Sie
              beschäfftigen, ohne diesen Anschlag in Ihnen zu ersticken?
","['Sie', 'setzen', 'mich', 'in', 'Verwunderung', '.', 'Wie', '?', 'Gedanken', 'von', 'jener', 'Zukunft', 'können', 'Sie', 'beschäfftigen', ',', 'ohne', 'diesen', 'Anschlag', 'in', 'Ihnen', 'zu', 'ersticken', '?']"
30,60,,,,,,CE,negativ,21399.0,CATMA_23083366-FDA3-4579-A6CD-D06725ADDFE0,80,Emotionen der Ablehnung,negativ,20890.0,Abscheu,"Welch entsetzliches Vorhaben! – welch ein Gemisch von Frevel, von Unmenschlichkeit,
              von widernatürlichen – – – wie soll ich es nennen? kein Wort vermag die
              Abscheulichkeiten dieses Anschlags auszudrücken. Ich zittre! Wie schrecklich, wie
              ungeheuer muß er seyn! Mir erweckt er Grausen – mir, der ich ein so gefälliger Diener
              der Bosheit meines Herrn bin; mir, der ich Verbrechen genug verübt, selbst dieses
              Unmenschen Vertrauen zu gewinnen.","['Welch', 'entsetzliches', 'Vorhaben', '!', '–', 'welch', 'ein', 'Gemisch', 'von', 'Frevel', ',', 'von', 'Unmenschlichkeit', ',', 'von', 'widernatürlichen', '–', '–', '–', 'wie', 'soll', 'ich', 'es', 'nennen', '?', 'kein', 'Wort', 'vermag', 'die', 'Abscheulichkeiten', 'dieses', 'Anschlags', 'auszudrücken', '.', 'Ich', 'zittre', '!', 'Wie', 'schrecklich', ',', 'wie', 'ungeheuer', 'muß', 'er', 'seyn', '!', 'Mir', 'erweckt', 'er', 'Grausen', '–', 'mir', ',', 'der', 'ich', 'ein', 'so', 'gefälliger', 'Diener', 'der', 'Bosheit', 'meines', 'Herrn', 'bin', ';', 'mir', ',', 'der', 'ich', 'Verbrechen', 'genug', 'verübt', ',', 'selbst', 'dieses', 'Unmenschen', 'Vertrauen', 'zu', 'gewinnen', '.']"
31,63,,,,,,CE,Emotionale Bewegtheit,22091.0,CATMA_E8B2064F-F3FB-4AD2-B2AF-7FD98605A3F3,19,Emotionale Bewegtheit,Emotionale Bewegtheit,21970.0,Emotionale Bewegtheit,"Klerdon kömmt! ich muß ihn vermeiden. In dieser Ungewißheit und
              Zerrüttung kann ich ihn unmöglich sprechen.","['Klerdon', 'kömmt', '!', 'ich', 'muß', 'ihn', 'vermeiden', '.', 'In', 'dieser', 'Ungewißheit', 'und', 'Zerrüttung', 'kann', 'ich', 'ihn', 'unmöglich', 'sprechen', '.']"
32,65,,,,,,CE,negativ,22824.0,CATMA_12275D50-97E9-43E6-B3E9-64F8E7361AD0_1,33,Emotionen des Leids,negativ,22568.0,Leid,"Vergebens sind alle
              Versuche mich zu zerstreuen; gleich unversöhnlicken Feinden, dringen mir quälende
              Vorstellungen überall nach, und verkleiden auch die freudigsten Aussichten um mich her
              in eine finstre Gestalt.
","['Vergebens', 'sind', 'alle', 'Versuche', 'mich', 'zu', 'zerstreuen', ';', 'gleich', 'unversöhnlicken', 'Feinden', ',', 'dringen', 'mir', 'quälende', 'Vorstellungen', 'überall', 'nach', ',', 'und', 'verkleiden', 'auch', 'die', 'freudigsten', 'Aussichten', 'um', 'mich', 'her', 'in', 'eine', 'finstre', 'Gestalt', '.']"
33,66,klerdon,,,,,CE,Emotionale Bewegtheit,22443.0,CATMA_5B077D2F-88AF-4B46-85DA-F1518F87F6B0,18,Emotionale Bewegtheit,Emotionale Bewegtheit,22352.0,Emotionale Bewegtheit,"War das nicht Widston, der itzt so eilig hinweg
              gieng? Wo muß sein Herr seyn?","['War', 'das', 'nicht', 'Widston', ',', 'der', 'itzt', 'so', 'eilig', 'hinweg', 'gieng', '?', 'Wo', 'muß', 'sein', 'Herr', 'seyn', '?']"
34,67,,,,,,CE,negativ,23446.0,CATMA_7EE832DE-C336-4CC3-B438-0984A28C8542_0,54,Emotionen des Leids,negativ,23098.0,Leid,"Ach! mein Vater wie
              schrecklich wirst du an dem Unmenschen gerächt, der dich betrüben konnte! Ja,
              Truworth! dieser ehrwürdige Greis schwebt zu meiner Verzweiflung mir stets vor Augen.
                 Wie zerreißt nicht mein Herz das Andenken jener Beleidigung, die ich
              ihm, kurz vor meiner Flucht zufügte?","['Ach', '!', 'mein', 'Vater', 'wie', 'schrecklich', 'wirst', 'du', 'an', 'dem', 'Unmenschen', 'gerächt', ',', 'der', 'dich', 'betrüben', 'konnte', '!', 'Ja', ',', 'Truworth', '!', 'dieser', 'ehrwürdige', 'Greis', 'schwebt', 'zu', 'meiner', 'Verzweiflung', 'mir', 'stets', 'vor', 'Augen', '.', 'Wie', 'zerreißt', 'nicht', 'mein', 'Herz', 'das', 'Andenken', 'jener', 'Beleidigung', ',', 'die', 'ich', 'ihm', ',', 'kurz', 'vor', 'meiner', 'Flucht', 'zufügte', '?']"
35,74,,,,,,CE,positiv,24725.0,CATMA_7560496C-6673-4CC2-9C56-EC30F035A9A8_0,14,Emotionen der Freude,positiv,24653.0,Freude,"Wie ergötzend ist es für mich, diese Empfindungen bey Ihnen zu bemerken!","['Wie', 'ergötzend', 'ist', 'es', 'für', 'mich', ',', 'diese', 'Empfindungen', 'bey', 'Ihnen', 'zu', 'bemerken', '!']"
36,75,,,,,,CE,positiv,24968.0,CATMA_7560496C-6673-4CC2-9C56-EC30F035A9A8_1,9,Emotionen der Freude,positiv,24909.0,Freude,"Ich sehe die Tugend
              wieder in Ihnen aufleben:","['Ich', 'sehe', 'die', 'Tugend', 'wieder', 'in', 'Ihnen', 'aufleben', ':']"
37,79,,,,,,CE,negativ,25092.0,CATMA_5B8220AE-9B84-4159-9E12-821818F1FD06,13,Emotionen des Leids,negativ,25005.0,Leid,"Wie lange beweinte ich
              die unselige Verblendung, die Sie gefesselt hielt!","['Wie', 'lange', 'beweinte', 'ich', 'die', 'unselige', 'Verblendung', ',', 'die', 'Sie', 'gefesselt', 'hielt', '!']"
38,80,,,,,,CE,Emotionale Bewegtheit,25295.0,CATMA_2187167E-482C-4B37-B609-DFB757749D9C,16,Emotionale Bewegtheit,Emotionale Bewegtheit,25221.0,Emotionale Bewegtheit,"Was? Religion? ein Phantom, vor dem ich schon lange nicht mehr erzitterte.","['Was', '?', 'Religion', '?', 'ein', 'Phantom', ',', 'vor', 'dem', 'ich', 'schon', 'lange', 'nicht', 'mehr', 'erzitterte', '.']"
39,81,,,,,,CE,negativ,25457.0,CATMA_99A5C0BA-EF90-495C-AFA3-4434883B664F,29,Emotionen der Ablehnung,negativ,25312.0,Abscheu,"mein Herr, Sie verachten etwas, das Sie sonst so liebenswürdig, so geehrt und,
              darf ichs sagen? ruhiger machte, als Sie ietzt sind?","['mein', 'Herr', ',', 'Sie', 'verachten', 'etwas', ',', 'das', 'Sie', 'sonst', 'so', 'liebenswürdig', ',', 'so', 'geehrt', 'und', ',', 'darf', 'ichs', 'sagen', '?', 'ruhiger', 'machte', ',', 'als', 'Sie', 'ietzt', 'sind', '?']"
40,82,,,,,,CE,negativ,26795.0,CATMA_696990B7-7C48-4DC9-9C16-7502794E8A85,72,Emotionen des Leids,negativ,26356.0,Leid,"Ach,
              mein Herr! mit Thränen muß ich Ihre Knie umfassen – entschuldigen Sie meinen Eifer –
              lassen Sie die letzten Tage Ihres Vaters heiter seyn; lassen Sie ihn nicht mit Angst
              über Ihr künftiges Schicksal ins Grab sinken. Beschleunigen Sie nicht die Strafe des
              Himmels, die zu zögern scheint. – Sollte es geschehen, was ich befürchte: – Ihr
              Unglück würde mein Tod seyn.
","['Ach', ',', 'mein', 'Herr', '!', 'mit', 'Thränen', 'muß', 'ich', 'Ihre', 'Knie', 'umfassen', '–', 'entschuldigen', 'Sie', 'meinen', 'Eifer', '–', 'lassen', 'Sie', 'die', 'letzten', 'Tage', 'Ihres', 'Vaters', 'heiter', 'seyn', ';', 'lassen', 'Sie', 'ihn', 'nicht', 'mit', 'Angst', 'über', 'Ihr', 'künftiges', 'Schicksal', 'ins', 'Grab', 'sinken', '.', 'Beschleunigen', 'Sie', 'nicht', 'die', 'Strafe', 'des', 'Himmels', ',', 'die', 'zu', 'zögern', 'scheint', '.', '–', 'Sollte', 'es', 'geschehen', ',', 'was', 'ich', 'befürchte', ':', '–', 'Ihr', 'Unglück', 'würde', 'mein', 'Tod', 'seyn', '.']"
41,87,,,,,,CE,negativ,27564.0,CATMA_BADAE163-CBC2-45E2-93BE-274C942095BD,49,Emotionen der Ablehnung,negativ,27303.0,Abscheu,"Er Ihr Freund? Vertrauen Sie Sich ihm nicht; seit seiner unglücklichen Bekanntschaft
              – – – ja, ich will reden, ich will mein Herz entledigen; länger zu schweigen, wäre ein
              Verbrechen: – er ist Ihr Verführer, Ihr Feind, Ihr Verderber.","['Er', 'Ihr', 'Freund', '?', 'Vertrauen', 'Sie', 'Sich', 'ihm', 'nicht', ';', 'seit', 'seiner', 'unglücklichen', 'Bekanntschaft', '–', '–', '–', 'ja', ',', 'ich', 'will', 'reden', ',', 'ich', 'will', 'mein', 'Herz', 'entledigen', ';', 'länger', 'zu', 'schweigen', ',', 'wäre', 'ein', 'Verbrechen', ':', '–', 'er', 'ist', 'Ihr', 'Verführer', ',', 'Ihr', 'Feind', ',', 'Ihr', 'Verderber', '.']"
42,88,,,,,,CE,negativ,27867.0,CATMA_E1ED2EC1-F749-4BD1-A218-AEFB27D5F2D2,51,Emotionen der Ablehnung,negativ,27575.0,Ärger,"Schweig, Unverschämter! – Und du wagst es den Namen meines Freundes, den mir so
              heiligen Namen, mit Unehrerbietung zu nennen? Und du wagst es – – – Fliehe meinen
              Zorn, Elender! sonst dürfte ich vielleicht vergessen, daß du meiner Rache unwürdig
              bist.","['Schweig', ',', 'Unverschämter', '!', '–', 'Und', 'du', 'wagst', 'es', 'den', 'Namen', 'meines', 'Freundes', ',', 'den', 'mir', 'so', 'heiligen', 'Namen', ',', 'mit', 'Unehrerbietung', 'zu', 'nennen', '?', 'Und', 'du', 'wagst', 'es', '–', '–', '–', 'Fliehe', 'meinen', 'Zorn', ',', 'Elender', '!', 'sonst', 'dürfte', 'ich', 'vielleicht', 'vergessen', ',', 'daß', 'du', 'meiner', 'Rache', 'unwürdig', 'bist', '.']"
