,Unnamed: 0,Gemeinte_Source:_Experiencer,Gemeinte_Source:_Zuschreibende_Instanz,Gemeintes_Target:_Charakter,Gemeintes_Target:_Nicht-Charakter,Polarität,Sprachebene,annotator,base_polarity,end,id,length_in_tokens,main_emotion_class,polarity,start,tag_type,text,tokens
10,817,attila,,,,,,VH,positiv,7690.0,CATMA_08B3A686-6A8A-4364-94A3-A64B724939AB,7,Emotionen der Zuneigung,positiv,7645.0,Liebe,"Zweifflet nicht daran mein werthistes leben.
","['Zweifflet', 'nicht', 'daran', 'mein', 'werthistes', 'leben', '.']"
11,822,attila,,honoria,,,,VH,positiv,7971.0,CATMA_A8929CA4-808B-4EF1-B4FF-0ABB59436CCA,15,Emotionen der Zuneigung,positiv,7874.0,Liebe,"vnter Grossen Potentaten vill mehr beÿlager auß stantts Vrsachen alß auß liebe gestüftet werden.
","['vnter', 'Grossen', 'Potentaten', 'vill', 'mehr', 'beÿlager', 'auß', 'stantts', 'Vrsachen', 'alß', 'auß', 'liebe', 'gestüftet', 'werden', '.']"
12,824,attila,,lerianna,,,,VH,positiv,8258.0,CATMA_857409DD-FB91-42C6-8BF8-8D33EC77C086_0,17,Emotionen der Zuneigung,positiv,8160.0,Liebe,"Nein Lerianna, ihre schönheit seÿ so liebreizend, ia noch liebreizender als sie beschrieben würd, ","['Nein', 'Lerianna', ',', 'ihre', 'schönheit', 'seÿ', 'so', 'liebreizend', ',', 'ia', 'noch', 'liebreizender', 'als', 'sie', 'beschrieben', 'würd', ',']"
13,825,attila,,lerianna,,,,VH,positiv,8345.0,CATMA_857409DD-FB91-42C6-8BF8-8D33EC77C086_1,10,Emotionen der Zuneigung,positiv,8292.0,Liebe,"ihr aber den genus meiner königin vnd gemahlin haben,","['ihr', 'aber', 'den', 'genus', 'meiner', 'königin', 'vnd', 'gemahlin', 'haben', ',']"
14,826,attila,,,,,,VH,positiv,8291.0,CATMA_DAFCC459-B11D-4D62-B053-9D079007DAB5,8,Emotionen der Zuneigung,positiv,8258.0,Liebe,"so soll sie doch bloß den nahmen,","['so', 'soll', 'sie', 'doch', 'bloß', 'den', 'nahmen', ',']"
15,827,,,,,,,VH,negativ,9020.0,CATMA_60D4D3FB-0DA4-4EF2-B212-008EB47FB997,26,Emotionen der Ablehnung,negativ,8903.0,Ärger,"Waß nein? wilstu mich lugenstraffen? Ich sag dir halt das Maul, oder ich gib dir eine, die einen halben Zentner wegt,","['Waß', 'nein', '?', 'wilstu', 'mich', 'lugenstraffen', '?', 'Ich', 'sag', 'dir', 'halt', 'das', 'Maul', ',', 'oder', 'ich', 'gib', 'dir', 'eine', ',', 'die', 'einen', 'halben', 'Zentner', 'wegt', ',']"
16,828,,,,,,,VH,negativ,9237.0,CATMA_6E5782DA-AF9C-4C4E-9CD8-48E7FA303692,12,Emotionen der Ablehnung,negativ,9174.0,Ärger,"Wie kanstu laugnen, das ich dich Gebunden vnd hieher geführet.
","['Wie', 'kanstu', 'laugnen', ',', 'das', 'ich', 'dich', 'Gebunden', 'vnd', 'hieher', 'geführet', '.']"
17,829,,,,,,,VH,positiv,9479.0,CATMA_5B75BDEC-5A56-402D-BC93-06DD067C2367,20,Emotionen der Zuneigung,positiv,9372.0,Verehrung,"wan nicht der streithbahre Arsantes, dessen Heldenmueth ob er schon mein feind ist, ich dennoch rühmen muß,","['wan', 'nicht', 'der', 'streithbahre', 'Arsantes', ',', 'dessen', 'Heldenmueth', 'ob', 'er', 'schon', 'mein', 'feind', 'ist', ',', 'ich', 'dennoch', 'rühmen', 'muß', ',']"
18,830,,,,,,,VH,negativ,9685.0,CATMA_5314F691-8D6E-49E9-9637-59162F69BE66,27,Emotionen der Ablehnung,negativ,9562.0,Ärger,"Warte du kerl, ich muß ein wenig mit dir Philosophiren. Sag mir wahrestu nicht, Ehe ich dich gebunden hab, frey vnd lädig?
","['Warte', 'du', 'kerl', ',', 'ich', 'muß', 'ein', 'wenig', 'mit', 'dir', 'Philosophiren', '.', 'Sag', 'mir', 'wahrestu', 'nicht', ',', 'Ehe', 'ich', 'dich', 'gebunden', 'hab', ',', 'frey', 'vnd', 'lädig', '?']"
19,831,,,,,,,VH,negativ,9926.0,CATMA_DCC5E740-87BB-48CB-BA93-251211E53E41,22,Emotionen der Ablehnung,negativ,9816.0,Ärger,"Ergo hab ich dich, als dich gebunden auch gefangen genohmen, antworte mir in forma. Hörstu es du Lumpenhundt.
","['Ergo', 'hab', 'ich', 'dich', ',', 'als', 'dich', 'gebunden', 'auch', 'gefangen', 'genohmen', ',', 'antworte', 'mir', 'in', 'forma', '.', 'Hörstu', 'es', 'du', 'Lumpenhundt', '.']"
20,832,attila,,,Ereignis,negativ,,VH,Emotionale Bewegtheit,10746.0,CATMA_09AB8D14-BE36-416C-9047-61E3C368B2A1,13,Emotionale Bewegtheit,negativ,10678.0,Emotionale Bewegtheit,"Wie? ist Honoria den wüttenden meeres wehlen zu einen raube worden?
","['Wie', '?', 'ist', 'Honoria', 'den', 'wüttenden', 'meeres', 'wehlen', 'zu', 'einen', 'raube', 'worden', '?']"
21,833,attila,,,Ereignis,,,VH,negativ,11006.0,CATMA_CB61473C-B81B-4586-89C1-62FA1307B661,8,Emotionen des Leids,negativ,10956.0,Leid,"O für meine liebe allzu unglükhseelig Potschafft!
","['O', 'für', 'meine', 'liebe', 'allzu', 'unglükhseelig', 'Potschafft', '!']"
22,834,,,,,,,VH,positiv,11057.0,CATMA_43FA4121-ACDC-45DE-97A0-09F21BE433EE,7,Emotionen der Freude,positiv,11017.0,Freude,"O für mein Hertz allzubeglükte Zeitung.
","['O', 'für', 'mein', 'Hertz', 'allzubeglükte', 'Zeitung', '.']"
23,835,,,,,,,VH,positiv,11295.0,CATMA_9245DF1A-C739-47D1-A194-9DE9CFB897A7,36,Emotionen der Zuneigung,positiv,11076.0,Verehrung,"Mich, wie auch meinen bruder Triebe ein hefftiges Verlangen eure Maÿestätt, der ihr durch so vill eroberungen euch zu dem einigen wunderwerckh der welt gemacht in Tüeffester demueth dero Thron würdigste füese zuküessen,","['Mich', ',', 'wie', 'auch', 'meinen', 'bruder', 'Triebe', 'ein', 'hefftiges', 'Verlangen', 'eure', 'Maÿestätt', ',', 'der', 'ihr', 'durch', 'so', 'vill', 'eroberungen', 'euch', 'zu', 'dem', 'einigen', 'wunderwerckh', 'der', 'welt', 'gemacht', 'in', 'Tüeffester', 'demueth', 'dero', 'Thron', 'würdigste', 'füese', 'zuküessen', ',']"
24,836,,,,,,,VH,positiv,11738.0,CATMA_FE759FEF-AD83-4744-A345-BEA06EBDDF83,29,Emotionen der Zuneigung,positiv,11546.0,Liebe,"Obschon deine schöne hände gebunden sein, so haben doch deine sonnenstrahlende augen die freÿheit vnd gewalt mein bishero freÿes hertz in Vnauffläsliche liebes=bande zu verstrickhen.
Abseits.
","['Obschon', 'deine', 'schöne', 'hände', 'gebunden', 'sein', ',', 'so', 'haben', 'doch', 'deine', 'sonnenstrahlende', 'augen', 'die', 'freÿheit', 'vnd', 'gewalt', 'mein', 'bishero', 'freÿes', 'hertz', 'in', 'Vnauffläsliche', 'liebes=bande', 'zu', 'verstrickhen', '.', 'Abseits', '.']"
25,837,,,,,,,VH,positiv,12076.0,CATMA_426FF8A8-D89F-4CBA-9A3E-627C5A15DB5E,23,Emotionen der Freude,positiv,11950.0,Freude,"Ewer Maÿestät befehl soll auf das eÿfrigste vollzogen werden, (wie lachet doch daß glükh meinen liebes anfang erfreulich an).
","['Ewer', 'Maÿestät', 'befehl', 'soll', 'auf', 'das', 'eÿfrigste', 'vollzogen', 'werden', ',', '(', 'wie', 'lachet', 'doch', 'daß', 'glükh', 'meinen', 'liebes', 'anfang', 'erfreulich', 'an', ')', '.']"
26,838,attila,,,,,,VH,negativ,12593.0,CATMA_3DBE9EFA-B074-4D74-93E2-D1CFAFC04EEC,13,Emotionen der Ablehnung,negativ,12521.0,Ärger,"Einen strickh an dem halß solstu dauor bekhomen, du vnersätiger Pengel.
","['Einen', 'strickh', 'an', 'dem', 'halß', 'solstu', 'dauor', 'bekhomen', ',', 'du', 'vnersätiger', 'Pengel', '.']"
27,839,,,,,,,VH,negativ,12757.0,CATMA_B3A69F66-86DE-4770-A0CA-2D634639DF54,17,Emotionen der Ablehnung,negativ,12678.0,Ärger,"Dir haben wirs befohlen, du solst es auch verrichten, oder du bist des Todtes.
","['Dir', 'haben', 'wirs', 'befohlen', ',', 'du', 'solst', 'es', 'auch', 'verrichten', ',', 'oder', 'du', 'bist', 'des', 'Todtes', '.']"
28,840,,,,,,,VH,negativ,13548.0,CATMA_1FB226B8-47F6-4A8D-AD2C-C4B5443DF215,90,Emotionen der Ablehnung,negativ,13109.0,Ärger,"Das der Teuffel den krüg holle, wan es was thun gibt, so fünden sich gleich ein gantzer galgen voll kerls, auß  welchen ein ieder befelgt, diser komme hieher, der ander gehe dorthin, vnd so fortan, wans aber zum Monath=sold auszahlen kombt, da ist niemand zu hauß, der einen armen Tropfen ein kreutzer gebe, einer schibt es auf disen, vnd diser auf einen, mit kurzen, zum befellen gibt es tausend Officire, zum auszahlen offt nicht einen.
","['Das', 'der', 'Teuffel', 'den', 'krüg', 'holle', ',', 'wan', 'es', 'was', 'thun', 'gibt', ',', 'so', 'fünden', 'sich', 'gleich', 'ein', 'gantzer', 'galgen', 'voll', 'kerls', ',', 'auß', 'welchen', 'ein', 'ieder', 'befelgt', ',', 'diser', 'komme', 'hieher', ',', 'der', 'ander', 'gehe', 'dorthin', ',', 'vnd', 'so', 'fortan', ',', 'wans', 'aber', 'zum', 'Monath=sold', 'auszahlen', 'kombt', ',', 'da', 'ist', 'niemand', 'zu', 'hauß', ',', 'der', 'einen', 'armen', 'Tropfen', 'ein', 'kreutzer', 'gebe', ',', 'einer', 'schibt', 'es', 'auf', 'disen', ',', 'vnd', 'diser', 'auf', 'einen', ',', 'mit', 'kurzen', ',', 'zum', 'befellen', 'gibt', 'es', 'tausend', 'Officire', ',', 'zum', 'auszahlen', 'offt', 'nicht', 'einen', '.']"
29,841,,,,,,,VH,negativ,13614.0,CATMA_E0EE8164-7146-49E8-A21D-393E434B8855,11,Emotionen der Ablehnung,negativ,13558.0,Ärger,"Schweige bößwicht, vnd vollziehe, was ich dir befollen.
","['Schweige', 'bößwicht', ',', 'vnd', 'vollziehe', ',', 'was', 'ich', 'dir', 'befollen', '.']"
30,844,,,,,,,VH,negativ,14314.0,CATMA_B96D4BED-3696-47A3-BD57-63FB8968E96B,17,Emotionen der Ablehnung,negativ,14223.0,Ärger," merckh mirs, daß du mich hast ligen heissen, vnd mich hier offendlich zuschanden gemacht.
","['merckh', 'mirs', ',', 'daß', 'du', 'mich', 'hast', 'ligen', 'heissen', ',', 'vnd', 'mich', 'hier', 'offendlich', 'zuschanden', 'gemacht', '.']"
31,845,torismondo,,,,,,VH,negativ,14377.0,CATMA_4C5C8B2A-FDD9-4A11-BDBC-6BDBCEEEC148,11,Emotionen des Leids,negativ,14327.0,Mitleid,"Verzeiche mirs Liso, es war so böß nicht gemaint.
","['Verzeiche', 'mirs', 'Liso', ',', 'es', 'war', 'so', 'böß', 'nicht', 'gemaint', '.']"
32,846,,,,,,,VH,negativ,14596.0,CATMA_A8FAAB8F-52BC-4412-BEB1-E272C31B6EE5,10,Emotionen der Ablehnung,negativ,14550.0,Ärger,"Wilstu gehen, oder soll ich dir füese machen?
","['Wilstu', 'gehen', ',', 'oder', 'soll', 'ich', 'dir', 'füese', 'machen', '?']"
33,847,attila,,,,,,VH,positiv,15170.0,CATMA_3ED44002-0EAA-4BC5-8C8E-BD400B7B325F,27,Emotionen der Zuneigung,positiv,15019.0,Liebe,"- Vnd ihr meine Götterschöne Lerianna, die ihr die Seele meines Lebens vnd meiner Liebe seÿdt, werdet hinfüro mein Hertz auf ewig vnzertheilt besüzen.
","['-', 'Vnd', 'ihr', 'meine', 'Götterschöne', 'Lerianna', ',', 'die', 'ihr', 'die', 'Seele', 'meines', 'Lebens', 'vnd', 'meiner', 'Liebe', 'seÿdt', ',', 'werdet', 'hinfüro', 'mein', 'Hertz', 'auf', 'ewig', 'vnzertheilt', 'besüzen', '.']"
34,849,,,,,,,VH,positiv,15274.0,CATMA_F1C90ECC-6A59-4D73-A448-45BCDD9B6968_0,9,Emotionen der Zuneigung,positiv,15236.0,Liebe,"Also schwäre ichs euch, ô mein leben.
","['Also', 'schwäre', 'ichs', 'euch', ',', 'ô', 'mein', 'leben', '.']"
35,850,,,,,,,VH,positiv,15505.0,CATMA_F1C90ECC-6A59-4D73-A448-45BCDD9B6968_1,19,Emotionen der Zuneigung,positiv,15400.0,Liebe,"Mein Hertz ist ein Vestalischer Altar, auf welchen das fewer meiner liebe gegen euch nie erleschen wird.
","['Mein', 'Hertz', 'ist', 'ein', 'Vestalischer', 'Altar', ',', 'auf', 'welchen', 'das', 'fewer', 'meiner', 'liebe', 'gegen', 'euch', 'nie', 'erleschen', 'wird', '.']"
36,851,,,,,,,VH,positiv,15640.0,CATMA_F1C90ECC-6A59-4D73-A448-45BCDD9B6968_2,9,Emotionen der Zuneigung,positiv,15582.0,Liebe,"In disen liebes=tempel wüntsche ich meine stätte wohnung.
","['In', 'disen', 'liebes=tempel', 'wüntsche', 'ich', 'meine', 'stätte', 'wohnung', '.']"
37,853,,,,,,,VH,positiv,15391.0,CATMA_53A8311B-D3BE-4E0B-AE44-DC9E1BD0C341_0,18,Emotionen der Zuneigung,positiv,15285.0,Liebe,"Meine seel ist ein Liebes=tempel, in welcher kein andere Gottheith als die Ewrige Soll angebettet werden.
","['Meine', 'seel', 'ist', 'ein', 'Liebes=tempel', ',', 'in', 'welcher', 'kein', 'andere', 'Gottheith', 'als', 'die', 'Ewrige', 'Soll', 'angebettet', 'werden', '.']"
38,854,,,,,,,VH,positiv,15573.0,CATMA_53A8311B-D3BE-4E0B-AE44-DC9E1BD0C341_1,9,Emotionen der Zuneigung,positiv,15516.0,Liebe,"Von disen Liebes=fewer wüntsche ich verzehret zu werden.
","['Von', 'disen', 'Liebes=fewer', 'wüntsche', 'ich', 'verzehret', 'zu', 'werden', '.']"
39,856,,,,,,,VH,negativ,16455.0,CATMA_B8BAC75B-F69E-44A4-BA2D-9F26B44DCB3E,11,Emotionen der Angst,negativ,16390.0,Angst,"Ach wehe! ein kalter angst=schweiß durchdringt alle meine Adern.
","['Ach', 'wehe', '!', 'ein', 'kalter', 'angst=schweiß', 'durchdringt', 'alle', 'meine', 'Adern', '.']"
40,858,,,,,,,VH,negativ,16810.0,CATMA_FFA5BF09-779D-40DA-9FDE-198D874329EB,46,Emotionen der Angst,negativ,16538.0,Angst,"Ich weiß es nicht gnädigster Herr dises allein weiß ich, das, als Ondego Euer Maÿestät die ankunfft eines frembden frawens=bildes berichtet, mein hertz als von einen Tonner erschröcket anfünge zu klopffen, vnd eine Tödliche forcht in alle meine Glidtmassen sich ergossen.
","['Ich', 'weiß', 'es', 'nicht', 'gnädigster', 'Herr', 'dises', 'allein', 'weiß', 'ich', ',', 'das', ',', 'als', 'Ondego', 'Euer', 'Maÿestät', 'die', 'ankunfft', 'eines', 'frembden', 'frawens=bildes', 'berichtet', ',', 'mein', 'hertz', 'als', 'von', 'einen', 'Tonner', 'erschröcket', 'anfünge', 'zu', 'klopffen', ',', 'vnd', 'eine', 'Tödliche', 'forcht', 'in', 'alle', 'meine', 'Glidtmassen', 'sich', 'ergossen', '.']"
41,859,attila,,,,,,VH,negativ,16857.0,CATMA_A60F60BF-C543-42CD-A64B-97B219DFB1E0,7,Emotionen des Leids,negativ,16819.0,Mitleid,"Aber auß was Vrsach mein auserwehlte?
","['Aber', 'auß', 'was', 'Vrsach', 'mein', 'auserwehlte', '?']"
42,860,,,,,,,VH,negativ,17067.0,CATMA_560E40A5-A6C5-4F02-8BF6-DEA06A234122,36,Emotionen der Angst,negativ,16868.0,Angst,"Dises wie ich gemeldet weis ich nicht - allein besorge ich, daß nicht etwan dero ankunfft vor mich Vnglükhseelig seÿ, von welcher die blose Zeitung ein so vngewöhnliches entsezen in mir erreget hat.
","['Dises', 'wie', 'ich', 'gemeldet', 'weis', 'ich', 'nicht', '-', 'allein', 'besorge', 'ich', ',', 'daß', 'nicht', 'etwan', 'dero', 'ankunfft', 'vor', 'mich', 'Vnglükhseelig', 'seÿ', ',', 'von', 'welcher', 'die', 'blose', 'Zeitung', 'ein', 'so', 'vngewöhnliches', 'entsezen', 'in', 'mir', 'erreget', 'hat', '.']"
43,862,,,,,,,VH,positiv,17376.0,CATMA_B6FBCAA4-455C-4CF4-86A0-2B471848B494,17,Emotionen der Zuneigung,positiv,17295.0,Liebe,"Ihr suchet beÿ mir erkhülung, die ich doch ein gantzes fewer von euer Liebe bin. ","['Ihr', 'suchet', 'beÿ', 'mir', 'erkhülung', ',', 'die', 'ich', 'doch', 'ein', 'gantzes', 'fewer', 'von', 'euer', 'Liebe', 'bin', '.']"
44,867,lerianna,,,,,,VH,negativ,18796.0,CATMA_3084E84F-3C0E-4E63-B436-6FBC503F45A1,14,Emotionen der Angst,negativ,18732.0,Angst,"O sterne sie nennet sich seine brauth, was wird hier auß werden.","['O', 'sterne', 'sie', 'nennet', 'sich', 'seine', 'brauth', ',', 'was', 'wird', 'hier', 'auß', 'werden', '.']"
45,868,ersartes,,,,,,VH,negativ,18943.0,CATMA_AF1E2469-CF13-4C30-9207-B1511D99D0AC,23,Emotionen der Angst,negativ,18817.0,Angst,"O Vnglickh, der wüttrich erstumet über der Königin bezeugung, waß für ein ende wird disen anfang des betrugs wohl begleitten?
","['O', 'Vnglickh', ',', 'der', 'wüttrich', 'erstumet', 'über', 'der', 'Königin', 'bezeugung', ',', 'waß', 'für', 'ein', 'ende', 'wird', 'disen', 'anfang', 'des', 'betrugs', 'wohl', 'begleitten', '?']"
46,870,,,,,,,VH,positiv,19377.0,CATMA_14EFBA3F-A589-4E04-8210-1D0EA3557CC0,37,Emotionen der Zuneigung,positiv,19173.0,Liebe,"Ewer Maÿestät biß in dem Todt lieb vnd leibeÿgne Honoria, welche durch das bloße ruhm gericht ewer dapferkeit sterblichst in euch verliebt worden. Ehe sie noch etwaß auser den nahmen an euch erkennet hat.","['Ewer', 'Maÿestät', 'biß', 'in', 'dem', 'Todt', 'lieb', 'vnd', 'leibeÿgne', 'Honoria', ',', 'welche', 'durch', 'das', 'bloße', 'ruhm', 'gericht', 'ewer', 'dapferkeit', 'sterblichst', 'in', 'euch', 'verliebt', 'worden', '.', 'Ehe', 'sie', 'noch', 'etwaß', 'auser', 'den', 'nahmen', 'an', 'euch', 'erkennet', 'hat', '.']"
47,871,irene,,,,,,VH,negativ,19421.0,CATMA_7AA6D377-DF1A-47A1-A4A0-99A8F11C5D1A,8,Emotionen der Angst,negativ,19379.0,Angst,Hilff doch mein betrug befördern o himmel.,"['Hilff', 'doch', 'mein', 'betrug', 'befördern', 'o', 'himmel', '.']"
48,880,,,attila,,,,VH,negativ,21208.0,CATMA_3F943D4C-83D1-4F31-A073-A2E7141B99E1,9,Emotionen des Leids,negativ,21150.0,Leid,"mich hingegen eines einigen blickhes auch nicht würdiget.
","['mich', 'hingegen', 'eines', 'einigen', 'blickhes', 'auch', 'nicht', 'würdiget', '.']"
49,881,,,,,,,VH,positiv,21640.0,CATMA_80A8D336-D36A-4CB7-98AB-589DC289D0FF,72,Emotionen der Zuneigung,positiv,21226.0,Liebe,"Himmel=schönste Honoria, kaÿserin meiner seelen, der bißhero keine gesäze als seines eÿgnen willens erkennet hat, vnd nur gewohnet, wer selbe andern mit blutiger dinte vorzuschreiben, vnterwürfft sich nun den gesezen ewrer liebe. Ihr könth euch des glickhes rühmen, den ienigen zu einen liebes=Sclauen zu haben, der fast die halbe welt zur Sclauin hat, vnd mehr überwundene vnd leibeÿgene könige als Jahre zehlet.
","['Himmel=schönste', 'Honoria', ',', 'kaÿserin', 'meiner', 'seelen', ',', 'der', 'bißhero', 'keine', 'gesäze', 'als', 'seines', 'eÿgnen', 'willens', 'erkennet', 'hat', ',', 'vnd', 'nur', 'gewohnet', ',', 'wer', 'selbe', 'andern', 'mit', 'blutiger', 'dinte', 'vorzuschreiben', ',', 'vnterwürfft', 'sich', 'nun', 'den', 'gesezen', 'ewrer', 'liebe', '.', 'Ihr', 'könth', 'euch', 'des', 'glickhes', 'rühmen', ',', 'den', 'ienigen', 'zu', 'einen', 'liebes=Sclauen', 'zu', 'haben', ',', 'der', 'fast', 'die', 'halbe', 'welt', 'zur', 'Sclauin', 'hat', ',', 'vnd', 'mehr', 'überwundene', 'vnd', 'leibeÿgene', 'könige', 'als', 'Jahre', 'zehlet', '.']"
50,882,,,,,,,VH,negativ,21763.0,CATMA_1CEFFE06-8EBB-4EDB-B1CB-0D8AF5D0FFEC,17,Emotionen des Leids,negativ,21648.0,Leid,Ach vnter disen überwundenen vnd leibeÿgnen königen seuffzet auch mein Theodoricus. Aber verbürge deine quall Irene,"['Ach', 'vnter', 'disen', 'überwundenen', 'vnd', 'leibeÿgnen', 'königen', 'seuffzet', 'auch', 'mein', 'Theodoricus', '.', 'Aber', 'verbürge', 'deine', 'quall', 'Irene']"
