,Unnamed: 0,Gemeinte_Source:_Experiencer,Gemeinte_Source:_Zuschreibende_Instanz,Gemeintes_Target:_Charakter,Gemeintes_Target:_Nicht-Charakter,Polarität,Sprachebene,annotator,base_polarity,end,id,length_in_tokens,main_emotion_class,polarity,start,tag_type,text,tokens
10,772,,,,,,,VH,negativ,15823.0,CATMA_31749001-6279-4DAC-A3A1-098C4D8132D3,10,Emotionen der Ablehnung,negativ,15775.0,Abscheu,"Den Er vor seinen Feind so vilmal hat erkläret.
","['Den', 'Er', 'vor', 'seinen', 'Feind', 'so', 'vilmal', 'hat', 'erkläret', '.']"
11,773,,,,,,,VH,negativ,16659.0,CATMA_22772397-3D00-48F6-9C69-FDBFB54F6F83,23,Emotionen der Angst,negativ,16541.0,Angst,"Wer sich vor Brand entsetzt muß auch die Funcken dämpffen.

Wer Krig fleucht gibt dem Feind nicht Vrsach an die Hand.
","['Wer', 'sich', 'vor', 'Brand', 'entsetzt', 'muß', 'auch', 'die', 'Funcken', 'dämpffen', '.', 'Wer', 'Krig', 'fleucht', 'gibt', 'dem', 'Feind', 'nicht', 'Vrsach', 'an', 'die', 'Hand', '.']"
12,777,salome,,,,,,VH,negativ,18102.0,CATMA_16F575C5-98DA-4704-BF37-17C2103C4676,10,Emotionen des Leids,negativ,18052.0,Leid,"Du aller Fürsten Fürst wie lange wilst du wütten!
","['Du', 'aller', 'Fürsten', 'Fürst', 'wie', 'lange', 'wilst', 'du', 'wütten', '!']"
13,779,,,,,,,VH,negativ,18365.0,CATMA_E1BE96CB-F446-489E-9211-68ABA40B77D5,40,Emotionen des Leids,negativ,18155.0,Leid,"Sol die / die auff dich traut die Völcker ewig sehn
So trotzen vber sich / die deinen Nahmen schmähn.
Die vnser herbe Noth für deine Schand außbreiten /
Die eine schlechte Fraw durch Macht vnd List bestreiten.
","['Sol', 'die', '/', 'die', 'auff', 'dich', 'traut', 'die', 'Völcker', 'ewig', 'sehn', 'So', 'trotzen', 'vber', 'sich', '/', 'die', 'deinen', 'Nahmen', 'schmähn', '.', 'Die', 'vnser', 'herbe', 'Noth', 'für', 'deine', 'Schand', 'außbreiten', '/', 'Die', 'eine', 'schlechte', 'Fraw', 'durch', 'Macht', 'vnd', 'List', 'bestreiten', '.']"
14,783,,,,,,,VH,negativ,18701.0,CATMA_B7A4F7CD-7E07-4D24-87AE-7AAF964C53E3,10,Emotionen des Leids,negativ,18648.0,Leid," kan jrgend noch ein Schmertz
Für vns vorhanden seyn?","['kan', 'jrgend', 'noch', 'ein', 'Schmertz', 'Für', 'vns', 'vorhanden', 'seyn', '?']"
15,798,,,,,,,VH,negativ,23469.0,CATMA_E04BC6EA-D7C7-4F2E-AAB0-1CC7D5CECC9D,30,Emotionen der Angst,negativ,23325.0,Verzweiflung,"Erlöser! Ach wie lang zih ich in disem Joch.
Wie fern von meinem Hoff! vnd weggeraubter Crone!
Vnd vmbgekehrten Reich! vnd dem verjagten Sohne!
","['Erlöser', '!', 'Ach', 'wie', 'lang', 'zih', 'ich', 'in', 'disem', 'Joch', '.', 'Wie', 'fern', 'von', 'meinem', 'Hoff', '!', 'vnd', 'weggeraubter', 'Crone', '!', 'Vnd', 'vmbgekehrten', 'Reich', '!', 'vnd', 'dem', 'verjagten', 'Sohne', '!']"
16,802,,,,,,,VH,negativ,25218.0,CATMA_03392535-B7B6-43D4-831E-E95E0BB3F913,62,Emotionen des Leids,negativ,24892.0,Leid,"Nichts bleibt vns in der Faust als die nichts werthen Aeste /
Die Stachel / dises Creutz / die Angst / die Seelen Peste /
Die kummervolle Sorg' vnd überhäufftes Leid /
Vnd das Gedächtnüß nur verschwundner Libligkeit.
So / wie die Rose ligt / must auch mein Zepter brechen /
Die Dornen fühl ich noch die vnauffhörlich stechen.
","['Nichts', 'bleibt', 'vns', 'in', 'der', 'Faust', 'als', 'die', 'nichts', 'werthen', 'Aeste', '/', 'Die', 'Stachel', '/', 'dises', 'Creutz', '/', 'die', 'Angst', '/', 'die', 'Seelen', 'Peste', '/', 'Die', 'kummervolle', 'Sorg', ""'"", 'vnd', 'überhäufftes', 'Leid', '/', 'Vnd', 'das', 'Gedächtnüß', 'nur', 'verschwundner', 'Libligkeit', '.', 'So', '/', 'wie', 'die', 'Rose', 'ligt', '/', 'must', 'auch', 'mein', 'Zepter', 'brechen', '/', 'Die', 'Dornen', 'fühl', 'ich', 'noch', 'die', 'vnauffhörlich', 'stechen', '.']"
17,807,catharina,,,,,,VH,positiv,27634.0,CATMA_4501C7B7-527A-4657-8191-ECA3A68F980A,3,Emotionen der Freude,positiv,27620.0,Freude,"Mein Tamaras!
","['Mein', 'Tamaras', '!']"
18,809,catharina,,,,,,VH,positiv,27752.0,CATMA_CAB5E953-666F-415D-A238-5BA8554A7F03,4,Emotionen der Freude,positiv,27737.0,Freude,"Ach mein Sohn!
","['Ach', 'mein', 'Sohn', '!']"
19,810,,,,,,,VH,negativ,27877.0,CATMA_9DA34C22-C3B8-4797-A8A3-B435619D904E_0,5,Emotionen des Leids,negativ,27846.0,Leid,"Nun acht ich keiner Schmertzen
","['Nun', 'acht', 'ich', 'keiner', 'Schmertzen']"
20,811,,,,,,,VH,negativ,28016.0,CATMA_9DA34C22-C3B8-4797-A8A3-B435619D904E_1,21,Emotionen des Leids,negativ,27906.0,Leid,"die Last von meinem Hertzen
Verfällt auff diese Stund! Ach / Ketten / Noth vnd Stein
Sind mir ein Kinderspiel ","['die', 'Last', 'von', 'meinem', 'Hertzen', 'Verfällt', 'auff', 'diese', 'Stund', '!', 'Ach', '/', 'Ketten', '/', 'Noth', 'vnd', 'Stein', 'Sind', 'mir', 'ein', 'Kinderspiel']"
21,813,,,,,,,VH,positiv,28201.0,CATMA_367AAF3A-E954-46C8-9B8C-FF271C2E344E,40,Emotionen der Freude,positiv,28018.0,Freude,"mein Sohn! wenn dich allein
Der Blitz nicht hat berührt! mein Sohn nu du entgangen!
Mein Sohn! nu du regirst nun bin ich nicht Gefangen!
O Wanckelbare Freud! ich glaube was ich wil /
","['mein', 'Sohn', '!', 'wenn', 'dich', 'allein', 'Der', 'Blitz', 'nicht', 'hat', 'berührt', '!', 'mein', 'Sohn', 'nu', 'du', 'entgangen', '!', 'Mein', 'Sohn', '!', 'nu', 'du', 'regirst', 'nun', 'bin', 'ich', 'nicht', 'Gefangen', '!', 'O', 'Wanckelbare', 'Freud', '!', 'ich', 'glaube', 'was', 'ich', 'wil', '/']"
22,815,catharina,,tamaras,,,,VH,positiv,28715.0,CATMA_9922A352-3A9E-4EC5-BFEA-88F79A1F6DDB,5,Emotionen der Freude,positiv,28691.0,Freude,"O Himmel kans geschehn!
","['O', 'Himmel', 'kans', 'geschehn', '!']"
23,817,,,,,positiv,,VH,negativ,29826.0,CATMA_940F7E7A-7EE7-4388-90A9-FE7B68E1F69C,26,Emotionen des Leids,positiv,29695.0,Leid,"Wolan! ich wil das Joch der Plagen
Daß du auff meinen Hals gelegt
Mit vnverzagtem Mutt' ertragen
Nach dem mein Weinen dich bewegt.
","['Wolan', '!', 'ich', 'wil', 'das', 'Joch', 'der', 'Plagen', 'Daß', 'du', 'auff', 'meinen', 'Hals', 'gelegt', 'Mit', 'vnverzagtem', 'Mutt', ""'"", 'ertragen', 'Nach', 'dem', 'mein', 'Weinen', 'dich', 'bewegt', '.']"
24,818,,,,,,,VH,negativ,30036.0,CATMA_FCDD3CBB-8A9D-4ED5-A9E8-B7CDE3DA9C33,28,Emotionen des Leids,negativ,29900.0,Leid,"Nu klag ich nicht was ich verlohren /
Weil du diß Pfand erhalten hast.

Mir ist als wenn ich Neu gebohren
Ich fühle keiner Kummer Last.
","['Nu', 'klag', 'ich', 'nicht', 'was', 'ich', 'verlohren', '/', 'Weil', 'du', 'diß', 'Pfand', 'erhalten', 'hast', '.', 'Mir', 'ist', 'als', 'wenn', 'ich', 'Neu', 'gebohren', 'Ich', 'fühle', 'keiner', 'Kummer', 'Last', '.']"
25,825,,,,,,,VH,negativ,32788.0,CATMA_A360CDFE-91A5-4482-81F8-92C3AD4AB5A4,17,Emotionen des Leids,negativ,32705.0,Leid,"Der Tod / der stündlich vns durch lange Marter plagt /
Vnd vor dem Sterben kränckt;","['Der', 'Tod', '/', 'der', 'stündlich', 'vns', 'durch', 'lange', 'Marter', 'plagt', '/', 'Vnd', 'vor', 'dem', 'Sterben', 'kränckt', ';']"
26,829,,,,,,,VH,positiv,34768.0,CATMA_5E92513F-9EA2-4BFE-B7BC-68997F97DDB1_0,9,Emotionen der Zuneigung,positiv,34718.0,Verehrung,"Wir haben deinen Stand zu steigern vns verbunden:
","['Wir', 'haben', 'deinen', 'Stand', 'zu', 'steigern', 'vns', 'verbunden', ':']"
27,830,,,,,,,VH,positiv,35309.0,CATMA_5E92513F-9EA2-4BFE-B7BC-68997F97DDB1_1,39,Emotionen der Zuneigung,positiv,35136.0,Verehrung,"Wer sonder dein Gebot wird eine Faust erheben;
Den straff ohn' alle Gunst ohn Ansehn an dem Leben.
Mit kurtzem; nim den Stab / das Reich steh' vnter dir
Du einig vnter vns.
","['Wer', 'sonder', 'dein', 'Gebot', 'wird', 'eine', 'Faust', 'erheben', ';', 'Den', 'straff', 'ohn', ""'"", 'alle', 'Gunst', 'ohn', 'Ansehn', 'an', 'dem', 'Leben', '.', 'Mit', 'kurtzem', ';', 'nim', 'den', 'Stab', '/', 'das', 'Reich', 'steh', ""'"", 'vnter', 'dir', 'Du', 'einig', 'vnter', 'vns', '.']"
28,833,catharina,,,,,,VH,negativ,36807.0,CATMA_9F79ED49-8137-4037-BEB9-E086E183AC95,7,Emotionen der Ablehnung,negativ,36779.0,Abscheu,"So ehrt Chach die jhm trew!
","['So', 'ehrt', 'Chach', 'die', 'jhm', 'trew', '!']"
29,834,,,,,,,VH,negativ,36976.0,CATMA_CB23E828-AACA-44A6-97A1-4C9DDC15454E_0,28,Emotionen der Angst,negativ,36819.0,Angst,"Als vns der Ruff entdeckt
Deß Meurabs Wiederkunfft; ward jderman erschreckt
Durch so gehäuffte Macht. Doch liß nicht einer mercken
Die jnner' Hertzens Angst.","['Als', 'vns', 'der', 'Ruff', 'entdeckt', 'Deß', 'Meurabs', 'Wiederkunfft', ';', 'ward', 'jderman', 'erschreckt', 'Durch', 'so', 'gehäuffte', 'Macht', '.', 'Doch', 'liß', 'nicht', 'einer', 'mercken', 'Die', 'jnner', ""'"", 'Hertzens', 'Angst', '.']"
30,835,,,,,,,VH,negativ,37137.0,CATMA_CB23E828-AACA-44A6-97A1-4C9DDC15454E_1,10,Emotionen der Angst,negativ,37086.0,Angst,"vil trauten ferner nicht
Dem der Gott vntrew wurd! ","['vil', 'trauten', 'ferner', 'nicht', 'Dem', 'der', 'Gott', 'vntrew', 'wurd', '!']"
31,836,unpersönlich,,,,,,VH,positiv,37622.0,CATMA_1840F57E-2F80-4DC4-886E-610907334ED7,18,Emotionen der Freude,positiv,37522.0,Freude,"Daß auß der Heyrath würd' ein stetes Wolergehen
Vnd jmmer süsse Lust vnd steiffer Fried entstehen /
","['Daß', 'auß', 'der', 'Heyrath', 'würd', ""'"", 'ein', 'stetes', 'Wolergehen', 'Vnd', 'jmmer', 'süsse', 'Lust', 'vnd', 'steiffer', 'Fried', 'entstehen', '/']"
32,837,,,,,,,VH,negativ,38137.0,CATMA_61022060-C7E0-4423-B0BD-B9E99621E26B,60,Emotionen des Leids,negativ,37834.0,Leid,"In wenig Zeit verfill
Deß Adels schönste Blum / durch frembde Trauerspill /
Man schaute nichts als Mord / als Jammer Weh vnd Thränen /
Als Leichen / Kercker / Beil' / als hochbestürtzte Sehnen /
Die Noth wuchs schon so hoch als sie nie kommen war /
Mit kurtzem; vnser Land stund gleichsam auff der Bar.
","['In', 'wenig', 'Zeit', 'verfill', 'Deß', 'Adels', 'schönste', 'Blum', '/', 'durch', 'frembde', 'Trauerspill', '/', 'Man', 'schaute', 'nichts', 'als', 'Mord', '/', 'als', 'Jammer', 'Weh', 'vnd', 'Thränen', '/', 'Als', 'Leichen', '/', 'Kercker', '/', 'Beil', ""'"", '/', 'als', 'hochbestürtzte', 'Sehnen', '/', 'Die', 'Noth', 'wuchs', 'schon', 'so', 'hoch', 'als', 'sie', 'nie', 'kommen', 'war', '/', 'Mit', 'kurtzem', ';', 'vnser', 'Land', 'stund', 'gleichsam', 'auff', 'der', 'Bar', '.']"
33,850,,,,,,,VH,negativ,45730.0,CATMA_F8D97056-2884-4661-97FF-7B517574F02F,20,Emotionen der Angst,negativ,45619.0,Angst,"Weil der verjagte Fürst sich vor Betrug entsetzte /
Vnd durch vil Angst gewarnt nicht gar zu sicher schätzte /
","['Weil', 'der', 'verjagte', 'Fürst', 'sich', 'vor', 'Betrug', 'entsetzte', '/', 'Vnd', 'durch', 'vil', 'Angst', 'gewarnt', 'nicht', 'gar', 'zu', 'sicher', 'schätzte', '/']"
34,851,,,,,,,VH,positiv,46033.0,CATMA_9874114A-DA3C-419A-8F52-D8878728193C,38,Emotionen der Freude,positiv,45831.0,Freude,"In seinem Vaterland / in welchem er empfangen
Mit freuden voller Lust nach euserstem Verlangen
Da Meurab vnd sein Volck jhn auff dem Thron geehrt /
Der von Natur vnd Recht nur jhm / nechst euch gehört.
","['In', 'seinem', 'Vaterland', '/', 'in', 'welchem', 'er', 'empfangen', 'Mit', 'freuden', 'voller', 'Lust', 'nach', 'euserstem', 'Verlangen', 'Da', 'Meurab', 'vnd', 'sein', 'Volck', 'jhn', 'auff', 'dem', 'Thron', 'geehrt', '/', 'Der', 'von', 'Natur', 'vnd', 'Recht', 'nur', 'jhm', '/', 'nechst', 'euch', 'gehört', '.']"
35,853,,,chach abas,,,,VH,negativ,46842.0,CATMA_4FE2BB2C-4DCF-4328-9399-1BD27E7C3672,21,Emotionen der Angst,negativ,46752.0,Angst,"O Himmel! stracks von hir.
Verbergt euch. steht jhr? laufft / entgeht! entweicht mit mir!
","['O', 'Himmel', '!', 'stracks', 'von', 'hir', '.', 'Verbergt', 'euch', '.', 'steht', 'jhr', '?', 'laufft', '/', 'entgeht', '!', 'entweicht', 'mit', 'mir', '!']"
36,854,,,,,,,VH,negativ,46882.0,CATMA_2A4FE0DD-9068-4C80-8FD5-3D65E91D5782,6,Emotionen der Angst,negativ,46855.0,Angst,"Welch Vnfall stöst vns an?
","['Welch', 'Vnfall', 'stöst', 'vns', 'an', '?']"
37,857,,,,,,,VH,positiv,47185.0,CATMA_06A3A904-79A2-4C5C-8A60-49E872837B8F_0,16,Emotionen der Zuneigung,positiv,47107.0,Liebe,"Hir finden wir die Sonn' es mag der Himmel prangen
Mit seiner Flammen Glantz! ","['Hir', 'finden', 'wir', 'die', 'Sonn', ""'"", 'es', 'mag', 'der', 'Himmel', 'prangen', 'Mit', 'seiner', 'Flammen', 'Glantz', '!']"
38,858,,,,,,,VH,positiv,47503.0,CATMA_06A3A904-79A2-4C5C-8A60-49E872837B8F_1,15,Emotionen der Zuneigung,positiv,47437.0,Liebe,"vnd gebe dem Gehör /
Der so vil Jahre sucht die Hoheit ihrer Ehr.
","['vnd', 'gebe', 'dem', 'Gehör', '/', 'Der', 'so', 'vil', 'Jahre', 'sucht', 'die', 'Hoheit', 'ihrer', 'Ehr', '.']"
39,861,,,,,,,VH,positiv,48088.0,CATMA_1656C56D-AAA0-4E7A-AE51-FA8386E03412_0,66,Emotionen der Zuneigung,positiv,47759.0,Liebe,"Sie herrscht in vnser Burg / der Kercker steht jhr offen.
Sie hat vns selbst verstrickt. Die Freyheit die wir hoffen
Beut jhr den Zepter an / vnd was ein Fürst vermag /

Der vil mehr Länder zehlt als abgelebter Tag' /
Wil sie gantz Persen schaun gebeugt für jhre Füsse?
Wil sie das Ispahan11

 sie vnterthänigst grüsse?
Wil sie?
","['Sie', 'herrscht', 'in', 'vnser', 'Burg', '/', 'der', 'Kercker', 'steht', 'jhr', 'offen', '.', 'Sie', 'hat', 'vns', 'selbst', 'verstrickt', '.', 'Die', 'Freyheit', 'die', 'wir', 'hoffen', 'Beut', 'jhr', 'den', 'Zepter', 'an', '/', 'vnd', 'was', 'ein', 'Fürst', 'vermag', '/', 'Der', 'vil', 'mehr', 'Länder', 'zehlt', 'als', 'abgelebter', 'Tag', ""'"", '/', 'Wil', 'sie', 'gantz', 'Persen', 'schaun', 'gebeugt', 'für', 'jhre', 'Füsse', '?', 'Wil', 'sie', 'das', 'Ispahan11', 'sie', 'vnterthänigst', 'grüsse', '?', 'Wil', 'sie', '?']"
40,863,,,,,,,VH,negativ,48200.0,CATMA_08269DF7-908F-4331-907B-7C259916562B,12,Emotionen des Leids,negativ,48149.0,Leid,"O Wort! das vnsern Geist biß auff den Tod verhert!
","['O', 'Wort', '!', 'das', 'vnsern', 'Geist', 'biß', 'auff', 'den', 'Tod', 'verhert', '!']"
41,865,,,,,,,VH,negativ,48946.0,CATMA_FD7A1C00-55BE-4D99-9E91-56E6CBFB1027,24,Emotionen der Angst,negativ,48815.0,Angst,"Der zarten Jahre Blum
Ist leider! durch die Hitz' ergrimmter Angst verschwunden.
Im Mittag hat vns Nacht vnd Finsternuß gefunden /
","['Der', 'zarten', 'Jahre', 'Blum', 'Ist', 'leider', '!', 'durch', 'die', 'Hitz', ""'"", 'ergrimmter', 'Angst', 'verschwunden', '.', 'Im', 'Mittag', 'hat', 'vns', 'Nacht', 'vnd', 'Finsternuß', 'gefunden', '/']"
42,866,,,,,,,VH,positiv,49717.0,CATMA_473D73B6-CA98-4BB7-9330-9BE16FCB242F_0,10,Emotionen der Zuneigung,positiv,49666.0,Liebe,"Sie vnsre Sonne macht die Sternen gantz zu nichte.
","['Sie', 'vnsre', 'Sonne', 'macht', 'die', 'Sternen', 'gantz', 'zu', 'nichte', '.']"
43,867,,,,,,,VH,positiv,49836.0,CATMA_473D73B6-CA98-4BB7-9330-9BE16FCB242F_1,10,Emotionen der Zuneigung,positiv,49784.0,Liebe,"Noch mehr die hohe Zucht die sie vnsterblich macht.
","['Noch', 'mehr', 'die', 'hohe', 'Zucht', 'die', 'sie', 'vnsterblich', 'macht', '.']"
44,869,,,,,,,VH,positiv,50584.0,CATMA_D6192E7C-2348-4501-85C8-B45690037331_0,8,Emotionen der Zuneigung,positiv,50544.0,Liebe,"Wir geben über vns jhr völlig Regiment.
","['Wir', 'geben', 'über', 'vns', 'jhr', 'völlig', 'Regiment', '.']"
45,870,,,,,,,VH,positiv,50911.0,CATMA_D6192E7C-2348-4501-85C8-B45690037331_1,52,Emotionen der Zuneigung,positiv,50660.0,Liebe,"Die herrscht in dem / der sie durchauß nicht sucht zu kräncken.
Die Libe steckt diß Hertz mit heissen Flammen an /
Der matte Geist verschmacht! wer ist der retten kan?
Wenn sie nicht Mittel schafft? man sucht sie zu bewegen
Durch was man hat vnd kan. ","['Die', 'herrscht', 'in', 'dem', '/', 'der', 'sie', 'durchauß', 'nicht', 'sucht', 'zu', 'kräncken', '.', 'Die', 'Libe', 'steckt', 'diß', 'Hertz', 'mit', 'heissen', 'Flammen', 'an', '/', 'Der', 'matte', 'Geist', 'verschmacht', '!', 'wer', 'ist', 'der', 'retten', 'kan', '?', 'Wenn', 'sie', 'nicht', 'Mittel', 'schafft', '?', 'man', 'sucht', 'sie', 'zu', 'bewegen', 'Durch', 'was', 'man', 'hat', 'vnd', 'kan', '.']"
46,873,,,,,,,VH,negativ,52145.0,CATMA_F5F6DCCC-2003-4DB8-B722-C035F50884A2,26,Emotionen des Leids,negativ,52014.0,Leid,"Die sich kein strenges Joch der Laster zwingen läst.
Wir dinen; unbefleckt! wir leiden; sonder Schande!
Wir tragen sonder Schmach! ","['Die', 'sich', 'kein', 'strenges', 'Joch', 'der', 'Laster', 'zwingen', 'läst', '.', 'Wir', 'dinen', ';', 'unbefleckt', '!', 'wir', 'leiden', ';', 'sonder', 'Schande', '!', 'Wir', 'tragen', 'sonder', 'Schmach', '!']"
47,875,,,,,,,VH,positiv,52454.0,CATMA_A4931FC1-CB33-4FD0-B573-CCA7CF50C7A0_1,10,Emotionen der Zuneigung,positiv,52408.0,Lust,"Wol. vberwindet euch / vnd den gefasten Wahn.
","['Wol', '.', 'vberwindet', 'euch', '/', 'vnd', 'den', 'gefasten', 'Wahn', '.']"
48,877,,,,,,,VH,negativ,52712.0,CATMA_5BF1EDD6-77CD-4428-B4A2-8CE494473B02,11,Emotionen der Angst,negativ,52660.0,Angst,"Die nach dem Tode siht entsetzt sich wenn er rufft.
","['Die', 'nach', 'dem', 'Tode', 'siht', 'entsetzt', 'sich', 'wenn', 'er', 'rufft', '.']"
