,Gemeinte_Source:_Experiencer,Gemeinte_Source:_Zuschreibende_Instanz,Gemeintes_Target:_Charakter,Gemeintes_Target:_Nicht-Charakter,Polarität,annotator,base_polarity,end,id,length_in_tokens,main_emotion_class,polarity,start,tag_type,text,tokens
12,,direktor,,,,VH,positiv,3872,CATMA_93C4AD81-32FC-4007-87EA-1D3FA7E9BFAD,16,Emotionen der Zuneigung,positiv,3806,Freundschaft,"Ihr beiden, die ihr mir so oft,
In Not und Trübsal, beigestanden,
","['Ihr', 'beiden', ',', 'die', 'ihr', 'mir', 'so', 'oft', ',', 'In', 'Not', 'und', 'Trübsal', ',', 'beigestanden', ',']"
13,direktor,unbekannt,,,,VH,negativ,3856,CATMA_6207775D-02DB-4465-A7ED-F6F1F2DA390E,4,Emotionen des Leids,negativ,3838,Leid,In Not und Trübsal,"['In', 'Not', 'und', 'Trübsal']"
14,,direktor,,,,VH,positiv,4187,CATMA_12A6B210-8C62-4F01-B631-1B4FA1916268,30,Emotionen der Freude,positiv,4022,Freude,"Die Pfosten sind, die Bretter aufgeschlagen,
Und jedermann erwartet sich ein Fest.
Sie sitzen schon, mit hohen Augenbraunen,
Gelassen da und möchten gern erstaunen.
","['Die', 'Pfosten', 'sind', ',', 'die', 'Bretter', 'aufgeschlagen', ',', 'Und', 'jedermann', 'erwartet', 'sich', 'ein', 'Fest', '.', 'Sie', 'sitzen', 'schon', ',', 'mit', 'hohen', 'Augenbraunen', ',', 'Gelassen', 'da', 'und', 'möchten', 'gern', 'erstaunen', '.']"
15,,direktor,unpersönlich,,,VH,negativ,4273,CATMA_3E82E15F-BD79-4A46-B3E0-786C6D3A27D3,8,Emotionen der Angst,negativ,4235,Angst,"Doch so verlegen bin ich nie gewesen:
","['Doch', 'so', 'verlegen', 'bin', 'ich', 'nie', 'gewesen', ':']"
16,,direktor,,,,VH,positiv,4482,CATMA_E77CA52B-7FDB-439A-80DB-04FEB86E7295,9,Emotionen der Freude,positiv,4438,Freude,"Denn freilich mag ich gern die Menge sehen,
","['Denn', 'freilich', 'mag', 'ich', 'gern', 'die', 'Menge', 'sehen', ',']"
17,direktor,direktor,,,,VH,positiv,4855,CATMA_90EDD21C-0EBD-431F-A123-E1958488B44F,8,Emotionen der Zuneigung,positiv,4827,Freundschaft,"mein Freund, o tu es heute!
","['mein', 'Freund', ',', 'o', 'tu', 'es', 'heute', '!']"
18,,dichter,,,,VH,negativ,5027,CATMA_A09924D5-5E5C-4C7B-BC9E-ADCD09037070,31,Emotionen der Angst,negativ,4866,Angst,"O sprich mir nicht von jener bunten Menge,
Bei deren Anblick uns der Geist entflieht.
Verhülle mir das wogende Gedränge,
Das wider Willen uns zum Strudel zieht.
","['O', 'sprich', 'mir', 'nicht', 'von', 'jener', 'bunten', 'Menge', ',', 'Bei', 'deren', 'Anblick', 'uns', 'der', 'Geist', 'entflieht', '.', 'Verhülle', 'mir', 'das', 'wogende', 'Gedränge', ',', 'Das', 'wider', 'Willen', 'uns', 'zum', 'Strudel', 'zieht', '.']"
19,,dichter,,,,VH,positiv,5108,CATMA_EB251F26-C320-41FC-8B9C-6AFC4E0EDC66,8,Emotionen der Freude,positiv,5069,Freude,"Wo nur dem Dichter reine Freude blüht,
","['Wo', 'nur', 'dem', 'Dichter', 'reine', 'Freude', 'blüht', ',']"
20,,dichter,,,,VH,positiv,5196,CATMA_D8CC731F-3706-4F04-B7E1-61A134B13CC9,14,Emotionen der Zuneigung,positiv,5108,Freundschaft,"Wo Lieb' und Freundschaft unsres Herzens Segen
Mit Götterhand erschaffen und erpflegen.
","['Wo', 'Lieb', ""'"", 'und', 'Freundschaft', 'unsres', 'Herzens', 'Segen', 'Mit', 'Götterhand', 'erschaffen', 'und', 'erpflegen', '.']"
21,,dichter,,,,VH,positiv,5196,CATMA_5C3E76C7-E9A8-4319-B986-126CC327D868,14,Emotionen der Zuneigung,positiv,5108,Liebe,"Wo Lieb' und Freundschaft unsres Herzens Segen
Mit Götterhand erschaffen und erpflegen.
","['Wo', 'Lieb', ""'"", 'und', 'Freundschaft', 'unsres', 'Herzens', 'Segen', 'Mit', 'Götterhand', 'erschaffen', 'und', 'erpflegen', '.']"
22,,lustige_person,,,,VH,positiv,5723,CATMA_E72480B0-CC4D-4043-8BDC-6F373DAA39CE,16,Emotionen der Freude,positiv,5651,Freude,"Wer machte denn der Mitwelt Spaß?
Den will sie doch und soll ihn haben.
","['Wer', 'machte', 'denn', 'der', 'Mitwelt', 'Spaß', '?', 'Den', 'will', 'sie', 'doch', 'und', 'soll', 'ihn', 'haben', '.']"
23,,direktor,,,,VH,positiv,6379,CATMA_264B955A-C630-4148-AE9C-2A1430F87201,15,Emotionen der Zuneigung,positiv,6303,Verehrung,"Da habt Ihr in der Breite gleich gewonnen,
Ihr seid ein vielgeliebter Mann.
","['Da', 'habt', 'Ihr', 'in', 'der', 'Breite', 'gleich', 'gewonnen', ',', 'Ihr', 'seid', 'ein', 'vielgeliebter', 'Mann', '.']"
24,,direktor,,,,VH,positiv,6555,CATMA_A9CF64F6-F8E9-46AA-9F9F-A126F11277BF,8,Emotionen der Freude,positiv,6516,Freude,"Und jeder geht zufrieden aus dem Haus.
","['Und', 'jeder', 'geht', 'zufrieden', 'aus', 'dem', 'Haus', '.']"
25,,dichter,,,,VH,negativ,6955,CATMA_5B3AC044-8572-4540-966D-13BF112B8DC7,32,Emotionen des Leids,negativ,6796,Ärger,"Ihr fühlet nicht, wie schlecht ein solches Handwerk sei
Wie wenig das dem echten Künstler zieme!
Der saubern Pfuscherei
Ist, merk' ich, schon bei Euch Maxime.
","['Ihr', 'fühlet', 'nicht', ',', 'wie', 'schlecht', 'ein', 'solches', 'Handwerk', 'sei', 'Wie', 'wenig', 'das', 'dem', 'echten', 'Künstler', 'zieme', '!', 'Der', 'saubern', 'Pfuscherei', 'Ist', ',', 'merk', ""'"", 'ich', ',', 'schon', 'bei', 'Euch', 'Maxime', '.']"
26,,direktor,,,,VH,negativ,7721,CATMA_C67A9588-AD41-40B4-B456-069179D51917,9,Emotionen der Zuneigung,negativ,7678,Lust,"Der eine wilde Nacht an einer Dirne Busen.
","['Der', 'eine', 'wilde', 'Nacht', 'an', 'einer', 'Dirne', 'Busen', '.']"
27,,direktor,,,,VH,negativ,8002,CATMA_C5697667-BFA4-48AE-ACA6-924DA6F009A7,9,Emotionen des Leids,negativ,7955,Leid,"Was fällt Euch an? Entzückung oder Schmerzen?

","['Was', 'fällt', 'Euch', 'an', '?', 'Entzückung', 'oder', 'Schmerzen', '?']"
28,,direktor,,,,VH,positiv,8001,CATMA_B0021A32-01D7-4168-B82A-DC017F49195F,9,Emotionen der Freude,positiv,7955,Freude,"Was fällt Euch an? Entzückung oder Schmerzen?
","['Was', 'fällt', 'Euch', 'an', '?', 'Entzückung', 'oder', 'Schmerzen', '?']"
29,,dichter,,,,VH,negativ,8181,CATMA_ABC39113-E9FE-43E4-A4F5-849236DADFD1,30,Emotionen des Leids,negativ,8012,Ärger,"Geh hin und such dir einen andern Knecht!
Der Dichter sollte wohl das höchste Recht,
Das Menschenrecht, das ihm Natur vergönnt,
Um deinetwillen freventlich verscherzen!
","['Geh', 'hin', 'und', 'such', 'dir', 'einen', 'andern', 'Knecht', '!', 'Der', 'Dichter', 'sollte', 'wohl', 'das', 'höchste', 'Recht', ',', 'Das', 'Menschenrecht', ',', 'das', 'ihm', 'Natur', 'vergönnt', ',', 'Um', 'deinetwillen', 'freventlich', 'verscherzen', '!']"
30,,dichter,,,,VH,Emotionale Bewegtheit,8342,CATMA_9E79116D-6F43-4DC7-A983-673E2062A209_0,32,Emotionale Bewegtheit,Emotionale Bewegtheit,8181,Emotionale Bewegtheit,"Wodurch bewegt er alle Herzen?
Wodurch besiegt er jedes Element?
Ist es der Einklang nicht, der aus dem Busen dringt
Und in sein Herz die Welt zurücke schlingt?
","['Wodurch', 'bewegt', 'er', 'alle', 'Herzen', '?', 'Wodurch', 'besiegt', 'er', 'jedes', 'Element', '?', 'Ist', 'es', 'der', 'Einklang', 'nicht', ',', 'der', 'aus', 'dem', 'Busen', 'dringt', 'Und', 'in', 'sein', 'Herz', 'die', 'Welt', 'zurücke', 'schlingt', '?']"
31,,dichter,,,,VH,Emotionale Bewegtheit,8983,CATMA_9E79116D-6F43-4DC7-A983-673E2062A209_1,85,Emotionale Bewegtheit,Emotionale Bewegtheit,8500,Emotionale Bewegtheit,"Wer teilt die fließend immer gleiche Reihe
Belebend ab, daß sie sich rhythmisch regt?
Wer ruft das Einzelne zur allgemeinen Weihe,
Wo es in herrlichen Akkorden schlägt?
Wer läßt den Sturm zu Leidenschaften wüten?
Das Abendrot im ernsten Sinne glühn?
Wer schüttet alle schönen Frühlingsblüten
Auf der Geliebten Pfade hin?
Wer flicht die unbedeutend grünen Blätter
Zum Ehrenkranz Verdiensten jeder Art?
Wer sichert den Olymp? vereinet Götter?
Des Menschen Kraft, im Dichter offenbart.
","['Wer', 'teilt', 'die', 'fließend', 'immer', 'gleiche', 'Reihe', 'Belebend', 'ab', ',', 'daß', 'sie', 'sich', 'rhythmisch', 'regt', '?', 'Wer', 'ruft', 'das', 'Einzelne', 'zur', 'allgemeinen', 'Weihe', ',', 'Wo', 'es', 'in', 'herrlichen', 'Akkorden', 'schlägt', '?', 'Wer', 'läßt', 'den', 'Sturm', 'zu', 'Leidenschaften', 'wüten', '?', 'Das', 'Abendrot', 'im', 'ernsten', 'Sinne', 'glühn', '?', 'Wer', 'schüttet', 'alle', 'schönen', 'Frühlingsblüten', 'Auf', 'der', 'Geliebten', 'Pfade', 'hin', '?', 'Wer', 'flicht', 'die', 'unbedeutend', 'grünen', 'Blätter', 'Zum', 'Ehrenkranz', 'Verdiensten', 'jeder', 'Art', '?', 'Wer', 'sichert', 'den', 'Olymp', '?', 'vereinet', 'Götter', '?', 'Des', 'Menschen', 'Kraft', ',', 'im', 'Dichter', 'offenbart', '.']"
32,,lustige_person,,,,VH,positiv,9298,CATMA_20760902-3F4F-405A-9204-92E8EF841C18,45,Emotionen der Zuneigung,positiv,9081,Liebe,"Wie man ein Liebesabenteuer treibt.
Zufällig naht man sich, man fühlt, man bleibt,
Und nach und nach wird man verflochten;
Es wächst das Glück, dann wird es angefochten,
Man ist entzückt, nun kommt der Schmerz heran,
","['Wie', 'man', 'ein', 'Liebesabenteuer', 'treibt', '.', 'Zufällig', 'naht', 'man', 'sich', ',', 'man', 'fühlt', ',', 'man', 'bleibt', ',', 'Und', 'nach', 'und', 'nach', 'wird', 'man', 'verflochten', ';', 'Es', 'wächst', 'das', 'Glück', ',', 'dann', 'wird', 'es', 'angefochten', ',', 'Man', 'ist', 'entzückt', ',', 'nun', 'kommt', 'der', 'Schmerz', 'heran', ',']"
33,,lustige_person,,,,VH,negativ,9831,CATMA_8511308F-93C3-4783-9082-337A43228662,12,Emotionen des Leids,negativ,9752,Mitleid,"Dann sauget jedes zärtliche Gemüte
Aus eurem Werk sich melanchol'sche Nahrung,
","['Dann', 'sauget', 'jedes', 'zärtliche', 'Gemüte', 'Aus', 'eurem', 'Werk', 'sich', ""melanchol'sche"", 'Nahrung', ',']"
34,,lustige_person,,,,VH,Emotionale Bewegtheit,9969,CATMA_A691957D-E576-4FE3-8C8D-9CD07A617351,31,Emotionale Bewegtheit,Emotionale Bewegtheit,9831,Emotionale Bewegtheit,"Dann wird bald dies, bald jenes aufgeregt,
Ein jeder sieht, was er im Herzen trägt.
Noch sind sie gleich bereit, zu weinen und zu lachen,
","['Dann', 'wird', 'bald', 'dies', ',', 'bald', 'jenes', 'aufgeregt', ',', 'Ein', 'jeder', 'sieht', ',', 'was', 'er', 'im', 'Herzen', 'trägt', '.', 'Noch', 'sind', 'sie', 'gleich', 'bereit', ',', 'zu', 'weinen', 'und', 'zu', 'lachen', ',']"
35,,lustige_person,,,,VH,positiv,10023,CATMA_B55F2830-63B1-46D5-8336-AFC950E09160_0,11,Emotionen der Freude,positiv,9970,Freude,"Sie ehren noch den Schwung, erfreuen sich am Schein;
","['Sie', 'ehren', 'noch', 'den', 'Schwung', ',', 'erfreuen', 'sich', 'am', 'Schein', ';']"
36,,lustige_person,,,,VH,positiv,10110,CATMA_B55F2830-63B1-46D5-8336-AFC950E09160_1,7,Emotionen der Freude,positiv,10071,Freude,"Ein Werdender wird immer dankbar sein.
","['Ein', 'Werdender', 'wird', 'immer', 'dankbar', 'sein', '.']"
37,,dichter,,,,VH,Emotionale Bewegtheit,10596,CATMA_EF3D1E1B-CB18-4CAB-B2F1-DC58546B47E8,21,Emotionale Bewegtheit,Emotionale Bewegtheit,10495,Emotionale Bewegtheit,"Das tiefe, schmerzenvolle Glück,
Des Hasses Kraft, die Macht der Liebe,
Gib meine Jugend mir zurück!
","['Das', 'tiefe', ',', 'schmerzenvolle', 'Glück', ',', 'Des', 'Hasses', 'Kraft', ',', 'die', 'Macht', 'der', 'Liebe', ',', 'Gib', 'meine', 'Jugend', 'mir', 'zurück', '!']"
38,,lustige_person,,,,VH,negativ,10769,CATMA_F2D1D002-F3D6-497C-9F9C-37A5901BF194,11,Emotionen der Zuneigung,negativ,10704,Lust,"Wenn mit Gewalt an deinen Hals
Sich allerliebste Mädchen hängen,
","['Wenn', 'mit', 'Gewalt', 'an', 'deinen', 'Hals', 'Sich', 'allerliebste', 'Mädchen', 'hängen', ',']"
39,,lustige_person,,,,VH,positiv,11119,CATMA_4907ECC9-A9F4-4445-8D6C-3183EE30BEB2,8,Emotionen der Zuneigung,positiv,11077,Verehrung,"Und wir verehren euch darum nicht minder.
","['Und', 'wir', 'verehren', 'euch', 'darum', 'nicht', 'minder', '.']"
40,,direktor,,,,VH,negativ,11427,CATMA_EB4948B0-0D3F-4AF1-8182-58EBA00404D7,6,Emotionen der Angst,negativ,11392,Angst," Dem Zaudernden erscheint sie nie.
","['Dem', 'Zaudernden', 'erscheint', 'sie', 'nie', '.']"
41,,raphael,,,,VH,positiv,12625,CATMA_D09D3A62-0C4A-4624-AA3E-284418C97C69,24,Emotionen der Freude,positiv,12495,Freude,"Ihr Anblick gibt den Engeln Stärke,
Wenn keiner sie ergründen mag;
Die unbegreiflich hohen Werke
Sind herrlich wie am ersten Tag.
","['Ihr', 'Anblick', 'gibt', 'den', 'Engeln', 'Stärke', ',', 'Wenn', 'keiner', 'sie', 'ergründen', 'mag', ';', 'Die', 'unbegreiflich', 'hohen', 'Werke', 'Sind', 'herrlich', 'wie', 'am', 'ersten', 'Tag', '.']"
42,,"['gabriel', 'michael', 'raphael']",,,,VH,positiv,13325,CATMA_A1AF6415-A168-4657-AFE0-C5D51C012FD1,25,Emotionen der Zuneigung,positiv,13199,Verehrung,"Der Anblick gibt den Engeln Stärke,
Da keiner dich ergründen mag,
Und alle deine hohen Werke
Sind herrlich wie am ersten Tag.
","['Der', 'Anblick', 'gibt', 'den', 'Engeln', 'Stärke', ',', 'Da', 'keiner', 'dich', 'ergründen', 'mag', ',', 'Und', 'alle', 'deine', 'hohen', 'Werke', 'Sind', 'herrlich', 'wie', 'am', 'ersten', 'Tag', '.']"
43,,mephistopheles,,,,VH,positiv,13469,CATMA_1700F9CA-EEFA-4032-8D2B-3652FF6100CF,8,Emotionen der Zuneigung,positiv,13427,Freundschaft,"Und du mich sonst gewöhnlich gerne sahst,
","['Und', 'du', 'mich', 'sonst', 'gewöhnlich', 'gerne', 'sahst', ',']"
44,,mephistopheles,,,,VH,positiv,13600,CATMA_92B4FFAD-049E-4AF8-8933-8732BC1B3887,9,Emotionen der Freude,positiv,13555,Schadenfreude,"Und wenn mich auch der ganze Kreis verhöhnt;
","['Und', 'wenn', 'mich', 'auch', 'der', 'ganze', 'Kreis', 'verhöhnt', ';']"
45,,mephistopheles,,,,VH,positiv,13685,CATMA_AB45C244-AACF-43C0-B619-1DC634D58835,16,Emotionen der Freude,positiv,13600,Freude,"Mein Pathos brächte dich gewiß zum Lachen,
Hättst du dir nicht das Lachen abgewöhnt.
","['Mein', 'Pathos', 'brächte', 'dich', 'gewiß', 'zum', 'Lachen', ',', 'Hättst', 'du', 'dir', 'nicht', 'das', 'Lachen', 'abgewöhnt', '.']"
46,,mephistopheles,,,,VH,negativ,13776,CATMA_06EE9D68-E267-448F-B167-56C6E13136FF,10,Emotionen des Leids,negativ,13732,Leid,"Ich sehe nur, wie sich die Menschen plagen.
","['Ich', 'sehe', 'nur', ',', 'wie', 'sich', 'die', 'Menschen', 'plagen', '.']"
47,,mephistopheles,,,,VH,negativ,14585,CATMA_1A251DBB-E236-487A-B2CC-2066582CA739,33,Emotionen des Leids,negativ,14432,Mitleid,"Nein, Herr! ich find' es dort, wie immer, herzlich schlecht.
Die Menschen dauern mich in ihren Jammertagen,
Ich mag sogar die armen selbst nicht plagen.
","['Nein', ',', 'Herr', '!', 'ich', 'find', ""'"", 'es', 'dort', ',', 'wie', 'immer', ',', 'herzlich', 'schlecht', '.', 'Die', 'Menschen', 'dauern', 'mich', 'in', 'ihren', 'Jammertagen', ',', 'Ich', 'mag', 'sogar', 'die', 'armen', 'selbst', 'nicht', 'plagen', '.']"
48,,mephistopheles,,,,VH,negativ,15005,CATMA_46A33DEB-F4F5-4D29-8A2A-2A5558A03E6E,44,Emotionen des Leids,negativ,14780,Leid,"Ihn treibt die Gärung in die Ferne,
Er ist sich seiner Tollheit halb bewußt;
Vom Himmel fordert er die schönsten Sterne
Und von der Erde jede höchste Lust,
Und alle Näh' und alle Ferne
Befriedigt nicht die tiefbewegte Brust.
","['Ihn', 'treibt', 'die', 'Gärung', 'in', 'die', 'Ferne', ',', 'Er', 'ist', 'sich', 'seiner', 'Tollheit', 'halb', 'bewußt', ';', 'Vom', 'Himmel', 'fordert', 'er', 'die', 'schönsten', 'Sterne', 'Und', 'von', 'der', 'Erde', 'jede', 'höchste', 'Lust', ',', 'Und', 'alle', 'Näh', ""'"", 'und', 'alle', 'Ferne', 'Befriedigt', 'nicht', 'die', 'tiefbewegte', 'Brust', '.']"
49,,der_herr,,,,VH,positiv,15205,CATMA_D704FCE0-0704-437E-9E9D-05D15265EA1C,40,Emotionen der Zuneigung,positiv,15017,Liebe,"Wenn er mir jetzt auch nur verworren dient,
So werd' ich ihn bald in die Klarheit führen.
 Weiß doch der Gärtner, wenn das Bäumchen grünt,
Daß Blüt' und Frucht die künft'gen Jahre zieren.
","['Wenn', 'er', 'mir', 'jetzt', 'auch', 'nur', 'verworren', 'dient', ',', 'So', 'werd', ""'"", 'ich', 'ihn', 'bald', 'in', 'die', 'Klarheit', 'führen', '.', 'Weiß', 'doch', 'der', 'Gärtner', ',', 'wenn', 'das', 'Bäumchen', 'grünt', ',', 'Daß', 'Blüt', ""'"", 'und', 'Frucht', 'die', ""künft'gen"", 'Jahre', 'zieren', '.']"
50,,mephistopheles,,,,VH,positiv,15598,CATMA_6CEAA2D3-EB99-419B-A6A4-43C396B9911B,30,Emotionen der Freude,positiv,15469,Freude,"Da dank' ich Euch; denn mit den Toten
Hab' ich mich niemals gern befangen.
Am meisten lieb' ich mir die vollen, frischen Wangen.
","['Da', 'dank', ""'"", 'ich', 'Euch', ';', 'denn', 'mit', 'den', 'Toten', 'Hab', ""'"", 'ich', 'mich', 'niemals', 'gern', 'befangen', '.', 'Am', 'meisten', 'lieb', ""'"", 'ich', 'mir', 'die', 'vollen', ',', 'frischen', 'Wangen', '.']"
51,,"['der_herr', 'mephistopheles']",,,,VH,negativ,15873,CATMA_2255D4DE-BFA3-4489-84A5-8A378EBE6460,9,Emotionen des Leids,negativ,15831,Leid,"Und steh beschämt, wenn du bekennen mußt:
","['Und', 'steh', 'beschämt', ',', 'wenn', 'du', 'bekennen', 'mußt', ':']"
52,,,,,,VH,positiv,16128,CATMA_02DC76B5-0ED8-4818-950C-5A88D2567EA6,33,Emotionen der Freude,positiv,15973,Freude,"Schon gut! nur dauert es nicht lange.
Mir ist für meine Wette gar nicht bange.
Wenn ich zu meinem Zweck gelange,
Erlaubt Ihr mir Triumph aus voller Brust.
","['Schon', 'gut', '!', 'nur', 'dauert', 'es', 'nicht', 'lange', '.', 'Mir', 'ist', 'für', 'meine', 'Wette', 'gar', 'nicht', 'bange', '.', 'Wenn', 'ich', 'zu', 'meinem', 'Zweck', 'gelange', ',', 'Erlaubt', 'Ihr', 'mir', 'Triumph', 'aus', 'voller', 'Brust', '.']"
53,,der_herr,,,,VH,negativ,16369,CATMA_3E5AA2E4-E564-4BDE-8CCC-379B840A431A,22,Emotionen des Leids,negativ,16256,Ärger,"Ich habe deinesgleichen nie gehaßt.
Von allen Geistern, die verneinen,
Ist mir der Schalk am wenigsten zur Last.
","['Ich', 'habe', 'deinesgleichen', 'nie', 'gehaßt', '.', 'Von', 'allen', 'Geistern', ',', 'die', 'verneinen', ',', 'Ist', 'mir', 'der', 'Schalk', 'am', 'wenigsten', 'zur', 'Last', '.']"
54,,der_herr,,,,VH,positiv,16628,CATMA_5CBEA27C-9BFF-4504-B5BC-9BAC645CC67D,14,Emotionen der Freude,positiv,16552,Freude,"Doch ihr, die echten Göttersöhne,
Erfreut euch der lebendig reichen Schöne!
","['Doch', 'ihr', ',', 'die', 'echten', 'Göttersöhne', ',', 'Erfreut', 'euch', 'der', 'lebendig', 'reichen', 'Schöne', '!']"
55,,der_herr,,,,VH,positiv,16793,CATMA_AC655F6A-AB69-4E64-AC48-CF0AAD71ACF1,30,Emotionen der Zuneigung,positiv,16629,Liebe,"Das Werdende, das ewig wirkt und lebt,
Umfass' euch mit der Liebe holden Schranken,
Und was in schwankender Erscheinung schwebt,
Befestiget mit dauernden Gedanken.
","['Das', 'Werdende', ',', 'das', 'ewig', 'wirkt', 'und', 'lebt', ',', 'Umfass', ""'"", 'euch', 'mit', 'der', 'Liebe', 'holden', 'Schranken', ',', 'Und', 'was', 'in', 'schwankender', 'Erscheinung', 'schwebt', ',', 'Befestiget', 'mit', 'dauernden', 'Gedanken', '.']"
56,,mephistopheles,,,,VH,positiv,16945,CATMA_3A6F21E4-BD42-4978-84BD-59C18A67BDA5,20,Emotionen der Zuneigung,positiv,16868,Freundschaft,"Von Zeit zu Zeit seh' ich den Alten gern,
Und hüte mich, mit ihm zu brechen.
","['Von', 'Zeit', 'zu', 'Zeit', 'seh', ""'"", 'ich', 'den', 'Alten', 'gern', ',', 'Und', 'hüte', 'mich', ',', 'mit', 'ihm', 'zu', 'brechen', '.']"
57,,mephistopheles,,,,VH,positiv,17036,CATMA_FBF70118-F471-4932-A427-8CD3F00066A5,18,Emotionen der Zuneigung,positiv,16945,Verehrung,"Es ist gar hübsch von einem großen Herrn,
So menschlich mit dem Teufel selbst zu sprechen.
","['Es', 'ist', 'gar', 'hübsch', 'von', 'einem', 'großen', 'Herrn', ',', 'So', 'menschlich', 'mit', 'dem', 'Teufel', 'selbst', 'zu', 'sprechen', '.']"
58,,,,Zustand,,VH,negativ,17136,CATMA_A1085A62-C8D8-4A40-B1B2-D2EC836E88E3,8,Emotionen des Leids,negativ,17094,Leid,"Faust unruhig auf seinem Sessel am Pulte.
","['Faust', 'unruhig', 'auf', 'seinem', 'Sessel', 'am', 'Pulte', '.']"
