,file,genre,bp_negative_abs,bp_positive_abs,bp_em1_abs,bp_negative_per,bp_positive_per,bp_em1_per,mec_suffering_abs,mec_rejection_abs,mec_affection_abs,mec_joy_abs,mec_fear_abs,mec_em2_abs,mec_suffering_per,mec_rejection_per,mec_affection_per,mec_joy_per,mec_fear_per,mec_em2_per,tt_suffering_abs,tt_love_abs,tt_fear_abs,tt_joy_abs,tt_hate_abs,tt_admiration_abs,tt_schadenfreude_abs,tt_em3_abs,tt_friendship_abs,tt_despair_abs,tt_desire_abs,tt_compassion_abs,tt_anger_abs,tt_suffering_per,tt_love_per,tt_fear_per,tt_joy_per,tt_hate_per,tt_admiration_per,tt_schadenfreude_per,tt_em3_per,tt_friendship_per,tt_despair_per,tt_desire_per,tt_compassion_per,tt_anger_per
10,GerDracor/muellner-die-schuld.xml,tragedy,873,400,348,0.5385564466378778,0.24676125848241826,0.2146822948797039,331,283,212,174,217,404,0.2041949413942011,0.1745835903763109,0.1307834669956817,0.10734114743985194,0.1338679827267119,0.24922887106724245,286,135,128,143,107,38,17,498,15,47,0,28,179,0.17643429981492906,0.08328192473781616,0.07896360271437385,0.08821714990746453,0.06600863664404688,0.023442319555829736,0.010487353485502776,0.30721776681061075,0.009253547193090685,0.028994447871684145,0,0.01727328809376928,0.11042566317088218
11,GerDracor/klopstock-der-tod-adams.xml,tragedy,390,172,118,0.5735294117647058,0.2529411764705882,0.17352941176470588,175,99,96,83,91,136,0.25735294117647056,0.14558823529411766,0.1411764705882353,0.12205882352941176,0.1338235294117647,0.2,144,65,51,74,36,29,1,164,4,40,0,27,45,0.21176470588235294,0.09558823529411764,0.075,0.10882352941176471,0.052941176470588235,0.04264705882352941,0.0014705882352941176,0.2411764705882353,0.0058823529411764705,0.058823529411764705,0,0.039705882352941174,0.0661764705882353
12,TextGrid/-Agrippina.xml,tragedy,2003,1527,430,0.5058080808080808,0.3856060606060606,0.10858585858585859,684,929,435,897,206,809,0.17272727272727273,0.2345959595959596,0.10984848484848485,0.2265151515151515,0.05202020202020202,0.2042929292929293,715,200,134,328,405,290,67,1450,9,55,0,33,274,0.18055555555555555,0.050505050505050504,0.03383838383838384,0.08282828282828283,0.10227272727272728,0.07323232323232323,0.01691919191919192,0.3661616161616162,0.0022727272727272726,0.013888888888888888,0,0.008333333333333333,0.0691919191919192
13,GerDracor/schiller-don-carlos-infant-von-spanien.xml,tragedy,2365,1466,1045,0.4850287120590648,0.300656275635767,0.21431501230516817,764,898,963,497,519,1235,0.15668580803937654,0.18416735028712058,0.19749794913863822,0.10192780968006562,0.1064397046759639,0.2532813781788351,674,403,342,438,263,386,28,1590,77,87,0,63,525,0.13822805578342903,0.08264971287940935,0.0701394585726005,0.08982772764561116,0.05393765381460213,0.07916324856439705,0.005742411812961444,0.32608695652173914,0.01579163248564397,0.017842493847415916,0,0.012920426579163249,0.10767022149302707
14,GerDracor/grillparzer-sappho.xml,tragedy,888,565,284,0.5112262521588946,0.3252734599884859,0.16350028785261947,325,351,331,205,179,346,0.1871042026482441,0.20207253886010362,0.19055843408175013,0.1180195739781232,0.10305123776626367,0.19919401266551526,285,190,153,213,95,79,11,434,25,33,0,34,185,0.16407599309153714,0.10938399539435809,0.08808290155440414,0.1226252158894646,0.05469199769717904,0.04548071387449626,0.0063327576280944155,0.24985607369027057,0.014392630972941854,0.018998272884283247,0,0.01957397812320092,0.10650546919976972
15,GerDracor/kleist-die-hermannsschlacht.xml,tragedy,1309,716,508,0.5167785234899329,0.2826687722068693,0.2005527043031978,239,799,314,328,225,628,0.09435452033162259,0.31543624161073824,0.12396367943150415,0.12949072246348203,0.08882747729964469,0.2479273588630083,224,111,177,270,250,166,49,793,45,49,0,34,365,0.08843268851164626,0.043821555467824715,0.0698776154757205,0.10659297275957363,0.0986971969996052,0.06553493880773786,0.01934465061192262,0.3130675088827477,0.017765495459928938,0.01934465061192262,0,0.013422818791946308,0.14409790761942362
16,GerDracor/engel-eid-und-pflicht.xml,tragedy,1007,338,439,0.5644618834080718,0.18946188340807174,0.2460762331838565,319,330,174,123,257,581,0.1788116591928251,0.18497757847533633,0.09753363228699552,0.06894618834080718,0.14405829596412556,0.32567264573991034,265,100,189,135,51,35,9,646,20,42,0,31,261,0.148542600896861,0.05605381165919283,0.10594170403587444,0.07567264573991031,0.02858744394618834,0.01961883408071749,0.005044843049327354,0.36210762331838564,0.011210762331838564,0.023542600896860985,0,0.017376681614349777,0.14630044843049328
17,TextGrid/-Carolus_Stuardus.xml,tragedy,1669,561,149,0.7015552753257671,0.23581336696090793,0.06263135771332493,590,744,322,250,225,248,0.24800336275746113,0.31273644388398486,0.1353509878100042,0.10508617065994115,0.09457755359394704,0.10424548129466163,540,110,185,196,262,213,39,473,19,54,0,46,242,0.22698612862547288,0.04623791509037411,0.07776376628835645,0.08238755779739386,0.11013030685161833,0.08953341740226986,0.01639344262295082,0.19882303488860867,0.007986548970155528,0.02269861286254729,0,0.019335855401429174,0.10172341319882304
18,TextGrid/-Faust.2.xml,tragedy,948,616,219,0.5316881660123387,0.34548513740886144,0.12282669657879977,330,390,257,329,205,272,0.1850813236118901,0.21873247335950646,0.1441390914189568,0.18452047111609646,0.11497476163768929,0.1525518788558609,312,130,112,306,131,64,36,365,18,59,0,33,217,0.17498597868760515,0.07291082445316882,0.0628154795288839,0.17162086371284352,0.07347167694896242,0.0358945597307908,0.020190689848569827,0.2047111609646663,0.010095344924284913,0.03309029725182277,0,0.018508132361189006,0.12170499158721257
19,GerDracor/weisse-atreus-und-thyest.xml,tragedy,1148,452,276,0.6119402985074627,0.24093816631130063,0.14712153518123666,335,574,236,188,219,324,0.17857142857142858,0.30597014925373134,0.1257995735607676,0.10021321961620469,0.11673773987206823,0.17270788912579957,301,135,157,174,186,56,18,458,23,82,0,59,227,0.16044776119402984,0.07196162046908315,0.08368869936034115,0.09275053304904052,0.09914712153518124,0.029850746268656716,0.009594882729211088,0.244136460554371,0.012260127931769723,0.04371002132196162,0,0.0314498933901919,0.12100213219616204
20,TextGrid/-Schuldige_Unschuld_oder_Maria_Stuarda.xml,tragedy,735,341,76,0.6380208333333334,0.2960069444444444,0.06597222222222222,302,291,159,174,80,146,0.2621527777777778,0.2526041666666667,0.13802083333333334,0.15104166666666666,0.06944444444444445,0.1267361111111111,302,70,52,106,104,109,5,271,16,26,0,10,81,0.2621527777777778,0.06076388888888889,0.04513888888888889,0.0920138888888889,0.09027777777777778,0.09461805555555555,0.004340277777777778,0.23524305555555555,0.013888888888888888,0.022569444444444444,0,0.008680555555555556,0.0703125
21,GerDracor/grabbe-kaiser-friedrich-barbarossa.xml,tragedy,1240,770,207,0.5593143888137122,0.3473161930536761,0.09336941813261164,334,555,346,386,326,270,0.15065403698691926,0.2503382949932341,0.15606675687866486,0.17410915651781686,0.14704555705908887,0.12178619756427606,305,133,182,318,183,230,48,419,40,67,0,31,261,0.13757329724853407,0.05999097880018042,0.08209291835814163,0.14343707713125844,0.08254397834912043,0.10374379792512405,0.02165087956698241,0.18899413622011726,0.018042399639152006,0.030221019395579612,0,0.013982859720342805,0.11772665764546685
22,GerDracor/schiller-die-jungfrau-von-orleans.xml,tragedy,1402,898,338,0.5314632297194845,0.34040940106141016,0.1281273692191054,351,634,551,310,394,398,0.13305534495830174,0.2403335860500379,0.20887035633055345,0.11751326762699014,0.14935557240333586,0.1508718726307809,333,240,269,305,236,262,27,542,56,87,0,41,240,0.12623199393479909,0.09097801364670205,0.10197119029567854,0.11561789234268385,0.08946171341925702,0.09931766489764973,0.01023502653525398,0.20545868081880211,0.02122820318423048,0.032979529946929494,0,0.0155420773313116,0.09097801364670205
23,TextGrid/-Mariamne.xml,tragedy,1580,683,150,0.6547865727310402,0.2830501450476585,0.06216328222130128,591,717,349,322,219,215,0.24492333195192706,0.29714048901782014,0.14463323663489433,0.13344384583506008,0.09075839204309988,0.08910070451719851,562,173,122,252,358,208,29,418,14,65,0,46,166,0.23290509738914214,0.07169498549523415,0.050559469539991714,0.10443431413178615,0.1483630335681724,0.08619975134687112,0.012018234562784915,0.1732283464566929,0.005801906340654786,0.026937422295897222,0,0.019063406547865726,0.06879403232490676
24,GerDracor/sturz-julie.xml,tragedy,474,180,167,0.5773447015834349,0.2192448233861145,0.20341047503045068,210,162,131,56,74,188,0.2557856272838002,0.19732034104750304,0.15956151035322777,0.0682095006090134,0.09013398294762484,0.2289890377588307,156,70,41,47,47,29,4,235,11,25,0,47,109,0.1900121802679659,0.08526187576126674,0.049939098660170524,0.057247259439707675,0.057247259439707675,0.03532277710109622,0.0048721071863581,0.2862362971985384,0.013398294762484775,0.030450669914738125,0,0.057247259439707675,0.13276492082825822
25,GerDracor/schiller-die-piccolomini.xml,tragedy,991,640,359,0.4979899497487437,0.32160804020100503,0.18040201005025125,272,534,366,277,150,391,0.13668341708542714,0.26834170854271355,0.18391959798994975,0.13919597989949747,0.07537688442211055,0.1964824120603015,222,114,122,259,94,147,29,557,48,19,0,23,356,0.11155778894472362,0.05728643216080402,0.061306532663316586,0.13015075376884422,0.04723618090452261,0.07386934673366834,0.01457286432160804,0.2798994974874372,0.024120603015075376,0.009547738693467337,0,0.011557788944723618,0.17889447236180905
26,GerDracor/goethe-faust-in-urspruenglicher-gestalt.xml,tragedy,829,435,138,0.5912981455064193,0.3102710413694722,0.09843081312410841,293,352,229,197,133,198,0.20898716119828817,0.25106990014265335,0.16333808844507847,0.1405135520684736,0.09486447931526391,0.14122681883024252,250,132,86,206,88,43,20,253,13,28,0,45,238,0.1783166904422254,0.09415121255349501,0.06134094151212553,0.14693295292439373,0.06276747503566334,0.030670470756062766,0.014265335235378032,0.1804564907275321,0.009272467902995721,0.019971469329529243,0,0.03209700427960057,0.16975748930099857
27,TextGrid/-Sophia.xml,tragedy,1118,784,201,0.531621493105088,0.3728007608178792,0.09557774607703282,398,477,427,400,184,217,0.18925344745601522,0.2268188302425107,0.20304327151688065,0.1902044698050404,0.08749405611031859,0.10318592486923443,385,206,102,329,225,195,15,410,12,48,0,39,137,0.1830718021873514,0.09795530194959581,0.04850213980028531,0.15644317641464575,0.10699001426533523,0.09272467902995721,0.007132667617689016,0.19495958155016643,0.005706134094151213,0.02282453637660485,0,0.018544935805991442,0.06514503090822635
28,"TextGrid/-Faustine,_der_weibliche_Faust.xml",tragedy,1136,693,161,0.5708542713567839,0.34824120603015074,0.08090452261306533,412,552,371,319,155,181,0.207035175879397,0.27738693467336684,0.18643216080402011,0.16030150753768843,0.07788944723618091,0.09095477386934674,387,222,103,315,222,105,42,274,25,35,0,30,230,0.19447236180904523,0.11155778894472362,0.05175879396984925,0.15829145728643215,0.11155778894472362,0.052763819095477386,0.021105527638190954,0.13768844221105528,0.01256281407035176,0.017587939698492462,0,0.01507537688442211,0.11557788944723618
29,GerDracor/castelli-jeitteles-der-schicksalsstrumpf.xml,tragedy,546,213,113,0.6261467889908257,0.24426605504587157,0.12958715596330275,195,198,93,129,98,159,0.22362385321100917,0.22706422018348624,0.10665137614678899,0.14793577981651376,0.11238532110091744,0.1823394495412844,190,59,55,103,64,35,16,214,4,28,0,17,87,0.21788990825688073,0.0676605504587156,0.06307339449541284,0.11811926605504587,0.07339449541284404,0.040137614678899085,0.01834862385321101,0.24541284403669725,0.0045871559633027525,0.03211009174311927,0,0.0194954128440367,0.09977064220183486
30,GerDracor/koerner-zriny.xml,tragedy,964,718,183,0.5168900804289545,0.38498659517426276,0.09812332439678284,274,436,370,269,270,246,0.14691689008042896,0.23378016085790884,0.19839142091152814,0.14423592493297588,0.1447721179624665,0.1319034852546917,244,141,179,277,114,180,35,364,49,82,0,32,168,0.13083109919571045,0.07560321715817694,0.09597855227882038,0.1485254691689008,0.061126005361930295,0.09651474530831099,0.01876675603217158,0.19517426273458446,0.026273458445040216,0.04396782841823056,0,0.017158176943699734,0.09008042895442359
31,GerDracor/grillparzer-ein-treuer-diener-seines-herrn.xml,tragedy,1659,685,367,0.6119513094798967,0.25267428992991514,0.13537440059018813,391,810,347,292,338,533,0.14422722242714867,0.2987827369974179,0.1279970490593877,0.10770933234968647,0.12467724087052748,0.1966064182958318,365,164,275,267,188,129,28,620,34,41,0,48,552,0.1346366654371081,0.06049428255256363,0.10143858354850609,0.0984876429361859,0.06934710438952416,0.047583917373662854,0.010328292143120619,0.22869789745481373,0.012541497602360752,0.015123570638140908,0,0.01770564367392106,0.2036149022500922
32,TextGrid/-Perseus.xml,tragedy,546,286,67,0.60734149054505,0.3181312569521691,0.07452725250278086,165,289,140,162,51,92,0.1835372636262514,0.32146829810901,0.1557285873192436,0.18020022246941045,0.05672969966629588,0.10233592880978866,159,47,41,127,91,83,46,129,17,18,0,20,121,0.17686318131256953,0.05228031145717464,0.04560622914349277,0.14126807563959956,0.10122358175750834,0.09232480533926585,0.05116796440489433,0.14349276974416017,0.018909899888765295,0.020022246941045607,0,0.02224694104560623,0.13459399332591768
33,GerDracor/grabbe-napoleon.xml,tragedy,1738,941,557,0.5370828182941904,0.29079110012360937,0.17212608158220025,385,959,337,536,353,666,0.11897404202719407,0.296353522867738,0.10414091470951792,0.16563658838071693,0.10908529048207664,0.2058096415327565,372,87,243,445,290,294,93,810,25,28,0,52,497,0.11495673671199011,0.02688504326328801,0.07509270704573548,0.13751545117428923,0.0896168108776267,0.09085290482076638,0.028739184177997527,0.25030902348578493,0.0077255871446229914,0.00865265760197775,0,0.016069221260815822,0.15358467243510507
34,GerDracor/goethe-die-natuerliche-tochter.xml,tragedy,930,654,159,0.5335628227194492,0.37521514629948366,0.09122203098106713,409,315,393,256,184,186,0.23465289730349972,0.18072289156626506,0.22547332185886404,0.14687320711417096,0.10556511761331039,0.10671256454388985,383,186,128,263,85,143,8,287,19,44,0,31,166,0.2197360872059667,0.10671256454388985,0.07343660355708548,0.1508892713711991,0.04876649454962708,0.08204245553643144,0.004589787722317842,0.1646586345381526,0.010900745840504877,0.025243832472748137,0,0.01778542742398164,0.09523809523809523
35,GerDracor/gotter-medea.xml,tragedy,85,33,33,0.5629139072847682,0.2185430463576159,0.2185430463576159,24,23,20,18,25,41,0.15894039735099338,0.152317880794702,0.13245033112582782,0.11920529801324503,0.16556291390728478,0.271523178807947,22,17,17,12,9,6,0,44,1,8,0,3,12,0.1456953642384106,0.11258278145695365,0.11258278145695365,0.07947019867549669,0.059602649006622516,0.039735099337748346,0.0,0.2913907284768212,0.006622516556291391,0.052980132450331126,0,0.019867549668874173,0.07947019867549669
36,GerDracor/schiller-die-raeuber.xml,tragedy,1989,793,478,0.6101226993865031,0.2432515337423313,0.14662576687116563,506,1042,383,385,349,595,0.15521472392638036,0.3196319018404908,0.11748466257668712,0.11809815950920245,0.10705521472392639,0.18251533742331288,431,186,222,349,313,114,53,809,29,98,0,74,582,0.1322085889570552,0.05705521472392638,0.06809815950920245,0.10705521472392639,0.09601226993865031,0.03496932515337423,0.01625766871165644,0.248159509202454,0.008895705521472393,0.030061349693251534,0,0.022699386503067485,0.1785276073619632
37,GerDracor/kotzebue-die-spanier-in-peru.xml,tragedy,1606,795,494,0.5547495682210708,0.27461139896373055,0.17063903281519863,484,658,475,343,398,537,0.16718480138169256,0.22728842832469776,0.16407599309153714,0.11848013816925734,0.13747841105354058,0.18549222797927462,435,212,249,296,219,144,39,689,68,92,0,65,387,0.15025906735751296,0.07322970639032815,0.08601036269430051,0.10224525043177893,0.07564766839378238,0.049740932642487044,0.013471502590673576,0.2379965457685665,0.023488773747841106,0.03177892918825561,0,0.022452504317789293,0.13367875647668392
38,GerDracor/wieland-lady-johanna-gray.xml,tragedy,715,476,154,0.5315985130111525,0.35390334572490706,0.11449814126394052,381,193,284,159,172,156,0.283271375464684,0.14349442379182156,0.21115241635687731,0.11821561338289963,0.12788104089219332,0.11598513011152416,310,179,104,151,71,112,3,247,12,64,0,30,62,0.23048327137546468,0.13308550185873605,0.07732342007434945,0.11226765799256505,0.05278810408921933,0.08327137546468401,0.0022304832713754648,0.18364312267657992,0.008921933085501859,0.04758364312267658,0,0.022304832713754646,0.046096654275092935
39,GerDracor/tieck-karl-von-berneck.xml,tragedy,1045,585,292,0.5437044745057232,0.30437044745057235,0.15192507804370448,377,391,279,314,181,380,0.19614984391259105,0.20343392299687826,0.14516129032258066,0.16337148803329865,0.09417273673257023,0.19771071800208118,370,122,132,276,95,74,24,476,29,21,0,29,274,0.19250780437044746,0.06347554630593132,0.06867845993756504,0.14360041623309053,0.049427679500520294,0.03850156087408949,0.012486992715920915,0.24765868886576484,0.015088449531737774,0.010926118626430802,0,0.015088449531737774,0.1425598335067638
40,GerDracor/schiller-die-verschwoerung-des-fiesco-zu-genua.xml,tragedy,1843,830,618,0.5600121543603768,0.2522029778182923,0.18778486782133091,408,1046,363,349,378,747,0.12397447584320875,0.31783652385293226,0.11030082041932543,0.10604679428745062,0.11485870556061988,0.22698268003646307,353,112,277,334,301,159,68,971,40,63,0,45,568,0.10726223032512915,0.03403220905499848,0.08416894560923731,0.10148890914615619,0.09146156183530842,0.04831358249772106,0.020662412640534793,0.29504709814646,0.012154360376785172,0.019143117593436645,0,0.013673655423883319,0.17259191735034943
41,GerDracor/wagner-die-reue-nach-der-that.xml,tragedy,916,535,228,0.5455628350208458,0.3186420488385944,0.13579511614055986,280,495,228,253,114,309,0.16676593210244192,0.2948183442525313,0.13579511614055986,0.1506849315068493,0.06789755807027993,0.1840381179273377,196,117,93,217,66,78,32,408,36,15,0,39,382,0.11673615247170935,0.06968433591423466,0.05539011316259678,0.1292435973793925,0.039309112567004166,0.04645622394282311,0.019058963668850508,0.24300178677784395,0.02144133412745682,0.008933889219773675,0,0.023228111971411555,0.22751637879690292
42,TextGrid/-Der_unglueckselige_Soldat.xml,tragedy,630,220,59,0.693069306930693,0.24202420242024203,0.06490649064906491,198,340,121,103,51,96,0.21782178217821782,0.37403740374037403,0.1331133113311331,0.11331133113311331,0.056105610561056105,0.10561056105610561,164,34,48,82,103,72,24,148,11,12,0,37,174,0.18041804180418042,0.0374037403740374,0.052805280528052806,0.09020902090209021,0.11331133113311331,0.07920792079207921,0.026402640264026403,0.1628162816281628,0.0121012101210121,0.013201320132013201,0,0.0407040704070407,0.19141914191419143
43,GerDracor/gryphius-cardenio-und-celinde.xml,tragedy,815,313,89,0.6696795398520953,0.257189811010682,0.07313064913722268,318,294,202,147,153,103,0.2612982744453574,0.24157764995891537,0.16598192276088744,0.12078882497945768,0.1257189811010682,0.08463434675431389,313,136,103,142,101,68,20,169,17,47,0,17,84,0.257189811010682,0.11175020542317174,0.08463434675431389,0.11668036154478226,0.08299096138044372,0.05587510271158587,0.016433853738701727,0.1388660640920296,0.013968775677896467,0.038619556285949055,0,0.013968775677896467,0.06902218570254724
44,GerDracor/werner-der-vierundzwanzigste-februar.xml,tragedy,712,229,93,0.688588007736944,0.22147001934235977,0.08994197292069632,252,315,81,142,108,136,0.2437137330754352,0.30464216634429403,0.07833655705996131,0.13733075435203096,0.10444874274661509,0.13152804642166344,267,45,81,116,84,16,24,206,6,30,0,17,142,0.25822050290135395,0.043520309477756286,0.07833655705996131,0.11218568665377177,0.08123791102514506,0.015473887814313346,0.02321083172147002,0.19922630560928434,0.005802707930367505,0.029013539651837523,0,0.01644100580270793,0.13733075435203096
45,GerDracor/brawe-der-freigeist.xml,tragedy,643,235,168,0.6147227533460803,0.22466539196940727,0.16061185468451242,219,281,160,78,124,184,0.20936902485659656,0.26864244741873805,0.15296367112810708,0.0745697896749522,0.11854684512428298,0.17590822179732313,191,54,73,61,143,36,10,248,50,43,0,26,111,0.1826003824091778,0.05162523900573614,0.06978967495219886,0.058317399617590825,0.1367112810707457,0.03441682600382409,0.009560229445506692,0.23709369024856597,0.04780114722753346,0.04110898661567878,0,0.0248565965583174,0.10611854684512428
46,GerDracor/bernard-faust.xml,tragedy,760,497,132,0.5471562275017998,0.3578113750899928,0.09503239740820735,213,387,197,206,176,210,0.15334773218142547,0.2786177105831533,0.1418286537077034,0.14830813534917206,0.12670986321094313,0.1511879049676026,178,119,133,188,113,35,23,314,26,38,0,26,196,0.12814974802015838,0.08567314614830814,0.09575233981281497,0.1353491720662347,0.08135349172066235,0.0251979841612671,0.01655867530597552,0.22606191504679626,0.018718502519798418,0.027357811375089993,0,0.018718502519798418,0.14110871130309574
47,GerDracor/muellner-koenig-yngurd.xml,tragedy,1321,620,456,0.5511055486024197,0.2586566541510221,0.1902377972465582,374,627,297,272,347,480,0.15602836879432624,0.2615769712140175,0.12390488110137672,0.11347517730496454,0.14476428869420108,0.2002503128911139,409,153,230,222,175,143,49,647,14,63,0,29,263,0.1706299541093033,0.06382978723404255,0.09595327492699207,0.09261576971214018,0.07300792657488528,0.05965790571547768,0.020442219440967878,0.26992073425114727,0.005840634125990822,0.026282853566958697,0,0.012098456403838132,0.10972048393825615
48,GerDracor/klingemann-faust.xml,tragedy,1653,607,411,0.6188693373268439,0.22725570947210783,0.1538749532010483,412,761,280,320,406,492,0.15424934481467614,0.28491201797079746,0.10482965181579933,0.11980531636091352,0.15200299513290902,0.18420067390490452,347,190,295,273,191,49,30,714,20,82,0,47,433,0.1299138899288656,0.0711344065892924,0.11044552602021715,0.10220891052040434,0.07150879820292025,0.018345189067764882,0.011231748408835642,0.26731561213028826,0.007487832272557095,0.03070011231748409,0,0.01759640584050917,0.1621115687008611
