,id,connected_emotion_id,assignment,main_type,main_sub_type,type,value,amount_type,polarity,base_polarity,main_emotion_class,tag_type,text,length_in_tokens,start,end,annotator,gender
34,CATMA_A65D7AD4-397D-4C92-9949-D8CD570EFA52,CATMA_61FD93FE-A051-4F52-8BAF-168926B01776,Explizites_Target:_Charakter,target,Charakter,explicit,lisette,single,negativ,negativ,Emotionen des Leids,Mitleid,sie,1,5519,5522,LS,FEMALE
35,CATMA_61FD93FE-A051-4F52-8BAF-168926B01776,,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,der_verwalter,single,negativ,negativ,Emotionen des Leids,Mitleid,"warum zwingt er sie denn zu einer unangenehmen Heyrath?
",10,5503,5559,LS,MALE
36,CATMA_0FAB1AE6-3168-42FD-AC50-1EFA377DCB82,CATMA_23298A78-9078-4CCE-A440-216915AB646A,Explizite_Source:_Experiencer,source,Experiencer,explicit,baron,single,positiv,positiv,Emotionen der Zuneigung,Freundschaft,er,1,5800,5802,LS,MALE
37,CATMA_A30991AF-3A2F-4196-A336-2A048D8CA902_0,CATMA_23298A78-9078-4CCE-A440-216915AB646A,Explizites_Target:_Charakter,target,Charakter,explicit,der_hauptmann,single,positiv,positiv,Emotionen der Zuneigung,Freundschaft,ihm,1,5807,5810,LS,MALE
38,CATMA_AA372D43-B6EE-4245-A672-969FE8F263DF,CATMA_23298A78-9078-4CCE-A440-216915AB646A,Explizite_Source:_Experiencer,source,Experiencer,explicit,baron,single,positiv,positiv,Emotionen der Zuneigung,Freundschaft,er,1,5840,5842,LS,MALE
39,CATMA_23298A78-9078-4CCE-A440-216915AB646A,,Gemeinte_Source:_Zuschreibende_Instanz,source,Zuschreibende Instanz,implicit,lisette,single,positiv,positiv,Emotionen der Zuneigung,Freundschaft,"Seit einigen Tagen, da er mit ihm auf der Jagd herumläuft, ist er ihm so
              ziemlich hold.",20,5777,5878,LS,FEMALE
40,CATMA_EDFDEDF7-07DE-4824-AC11-6BC2E8200692_0,CATMA_FEB422BC-787A-4C87-966A-6F3BD80A1C42,Explizite_Source:_Experiencer,source,Experiencer,explicit,der_hauptmann,single,positiv,positiv,Emotionen der Zuneigung,Verehrung,mich,1,6498,6502,LS,MALE
41,CATMA_88E8AE04-054C-46EC-8548-0115F7E1D77C,CATMA_FEB422BC-787A-4C87-966A-6F3BD80A1C42,Explizites_Target:_Charakter,target,Charakter,explicit,die_baroninn,single,positiv,positiv,Emotionen der Zuneigung,Verehrung,ihr,1,6594,6597,LS,FEMALE
42,CATMA_E2A8DADA-21F4-459C-BC40-6A3F56E76BA6_0,CATMA_948FE9C8-6F0D-45E1-ACF6-BC379ED48F20,Explizite_Source:_Experiencer,source,Experiencer,explicit,die_baroninn,single,negativ,negativ,Emotionen der Ablehnung,Ärger,ich,1,6969,6972,LS,FEMALE
43,CATMA_2DFC288B-4D63-4B8B-A824-9370888A40B8,CATMA_948FE9C8-6F0D-45E1-ACF6-BC379ED48F20,Explizites_Target:_Nicht-Charakter,target,Nicht-Charakter,explicit,Zustand,single,negativ,negativ,Emotionen der Ablehnung,Ärger,"noch kömmt weder Bräutigam aus der Stadt, noch mein
              Gemahl von der Jagd zurück",15,7035,7127,LS,Nicht-Charakter
44,CATMA_059E94A4-261C-40BB-8448-7BE84F755D9D,CATMA_6CD4329B-F087-4BEF-B5AF-94D9826F54A2,Explizite_Source:_Experiencer,source,Experiencer,explicit,die_baroninn,single,negativ,negativ,Emotionen der Angst,Angst,Ich,1,7498,7501,LS,FEMALE
45,CATMA_A50FDC14-2C2B-454E-8954-7D4458FED169,CATMA_6CD4329B-F087-4BEF-B5AF-94D9826F54A2,Explizites_Target:_Nicht-Charakter,target,Nicht-Charakter,explicit,Ereignis,single,negativ,negativ,Emotionen der Angst,Angst,Unglück,1,7539,7546,LS,Nicht-Charakter
46,CATMA_EACAFA7F-8D3B-4683-857A-0E372C036501_0,CATMA_E59B9686-188E-48DF-8139-5C8C785C119D,Explizites_Target:_Charakter,target,Charakter,explicit,blumenkranz,group,negativ,negativ,Emotionen der Ablehnung,Abscheu,Cavalier,1,8145,8153,LS,MALE
47,CATMA_EACAFA7F-8D3B-4683-857A-0E372C036501_0,CATMA_E59B9686-188E-48DF-8139-5C8C785C119D,Explizites_Target:_Charakter,target,Charakter,explicit,unbekannt,group,negativ,negativ,Emotionen der Ablehnung,Abscheu,Cavalier,1,8145,8153,LS,UNKNOWN
48,CATMA_94DF85A8-237D-4D1D-8B9E-7BC775163190,CATMA_E59B9686-188E-48DF-8139-5C8C785C119D,Explizite_Source:_Experiencer,source,Experiencer,explicit,die_baroninn,single,negativ,negativ,Emotionen der Ablehnung,Abscheu,ich,1,8499,8502,LS,FEMALE
49,CATMA_18B3F0B5-9942-4643-8442-C4BEAD12C033,CATMA_BB36235B-501D-46A3-9B23-62FE1B14DA2B,Explizites_Target:_Nicht-Charakter,target,Nicht-Charakter,explicit,Zustand,single,positiv,positiv,Emotionen der Zuneigung,Verehrung,hochfreyherrlichen Gnaden Art,3,9116,9145,LS,Nicht-Charakter
50,CATMA_E37704A8-E165-45C5-A28D-19C3D61633E1,CATMA_BB36235B-501D-46A3-9B23-62FE1B14DA2B,Explizite_Source:_Experiencer,source,Experiencer,explicit,blumenkranz,single,positiv,positiv,Emotionen der Zuneigung,Verehrung,Kenners,1,9222,9229,LS,MALE
51,CATMA_BB36235B-501D-46A3-9B23-62FE1B14DA2B,,Gemeinte_Source:_Zuschreibende_Instanz,source,Zuschreibende Instanz,implicit,der_verwalter,single,positiv,positiv,Emotionen der Zuneigung,Verehrung,"Euer hochfreyherrlichen Gnaden Art zu leben, wird endlich die längst
              verdiente Bewunderung eines Kenners erhalten.
",17,9111,9240,LS,MALE
52,CATMA_03351C65-7FEE-4980-A4F8-FFD9CAE2B055_0,,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,der_verwalter,single,Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,O ja! ,3,10223,10229,LS,MALE
53,CATMA_03351C65-7FEE-4980-A4F8-FFD9CAE2B055_1,,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,der_verwalter,single,Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,Element! ,2,10410,10419,LS,MALE
54,CATMA_29AB4904-A456-465D-A5E7-CBC839326460,CATMA_0B58ED08-5AB5-49DB-A133-09B7FC23E0E2,Explizite_Source:_Experiencer,source,Experiencer,explicit,die_baroninn,single,positiv,positiv,Emotionen der Freude,Freude,mich,1,11010,11014,LS,FEMALE
55,CATMA_58A9A434-43BE-488F-B2C4-DC11625074BB,CATMA_0B58ED08-5AB5-49DB-A133-09B7FC23E0E2,Explizites_Target:_Nicht-Charakter,target,Nicht-Charakter,explicit,Ereignis,single,positiv,positiv,Emotionen der Freude,Freude,Tanzen,1,11019,11025,LS,Nicht-Charakter
56,CATMA_F647E244-5D69-4391-80A4-DC02D99AD25C,CATMA_0B58ED08-5AB5-49DB-A133-09B7FC23E0E2,Explizite_Source:_Experiencer,source,Experiencer,explicit,die_baroninn,single,positiv,positiv,Emotionen der Freude,Freude,mich,1,11055,11059,LS,FEMALE
57,CATMA_8B335FF7-D857-439E-998F-44EEE63E31B4,CATMA_76FC64B9-D83E-49E2-B83A-DCE021BB2FC2,Explizites_Target:_Nicht-Charakter,target,Nicht-Charakter,explicit,Ereignis,single,positiv,positiv,Emotionen der Freude,Freude,Concert,1,11309,11316,LS,Nicht-Charakter
58,CATMA_76FC64B9-D83E-49E2-B83A-DCE021BB2FC2,,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,der_verwalter,single,positiv,positiv,Emotionen der Freude,Freude,"Das wird ein vortreffliches Concert werden!
",7,11281,11325,LS,MALE
59,CATMA_A7237EE3-9997-4FF3-B38B-653CF3B66EDB_0,CATMA_835F4FA0-7D56-4BE1-993B-6844BD39E9FB_1,Explizites_Target:_Nicht-Charakter,target,Nicht-Charakter,explicit,Objekt,single,positiv,positiv,Emotionen der Freude,Freude,Anzug,1,11526,11531,LS,Nicht-Charakter
60,CATMA_3D4D6576-CD9A-440F-8A59-4AD793B85D60,CATMA_835F4FA0-7D56-4BE1-993B-6844BD39E9FB_1,Explizite_Source:_Experiencer,source,Experiencer,explicit,die_baroninn,single,positiv,positiv,Emotionen der Freude,Freude,ich,1,11538,11541,LS,FEMALE
61,CATMA_3A8CAF97-8A0A-4C4D-83EE-54A04DB1B7CB,CATMA_E6BE1590-3830-40B3-9ABC-7BB05A4DBB65,Explizite_Source:_Experiencer,source,Experiencer,explicit,die_baroninn,single,negativ,negativ,Emotionen der Angst,Angst,ich,1,11784,11787,LS,FEMALE
62,CATMA_0BE9D01F-DB1C-4D84-8697-45EA2D576B30,CATMA_E6BE1590-3830-40B3-9ABC-7BB05A4DBB65,Explizites_Target:_Nicht-Charakter,target,Nicht-Charakter,explicit,Ereignis,single,negativ,negativ,Emotionen der Angst,Angst,Kritik,1,11800,11806,LS,Nicht-Charakter
63,CATMA_5245CA10-A8EA-4D80-A467-43DD85FD31C6,CATMA_E6BE1590-3830-40B3-9ABC-7BB05A4DBB65,Explizites_Target:_Charakter,target,Charakter,explicit,blumenkranz,single,negativ,negativ,Emotionen der Angst,Angst,"Grafen
              von Blumenkranz",3,11811,11847,LS,MALE
64,CATMA_C19AFAFA-5CB7-4FD5-96ED-00AB2976CC2E_0,CATMA_25D0A92C-CF15-4067-BD16-2D8AF5436BA0,Explizite_Source:_Experiencer,source,Experiencer,explicit,lisette,single,negativ,negativ,Emotionen des Leids,Leid,Lisette,1,13292,13299,LS,FEMALE
65,CATMA_25D0A92C-CF15-4067-BD16-2D8AF5436BA0,,Gemeinte_Source:_Zuschreibende_Instanz,source,Zuschreibende Instanz,implicit,die_baroninn,single,negativ,negativ,Emotionen des Leids,Leid,"Lisette! was steckt dem Mädchen im Kopfe, daß sie so betrübt aussieht – zu einer
              Zeit, da jeder Blick von Vergnügen und Freude zeugen sollte?
",29,13292,13448,LS,FEMALE
66,CATMA_BBD10483-1892-49E8-A14B-8757E3A7AC07_0,CATMA_64A9F5CD-1FE7-48CF-872F-215389DA3578,Explizites_Target:_Charakter,target,Charakter,explicit,lisette,single,positiv,positiv,Emotionen der Zuneigung,Verehrung,Lisette,1,13541,13548,LS,FEMALE
67,CATMA_F3B9C582-EB71-4EA6-B9D4-82CCDDF88584,CATMA_64A9F5CD-1FE7-48CF-872F-215389DA3578,Explizite_Source:_Experiencer,source,Experiencer,explicit,die_baroninn,single,positiv,positiv,Emotionen der Zuneigung,Verehrung,ich,1,13564,13567,LS,FEMALE
68,CATMA_7185F370-590A-4E71-A20F-84D1471F7D07,CATMA_A977D46E-0902-47CB-8A37-513909018AAF,Explizite_Source:_Zuschreibende_Instanz,source,Zuschreibende Instanz,explicit,die_baroninn,single,negativ,negativ,Emotionen des Leids,Leid,mir,1,13870,13873,LS,FEMALE
69,CATMA_5132A2CC-1817-4E22-9E86-A55A43747BEA,CATMA_A977D46E-0902-47CB-8A37-513909018AAF,Explizite_Source:_Experiencer,source,Experiencer,explicit,leonore,single,negativ,negativ,Emotionen des Leids,Leid,Tochter,1,13898,13905,LS,FEMALE
70,CATMA_33488B05-056D-4344-8F5B-EE868D7689CA,CATMA_C9C65C57-F933-470F-95FF-C4E2857D086B,Explizite_Source:_Experiencer,source,Experiencer,explicit,der_hauptmann,single,positiv,positiv,Emotionen der Zuneigung,Liebe,Hauptmann,1,14531,14540,LS,MALE
71,CATMA_4474CF5B-FF0D-4438-8F8A-FD3AB6967B97,CATMA_C9C65C57-F933-470F-95FF-C4E2857D086B,Explizites_Target:_Charakter,target,Charakter,explicit,leonore,single,positiv,positiv,Emotionen der Zuneigung,Liebe,sie,1,14548,14551,LS,FEMALE
72,CATMA_C9C65C57-F933-470F-95FF-C4E2857D086B,,Gemeinte_Source:_Zuschreibende_Instanz,source,Zuschreibende Instanz,implicit,die_baroninn,single,positiv,positiv,Emotionen der Zuneigung,Liebe,Der Hauptmann achtet sie gar nicht,6,14527,14561,LS,FEMALE
73,CATMA_146D8310-32FD-499E-B854-13580CA946F5,CATMA_EE30680F-6CD6-4F2A-9354-3C0711FF489F,Explizite_Source:_Zuschreibende_Instanz,source,Zuschreibende Instanz,explicit,die_baroninn,single,positiv,positiv,Emotionen der Zuneigung,Liebe,ich,1,14563,14566,LS,FEMALE
74,CATMA_A5DC61DA-09D0-49E8-9498-CCEE51594FBC,CATMA_EE30680F-6CD6-4F2A-9354-3C0711FF489F,Explizites_Target:_Charakter,target,Charakter,explicit,die_baroninn,single,positiv,positiv,Emotionen der Zuneigung,Liebe,ich,1,14563,14566,LS,FEMALE
75,CATMA_A7BE47A2-4CC6-4E7D-A06B-46DD302658F1,CATMA_EE30680F-6CD6-4F2A-9354-3C0711FF489F,Explizite_Source:_Experiencer,source,Experiencer,explicit,der_hauptmann,single,positiv,positiv,Emotionen der Zuneigung,Liebe,er,1,14604,14606,LS,MALE
76,CATMA_81623FD2-2609-42A3-BD0A-56AE7CE404D1_0,CATMA_874E6305-C386-49FC-A311-10B6B6AB8650,Explizites_Target:_Charakter,target,Charakter,explicit,major,single,positiv,positiv,Emotionen der Zuneigung,Liebe,Major,1,14659,14664,LS,MALE
77,CATMA_F40B4D65-03D6-4376-AB5E-F7CBFA7A61CF,CATMA_874E6305-C386-49FC-A311-10B6B6AB8650,Explizite_Source:_Experiencer,source,Experiencer,explicit,leonore,single,positiv,positiv,Emotionen der Zuneigung,Liebe,ihr,1,14700,14703,LS,FEMALE
78,CATMA_874E6305-C386-49FC-A311-10B6B6AB8650,,Gemeinte_Source:_Zuschreibende_Instanz,source,Zuschreibende Instanz,implicit,die_baroninn,single,positiv,positiv,Emotionen der Zuneigung,Liebe,"Und der abgeschmackte Major,
              der süße Herr, kann ihr doch unmöglich gefallen.
",15,14637,14729,LS,FEMALE
79,CATMA_1800782F-6B1E-4C7B-AD7D-559653FA9EB4,CATMA_F74A7A02-1B89-47BA-8787-C522DAF147B5,Explizite_Source:_Experiencer,source,Experiencer,explicit,unpersönlich,single,positiv,positiv,Emotionen der Zuneigung,Verehrung,Man,1,15113,15116,LS,unpersönlich
80,CATMA_F74A7A02-1B89-47BA-8787-C522DAF147B5,,Gemeinte_Source:_Zuschreibende_Instanz,source,Zuschreibende Instanz,implicit,lisette,single,positiv,positiv,Emotionen der Zuneigung,Verehrung,"Man lobt auch seine Verdienste, seinen Charakter ungemein.
",10,15113,15172,LS,FEMALE
81,CATMA_F74A7A02-1B89-47BA-8787-C522DAF147B5,,Gemeintes_Target:_Charakter,target,Charakter,implicit,der_hauptmann,single,positiv,positiv,Emotionen der Zuneigung,Verehrung,"Man lobt auch seine Verdienste, seinen Charakter ungemein.
",10,15113,15172,LS,MALE
82,CATMA_4E1FCC11-DF11-4DC7-97E7-84E399A09E48_0,,Gemeintes_Target:_Nicht-Charakter,target,Nicht-Charakter,implicit,Ereignis,single,negativ,negativ,Emotionen der Angst,Angst,"mein Bräutigam, dächt ich, könnte
              sich durch nichts in der Welt das Recht erwerben, mich weniger zu lieben, als ich ihn
              liebte.
",27,16234,16390,LS,Nicht-Charakter
83,CATMA_CA453A76-3323-4CF5-AE59-411A32D109D2,CATMA_4E1FCC11-DF11-4DC7-97E7-84E399A09E48_1,Explizite_Source:_Experiencer,source,Experiencer,explicit,lisette,single,negativ,negativ,Emotionen der Angst,Angst,Mir,1,16580,16583,LS,FEMALE
84,CATMA_4E1FCC11-DF11-4DC7-97E7-84E399A09E48_1,,Gemeintes_Target:_Nicht-Charakter,target,Nicht-Charakter,implicit,Ereignis,single,negativ,negativ,Emotionen der Angst,Angst,"Mir fängt an bange zu werden.
",7,16580,16610,LS,Nicht-Charakter
85,CATMA_DCC2E91B-7E68-4EC7-83F4-A843C6092A53,,Gemeinte_Source:_Zuschreibende_Instanz,source,Zuschreibende Instanz,implicit,leonore,single,positiv,positiv,Emotionen der Zuneigung,Liebe,"mein Bräutigam, dächt ich, könnte
              sich durch nichts in der Welt das Recht erwerben, mich weniger zu lieben, als ich ihn
              liebte.
",27,16234,16390,LS,FEMALE
