,id,connected_emotion_id,assignment,main_type,main_sub_type,type,value,amount_type,polarity,base_polarity,main_emotion_class,tag_type,text,length_in_tokens,start,end,annotator,gender
10,CATMA_F668D6F5-F477-4DC4-A2AB-BA756EF1F502,CATMA_EE349454-EF31-46F5-9258-F442B1EA1DC8,Explizites_Target:_Charakter,target,Charakter,explicit,frau_von_tiefenborn,single,Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,die Frau Oberstin,3,2452,2469,ER,FEMALE
11,CATMA_EE349454-EF31-46F5-9258-F442B1EA1DC8,,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,fraeulein_karoline,single,Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,Zwar die Frau Oberstin ist ein wenig wunderlich.,9,2447,2495,ER,FEMALE
12,CATMA_45E0329B-171C-4060-AE1A-46CE05EAAF0B,CATMA_DDC464F4-2862-4D32-B84F-DE8E8EC708D3,Explizites_Target:_Nicht-Charakter,target,Nicht-Charakter,explicit,Ereignis,single,Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,Was,1,2812,2815,ER,Nicht-Charakter
13,CATMA_DDC464F4-2862-4D32-B84F-DE8E8EC708D3,,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,fraeulein_karoline,single,Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,"Wie? Was sagst du?
",6,2807,2826,ER,FEMALE
14,CATMA_D60EFCE6-8B94-4EDA-AE0D-4349CAB78F16,CATMA_BF3DC828-6BD0-48FF-AFC8-AC9B4C872A55,Explizites_Target:_Nicht-Charakter,target,Nicht-Charakter,explicit,Ereignis,single,positiv,positiv,Emotionen der Freude,Freude,wer reich ist ,3,2852,2866,ER,Nicht-Charakter
15,CATMA_BF3DC828-6BD0-48FF-AFC8-AC9B4C872A55,,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,fraeulein_amalie,single,positiv,positiv,Emotionen der Freude,Freude," wer reich ist und andere Leute glücklich machen kann, vor dem müssen sich die
              anderen schmiegen.
",18,2851,2963,ER,FEMALE
16,CATMA_91BF8BAB-1835-4AE5-96C9-DF75633091ED_0,,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,fraeulein_karoline,single,negativ,negativ,Emotionen der Ablehnung,Abscheu,"spöttisch.
",2,3206,3217,ER,FEMALE
17,CATMA_85028A3F-F5D6-4482-86B4-BD1AB440C4FE,CATMA_91BF8BAB-1835-4AE5-96C9-DF75633091ED_1,Explizites_Target:_Charakter,target,Charakter,explicit,fraeulein_amalie,single,negativ,negativ,Emotionen der Ablehnung,Abscheu,Du,1,3217,3219,ER,FEMALE
18,CATMA_91BF8BAB-1835-4AE5-96C9-DF75633091ED_1,,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,fraeulein_karoline,single,negativ,negativ,Emotionen der Ablehnung,Abscheu,"pöttisch.
Du darfst eben nicht wir sagen. Es gibt noch Leute im Hause, die auch ohne dies
              Testament zufrieden sein können.
",25,3207,3344,ER,FEMALE
19,CATMA_A009275D-321E-460B-8B27-C58FC6100EA6,CATMA_4ECC648E-3FDD-4F01-9AF4-216E4167ACD0,Explizites_Target:_Charakter,target,Charakter,explicit,fraeulein_karoline,single,positiv,positiv,Emotionen der Freude,Schadenfreude,du,1,3378,3380,ER,FEMALE
20,CATMA_F23A57B8-B6F9-432D-B3B7-D2FC97CA07B5,CATMA_4ECC648E-3FDD-4F01-9AF4-216E4167ACD0,Explizite_Source:_Experiencer,source,Experiencer,explicit,fraeulein_amalie,single,positiv,positiv,Emotionen der Freude,Schadenfreude,mir,1,3381,3384,ER,FEMALE
21,CATMA_530150EA-77A8-4383-A213-6CA8A21E5EFB,CATMA_F5BE68F4-7F6D-4D20-9276-D105052AD3A5,Explizite_Source:_Experiencer,source,Experiencer,explicit,fraeulein_karoline,single,positiv,positiv,Emotionen der Freude,Freude,Mir,1,3486,3489,ER,FEMALE
22,CATMA_F5BE68F4-7F6D-4D20-9276-D105052AD3A5,,Gemeintes_Target:_Nicht-Charakter,target,Nicht-Charakter,implicit,Ereignis,single,positiv,positiv,Emotionen der Freude,Freude,"lachend.
O herzlich gern! Mir wäre aber mit solchen Geschenken wenig gedient, die der, der sie
              gibt, noch selber nicht hat.
",27,3460,3598,ER,Nicht-Charakter
23,CATMA_06CD296A-764B-4A9D-A030-8B36339D252A_0,CATMA_C08D4FBF-6D3C-4AE4-8E70-5F12BC27247A,Explizites_Target:_Nicht-Charakter,target,Nicht-Charakter,explicit,Ereignis,single,Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit, ist sie nicht unsrer Mutter Schwester,6,3638,3676,ER,Nicht-Charakter
24,CATMA_C08D4FBF-6D3C-4AE4-8E70-5F12BC27247A,,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,fraeulein_amalie,single,Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,"elber nicht hat? Wie? ist sie nicht unsrer Mutter Schwester? und sind wir nicht ihre
              nächsten Erben?
",21,3617,3732,ER,FEMALE
25,CATMA_0726BD6F-0083-4BB9-A42D-F258BFD2DD5A_0,CATMA_48F883EA-1492-47B6-9C2C-DB9AF5CBFDF1,Explizites_Target:_Charakter,target,Charakter,explicit,fraeulein_amalie,group,negativ,negativ,Emotionen der Ablehnung,Abscheu, es,1,4159,4162,ER,FEMALE
26,CATMA_0726BD6F-0083-4BB9-A42D-F258BFD2DD5A_0,CATMA_48F883EA-1492-47B6-9C2C-DB9AF5CBFDF1,Explizites_Target:_Charakter,target,Charakter,explicit,unpersönlich,group,negativ,negativ,Emotionen der Ablehnung,Abscheu, es,1,4159,4162,ER,unpersönlich
27,CATMA_48F883EA-1492-47B6-9C2C-DB9AF5CBFDF1,,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,fraeulein_karoline,single,negativ,negativ,Emotionen der Ablehnung,Abscheu," als daß sie es jungen, leichtsinnigen Leuten gibt, die ihr Glück selbst in
              der Welt suchen sollen.
",20,4147,4261,ER,FEMALE
28,CATMA_B6ED9F10-CED9-4868-A4CB-E2034C1F6737,CATMA_C30650A0-2ED1-4E7B-94B3-4D5850CFC482,Explizites_Target:_Nicht-Charakter,target,Nicht-Charakter,explicit,Ereignis,single,positiv,positiv,Emotionen der Freude,Freude,notwendig einen Mann haben,4,4454,4480,ER,Nicht-Charakter
29,CATMA_C30650A0-2ED1-4E7B-94B3-4D5850CFC482,,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,fraeulein_karoline,single,positiv,positiv,Emotionen der Freude,Freude,"lachend.
Mußt du denn so notwendig einen Mann haben?
",11,4429,4482,ER,FEMALE
30,CATMA_28399654-F47B-492A-843D-CF7DB57D63D7,,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,fraeulein_amalie,single,negativ,negativ,Emotionen der Ablehnung,Ärger,"Meinethalben! wer eine alte Jungfer werden will, der kann es tun",13,4733,4797,ER,FEMALE
31,CATMA_28399654-F47B-492A-843D-CF7DB57D63D7,,Gemeintes_Target:_Charakter,target,Charakter,implicit,fraeulein_karoline,single,negativ,negativ,Emotionen der Ablehnung,Ärger,"Meinethalben! wer eine alte Jungfer werden will, der kann es tun",13,4733,4797,ER,FEMALE
32,CATMA_2B56633C-02A4-4AD4-A64C-AD3CCBE2F7CC,CATMA_120D06F4-CC9D-446E-B632-2691A9FBEF00,Explizites_Target:_Nicht-Charakter,target,Nicht-Charakter,explicit,Ereignis,single,positiv,positiv,Emotionen der Freude,Freude,denn wir sind Fräuleins,4,4863,4886,ER,Nicht-Charakter
33,CATMA_120D06F4-CC9D-446E-B632-2691A9FBEF00,,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,fraeulein_karoline,single,positiv,positiv,Emotionen der Freude,Freude,"lächelnd.
Nein, das können wir nicht werden: denn wir sind Fräuleins.
",15,4818,4888,ER,FEMALE
34,CATMA_E06F9202-2951-46DE-AAED-D7F081690B91,CATMA_910BD080-7BC9-45DC-8F45-D0519F7A10C9,Explizite_Source:_Experiencer,source,Experiencer,explicit,fraeulein_amalie,single,negativ,negativ,Emotionen der Ablehnung,Ärger,ich,1,4923,4926,ER,FEMALE
35,CATMA_910BD080-7BC9-45DC-8F45-D0519F7A10C9,,Gemeintes_Target:_Charakter,target,Charakter,implicit,fraeulein_karoline,single,negativ,negativ,Emotionen der Ablehnung,Ärger,"höhnisch.
Je nun! ich meinte, wer keinen Mann zu kriegen wüßte. Der Unterschied wird zu groß
              nicht sein!
",23,4905,5024,ER,FEMALE
36,CATMA_C46EDE30-2663-4425-BE65-6D8152BBA13B_0,CATMA_07661CA9-9A02-42AB-A597-8D9F713CB3E5_0,Explizite_Source:_Experiencer,source,Experiencer,explicit,fraeulein_amalie,single,negativ,negativ,Emotionen des Leids,Leid,Ich,1,5280,5283,ER,FEMALE
37,CATMA_F3BCBF2F-535A-4713-932B-C178647E8004_0,CATMA_07661CA9-9A02-42AB-A597-8D9F713CB3E5_0,Explizites_Target:_Nicht-Charakter,target,Nicht-Charakter,explicit,Ereignis,single,negativ,negativ,Emotionen des Leids,Leid,ch von Freiern und Werbern gequälet werde!,8,5295,5337,ER,Nicht-Charakter
38,CATMA_C46EDE30-2663-4425-BE65-6D8152BBA13B_2,CATMA_07661CA9-9A02-42AB-A597-8D9F713CB3E5_1,Explizite_Source:_Experiencer,source,Experiencer,explicit,fraeulein_amalie,single,negativ,negativ,Emotionen des Leids,Leid,Sie,1,5354,5357,ER,FEMALE
39,CATMA_F3BCBF2F-535A-4713-932B-C178647E8004_1,CATMA_07661CA9-9A02-42AB-A597-8D9F713CB3E5_1,Explizites_Target:_Nicht-Charakter,target,Nicht-Charakter,explicit,Ereignis,single,negativ,negativ,Emotionen des Leids,Leid," Ich sehe aber keine, der es auch so geht?
",11,5366,5409,ER,Nicht-Charakter
40,CATMA_5F85479D-B1E4-4C26-BD7B-69CEC9641BF7_0,CATMA_AF3B7DEC-E47E-4B71-8701-048D2D3884B6,Explizite_Source:_Experiencer,source,Experiencer,explicit,fraeulein_karoline,single,positiv,positiv,Emotionen der Freude,Freude,ich,1,5444,5447,ER,FEMALE
41,CATMA_024BBA09-A7D8-48CA-BA3F-0188715AD01B,CATMA_AF3B7DEC-E47E-4B71-8701-048D2D3884B6,Explizites_Target:_Charakter,target,Charakter,explicit,fraeulein_amalie,single,positiv,positiv,Emotionen der Freude,Freude,dich,1,5463,5467,ER,FEMALE
42,CATMA_85BF5E72-9C9C-48B1-9895-CFDDAA8586EE,,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,fraeulein_amalie,single,negativ,negativ,Emotionen der Ablehnung,Ärger,"Ja, ja, lache nur",6,5560,5577,ER,FEMALE
43,CATMA_85BF5E72-9C9C-48B1-9895-CFDDAA8586EE,,Gemeintes_Target:_Charakter,target,Charakter,implicit,fraeulein_karoline,single,negativ,negativ,Emotionen der Ablehnung,Ärger,"Ja, ja, lache nur",6,5560,5577,ER,FEMALE
44,CATMA_A5B749F5-54A4-45A2-99E2-C6082E1256CC,CATMA_23B5A5B4-5744-4369-8074-0881DBFD9367,Explizites_Target:_Nicht-Charakter,target,Nicht-Charakter,explicit,Ereignis,single,positiv,positiv,Emotionen der Freude,Freude,"der Berghauptmann hat mich nur noch gestern grüßen lassen.
",10,5579,5638,ER,Nicht-Charakter
45,CATMA_78AD252A-13B2-4D06-AB33-E1F775436A47,CATMA_23B5A5B4-5744-4369-8074-0881DBFD9367,Explizite_Source:_Experiencer,source,Experiencer,explicit,fraeulein_amalie,single,positiv,positiv,Emotionen der Freude,Freude,mich,1,5601,5605,ER,FEMALE
46,CATMA_4835CF2B-D85F-4866-8CC4-FB10709C2277,,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,fraeulein_karoline,single,Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,"Der Berghauptmann von Quarzdorf? und durch wen?
",9,5658,5706,ER,FEMALE
47,CATMA_4835CF2B-D85F-4866-8CC4-FB10709C2277,,Gemeintes_Target:_Nicht-Charakter,target,Nicht-Charakter,implicit,Ereignis,single,Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,"Der Berghauptmann von Quarzdorf? und durch wen?
",9,5658,5706,ER,Nicht-Charakter
48,CATMA_D50560BA-002F-4379-8103-7E1C90C51909_0,CATMA_B70C1843-B9B9-4876-B6E2-4E64318274E0,Explizites_Target:_Nicht-Charakter,target,Nicht-Charakter,explicit,Ereignis,single,Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,Wie,1,5841,5844,ER,Nicht-Charakter
49,CATMA_B70C1843-B9B9-4876-B6E2-4E64318274E0,,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,fraeulein_karoline,single,Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,"Wie? untersteht sich denn die alte Hexe, solche Gewerbe zu bestellen?
",14,5841,5911,ER,FEMALE
50,CATMA_3F1E42A0-40F0-48EB-895B-10B68F4C6B6D,CATMA_00DCB241-E40F-491F-A693-A4EC1E511B54,Explizites_Target:_Charakter,target,Charakter,explicit,fraeulein_amalie,single,Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,du,1,6073,6075,ER,FEMALE
51,CATMA_00DCB241-E40F-491F-A693-A4EC1E511B54,,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,fraeulein_karoline,single,Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,Wie kannst du das aber sagen?,7,6062,6091,ER,FEMALE
52,CATMA_0614E9E4-24CD-4767-8FC4-3F2A6BBE13DB_0,CATMA_70943E2D-C7B6-40B3-93B0-13194FC195EC,Explizites_Target:_Charakter,target,Charakter,explicit,fraeulein_karoline,single,negativ,negativ,Emotionen der Ablehnung,Ärger,dir's,2,6270,6275,ER,FEMALE
53,CATMA_70943E2D-C7B6-40B3-93B0-13194FC195EC,,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,fraeulein_amalie,single,negativ,negativ,Emotionen der Ablehnung,Ärger,"Höhnisch.
 Hätte er dir's nur gesagt: so
              würdest du es ihm wohl glauben",16,6250,6335,ER,FEMALE
54,CATMA_25F3F4F2-30E3-421F-890B-41046A65C805,CATMA_0A5D8A62-A61F-4143-A4F8-B867FB572243,Explizite_Source:_Experiencer,source,Experiencer,explicit,fraeulein_karoline,single,negativ,negativ,Emotionen der Ablehnung,Ärger,ich,1,6673,6676,ER,FEMALE
55,CATMA_0A5D8A62-A61F-4143-A4F8-B867FB572243,,Gemeintes_Target:_Charakter,target,Charakter,implicit,fraeulein_amalie,single,negativ,negativ,Emotionen der Ablehnung,Ärger,"Zum mindesten glaubte ich ihm nicht eher, daß er bloß meinetwegen herkäme, als bis er
              alle Tage wieder hier wäre",22,6651,6777,ER,FEMALE
56,CATMA_414728EF-7165-4564-9C4E-0782CC77E7DE,,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,fraeulein_karoline,single,positiv,positiv,Emotionen der Freude,Schadenfreude," Der Berghauptmann aber war den Tag in seinem Leben zum
              erstenmal hier und ist auch seit der Zeit in zween Monaten nicht wieder
              hergekommen.
",25,6778,6947,ER,FEMALE
57,CATMA_414728EF-7165-4564-9C4E-0782CC77E7DE,,Gemeintes_Target:_Charakter,target,Charakter,implicit,fraeulein_amalie,single,positiv,positiv,Emotionen der Freude,Schadenfreude," Der Berghauptmann aber war den Tag in seinem Leben zum
              erstenmal hier und ist auch seit der Zeit in zween Monaten nicht wieder
              hergekommen.
",25,6778,6947,ER,FEMALE
58,CATMA_687C4924-5700-4356-8DB1-E2BE9133A17A_0,CATMA_BABD6F87-E194-4EAF-9BE6-A4F7F2C8D4A9,Explizites_Target:_Charakter,target,Charakter,explicit,fraeulein_amalie,single,negativ,negativ,Emotionen des Leids,Mitleid,Amalie,1,7077,7083,ER,FEMALE
59,CATMA_BABD6F87-E194-4EAF-9BE6-A4F7F2C8D4A9,,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,fraeulein_karoline,single,negativ,negativ,Emotionen des Leids,Mitleid,"ernsthaft.
Aber, Amalie, schämst du dich nicht, dein Herz gegen solche alte Weiber
              auszuschütten?",19,7060,7171,ER,FEMALE
60,CATMA_91C94A24-E0B1-49BE-AB0F-97E3DDC745D1_0,CATMA_F81DDFC5-0186-4100-9258-54B3A39D1B45,Explizite_Source:_Experiencer,source,Experiencer,explicit,fraeulein_amalie,single,negativ,negativ,Emotionen der Ablehnung,Ärger,Ich,1,7227,7230,ER,FEMALE
61,CATMA_F02B442C-7132-4ACE-A0DC-7106C538935A_0,CATMA_F81DDFC5-0186-4100-9258-54B3A39D1B45,Explizites_Target:_Charakter,target,Charakter,explicit,fraeulein_karoline,single,negativ,negativ,Emotionen der Ablehnung,Ärger,mein gnädiges Fräulein,3,7243,7265,ER,FEMALE
62,CATMA_7546125C-4251-4CCC-B157-3BFCACA72240,CATMA_4CDD2DCC-7F15-42AE-B0D7-CCA01A883457,Explizite_Source:_Experiencer,source,Experiencer,explicit,fraeulein_karoline,single,positiv,positiv,Emotionen der Freude,Freude,Ich,1,7465,7468,ER,FEMALE
63,CATMA_4CDD2DCC-7F15-42AE-B0D7-CCA01A883457,,Gemeintes_Target:_Charakter,target,Charakter,implicit,fraeulein_amalie,single,positiv,positiv,Emotionen der Freude,Freude,"achend.
Nun, nun! Ich bin schon wieder gut",11,7447,7489,ER,FEMALE
64,CATMA_4BF739F1-525E-449B-A8B9-1A783D62C865_0,CATMA_7D69A871-1E6C-4533-8122-815DED8D3872,Explizite_Source:_Experiencer,source,Experiencer,explicit,fraeulein_amalie,single,negativ,negativ,Emotionen des Leids,Leid,ich,1,7718,7721,ER,FEMALE
65,CATMA_C2CB32BA-5BA0-446A-B50B-C412291142E5,CATMA_7D69A871-1E6C-4533-8122-815DED8D3872,Explizites_Target:_Nicht-Charakter,target,Nicht-Charakter,explicit,Ereignis,single,negativ,negativ,Emotionen des Leids,Leid,"so würden sie
              sich schon noch häufiger melden",8,7779,7838,ER,Nicht-Charakter
66,CATMA_AA39E8A6-1E1D-4748-BEAC-61CF636139AE,CATMA_449E87D7-03E0-4172-AE82-F41CE295E822,Explizites_Target:_Nicht-Charakter,target,Nicht-Charakter,explicit,Ereignis,single,Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,"wo willst du zuletzt mit allen
              Freiern hin",8,7909,7965,ER,Nicht-Charakter
67,CATMA_449E87D7-03E0-4172-AE82-F41CE295E822,,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,fraeulein_karoline,single,Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,"Sollen sich ihrer noch mehr melden? Hilf Himmel! wo willst du zuletzt mit allen
              Freiern hin? Einen kannst du doch nur nehmen?
",26,7860,8000,ER,FEMALE
68,CATMA_3EDD1620-DCB2-4B32-9587-4190CFA5D6BB,CATMA_83CB7326-972D-4B3E-89D6-C7AFFCA79562,Explizites_Target:_Charakter,target,Charakter,explicit,fraeulein_amalie,single,positiv,positiv,Emotionen der Freude,Freude,du,1,8285,8287,ER,FEMALE
69,CATMA_83CB7326-972D-4B3E-89D6-C7AFFCA79562,,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,fraeulein_karoline,single,positiv,positiv,Emotionen der Freude,Freude,"lächelnd.
Frage du nur die Kammerfrau, die wird ...
",11,8269,8321,ER,FEMALE
70,CATMA_5D910A16-94EE-4E31-ADBE-32A3F0013EA4_0,CATMA_47A57708-9AC4-4D0F-93A1-D8FBD9E0BD6E,Explizites_Target:_Charakter,target,Charakter,explicit,fraeulein_karoline,single,negativ,negativ,Emotionen der Ablehnung,Ärger,ih,1,8344,8346,ER,FEMALE
71,CATMA_47A57708-9AC4-4D0F-93A1-D8FBD9E0BD6E,,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,fraeulein_amalie,single,negativ,negativ,Emotionen der Ablehnung,Ärger,"droht ihr.
Schweige, Karoline!",7,8338,8368,ER,FEMALE
72,CATMA_162D0460-D054-4F56-B985-8CD67984053A,CATMA_20C5AFDB-59AF-4E9E-95EA-2D324ED477B3,Explizites_Target:_Nicht-Charakter,target,Nicht-Charakter,explicit,Ereignis,single,negativ,negativ,Emotionen der Angst,Angst,Was sagst,2,8554,8563,ER,Nicht-Charakter
73,CATMA_AA8638CA-5612-423F-A1FC-6BF08B7E31A0,CATMA_20C5AFDB-59AF-4E9E-95EA-2D324ED477B3,Explizite_Source:_Experiencer,source,Experiencer,explicit,fraeulein_amalie,single,negativ,negativ,Emotionen der Angst,Angst,Ich,1,8578,8581,ER,FEMALE
74,CATMA_DC274BF2-EA41-49F3-A6F0-C5F37155E98C,,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,fraeulein_karoline,single,Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,"verwundernd.
Ist es auch möglich, daß ein leerer Dunst, eine bloße Hoffnung das menschliche Herz
              so sehr einnehmen kann, daß man denkt, es entgehe einem ein wirklich besessenes Gut;
              wenn ein bloßes Hirngespinst, das man sich in den Kopf gesetzet hat, zuschanden
              geht?
",52,8616,8926,ER,FEMALE
75,CATMA_A0E8A940-2B55-48CF-AE76-857D76AF2E71,,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,fraeulein_amalie,single,negativ,negativ,Emotionen der Ablehnung,Ärger,"Ei was, Hirngespinst!",5,8944,8965,ER,FEMALE
76,CATMA_A0E8A940-2B55-48CF-AE76-857D76AF2E71,,Gemeintes_Target:_Nicht-Charakter,target,Nicht-Charakter,implicit,Ereignis,single,negativ,negativ,Emotionen der Ablehnung,Ärger,"Ei was, Hirngespinst!",5,8944,8965,ER,Nicht-Charakter
77,CATMA_686C2EE6-C6EA-47FB-8EEC-BC3795C1144A_0,CATMA_0353BE30-781A-425C-BCF0-BDC7B1C52ED6,Explizite_Source:_Experiencer,source,Experiencer,explicit,fraeulein_amalie,single,negativ,negativ,Emotionen der Ablehnung,Abscheu,Ich,1,8966,8969,ER,FEMALE
78,CATMA_6C67474C-7200-4612-A06E-872EF18511B0_0,CATMA_0353BE30-781A-425C-BCF0-BDC7B1C52ED6,Explizites_Target:_Charakter,target,Charakter,explicit,frau_von_tiefenborn,single,negativ,negativ,Emotionen der Ablehnung,Abscheu,der Frau Muhme ,3,8976,8991,ER,FEMALE
79,CATMA_5524117E-270F-44AF-9880-D6B804B521AD_0,CATMA_125836FD-66D7-4826-A7C4-C32E6347A1A6,Explizites_Target:_Charakter,target,Charakter,explicit,fraeulein_amalie,single,negativ,negativ,Emotionen der Ablehnung,Ärger,dir,1,9244,9247,ER,FEMALE
80,CATMA_125836FD-66D7-4826-A7C4-C32E6347A1A6,,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,fraeulein_karoline,single,negativ,negativ,Emotionen der Ablehnung,Ärger,"Und ebendarum, weil dir deine Freundlichkeit gegen sie nicht von Herzen gegangen ist:
              so solltest du von Rechts wegen keinen Heller aus ihrer Verlassenschaft haben.",28,9224,9402,ER,FEMALE
81,CATMA_006210B4-CE5A-4110-9ADD-3FD68F4E5401_0,CATMA_BD27AB56-BF0B-4DEE-8432-6C96FF5C33F9,Explizite_Source:_Experiencer,source,Experiencer,explicit,fraeulein_amalie,single,negativ,negativ,Emotionen der Ablehnung,Abscheu,d,1,9244,9245,ER,FEMALE
82,CATMA_5524117E-270F-44AF-9880-D6B804B521AD_0,CATMA_BD27AB56-BF0B-4DEE-8432-6C96FF5C33F9,Explizites_Target:_Charakter,target,Charakter,explicit,fraeulein_amalie,single,negativ,negativ,Emotionen der Ablehnung,Abscheu,dir,1,9244,9247,ER,FEMALE
